# t  B_z_curl_0  B_z_curl_1  B_z_curl_2  B_z_curl_3  B_z_curl_4  B_z_curl_5  B_z_curl_6  B_z_curl_7  B_z_curl_8  B_z_curl_9  B_z_curl_10  B_z_curl_11  B_z_curl_12  B_z_curl_13  B_z_curl_14  B_z_curl_15  B_z_curl_16  B_z_curl_17  B_z_curl_18  B_z_curl_19  B_z_curl_20  B_z_curl_21  B_z_curl_22  B_z_curl_23  B_z_curl_24  B_z_curl_25  B_z_curl_26  B_z_curl_27  B_z_curl_28  B_z_curl_29  B_z_curl_30  B_z_curl_31  B_z_curl_32  B_z_curl_33  B_z_curl_34  B_z_curl_35  B_z_curl_36  B_z_curl_37  B_z_curl_38  B_z_curl_39  B_z_curl_40  B_z_curl_41  B_z_curl_42  B_z_curl_43  B_z_curl_44  B_z_curl_45
5400.99 -7.17061e-12 1.11131e-10 1.43197e-10 2.07303e-11 -4.42104e-10 0 -6.35215e-10 5.45579e-10 5.09677e-10 0 -3.05709e-11 -5.71665e-10 4.48149e-10 0 4.36232e-10 5.49322e-16 7.45155e-11 0 -7.45158e-11 5.50931e-10 -5.5093e-10 0 7.15499e-10 -1.12227e-10 -7.27843e-11 3.63916e-11 1.13858e-09 -1.0497e-09 2.70864e-10 -4.4815e-10 0 5.85987e-10 -5.38515e-10 1.92607e-10 1.36357e-10 -6.91934e-11 -5.09677e-10 0 -1.42147e-11 -2.6483e-11 5.18714e-10 -2.07298e-11 0 -1.4074e-10 4.42103e-10 0
5401.78 -6.82749e-12 1.11505e-10 1.4329e-10 2.05428e-11 -4.42355e-10 0 -6.36322e-10 5.46425e-10 5.11183e-10 0 -3.05009e-11 -5.73307e-10 4.49336e-10 0 4.37131e-10 5.50177e-16 7.46715e-11 0 -7.46718e-11 5.52233e-10 -5.52232e-10 0 7.17191e-10 -1.12601e-10 -7.23251e-11 3.6162e-11 1.14085e-09 -1.05235e-09 2.72349e-10 -4.49337e-10 0 5.87024e-10 -5.39506e-10 1.9278e-10 1.3686e-10 -6.80035e-11 -5.11183e-10 0 -1.394e-11 -2.68399e-11 5.19562e-10 -2.05423e-11 0 -1.41735e-10 4.42354e-10 0
5402.57 -6.48264e-12 1.11875e-10 1.43379e-10 2.03542e-11 -4.42587e-10 0 -6.37406e-10 5.47252e-10 5.12674e-10 0 -3.04291e-11 -5.74931e-10 4.50508e-10 0 4.38016e-10 5.51026e-16 7.48256e-11 0 -7.48259e-11 5.53518e-10 -5.53517e-10 0 7.18859e-10 -1.12971e-10 -7.18619e-11 3.59304e-11 1.14308e-09 -1.05496e-09 2.73828e-10 -4.50509e-10 0 5.88039e-10 -5.40477e-10 1.92946e-10 1.37359e-10 -6.68098e-11 -5.12674e-10 0 -1.36648e-11 -2.71971e-11 5.2039e-10 -2.03537e-11 0 -1.42726e-10 4.42586e-10 0
5403.37 -6.13609e-12 1.12242e-10 1.43463e-10 2.01644e-11 -4.42802e-10 0 -6.38469e-10 5.48062e-10 5.14148e-10 0 -3.03553e-11 -5.76538e-10 4.51666e-10 0 4.38887e-10 5.51867e-16 7.49777e-11 0 -7.4978e-11 5.54786e-10 -5.54784e-10 0 7.20502e-10 -1.13337e-10 -7.13946e-11 3.56967e-11 1.14527e-09 -1.05753e-09 2.753e-10 -4.51666e-10 0 5.89034e-10 -5.4143e-10 1.93104e-10 1.37854e-10 -6.56123e-11 -5.14148e-10 0 -1.33891e-11 -2.75544e-11 5.21199e-10 -2.01639e-11 0 -1.43714e-10 4.42801e-10 0
5404.16 -5.78787e-12 1.12605e-10 1.43543e-10 1.99735e-11 -4.42999e-10 0 -6.39509e-10 5.48853e-10 5.15606e-10 0 -3.02796e-11 -5.78128e-10 4.52809e-10 0 4.39743e-10 5.52696e-16 7.51279e-11 0 -7.51281e-11 5.56036e-10 -5.56035e-10 0 7.22121e-10 -1.137e-10 -7.09232e-11 3.54611e-11 1.14742e-09 -1.06008e-09 2.76766e-10 -4.52809e-10 0 5.90008e-10 -5.42364e-10 1.93255e-10 1.38344e-10 -6.44111e-11 -5.15606e-10 0 -1.31129e-11 -2.79119e-11 5.21988e-10 -1.99729e-11 0 -1.44698e-10 4.42998e-10 0
5404.95 -5.43804e-12 1.12965e-10 1.43618e-10 1.97813e-11 -4.43178e-10 0 -6.40527e-10 5.49626e-10 5.17048e-10 0 -3.02021e-11 -5.797e-10 4.53937e-10 0 4.40586e-10 5.53512e-16 7.52762e-11 0 -7.52764e-11 5.57269e-10 -5.57268e-10 0 7.23715e-10 -1.14058e-10 -7.04478e-11 3.52234e-11 1.14953e-09 -1.06258e-09 2.78225e-10 -4.53937e-10 0 5.90961e-10 -5.43279e-10 1.93398e-10 1.3883e-10 -6.3206e-11 -5.17048e-10 0 -1.28362e-11 -2.82695e-11 5.22758e-10 -1.97808e-11 0 -1.45679e-10 4.43177e-10 0
5405.75 -5.08669e-12 1.13322e-10 1.43689e-10 1.9588e-11 -4.43339e-10 0 -6.41523e-10 5.5038e-10 5.18473e-10 0 -3.01227e-11 -5.81254e-10 4.5505e-10 0 4.41414e-10 5.54313e-16 7.54226e-11 0 -7.54229e-11 5.58485e-10 -5.58483e-10 0 7.25285e-10 -1.14413e-10 -6.99685e-11 3.49837e-11 1.1516e-09 -1.06506e-09 2.79677e-10 -4.5505e-10 0 5.91893e-10 -5.44175e-10 1.93534e-10 1.39312e-10 -6.19971e-11 -5.18473e-10 0 -1.2559e-11 -2.86271e-11 5.23508e-10 -1.95875e-11 0 -1.46657e-10 4.43338e-10 0
5406.54 -4.73387e-12 1.13674e-10 1.43755e-10 1.93935e-11 -4.43483e-10 0 -6.42496e-10 5.51115e-10 5.19881e-10 0 -3.00415e-11 -5.82791e-10 4.56148e-10 0 4.42228e-10 5.55097e-16 7.55673e-11 0 -7.55676e-11 5.59683e-10 -5.59682e-10 0 7.26829e-10 -1.14765e-10 -6.94853e-11 3.47421e-11 1.15363e-09 -1.0675e-09 2.81122e-10 -4.56148e-10 0 5.92804e-10 -5.45051e-10 1.93663e-10 1.39789e-10 -6.07844e-11 -5.19881e-10 0 -1.22813e-11 -2.89848e-11 5.24239e-10 -1.93929e-11 0 -1.4763e-10 4.43482e-10 0
5407.33 -4.37968e-12 1.14024e-10 1.43816e-10 1.91978e-11 -4.43609e-10 0 -6.43446e-10 5.51832e-10 5.21273e-10 0 -2.99586e-11 -5.84309e-10 4.57231e-10 0 4.43028e-10 5.55861e-16 7.57102e-11 0 -7.57105e-11 5.60864e-10 -5.60863e-10 0 7.28348e-10 -1.15112e-10 -6.89982e-11 3.44986e-11 1.15563e-09 -1.0699e-09 2.82561e-10 -4.57231e-10 0 5.93694e-10 -5.45909e-10 1.93784e-10 1.40263e-10 -5.95679e-11 -5.21273e-10 0 -1.2003e-11 -2.93424e-11 5.2495e-10 -1.91972e-11 0 -1.486e-10 4.43608e-10 0
5408.13 -4.02419e-12 1.14369e-10 1.43873e-10 1.90009e-11 -4.43717e-10 0 -6.44375e-10 5.5253e-10 5.22648e-10 0 -2.98741e-11 -5.8581e-10 4.58299e-10 0 4.43813e-10 5.56605e-16 7.58514e-11 0 -7.58516e-11 5.62027e-10 -5.62026e-10 0 7.29842e-10 -1.15455e-10 -6.85075e-11 3.42532e-11 1.15758e-09 -1.07227e-09 2.83992e-10 -4.58299e-10 0 5.94563e-10 -5.46746e-10 1.93898e-10 1.40732e-10 -5.83475e-11 -5.22648e-10 0 -1.17242e-11 -2.96999e-11 5.25642e-10 -1.90003e-11 0 -1.49567e-10 4.43716e-10 0
5408.92 -3.66747e-12 1.14712e-10 1.43924e-10 1.88028e-11 -4.43808e-10 0 -6.45281e-10 5.5321e-10 5.24006e-10 0 -2.97879e-11 -5.87293e-10 4.59352e-10 0 4.44584e-10 5.5733e-16 7.59908e-11 0 -7.5991e-11 5.63174e-10 -5.63172e-10 0 7.31311e-10 -1.15795e-10 -6.80131e-11 3.4006e-11 1.1595e-09 -1.07461e-09 2.85417e-10 -4.59352e-10 0 5.9541e-10 -5.47565e-10 1.94005e-10 1.41197e-10 -5.71234e-11 -5.24006e-10 0 -1.14449e-11 -3.00573e-11 5.26314e-10 -1.88022e-11 0 -1.50529e-10 4.43807e-10 0
5409.71 -3.30957e-12 1.1505e-10 1.43971e-10 1.86035e-11 -4.43881e-10 0 -6.46164e-10 5.5387e-10 5.25347e-10 0 -2.97002e-11 -5.88758e-10 4.6039e-10 0 4.4534e-10 5.58036e-16 7.61284e-11 0 -7.61286e-11 5.64302e-10 -5.64301e-10 0 7.32755e-10 -1.16131e-10 -6.7515e-11 3.37569e-11 1.16138e-09 -1.07691e-09 2.86835e-10 -4.6039e-10 0 5.96236e-10 -5.48364e-10 1.94104e-10 1.41658e-10 -5.58955e-11 -5.25347e-10 0 -1.11651e-11 -3.04146e-11 5.26966e-10 -1.86029e-11 0 -1.51487e-10 4.4388e-10 0
5410.51 -2.95052e-12 1.15385e-10 1.44012e-10 1.8403e-11 -4.43937e-10 0 -6.47025e-10 5.54512e-10 5.26672e-10 0 -2.9611e-11 -5.90205e-10 4.61413e-10 0 4.46081e-10 5.58723e-16 7.62641e-11 0 -7.62644e-11 5.65413e-10 -5.65412e-10 0 7.34173e-10 -1.16463e-10 -6.70135e-11 3.35062e-11 1.16322e-09 -1.07918e-09 2.88246e-10 -4.61413e-10 0 5.97041e-10 -5.49144e-10 1.94197e-10 1.42115e-10 -5.4664e-11 -5.26672e-10 0 -1.08847e-11 -3.07716e-11 5.27599e-10 -1.84024e-11 0 -1.52441e-10 4.43936e-10 0
5411.3 -2.59034e-12 1.15716e-10 1.44049e-10 1.82012e-11 -4.43976e-10 0 -6.47864e-10 5.55135e-10 5.2798e-10 0 -2.95203e-11 -5.91633e-10 4.62421e-10 0 4.46807e-10 5.59394e-16 7.63981e-11 0 -7.63983e-11 5.66507e-10 -5.66505e-10 0 7.35566e-10 -1.16791e-10 -6.65084e-11 3.32536e-11 1.16502e-09 -1.08141e-09 2.89649e-10 -4.62421e-10 0 5.97825e-10 -5.49904e-10 1.94282e-10 1.42567e-10 -5.3429e-11 -5.2798e-10 0 -1.06038e-11 -3.11284e-11 5.28212e-10 -1.82006e-11 0 -1.5339e-10 4.43975e-10 0
5412.09 -2.22904e-12 1.16043e-10 1.44081e-10 1.79982e-11 -4.43998e-10 0 -6.4868e-10 5.55738e-10 5.29271e-10 0 -2.9428e-11 -5.93043e-10 4.63413e-10 0 4.47519e-10 5.6005e-16 7.653e-11 0 -7.65303e-11 5.67583e-10 -5.67581e-10 0 7.36933e-10 -1.17115e-10 -6.59998e-11 3.29993e-11 1.16678e-09 -1.0836e-09 2.91046e-10 -4.63414e-10 0 5.98587e-10 -5.50644e-10 1.9436e-10 1.43016e-10 -5.21905e-11 -5.29271e-10 0 -1.03224e-11 -3.14849e-11 5.28806e-10 -1.79976e-11 0 -1.54335e-10 4.43997e-10 0
5412.89 -1.86659e-12 1.16366e-10 1.44108e-10 1.7794e-11 -4.44002e-10 0 -6.49474e-10 5.56323e-10 5.30545e-10 0 -2.93343e-11 -5.94435e-10 4.64391e-10 0 4.48216e-10 5.60694e-16 7.666e-11 0 -7.66602e-11 5.68641e-10 -5.68639e-10 0 7.38275e-10 -1.17435e-10 -6.54878e-11 3.27433e-11 1.1685e-09 -1.08576e-09 2.92435e-10 -4.64391e-10 0 5.99328e-10 -5.51365e-10 1.94432e-10 1.4346e-10 -5.09487e-11 -5.30545e-10 0 -1.00404e-11 -3.18412e-11 5.29379e-10 -1.77934e-11 0 -1.55276e-10 4.44001e-10 0
5413.68 -1.50296e-12 1.16685e-10 1.4413e-10 1.75886e-11 -4.43989e-10 0 -6.50245e-10 5.56889e-10 5.31802e-10 0 -2.9239e-11 -5.95808e-10 4.65353e-10 0 4.48899e-10 5.61328e-16 7.67879e-11 0 -7.67882e-11 5.69681e-10 -5.6968e-10 0 7.39591e-10 -1.17752e-10 -6.49723e-11 3.24855e-11 1.17018e-09 -1.08789e-09 2.93816e-10 -4.65354e-10 0 6.00047e-10 -5.52067e-10 1.94496e-10 1.43899e-10 -4.97038e-11 -5.31802e-10 0 -9.75798e-12 -3.21972e-11 5.29933e-10 -1.7588e-11 0 -1.56212e-10 4.43987e-10 0
5414.47 -1.13811e-12 1.17001e-10 1.44148e-10 1.7382e-11 -4.43958e-10 0 -6.50993e-10 5.57436e-10 5.33042e-10 0 -2.91422e-11 -5.97163e-10 4.66301e-10 0 4.49566e-10 5.61952e-16 7.69137e-11 0 -7.6914e-11 5.70704e-10 -5.70702e-10 0 7.40882e-10 -1.18064e-10 -6.44532e-11 3.2226e-11 1.17182e-09 -1.08998e-09 2.9519e-10 -4.66301e-10 0 6.00746e-10 -5.52749e-10 1.94554e-10 1.44334e-10 -4.84557e-11 -5.33042e-10 0 -9.47505e-12 -3.25529e-11 5.30467e-10 -1.73814e-11 0 -1.57144e-10 4.43957e-10 0
5415.27 -7.72002e-13 1.17312e-10 1.44162e-10 1.71743e-11 -4.43909e-10 0 -6.51719e-10 5.57964e-10 5.34265e-10 0 -2.90438e-11 -5.98498e-10 4.67233e-10 0 4.50219e-10 5.62569e-16 7.70374e-11 0 -7.70376e-11 5.71708e-10 -5.71707e-10 0 7.42146e-10 -1.18373e-10 -6.39306e-11 3.19647e-11 1.17343e-09 -1.09203e-09 2.96557e-10 -4.67233e-10 0 6.01422e-10 -5.53411e-10 1.94605e-10 1.44764e-10 -4.72047e-11 -5.34265e-10 0 -9.19165e-12 -3.29084e-11 5.30981e-10 -1.71737e-11 0 -1.58072e-10 4.43908e-10 0
5416.06 -4.04588e-13 1.1762e-10 1.44171e-10 1.69654e-11 -4.43843e-10 0 -6.52423e-10 5.58473e-10 5.35471e-10 0 -2.89438e-11 -5.99816e-10 4.6815e-10 0 4.50857e-10 5.63179e-16 7.71588e-11 0 -7.71591e-11 5.72694e-10 -5.72693e-10 0 7.43385e-10 -1.18677e-10 -6.34044e-11 3.17016e-11 1.17499e-09 -1.09405e-09 2.97915e-10 -4.6815e-10 0 6.02078e-10 -5.54054e-10 1.94648e-10 1.45189e-10 -4.59507e-11 -5.35471e-10 0 -8.90782e-12 -3.32636e-11 5.31475e-10 -1.69648e-11 0 -1.58995e-10 4.43842e-10 0
5416.85 -3.58412e-14 1.17923e-10 1.44176e-10 1.67554e-11 -4.43759e-10 0 -6.53103e-10 5.58963e-10 5.36659e-10 0 -2.8842e-11 -6.01114e-10 4.69051e-10 0 4.5148e-10 5.63781e-16 7.72781e-11 0 -7.72784e-11 5.73662e-10 -5.73661e-10 0 7.44599e-10 -1.18978e-10 -6.28746e-11 3.14367e-11 1.17651e-09 -1.09603e-09 2.99266e-10 -4.69052e-10 0 6.02712e-10 -5.54677e-10 1.94684e-10 1.4561e-10 -4.46939e-11 -5.36659e-10 0 -8.6236e-12 -3.36187e-11 5.31949e-10 -1.67547e-11 0 -1.59914e-10 4.43758e-10 0
5417.64 3.34259e-13 1.18223e-10 1.44177e-10 1.65443e-11 -4.43658e-10 0 -6.53761e-10 5.59434e-10 5.3783e-10 0 -2.87386e-11 -6.02394e-10 4.69937e-10 0 4.52088e-10 5.64376e-16 7.73953e-11 0 -7.73955e-11 5.74612e-10 -5.74611e-10 0 7.45786e-10 -1.19275e-10 -6.2341e-11 3.11699e-11 1.178e-09 -1.09798e-09 3.00609e-10 -4.69938e-10 0 6.03325e-10 -5.5528e-10 1.94713e-10 1.46025e-10 -4.34343e-11 -5.3783e-10 0 -8.339e-12 -3.39735e-11 5.32402e-10 -1.65437e-11 0 -1.60829e-10 4.43656e-10 0
5418.44 7.05716e-13 1.18519e-10 1.44173e-10 1.63322e-11 -4.43538e-10 0 -6.54395e-10 5.59886e-10 5.38984e-10 0 -2.86334e-11 -6.03655e-10 4.70808e-10 0 4.52682e-10 5.64963e-16 7.75103e-11 0 -7.75106e-11 5.75544e-10 -5.75543e-10 0 7.46948e-10 -1.19567e-10 -6.18037e-11 3.09013e-11 1.17944e-09 -1.09989e-09 3.01944e-10 -4.70808e-10 0 6.03916e-10 -5.55864e-10 1.94735e-10 1.46436e-10 -4.2172e-11 -5.38984e-10 0 -8.05407e-12 -3.4328e-11 5.32836e-10 -1.63315e-11 0 -1.61739e-10 4.43537e-10 0
5419.23 1.07852e-12 1.18811e-10 1.44165e-10 1.61191e-11 -4.434e-10 0 -6.55007e-10 5.60319e-10 5.4012e-10 0 -2.85265e-11 -6.04897e-10 4.71663e-10 0 4.53261e-10 5.65539e-16 7.76233e-11 0 -7.76235e-11 5.76458e-10 -5.76456e-10 0 7.48084e-10 -1.19856e-10 -6.12627e-11 3.06307e-11 1.18084e-09 -1.10176e-09 3.03271e-10 -4.71663e-10 0 6.04485e-10 -5.56428e-10 1.94749e-10 1.46842e-10 -4.09068e-11 -5.4012e-10 0 -7.76885e-12 -3.46824e-11 5.3325e-10 -1.61184e-11 0 -1.62645e-10 4.43399e-10 0
5420.02 1.45263e-12 1.19099e-10 1.44153e-10 1.5905e-11 -4.43245e-10 0 -6.55596e-10 5.60733e-10 5.41239e-10 0 -2.84178e-11 -6.06121e-10 4.72502e-10 0 4.53825e-10 5.66104e-16 7.77342e-11 0 -7.77344e-11 5.77353e-10 -5.77351e-10 0 7.49193e-10 -1.20141e-10 -6.07179e-11 3.03583e-11 1.1822e-09 -1.1036e-09 3.04589e-10 -4.72503e-10 0 6.05033e-10 -5.56972e-10 1.94756e-10 1.47242e-10 -3.96389e-11 -5.41239e-10 0 -7.48334e-12 -3.50366e-11 5.33644e-10 -1.59043e-11 0 -1.63548e-10 4.43244e-10 0
5420.82 1.82802e-12 1.19384e-10 1.44136e-10 1.56899e-11 -4.43071e-10 0 -6.56161e-10 5.61128e-10 5.4234e-10 0 -2.83073e-11 -6.07325e-10 4.73326e-10 0 4.54374e-10 5.66655e-16 7.78431e-11 0 -7.78433e-11 5.7823e-10 -5.78228e-10 0 7.50277e-10 -1.20421e-10 -6.01694e-11 3.00841e-11 1.18352e-09 -1.1054e-09 3.059e-10 -4.73326e-10 0 6.05559e-10 -5.57496e-10 1.94755e-10 1.47638e-10 -3.83682e-11 -5.4234e-10 0 -7.19758e-12 -3.53904e-11 5.34017e-10 -1.56893e-11 0 -1.64445e-10 4.4307e-10 0
5421.61 2.20463e-12 1.19665e-10 1.44115e-10 1.54739e-11 -4.4288e-10 0 -6.56704e-10 5.61504e-10 5.43424e-10 0 -2.8195e-11 -6.08511e-10 4.74133e-10 0 4.54908e-10 5.67192e-16 7.79501e-11 0 -7.79503e-11 5.79088e-10 -5.79087e-10 0 7.51335e-10 -1.20698e-10 -5.96171e-11 2.98079e-11 1.1848e-09 -1.10716e-09 3.07203e-10 -4.74134e-10 0 6.06064e-10 -5.58001e-10 1.94747e-10 1.48029e-10 -3.70947e-11 -5.43424e-10 0 -6.91158e-12 -3.5744e-11 5.34371e-10 -1.54733e-11 0 -1.65339e-10 4.42879e-10 0
5422.4 2.58239e-12 1.19942e-10 1.44089e-10 1.5257e-11 -4.42671e-10 0 -6.57223e-10 5.6186e-10 5.44489e-10 0 -2.80809e-11 -6.09677e-10 4.74925e-10 0 4.55427e-10 5.67712e-16 7.80551e-11 0 -7.80553e-11 5.79928e-10 -5.79927e-10 0 7.52367e-10 -1.2097e-10 -5.90611e-11 2.95299e-11 1.18604e-09 -1.10889e-09 3.08498e-10 -4.74926e-10 0 6.06546e-10 -5.58485e-10 1.94732e-10 1.48415e-10 -3.58184e-11 -5.44489e-10 0 -6.62534e-12 -3.60973e-11 5.34705e-10 -1.52563e-11 0 -1.66228e-10 4.4267e-10 0
5423.2 2.96124e-12 1.20215e-10 1.44058e-10 1.50391e-11 -4.42445e-10 0 -6.5772e-10 5.62197e-10 5.45537e-10 0 -2.79652e-11 -6.10825e-10 4.75701e-10 0 4.55931e-10 5.68215e-16 7.81582e-11 0 -7.81585e-11 5.8075e-10 -5.80749e-10 0 7.53372e-10 -1.21239e-10 -5.85015e-11 2.92501e-11 1.18724e-09 -1.11058e-09 3.09786e-10 -4.75701e-10 0 6.07007e-10 -5.5895e-10 1.94709e-10 1.48797e-10 -3.45392e-11 -5.45537e-10 0 -6.33884e-12 -3.64502e-11 5.35019e-10 -1.50385e-11 0 -1.67113e-10 4.42444e-10 0
5423.99 3.34112e-12 1.20484e-10 1.44022e-10 1.48203e-11 -4.42201e-10 0 -6.58193e-10 5.62515e-10 5.46567e-10 0 -2.78477e-11 -6.11953e-10 4.76461e-10 0 4.5642e-10 5.68701e-16 7.82595e-11 0 -7.82597e-11 5.81554e-10 -5.81552e-10 0 7.54351e-10 -1.21503e-10 -5.79384e-11 2.89685e-11 1.18839e-09 -1.11224e-09 3.11065e-10 -4.76461e-10 0 6.07446e-10 -5.59395e-10 1.94679e-10 1.49174e-10 -3.32573e-11 -5.46567e-10 0 -6.05206e-12 -3.68027e-11 5.35313e-10 -1.48197e-11 0 -1.67993e-10 4.422e-10 0
5424.78 3.72196e-12 1.2075e-10 1.43982e-10 1.46006e-11 -4.4194e-10 0 -6.58643e-10 5.62814e-10 5.4758e-10 0 -2.77287e-11 -6.13063e-10 4.77205e-10 0 4.56894e-10 5.6917e-16 7.83588e-11 0 -7.8359e-11 5.82339e-10 -5.82338e-10 0 7.55305e-10 -1.21763e-10 -5.73718e-11 2.86852e-11 1.18951e-09 -1.11385e-09 3.12335e-10 -4.77205e-10 0 6.07864e-10 -5.5982e-10 1.94642e-10 1.49546e-10 -3.19726e-11 -5.4758e-10 0 -5.76498e-12 -3.71548e-11 5.35586e-10 -1.45999e-11 0 -1.68869e-10 4.41939e-10 0
5425.58 4.10371e-12 1.21011e-10 1.43936e-10 1.43799e-11 -4.41661e-10 0 -6.5907e-10 5.63094e-10 5.48574e-10 0 -2.7608e-11 -6.14153e-10 4.77933e-10 0 4.57352e-10 5.69622e-16 7.84561e-11 0 -7.84564e-11 5.83106e-10 -5.83104e-10 0 7.56231e-10 -1.22019e-10 -5.68018e-11 2.84002e-11 1.19059e-09 -1.11544e-09 3.13598e-10 -4.77934e-10 0 6.08259e-10 -5.60225e-10 1.94598e-10 1.49914e-10 -3.06851e-11 -5.48574e-10 0 -5.47755e-12 -3.75063e-11 5.3584e-10 -1.43792e-11 0 -1.69739e-10 4.4166e-10 0
5426.37 4.48634e-12 1.21268e-10 1.43886e-10 1.41582e-11 -4.41366e-10 0 -6.59474e-10 5.63354e-10 5.49551e-10 0 -2.74857e-11 -6.15223e-10 4.78646e-10 0 4.57795e-10 5.70058e-16 7.85515e-11 0 -7.85517e-11 5.83854e-10 -5.83853e-10 0 7.57132e-10 -1.22271e-10 -5.62285e-11 2.81136e-11 1.19162e-09 -1.11698e-09 3.14853e-10 -4.78646e-10 0 6.08632e-10 -5.6061e-10 1.94547e-10 1.50277e-10 -2.93949e-11 -5.49551e-10 0 -5.18974e-12 -3.78573e-11 5.36074e-10 -1.41575e-11 0 -1.70605e-10 4.41365e-10 0
5427.16 4.8698e-12 1.21522e-10 1.4383e-10 1.39354e-11 -4.41053e-10 0 -6.59854e-10 5.63594e-10 5.5051e-10 0 -2.7362e-11 -6.16274e-10 4.79342e-10 0 4.58223e-10 5.7048e-16 7.86448e-11 0 -7.8645e-11 5.84584e-10 -5.84583e-10 0 7.58006e-10 -1.22519e-10 -5.5652e-11 2.78253e-11 1.19262e-09 -1.11849e-09 3.16099e-10 -4.79343e-10 0 6.08984e-10 -5.60975e-10 1.94488e-10 1.50636e-10 -2.8102e-11 -5.5051e-10 0 -4.90151e-12 -3.82078e-11 5.36287e-10 -1.39348e-11 0 -1.71466e-10 4.41052e-10 0
5427.96 5.25408e-12 1.21771e-10 1.4377e-10 1.37117e-11 -4.40723e-10 0 -6.60212e-10 5.63816e-10 5.51452e-10 0 -2.72368e-11 -6.17306e-10 4.80023e-10 0 4.58636e-10 5.70889e-16 7.8736e-11 0 -7.87363e-11 5.85296e-10 -5.85294e-10 0 7.58854e-10 -1.22763e-10 -5.50724e-11 2.75355e-11 1.19357e-09 -1.11996e-09 3.17337e-10 -4.80023e-10 0 6.09314e-10 -5.6132e-10 1.94423e-10 1.50989e-10 -2.68065e-11 -5.51451e-10 0 -4.61282e-12 -3.85577e-11 5.36481e-10 -1.3711e-11 0 -1.72321e-10 4.40722e-10 0
5428.75 5.63917e-12 1.22016e-10 1.43705e-10 1.34868e-11 -4.40376e-10 0 -6.60547e-10 5.64017e-10 5.52375e-10 0 -2.71101e-11 -6.18318e-10 4.80688e-10 0 4.59033e-10 5.71286e-16 7.88251e-11 0 -7.88253e-11 5.85989e-10 -5.85987e-10 0 7.59675e-10 -1.23003e-10 -5.44898e-11 2.72442e-11 1.19448e-09 -1.12139e-09 3.18567e-10 -4.80688e-10 0 6.09622e-10 -5.61645e-10 1.9435e-10 1.51338e-10 -2.55083e-11 -5.52375e-10 0 -4.32365e-12 -3.8907e-11 5.36654e-10 -1.34861e-11 0 -1.73171e-10 4.40375e-10 0
5429.54 6.02506e-12 1.22256e-10 1.43636e-10 1.32609e-11 -4.40011e-10 0 -6.60858e-10 5.64199e-10 5.5328e-10 0 -2.69821e-11 -6.19311e-10 4.81337e-10 0 4.59416e-10 5.71671e-16 7.8912e-11 0 -7.89122e-11 5.86663e-10 -5.86661e-10 0 7.6047e-10 -1.23238e-10 -5.39041e-11 2.69514e-11 1.19536e-09 -1.12279e-09 3.19788e-10 -4.81337e-10 0 6.09908e-10 -5.6195e-10 1.94271e-10 1.51683e-10 -2.42076e-11 -5.5328e-10 0 -4.034e-12 -3.92557e-11 5.36807e-10 -1.32602e-11 0 -1.74017e-10 4.4001e-10 0
5430.34 6.41178e-12 1.22492e-10 1.43561e-10 1.30339e-11 -4.3963e-10 0 -6.61146e-10 5.64362e-10 5.54168e-10 0 -2.68526e-11 -6.20284e-10 4.8197e-10 0 4.59782e-10 5.72045e-16 7.89966e-11 0 -7.89968e-11 5.87318e-10 -5.87317e-10 0 7.61239e-10 -1.2347e-10 -5.33155e-11 2.66571e-11 1.19619e-09 -1.12415e-09 3.21001e-10 -4.8197e-10 0 6.10172e-10 -5.62235e-10 1.94184e-10 1.52022e-10 -2.29045e-11 -5.54168e-10 0 -3.74386e-12 -3.96037e-11 5.3694e-10 -1.30332e-11 0 -1.74857e-10 4.39629e-10 0
5431.13 6.79932e-12 1.22724e-10 1.43482e-10 1.28058e-11 -4.39231e-10 0 -6.6141e-10 5.64505e-10 5.55037e-10 0 -2.67217e-11 -6.21237e-10 4.82587e-10 0 4.60134e-10 5.72407e-16 7.90789e-11 0 -7.90791e-11 5.87955e-10 -5.87953e-10 0 7.6198e-10 -1.23697e-10 -5.27239e-11 2.63613e-11 1.19698e-09 -1.12547e-09 3.22205e-10 -4.82587e-10 0 6.10414e-10 -5.62499e-10 1.9409e-10 1.52356e-10 -2.15989e-11 -5.55037e-10 0 -3.45327e-12 -3.99512e-11 5.37053e-10 -1.28051e-11 0 -1.75691e-10 4.3923e-10 0
5431.92 7.18772e-12 1.22952e-10 1.43399e-10 1.25767e-11 -4.38815e-10 0 -6.61652e-10 5.64628e-10 5.55888e-10 0 -2.65894e-11 -6.22171e-10 4.83188e-10 0 4.6047e-10 5.72757e-16 7.9159e-11 0 -7.91592e-11 5.88572e-10 -5.88571e-10 0 7.62695e-10 -1.23921e-10 -5.21294e-11 2.6064e-11 1.19773e-09 -1.12676e-09 3.234e-10 -4.83188e-10 0 6.10635e-10 -5.62744e-10 1.93989e-10 1.52685e-10 -2.02911e-11 -5.55888e-10 0 -3.16227e-12 -4.0298e-11 5.37146e-10 -1.2576e-11 0 -1.76521e-10 4.38814e-10 0
