# t  B_z_sc_0  B_z_sc_1  B_z_sc_2  B_z_sc_3  B_z_sc_4  B_z_sc_5  B_z_sc_6  B_z_sc_7  B_z_sc_8  B_z_sc_9  B_z_sc_10  B_z_sc_11  B_z_sc_12  B_z_sc_13  B_z_sc_14  B_z_sc_15  B_z_sc_16  B_z_sc_17  B_z_sc_18  B_z_sc_19  B_z_sc_20  B_z_sc_21  B_z_sc_22  B_z_sc_23  B_z_sc_24  B_z_sc_25  B_z_sc_26  B_z_sc_27  B_z_sc_28  B_z_sc_29  B_z_sc_30  B_z_sc_31  B_z_sc_32  B_z_sc_33  B_z_sc_34  B_z_sc_35  B_z_sc_36  B_z_sc_37  B_z_sc_38  B_z_sc_39  B_z_sc_40  B_z_sc_41  B_z_sc_42  B_z_sc_43  B_z_sc_44  B_z_sc_45
630.133 5.34804e-13 -7.19179e-13 -9.2536e-13 -5.33957e-13 -1.46852e-12 -2.10783e-13 2.64054e-13 -1.56824e-12 -5.72938e-12 -3.92121e-12 -2.09232e-12 -1.38421e-12 -4.21368e-12 -9.24124e-12 1.71702e-18 -8.8266e-18 1.85225e-13 -2.81259e-12 -1.85243e-13 2.00408e-12 -6.56278e-18 -2.0041e-12 -1.10889e-12 -1.51515e-12 -1.8345e-13 -3.23552e-18 1.58472e-18 2.09233e-12 1.38421e-12 4.21368e-12 2.81259e-12 -8.45806e-19 1.51515e-12 1.83444e-13 -2.64051e-13 1.56825e-12 5.72938e-12 9.24124e-12 1.1089e-12 7.19184e-13 9.25364e-13 5.33959e-13 3.9212e-12 -5.34798e-13 2.10782e-13 1.46851e-12
630.591 5.36184e-13 -7.15044e-13 -9.22312e-13 -5.1901e-13 -1.45985e-12 -2.18017e-13 2.57608e-13 -1.59585e-12 -5.73293e-12 -3.89604e-12 -2.13465e-12 -1.38801e-12 -4.2263e-12 -9.26316e-12 2.50219e-18 -8.07324e-18 1.96051e-13 -2.80662e-12 -1.96068e-13 1.99682e-12 -6.4801e-18 -1.99683e-12 -1.08968e-12 -1.50606e-12 -2.07219e-13 -3.69071e-18 1.76256e-18 2.13466e-12 1.38801e-12 4.2263e-12 2.80662e-12 -1.16759e-18 1.50605e-12 2.07213e-13 -2.57605e-13 1.59586e-12 5.73293e-12 9.26316e-12 1.08969e-12 7.15049e-13 9.22317e-13 5.19011e-13 3.89603e-12 -5.36178e-13 2.18017e-13 1.45984e-12
631.049 5.38214e-13 -7.091e-13 -9.16788e-13 -5.02255e-13 -1.45216e-12 -2.26529e-13 2.54179e-13 -1.62249e-12 -5.73508e-12 -3.86878e-12 -2.17818e-12 -1.39249e-12 -4.23768e-12 -9.2838e-12 3.12206e-18 -7.28607e-18 2.06872e-13 -2.79949e-12 -2.06887e-13 1.99118e-12 -6.32997e-18 -1.9912e-12 -1.06956e-12 -1.49681e-12 -2.2933e-13 -4.09684e-18 1.78065e-18 2.17819e-12 1.3925e-12 4.23769e-12 2.7995e-12 -1.47431e-18 1.4968e-12 2.29324e-13 -2.54176e-13 1.62249e-12 5.73509e-12 9.2838e-12 1.06957e-12 7.09106e-13 9.16794e-13 5.02257e-13 3.86877e-12 -5.38208e-13 2.26529e-13 1.45215e-12
631.507 5.40814e-13 -7.01928e-13 -9.09387e-13 -4.84492e-13 -1.44587e-12 -2.36067e-13 2.53519e-13 -1.64787e-12 -5.73638e-12 -3.84052e-12 -2.22221e-12 -1.39768e-12 -4.24779e-12 -9.30345e-12 3.55953e-18 -6.48553e-18 2.1747e-13 -2.79148e-12 -2.17484e-13 1.98752e-12 -6.11334e-18 -1.98754e-12 -1.04933e-12 -1.48798e-12 -2.49492e-13 -4.43999e-18 1.64081e-18 2.22221e-12 1.39769e-12 4.2478e-12 2.79148e-12 -1.75503e-18 1.48797e-12 2.49486e-13 -2.53515e-13 1.64787e-12 5.73638e-12 9.30345e-12 1.04933e-12 7.01934e-13 9.09393e-13 4.84494e-13 3.84052e-12 -5.40808e-13 2.36066e-13 1.44586e-12
631.964 5.43895e-13 -6.94128e-13 -9.00735e-13 -4.66528e-13 -1.44134e-12 -2.46342e-13 2.55331e-13 -1.67172e-12 -5.73733e-12 -3.81236e-12 -2.26598e-12 -1.40355e-12 -4.25661e-12 -9.32243e-12 3.80185e-18 -5.69293e-18 2.27635e-13 -2.78288e-12 -2.27647e-13 1.98611e-12 -5.8331e-18 -1.98612e-12 -1.02977e-12 -1.48009e-12 -2.67453e-13 -4.70797e-18 1.3485e-18 2.26599e-12 1.40356e-12 4.25662e-12 2.78289e-12 -1.99891e-18 1.48009e-12 2.67447e-13 -2.55328e-13 1.67173e-12 5.73733e-12 9.32243e-12 1.02978e-12 6.94134e-13 9.00742e-13 4.6653e-13 3.81236e-12 -5.43889e-13 2.46342e-13 1.44134e-12
632.422 5.47361e-13 -6.86297e-13 -8.91475e-13 -4.49163e-13 -1.43888e-12 -2.57041e-13 2.59287e-13 -1.69378e-12 -5.73845e-12 -3.78539e-12 -2.30874e-12 -1.41004e-12 -4.26419e-12 -9.34107e-12 3.84104e-18 -4.93e-18 2.37167e-13 -2.77407e-12 -2.37178e-13 1.98715e-12 -5.49409e-18 -1.98716e-12 -1.01163e-12 -1.47363e-12 -2.82999e-13 -4.8905e-18 9.12837e-19 2.30874e-12 1.41005e-12 4.2642e-12 2.77408e-12 -2.19548e-18 1.47362e-12 2.82993e-13 -2.59283e-13 1.69379e-12 5.73846e-12 9.34107e-12 1.01163e-12 6.86304e-13 8.91482e-13 4.49165e-13 3.78539e-12 -5.47356e-13 2.57041e-13 1.43888e-12
632.88 5.51111e-13 -6.79017e-13 -8.82251e-13 -4.33165e-13 -1.43875e-12 -2.67839e-13 2.6503e-13 -1.7138e-12 -5.74024e-12 -3.76064e-12 -2.3497e-12 -1.41707e-12 -4.27061e-12 -9.35975e-12 3.67409e-18 -4.21832e-18 2.4588e-13 -2.76543e-12 -2.4589e-13 1.99079e-12 -5.10318e-18 -1.9908e-12 -9.95529e-13 -1.46899e-12 -2.95966e-13 -4.97956e-18 3.46239e-19 2.34971e-12 1.41708e-12 4.27061e-12 2.76544e-12 -2.3354e-18 1.46899e-12 2.95961e-13 -2.65027e-13 1.7138e-12 5.74024e-12 9.35975e-12 9.95536e-13 6.79024e-13 8.82258e-13 4.33167e-13 3.76064e-12 -5.51106e-13 2.67839e-13 1.43874e-12
633.338 5.55041e-13 -6.72839e-13 -8.73693e-13 -4.19252e-13 -1.4411e-12 -2.78412e-13 2.72188e-13 -1.73155e-12 -5.74315e-12 -3.73907e-12 -2.38813e-12 -1.42453e-12 -4.27601e-12 -9.37886e-12 3.30313e-18 -3.57866e-18 2.53606e-13 -2.75738e-12 -2.53615e-13 1.9971e-12 -4.66907e-18 -1.99711e-12 -9.82026e-13 -1.4665e-12 -3.06244e-13 -4.96981e-18 -3.35897e-19 2.38814e-12 1.42453e-12 4.27602e-12 2.75739e-12 -2.41056e-18 1.46649e-12 3.06239e-13 -2.72185e-13 1.73155e-12 5.74316e-12 9.37886e-12 9.82032e-13 6.72846e-13 8.737e-13 4.19253e-13 3.73906e-12 -5.55036e-13 2.78412e-13 1.4411e-12
633.796 5.59041e-13 -6.68267e-13 -8.6641e-13 -4.08077e-13 -1.44607e-12 -2.88451e-13 2.80377e-13 -1.74683e-12 -5.74762e-12 -3.72155e-12 -2.42332e-12 -1.43227e-12 -4.28059e-12 -9.39881e-12 2.73536e-18 -3.03047e-18 2.60197e-13 -2.75037e-12 -2.60204e-13 2.0061e-12 -4.20218e-18 -2.00611e-12 -9.71544e-13 -1.46638e-12 -3.13778e-13 -4.85852e-18 -1.11555e-18 2.42332e-12 1.43228e-12 4.2806e-12 2.75037e-12 -2.41443e-18 1.46638e-12 3.13774e-13 -2.80374e-13 1.74684e-12 5.74763e-12 9.39881e-12 9.7155e-13 6.68274e-13 8.66417e-13 4.08078e-13 3.72155e-12 -5.59037e-13 2.88451e-13 1.44607e-12
634.253 5.63003e-13 -6.65749e-13 -8.60973e-13 -4.00211e-13 -1.45369e-12 -2.97677e-13 2.89213e-13 -1.75952e-12 -5.75403e-12 -3.70885e-12 -2.45463e-12 -1.44016e-12 -4.28459e-12 -9.42001e-12 1.98285e-18 -2.59137e-18 2.6553e-13 -2.74484e-12 -2.65536e-13 2.0177e-12 -3.71435e-18 -2.01771e-12 -9.64386e-13 -1.46879e-12 -3.18575e-13 -4.64587e-18 -1.97267e-18 2.45463e-12 1.44016e-12 4.2846e-12 2.74485e-12 -2.34246e-18 1.46878e-12 3.18572e-13 -2.89211e-13 1.75952e-12 5.75403e-12 9.42001e-12 9.64391e-13 6.65756e-13 8.60979e-13 4.00212e-13 3.70884e-12 -5.62999e-13 2.97677e-13 1.45369e-12
634.711 5.66817e-13 -6.65668e-13 -8.57907e-13 -3.96133e-13 -1.46394e-12 -3.05848e-13 2.98317e-13 -1.76951e-12 -5.76271e-12 -3.70159e-12 -2.48151e-12 -1.44802e-12 -4.28831e-12 -9.44289e-12 1.06235e-18 -2.27649e-18 2.69509e-13 -2.74127e-12 -2.69515e-13 2.0318e-12 -3.2185e-18 -2.0318e-12 -9.60721e-13 -1.47375e-12 -3.20705e-13 -4.33503e-18 -2.88558e-18 2.48151e-12 1.44802e-12 4.28831e-12 2.74128e-12 -2.19237e-18 1.47375e-12 3.20703e-13 -2.98315e-13 1.76951e-12 5.76271e-12 9.44289e-12 9.60725e-13 6.65674e-13 8.57913e-13 3.96134e-13 3.70159e-12 -5.66814e-13 3.05849e-13 1.46394e-12
635.169 5.70376e-13 -6.68331e-13 -8.57681e-13 -3.96214e-13 -1.47676e-12 -3.12774e-13 3.0732e-13 -1.77676e-12 -5.77395e-12 -3.70027e-12 -2.50354e-12 -1.45569e-12 -4.29206e-12 -9.46784e-12 -5.06499e-21 -2.09805e-18 2.72071e-13 -2.7401e-12 -2.72076e-13 2.04819e-12 -2.72841e-18 -2.0482e-12 -9.6059e-13 -1.48124e-12 -3.20301e-13 -3.93185e-18 -3.83151e-18 2.50353e-12 1.45568e-12 4.29206e-12 2.7401e-12 -1.96411e-18 1.48124e-12 3.20299e-13 -3.07319e-13 1.77676e-12 5.77395e-12 9.46784e-12 9.60594e-13 6.68336e-13 8.57686e-13 3.96215e-13 3.70026e-12 -5.70373e-13 3.12775e-13 1.47676e-12
635.627 5.73573e-13 -6.73967e-13 -8.60699e-13 -4.00718e-13 -1.49201e-12 -3.18317e-13 3.15873e-13 -1.78131e-12 -5.78796e-12 -3.7052e-12 -2.52039e-12 -1.46299e-12 -4.2962e-12 -9.49525e-12 -1.19467e-18 -2.065e-18 2.73182e-13 -2.74174e-12 -2.73188e-13 2.06665e-12 -2.25828e-18 -2.06666e-12 -9.63908e-13 -1.49112e-12 -3.17557e-13 -3.44502e-18 -4.78723e-18 2.52038e-12 1.46299e-12 4.2962e-12 2.74174e-12 -1.66017e-18 1.49112e-12 3.17556e-13 -3.15873e-13 1.78131e-12 5.78796e-12 9.49525e-12 9.6391e-13 6.73972e-13 8.60704e-13 4.00719e-13 3.7052e-12 -5.73571e-13 3.18318e-13 1.49201e-12
636.084 5.76308e-13 -6.82725e-13 -8.67292e-13 -4.09789e-13 -1.5095e-12 -3.22404e-13 3.2365e-13 -1.78325e-12 -5.80491e-12 -3.71657e-12 -2.53189e-12 -1.46978e-12 -4.30108e-12 -9.52546e-12 -2.47858e-18 -2.18262e-18 2.72849e-13 -2.74656e-12 -2.72854e-13 2.0869e-12 -1.82229e-18 -2.0869e-12 -9.70472e-13 -1.50318e-12 -3.12727e-13 -2.88558e-18 -5.72952e-18 2.53188e-12 1.46977e-12 4.30108e-12 2.74656e-12 -1.2854e-18 1.50318e-12 3.12727e-13 -3.2365e-13 1.78325e-12 5.8049e-12 9.52546e-12 9.70473e-13 6.8273e-13 8.67296e-13 4.09789e-13 3.71657e-12 -5.76306e-13 3.22405e-13 1.5095e-12
636.542 5.78484e-13 -6.94671e-13 -8.7771e-13 -4.2345e-13 -1.52902e-12 -3.25024e-13 3.30355e-13 -1.78274e-12 -5.82488e-12 -3.73436e-12 -2.53802e-12 -1.4759e-12 -4.30706e-12 -9.55875e-12 -3.82645e-18 -2.4523e-18 2.71112e-13 -2.75486e-12 -2.71118e-13 2.1086e-12 -1.4342e-18 -2.10861e-12 -9.7998e-13 -1.51718e-12 -3.06117e-13 -2.26689e-18 -6.63581e-18 2.53801e-12 1.47589e-12 4.30707e-12 2.75487e-12 -8.47223e-19 1.51718e-12 3.06117e-13 -3.30355e-13 1.78274e-12 5.82488e-12 9.55875e-12 9.79981e-13 6.94675e-13 8.77713e-13 4.2345e-13 3.73436e-12 -5.78483e-13 3.25025e-13 1.52902e-12
637 5.80014e-13 -7.0979e-13 -8.92118e-13 -4.41607e-13 -1.5503e-12 -3.26229e-13 3.35726e-13 -1.77999e-12 -5.8479e-12 -3.75842e-12 -2.53891e-12 -1.48122e-12 -4.31448e-12 -9.59535e-12 -5.20624e-18 -2.8714e-18 2.68052e-13 -2.76687e-12 -2.68059e-13 2.13142e-12 -1.10689e-18 -2.13142e-12 -9.92043e-13 -1.53279e-12 -2.98079e-13 -1.60397e-18 -7.48458e-18 2.53889e-12 1.4812e-12 4.31448e-12 2.76687e-12 -3.55121e-19 1.5328e-12 2.9808e-13 -3.35727e-13 1.77999e-12 5.8479e-12 9.59535e-12 9.92043e-13 7.09794e-13 8.92121e-13 4.41608e-13 3.75842e-12 -5.80013e-13 3.2623e-13 1.5503e-12
637.458 5.80818e-13 -7.27991e-13 -9.10591e-13 -4.64049e-13 -1.57304e-12 -3.26131e-13 3.39543e-13 -1.7753e-12 -5.87392e-12 -3.7884e-12 -2.53481e-12 -1.48562e-12 -4.32362e-12 -9.63541e-12 -6.58508e-18 -3.43332e-18 2.63791e-13 -2.78271e-12 -2.63798e-13 2.15497e-12 -8.51971e-19 -2.15497e-12 -1.0062e-12 -1.54968e-12 -2.89006e-13 -9.13278e-19 -8.25603e-18 2.53479e-12 1.4856e-12 4.32362e-12 2.78271e-12 1.79515e-19 1.54968e-12 2.89007e-13 -3.39545e-13 1.77529e-12 5.87391e-12 9.6354e-12 1.0062e-12 7.27994e-13 9.10593e-13 4.64049e-13 3.7884e-12 -5.80817e-13 3.26133e-13 1.57304e-12
637.915 5.80829e-13 -7.4911e-13 -9.33111e-13 -4.90451e-13 -1.59693e-12 -3.24898e-13 3.4163e-13 -1.76897e-12 -5.90281e-12 -3.82382e-12 -2.52616e-12 -1.48901e-12 -4.33472e-12 -9.67896e-12 -7.92999e-18 -4.12743e-18 2.58489e-13 -2.80237e-12 -2.58497e-13 2.17887e-12 -6.7936e-19 -2.17888e-12 -1.02196e-12 -1.56747e-12 -2.79314e-13 -2.12257e-19 -8.9324e-18 2.52614e-12 1.48899e-12 4.33472e-12 2.80238e-12 7.43543e-19 1.56748e-12 2.79316e-13 -3.41632e-13 1.76896e-12 5.9028e-12 9.67895e-12 1.02196e-12 7.49112e-13 9.33112e-13 4.90451e-13 3.82382e-12 -5.80828e-13 3.249e-13 1.59694e-12
638.373 5.79994e-13 -7.72917e-13 -9.59565e-13 -5.20386e-13 -1.62164e-12 -3.22743e-13 3.41858e-13 -1.76138e-12 -5.93436e-12 -3.86404e-12 -2.51349e-12 -1.49133e-12 -4.34795e-12 -9.72595e-12 -9.20874e-18 -4.93928e-18 2.52344e-13 -2.82577e-12 -2.52353e-13 2.20274e-12 -5.96918e-19 -2.20274e-12 -1.03879e-12 -1.5858e-12 -2.69439e-13 4.81257e-19 -9.49838e-18 2.51346e-12 1.4913e-12 4.34795e-12 2.82577e-12 1.32249e-18 1.58581e-12 2.69442e-13 -3.4186e-13 1.76137e-12 5.93435e-12 9.72595e-12 1.03879e-12 7.72918e-13 9.59565e-13 5.20386e-13 3.86403e-12 -5.79993e-13 3.22746e-13 1.62164e-12
638.831 5.78272e-13 -7.99125e-13 -9.89746e-13 -5.53335e-13 -1.64681e-12 -3.19918e-13 3.40152e-13 -1.75293e-12 -5.96831e-12 -3.90828e-12 -2.49747e-12 -1.49252e-12 -4.3634e-12 -9.77624e-12 -1.03907e-17 -5.85099e-18 2.45589e-13 -2.85264e-12 -2.45599e-13 2.22618e-12 -6.10161e-19 -2.22619e-12 -1.05616e-12 -1.60431e-12 -2.59821e-13 1.14944e-18 -9.94156e-18 2.49744e-12 1.49249e-12 4.36339e-12 2.85264e-12 1.901e-18 1.60432e-12 2.59824e-13 -3.40155e-13 1.75292e-12 5.9683e-12 9.77624e-12 1.05616e-12 7.99126e-13 9.89745e-13 5.53335e-13 3.90827e-12 -5.78272e-13 3.19921e-13 1.64681e-12
639.289 5.75644e-13 -8.27396e-13 -1.02336e-12 -5.88697e-13 -1.67209e-12 -3.16702e-13 3.36488e-13 -1.74402e-12 -6.00431e-12 -3.95565e-12 -2.47885e-12 -1.49257e-12 -4.38106e-12 -9.82955e-12 -1.14475e-17 -6.84152e-18 2.38487e-13 -2.88263e-12 -2.38499e-13 2.24883e-12 -7.21992e-19 -2.24883e-12 -1.07355e-12 -1.62266e-12 -2.5089e-13 1.77517e-18 -1.02524e-17 2.47882e-12 1.49254e-12 4.38105e-12 2.88263e-12 2.4633e-18 1.62266e-12 2.50894e-13 -3.36492e-13 1.74401e-12 6.0043e-12 9.82954e-12 1.07355e-12 8.27397e-13 1.02335e-12 5.88696e-13 3.95564e-12 -5.75643e-13 3.16705e-13 1.6721e-12
639.746 5.72104e-13 -8.57355e-13 -1.06001e-12 -6.25805e-13 -1.69714e-12 -3.13387e-13 3.30899e-13 -1.73507e-12 -6.04195e-12 -4.00517e-12 -2.45848e-12 -1.49148e-12 -4.40083e-12 -9.8855e-12 -1.23538e-17 -7.88731e-18 2.31329e-13 -2.91523e-12 -2.31342e-13 2.27032e-12 -9.32541e-19 -2.27033e-12 -1.09047e-12 -1.64053e-12 -2.43058e-13 2.34234e-18 -1.04246e-17 2.45845e-12 1.49145e-12 4.40082e-12 2.91523e-12 2.99359e-18 1.64053e-12 2.43062e-13 -3.30903e-13 1.73506e-12 6.04194e-12 9.88549e-12 1.09047e-12 8.57355e-13 1.06001e-12 6.25804e-13 4.00517e-12 -5.72103e-13 3.1339e-13 1.69714e-12
640.204 5.67671e-13 -8.88592e-13 -1.09925e-12 -6.63945e-13 -1.7216e-12 -3.10269e-13 3.23468e-13 -1.72649e-12 -6.08075e-12 -4.05581e-12 -2.43723e-12 -1.48927e-12 -4.42251e-12 -9.9436e-12 -1.30881e-17 -8.9627e-18 2.24421e-13 -2.94984e-12 -2.24436e-13 2.29034e-12 -1.23912e-18 -2.29035e-12 -1.10649e-12 -1.65766e-12 -2.36704e-13 2.8364e-18 -1.04552e-17 2.4372e-12 1.48924e-12 4.4225e-12 2.94984e-12 3.4767e-18 1.65767e-12 2.36708e-13 -3.23473e-13 1.72648e-12 6.08074e-12 9.94359e-12 1.10649e-12 8.88592e-13 1.09925e-12 6.63945e-13 4.0558e-12 -5.67669e-13 3.10272e-13 1.7216e-12
640.662 5.6238e-13 -9.2068e-13 -1.14054e-12 -7.02373e-13 -1.74515e-12 -3.07635e-13 3.14329e-13 -1.71865e-12 -6.12022e-12 -4.10645e-12 -2.41601e-12 -1.48599e-12 -4.4458e-12 -1.00033e-11 -1.36328e-17 -1.00406e-17 2.18078e-13 -2.98575e-12 -2.18095e-13 2.3086e-12 -1.63607e-18 -2.3086e-12 -1.12123e-12 -1.67383e-12 -2.32164e-13 3.24477e-18 -1.03446e-17 2.41598e-12 1.48595e-12 4.4458e-12 2.98575e-12 3.89837e-18 1.67383e-12 2.32168e-13 -3.14334e-13 1.71864e-12 6.1202e-12 1.00033e-11 1.12122e-12 9.2068e-13 1.14053e-12 7.02373e-13 4.10645e-12 -5.62378e-13 3.07638e-13 1.74516e-12
641.12 5.56289e-13 -9.5318e-13 -1.18328e-12 -7.40337e-13 -1.76749e-12 -3.05753e-13 3.03663e-13 -1.71192e-12 -6.15978e-12 -4.15601e-12 -2.39572e-12 -1.4817e-12 -4.47034e-12 -1.00639e-11 -1.39752e-17 -1.10931e-17 2.12617e-13 -3.02215e-12 -2.12635e-13 2.32483e-12 -2.11503e-18 -2.32484e-12 -1.13437e-12 -1.68885e-12 -2.29721e-13 3.55727e-18 -1.00962e-17 2.3957e-12 1.48167e-12 4.47034e-12 3.02215e-12 4.24568e-18 1.68886e-12 2.29725e-13 -3.03668e-13 1.71191e-12 6.15977e-12 1.00639e-11 1.13437e-12 9.5318e-13 1.18327e-12 7.40336e-13 4.156e-12 -5.56287e-13 3.05756e-13 1.7675e-12
641.577 5.49476e-13 -9.85653e-13 -1.22684e-12 -7.77092e-13 -1.78833e-12 -3.04859e-13 2.91688e-13 -1.70659e-12 -6.19888e-12 -4.2034e-12 -2.37724e-12 -1.47651e-12 -4.49568e-12 -1.01247e-11 -1.41072e-17 -1.20927e-17 2.0834e-13 -3.05821e-12 -2.0836e-13 2.33885e-12 -2.66498e-18 -2.33886e-12 -1.14569e-12 -1.70262e-12 -2.29601e-13 3.7664e-18 -9.71676e-18 2.37722e-12 1.47647e-12 4.49567e-12 3.05821e-12 4.50758e-18 1.70262e-12 2.29605e-13 -2.91693e-13 1.70658e-12 6.19887e-12 1.01247e-11 1.14569e-12 9.85654e-13 1.22683e-12 7.77092e-13 4.20339e-12 -5.49473e-13 3.04862e-13 1.78834e-12
642.035 5.42036e-13 -1.01767e-12 -1.27055e-12 -8.11929e-13 -1.80743e-12 -3.05152e-13 2.78657e-13 -1.70295e-12 -6.23694e-12 -4.24758e-12 -2.36139e-12 -1.4705e-12 -4.52131e-12 -1.01851e-11 -1.40261e-17 -1.30123e-17 2.05528e-13 -3.09306e-12 -2.05549e-13 2.3505e-12 -3.27256e-18 -2.35051e-12 -1.15502e-12 -1.71504e-12 -2.3196e-13 3.86756e-18 -9.21566e-18 2.36136e-12 1.47047e-12 4.52131e-12 3.09306e-12 4.67524e-18 1.71505e-12 2.31964e-13 -2.78662e-13 1.70294e-12 6.23693e-12 1.0185e-11 1.15502e-12 1.01767e-12 1.27055e-12 8.11929e-13 4.24758e-12 -5.42033e-13 3.05155e-13 1.80744e-12
642.509 5.33797e-13 -1.04989e-12 -1.31523e-12 -8.45267e-13 -1.82515e-12 -3.06866e-13 2.6435e-13 -1.70118e-12 -6.27464e-12 -4.28893e-12 -2.34853e-12 -1.46357e-12 -4.54758e-12 -1.02461e-11 -1.37204e-17 -1.38527e-17 2.04422e-13 -3.12691e-12 -2.04445e-13 2.35997e-12 -3.94567e-18 -2.35998e-12 -1.16251e-12 -1.72647e-12 -2.3711e-13 3.8569e-18 -8.58181e-18 2.3485e-12 1.46354e-12 4.54758e-12 3.12691e-12 4.74279e-18 1.72647e-12 2.37113e-13 -2.64355e-13 1.70117e-12 6.27463e-12 1.02461e-11 1.16251e-12 1.04989e-12 1.31523e-12 8.45267e-13 4.28893e-12 -5.33793e-13 3.06869e-13 1.82516e-12
642.983 5.25151e-13 -1.08075e-12 -1.3586e-12 -8.75201e-13 -1.84061e-12 -3.10126e-13 2.49523e-13 -1.70162e-12 -6.31004e-12 -4.32492e-12 -2.33998e-12 -1.45607e-12 -4.573e-12 -1.0305e-11 -1.31972e-17 -1.45543e-17 2.05369e-13 -3.15762e-12 -2.05392e-13 2.36678e-12 -4.6451e-18 -2.36679e-12 -1.16778e-12 -1.73645e-12 -2.45031e-13 3.73063e-18 -7.84653e-18 2.33996e-12 1.45605e-12 4.57299e-12 3.15762e-12 4.69848e-18 1.73645e-12 2.45034e-13 -2.49528e-13 1.70161e-12 6.31003e-12 1.0305e-11 1.16778e-12 1.08076e-12 1.3586e-12 8.75201e-13 4.32492e-12 -5.25146e-13 3.10129e-13 1.84062e-12
643.457 5.16251e-13 -1.10988e-12 -1.39994e-12 -9.01192e-13 -1.85369e-12 -3.14985e-13 2.34497e-13 -1.70439e-12 -6.34262e-12 -4.35478e-12 -2.33633e-12 -1.44819e-12 -4.59697e-12 -1.03609e-11 -1.24706e-17 -1.50947e-17 2.08522e-13 -3.18434e-12 -2.08547e-13 2.37096e-12 -5.35061e-18 -2.37097e-12 -1.17091e-12 -1.74505e-12 -2.55665e-13 3.49411e-18 -7.02783e-18 2.3363e-12 1.44817e-12 4.59697e-12 3.18434e-12 4.54157e-18 1.74505e-12 2.55668e-13 -2.34501e-13 1.70438e-12 6.34261e-12 1.03609e-11 1.17091e-12 1.10988e-12 1.39994e-12 9.01193e-13 4.35478e-12 -5.16245e-13 3.14988e-13 1.8537e-12
643.93 5.07261e-13 -1.13693e-12 -1.43859e-12 -9.22824e-13 -1.86435e-12 -3.21434e-13 2.1958e-13 -1.70956e-12 -6.37195e-12 -4.37795e-12 -2.33799e-12 -1.44012e-12 -4.61898e-12 -1.04132e-11 -1.15596e-17 -1.54556e-17 2.13961e-13 -3.20637e-12 -2.13986e-13 2.37262e-12 -6.04132e-18 -2.37263e-12 -1.17203e-12 -1.75236e-12 -2.68878e-13 3.15594e-18 -6.14525e-18 2.33797e-12 1.4401e-12 4.61897e-12 3.20638e-12 4.27442e-18 1.75236e-12 2.6888e-13 -2.19583e-13 1.70956e-12 6.37194e-12 1.04132e-11 1.17203e-12 1.13693e-12 1.43859e-12 9.22825e-13 4.37795e-12 -5.07255e-13 3.21436e-13 1.86435e-12
644.404 4.98349e-13 -1.16162e-12 -1.47395e-12 -9.39821e-13 -1.87258e-12 -3.29403e-13 2.05055e-13 -1.71715e-12 -6.39767e-12 -4.39407e-12 -2.34524e-12 -1.43209e-12 -4.63855e-12 -1.04614e-11 -1.04879e-17 -1.5623e-17 2.2168e-13 -3.22317e-12 -2.21705e-13 2.37195e-12 -6.69619e-18 -2.37196e-12 -1.17135e-12 -1.7585e-12 -2.84465e-13 2.72801e-18 -5.21952e-18 2.34522e-12 1.43207e-12 4.63854e-12 3.22317e-12 3.9028e-18 1.7585e-12 2.84466e-13 -2.05058e-13 1.71715e-12 6.39767e-12 1.04614e-11 1.17135e-12 1.16162e-12 1.47395e-12 9.39822e-13 4.39407e-12 -4.98343e-13 3.29405e-13 1.87258e-12
644.878 4.8968e-13 -1.18373e-12 -1.50552e-12 -9.52057e-13 -1.87849e-12 -3.38769e-13 1.9117e-13 -1.72712e-12 -6.41958e-12 -4.40303e-12 -2.35819e-12 -1.42432e-12 -4.65533e-12 -1.05049e-11 -9.2832e-18 -1.55883e-17 2.31582e-13 -3.23436e-12 -2.31608e-13 2.36919e-12 -7.29483e-18 -2.3692e-12 -1.1691e-12 -1.76361e-12 -3.02164e-13 2.22493e-18 -4.27175e-18 2.35818e-12 1.4243e-12 4.65533e-12 3.23436e-12 3.43542e-18 1.76361e-12 3.02164e-13 -1.91173e-13 1.72712e-12 6.41958e-12 1.05049e-11 1.1691e-12 1.18374e-12 1.50552e-12 9.52059e-13 4.40302e-12 -4.89674e-13 3.38771e-13 1.87849e-12
645.352 4.81416e-13 -1.20311e-12 -1.53289e-12 -9.59563e-13 -1.88221e-12 -3.49361e-13 1.78127e-13 -1.7394e-12 -6.43759e-12 -4.40493e-12 -2.37678e-12 -1.41705e-12 -4.6691e-12 -1.05437e-11 -7.9764e-18 -1.53482e-17 2.43481e-13 -3.2398e-12 -2.43507e-13 2.36465e-12 -7.81806e-18 -2.36467e-12 -1.16556e-12 -1.76783e-12 -3.21659e-13 1.66366e-18 -3.32316e-18 2.37677e-12 1.41704e-12 4.6691e-12 3.2398e-12 2.88393e-18 1.76783e-12 3.21659e-13 -1.78129e-13 1.7394e-12 6.43759e-12 1.05437e-11 1.16556e-12 1.20312e-12 1.53289e-12 9.59565e-13 4.40493e-12 -4.81409e-13 3.49363e-13 1.88221e-12
