# t  B_z_sc_0  B_z_sc_1  B_z_sc_2  B_z_sc_3  B_z_sc_4  B_z_sc_5  B_z_sc_6  B_z_sc_7  B_z_sc_8  B_z_sc_9  B_z_sc_10  B_z_sc_11  B_z_sc_12  B_z_sc_13  B_z_sc_14  B_z_sc_15  B_z_sc_16  B_z_sc_17  B_z_sc_18  B_z_sc_19  B_z_sc_20  B_z_sc_21  B_z_sc_22  B_z_sc_23  B_z_sc_24  B_z_sc_25  B_z_sc_26  B_z_sc_27  B_z_sc_28  B_z_sc_29  B_z_sc_30  B_z_sc_31  B_z_sc_32  B_z_sc_33  B_z_sc_34  B_z_sc_35  B_z_sc_36  B_z_sc_37  B_z_sc_38  B_z_sc_39  B_z_sc_40  B_z_sc_41  B_z_sc_42  B_z_sc_43  B_z_sc_44  B_z_sc_45
15110.1 -2.16597e-11 3.37387e-11 3.55301e-11 7.48902e-13 1.99396e-11 -4.58772e-12 -8.34463e-12 3.01629e-11 1.10813e-10 4.51344e-11 9.57437e-11 -1.43162e-11 7.56313e-11 2.80353e-10 -3.13714e-16 3.19877e-16 -2.84841e-11 6.8941e-11 2.84848e-11 -6.17574e-11 3.03625e-16 6.17582e-11 -1.03101e-11 2.63908e-11 3.21983e-11 -1.23062e-15 -1.48624e-16 -9.57428e-11 1.4317e-11 -7.56286e-11 -6.89393e-11 -5.47984e-15 -2.63958e-11 -3.21989e-11 8.34548e-12 -3.01621e-11 -1.10812e-10 -2.8035e-10 1.03068e-11 -3.37372e-11 -3.55293e-11 -7.47748e-13 -4.51331e-11 2.1659e-11 4.58846e-12 -1.99369e-11
15111.1 -2.02163e-11 3.19767e-11 3.37379e-11 4.71141e-13 1.74161e-11 -4.76403e-12 -7.32528e-12 2.72066e-11 9.98247e-11 3.88114e-11 8.9716e-11 -1.5791e-11 6.76185e-11 2.59101e-10 -3.11257e-16 3.17936e-16 -2.73457e-11 6.30254e-11 2.73464e-11 -5.69572e-11 2.98962e-16 5.69579e-11 -1.14029e-11 2.36428e-11 3.10469e-11 -1.22105e-15 -1.48243e-16 -8.97151e-11 1.57918e-11 -6.76158e-11 -6.30237e-11 -5.46087e-15 -2.36477e-11 -3.10476e-11 7.32613e-12 -2.72058e-11 -9.98236e-11 -2.59098e-10 1.13996e-11 -3.19752e-11 -3.37371e-11 -4.69984e-13 -3.88102e-11 2.02156e-11 4.76477e-12 -1.74134e-11
15112 -1.87763e-11 3.02083e-11 3.19384e-11 1.87445e-13 1.48897e-11 -4.94243e-12 -6.31077e-12 2.42476e-11 8.88365e-11 3.24883e-11 8.36868e-11 -1.72634e-11 5.96083e-11 2.3785e-10 -3.08718e-16 3.16072e-16 -2.62066e-11 5.71102e-11 2.62072e-11 -5.21554e-11 2.94313e-16 5.21561e-11 -1.24968e-11 2.08936e-11 2.98923e-11 -1.21144e-15 -1.47845e-16 -8.36859e-11 1.72642e-11 -5.96056e-11 -5.71085e-11 -5.44161e-15 -2.08985e-11 -2.9893e-11 6.31162e-12 -2.42468e-11 -8.88354e-11 -2.37846e-10 1.24936e-11 -3.02069e-11 -3.19376e-11 -1.86286e-13 -3.2487e-11 1.87757e-11 4.94318e-12 -1.4887e-11
15113 -1.73398e-11 2.84337e-11 3.01318e-11 -1.02175e-13 1.23605e-11 -5.1229e-12 -5.30115e-12 2.1286e-11 7.78484e-11 2.61651e-11 7.76566e-11 -1.87333e-11 5.1601e-11 2.166e-10 -3.06098e-16 3.14288e-16 -2.50668e-11 5.11956e-11 2.50674e-11 -4.73523e-11 2.89679e-16 4.7353e-11 -1.35918e-11 1.81433e-11 2.87345e-11 -1.20177e-15 -1.4743e-16 -7.76557e-11 1.87341e-11 -5.15983e-11 -5.11939e-11 -5.42207e-15 -1.81482e-11 -2.87351e-11 5.302e-12 -2.12852e-11 -7.78473e-11 -2.16596e-10 1.35886e-11 -2.84322e-11 -3.0131e-11 1.03338e-13 -2.61639e-11 1.73392e-11 5.12365e-12 -1.23579e-11
15113.9 -1.59068e-11 2.66529e-11 2.8318e-11 -3.97708e-13 9.8287e-12 -5.30542e-12 -4.29645e-12 1.83218e-11 6.68608e-11 1.98422e-11 7.16255e-11 -2.02007e-11 4.35969e-11 1.95352e-10 -3.03394e-16 3.12586e-16 -2.39264e-11 4.52819e-11 2.3927e-11 -4.2548e-11 2.85059e-16 4.25488e-11 -1.46878e-11 1.5392e-11 2.75735e-11 -1.19206e-15 -1.46999e-16 -7.16246e-11 2.02015e-11 -4.35941e-11 -4.52802e-11 -5.40223e-15 -1.53969e-11 -2.75742e-11 4.2973e-12 -1.8321e-11 -6.68598e-11 -1.95349e-10 1.46846e-11 -2.66515e-11 -2.83172e-11 3.98873e-13 -1.98409e-11 1.59062e-11 5.30618e-12 -9.82605e-12
15114.9 -1.44772e-11 2.48662e-11 2.64973e-11 -6.99132e-13 7.29432e-12 -5.48997e-12 -3.29672e-12 1.53554e-11 5.58743e-11 1.35196e-11 6.5594e-11 -2.16657e-11 3.55962e-11 1.74108e-10 -3.00606e-16 3.1097e-16 -2.27855e-11 3.93692e-11 2.27861e-11 -3.77429e-11 2.80456e-16 3.77437e-11 -1.57848e-11 1.26399e-11 2.64095e-11 -1.1823e-15 -1.46554e-16 -6.55931e-11 2.16665e-11 -3.55935e-11 -3.93675e-11 -5.38211e-15 -1.26448e-11 -2.64102e-11 3.29757e-12 -1.53545e-11 -5.58732e-11 -1.74104e-10 1.57815e-11 -2.48648e-11 -2.64964e-11 7.003e-13 -1.35183e-11 1.44766e-11 5.49072e-12 -7.29168e-12
15115.8 -1.3051e-11 2.30737e-11 2.46696e-11 -1.00643e-12 4.75751e-12 -5.6765e-12 -2.30198e-12 1.23866e-11 4.48891e-11 7.1975e-12 5.95623e-11 -2.31282e-11 2.75993e-11 1.52867e-10 -2.97733e-16 3.09442e-16 -2.16441e-11 3.3458e-11 2.16447e-11 -3.29372e-11 2.75871e-16 3.29379e-11 -1.68826e-11 9.88707e-12 2.52426e-11 -1.17249e-15 -1.46094e-16 -5.95614e-11 2.31289e-11 -2.75965e-11 -3.34562e-11 -5.36171e-15 -9.89192e-12 -2.52433e-11 2.30283e-12 -1.23858e-11 -4.48881e-11 -1.52864e-10 1.68794e-11 -2.30723e-11 -2.46688e-11 1.0076e-12 -7.1963e-12 1.30505e-11 5.67727e-12 -4.75487e-12
15116.8 -1.16283e-11 2.12756e-11 2.28352e-11 -1.31956e-12 2.21838e-12 -5.86501e-12 -1.31227e-12 9.41582e-12 3.39058e-11 8.76178e-13 5.35306e-11 -2.45882e-11 1.96064e-11 1.31632e-10 -2.94773e-16 3.08004e-16 -2.05023e-11 2.75483e-11 2.05029e-11 -2.81311e-11 2.71303e-16 2.81318e-11 -1.79814e-11 7.13357e-12 2.40729e-11 -1.16265e-15 -1.45621e-16 -5.35298e-11 2.45889e-11 -1.96037e-11 -2.75466e-11 -5.34103e-15 -7.1384e-12 -2.40735e-11 1.31312e-12 -9.41498e-12 -3.39047e-11 -1.31629e-10 1.79781e-11 -2.12742e-11 -2.28344e-11 1.32073e-12 -8.7499e-13 1.16278e-11 5.86577e-12 -2.21575e-12
15117.7 -1.02091e-11 1.9472e-11 2.09941e-11 -1.6385e-12 -3.22933e-13 -6.05545e-12 -3.27604e-13 6.44303e-12 2.29247e-11 -5.44422e-12 4.74995e-11 -2.60456e-11 1.16178e-11 1.10403e-10 -2.91725e-16 3.0666e-16 -1.93602e-11 2.16405e-11 1.93608e-11 -2.33248e-11 2.66756e-16 2.33255e-11 -1.90809e-11 4.37953e-12 2.29003e-11 -1.15276e-15 -1.45136e-16 -4.74986e-11 2.60464e-11 -1.16151e-11 -2.16387e-11 -5.32007e-15 -4.38435e-12 -2.2901e-11 3.28455e-13 -6.44219e-12 -2.29236e-11 -1.104e-10 1.90777e-11 -1.94705e-11 -2.09933e-11 1.63968e-12 5.44539e-12 1.02086e-11 6.05622e-12 3.25559e-13
15118.6 -8.79337e-12 1.76631e-11 1.91465e-11 -1.96322e-12 -2.86631e-12 -6.24779e-12 6.51986e-13 3.46842e-12 1.19462e-11 -1.17635e-11 4.1469e-11 -2.75006e-11 3.63388e-12 8.91813e-11 -2.88589e-16 3.05412e-16 -1.82177e-11 1.57347e-11 1.82183e-11 -1.85186e-11 2.62228e-16 1.85193e-11 -2.01812e-11 1.62507e-12 2.17252e-11 -1.14283e-15 -1.4464e-16 -4.14682e-11 2.75014e-11 -3.63114e-12 -1.5733e-11 -5.29884e-15 -1.62987e-12 -2.17258e-11 -6.51135e-13 -3.46757e-12 -1.19451e-11 -8.9178e-11 2.0178e-11 -1.76616e-11 -1.91456e-11 1.96439e-12 1.17647e-11 8.79284e-12 6.24857e-12 2.86893e-12
15119.6 -7.38106e-12 1.5849e-11 1.72924e-11 -2.29366e-12 -5.41162e-12 -6.44201e-12 1.62649e-12 4.92119e-13 9.70732e-13 -1.80815e-11 3.54396e-11 -2.8953e-11 -4.34517e-12 6.79671e-11 -2.85364e-16 3.04263e-16 -1.70751e-11 9.83136e-12 1.70757e-11 -1.37127e-11 2.57722e-16 1.37134e-11 -2.12822e-11 -1.12971e-12 2.05475e-11 -1.13286e-15 -1.44133e-16 -3.54387e-11 2.89538e-11 4.34791e-12 -9.82962e-12 -5.27734e-15 1.12492e-12 -2.05481e-11 -1.62564e-12 -4.91265e-13 -9.69706e-13 -6.79638e-11 2.1279e-11 -1.58475e-11 -1.72916e-11 2.29484e-12 1.80826e-11 7.38055e-12 6.44278e-12 5.41424e-12
15120.5 -5.97221e-12 1.40299e-11 1.54321e-11 -2.62978e-12 -7.95874e-12 -6.63806e-12 2.59588e-12 -2.48573e-12 -1.00012e-11 -2.43979e-11 2.94115e-11 -3.04029e-11 -1.2319e-11 4.67615e-11 -2.82048e-16 3.03213e-16 -1.59323e-11 3.93058e-12 1.59329e-11 -8.90743e-12 2.53238e-16 8.90809e-12 -2.23839e-11 -3.88469e-12 1.93674e-11 -1.12286e-15 -1.43616e-16 -2.94107e-11 3.04037e-11 1.23218e-11 -3.92884e-12 -5.25556e-15 3.87992e-12 -1.9368e-11 -2.59503e-12 2.48659e-12 1.00022e-11 -4.67583e-11 2.23807e-11 -1.40285e-11 -1.54312e-11 2.63096e-12 2.43991e-11 5.97171e-12 6.63883e-12 7.96134e-12
15121.5 -4.5668e-12 1.22061e-11 1.35656e-11 -2.97153e-12 -1.05075e-11 -6.8359e-12 3.56016e-12 -5.46497e-12 -2.09693e-11 -3.07127e-11 2.33851e-11 -3.18503e-11 -2.02874e-11 2.55656e-11 -2.78641e-16 3.02267e-16 -1.47894e-11 -1.96736e-12 1.479e-11 -4.10293e-12 2.48777e-16 4.10359e-12 -2.34861e-11 -6.63975e-12 1.81849e-11 -1.11283e-15 -1.4309e-16 -2.33843e-11 3.18511e-11 2.02901e-11 1.9691e-12 -5.23352e-15 6.63499e-12 -1.81855e-11 -3.55931e-12 5.46584e-12 2.09703e-11 -2.55624e-11 2.3483e-11 -1.22046e-11 -1.35647e-11 2.97272e-12 3.07138e-11 4.56632e-12 6.83668e-12 1.05101e-11
15122.4 -3.16483e-12 1.03777e-11 1.16931e-11 -3.31886e-12 -1.30578e-11 -7.0355e-12 4.51932e-12 -8.44548e-12 -3.1933e-11 -3.70255e-11 1.73607e-11 -3.32951e-11 -2.825e-11 4.3803e-12 -2.75142e-16 3.01426e-16 -1.36465e-11 -7.86219e-12 1.36471e-11 7.00498e-13 2.4434e-16 -6.99856e-13 -2.45889e-11 -9.39477e-12 1.70003e-11 -1.10276e-15 -1.42557e-16 -1.73598e-11 3.32959e-11 2.82528e-11 7.86394e-12 -5.21122e-15 9.39003e-12 -1.70009e-11 -4.51847e-12 8.44635e-12 3.1934e-11 -4.37708e-12 2.45858e-11 -1.03762e-11 -1.16922e-11 3.32004e-12 3.70266e-11 3.16436e-12 7.03629e-12 1.30604e-11
15123.4 -1.76628e-12 8.54479e-12 9.81473e-12 -3.6717e-12 -1.56095e-11 -7.23682e-12 5.47336e-12 -1.14271e-11 -4.2892e-11 -4.33362e-11 1.13385e-11 -3.47374e-11 -3.62066e-11 -1.67936e-11 -2.7155e-16 3.00692e-16 -1.25037e-11 -1.37537e-11 1.25043e-11 5.50263e-12 2.39929e-16 -5.50199e-12 -2.56922e-11 -1.21496e-11 1.58135e-11 -1.09266e-15 -1.42015e-16 -1.13377e-11 3.47381e-11 3.62093e-11 1.37554e-11 -5.18866e-15 1.21449e-11 -1.58141e-11 -5.47251e-12 1.1428e-11 4.2893e-11 1.67968e-11 2.56891e-11 -8.54331e-12 -9.81387e-12 3.67288e-12 4.33373e-11 1.76583e-12 7.23761e-12 1.56121e-11
15124.3 -3.71148e-13 6.70768e-12 7.93065e-12 -4.02999e-12 -1.81624e-11 -7.43982e-12 6.42227e-12 -1.44096e-11 -5.38457e-11 -4.96446e-11 5.3189e-12 -3.61771e-11 -4.41568e-11 -3.79551e-11 -2.67865e-16 3.00068e-16 -1.13609e-11 -1.96416e-11 1.13615e-11 1.03032e-11 2.35543e-16 -1.03026e-11 -2.67958e-11 -1.49042e-11 1.46247e-11 -1.08252e-15 -1.41467e-16 -5.31809e-12 3.61778e-11 4.41595e-11 1.96433e-11 -5.16584e-15 1.48995e-11 -1.46253e-11 -6.42142e-12 1.44105e-11 5.38467e-11 3.79582e-11 2.67927e-11 -6.7062e-12 -7.92979e-12 4.03117e-12 4.96457e-11 3.70707e-13 7.44061e-12 1.8165e-11
15125.3 1.02058e-12 4.86654e-12 6.04102e-12 -4.39365e-12 -2.07165e-11 -7.64444e-12 7.36607e-12 -1.7393e-11 -6.47939e-11 -5.59504e-11 -6.97806e-13 -3.76142e-11 -5.21004e-11 -5.91033e-11 -2.64085e-16 2.99554e-16 -1.02184e-11 -2.55256e-11 1.02189e-11 1.5102e-11 2.31184e-16 -1.51014e-11 -2.78999e-11 -1.76584e-11 1.3434e-11 -1.07237e-15 -1.40913e-16 6.98613e-13 3.76149e-11 5.21031e-11 2.55274e-11 -5.14277e-15 1.76537e-11 -1.34346e-11 -7.36522e-12 1.73939e-11 6.47949e-11 5.91064e-11 2.78968e-11 -4.86505e-12 -6.04016e-12 4.39484e-12 5.59515e-11 -1.02101e-12 7.64524e-12 2.0719e-11
15126.2 2.40892e-12 3.02154e-12 4.146e-12 -4.76262e-12 -2.32714e-11 -7.85065e-12 8.30475e-12 -2.0377e-11 -7.5736e-11 -6.22535e-11 -6.71132e-12 -3.90487e-11 -6.0037e-11 -8.02373e-11 -2.60211e-16 2.99154e-16 -9.076e-12 -3.14055e-11 9.07657e-12 1.98987e-11 2.26853e-16 -1.98981e-11 -2.90042e-11 -2.04121e-11 1.22415e-11 -1.06218e-15 -1.40354e-16 6.71211e-12 3.90494e-11 6.00397e-11 3.14073e-11 -5.11945e-15 2.04074e-11 -1.22421e-11 -8.3039e-12 2.03779e-11 7.57369e-11 8.02404e-11 2.90011e-11 -3.02005e-12 -4.14514e-12 4.76381e-12 6.22545e-11 -2.40934e-12 7.85145e-12 2.3274e-11
15127.2 3.79389e-12 1.1729e-12 2.24576e-12 -5.13682e-12 -2.58272e-11 -8.05841e-12 9.23833e-12 -2.33615e-11 -8.66716e-11 -6.85536e-11 -1.27213e-11 -4.04806e-11 -6.79664e-11 -1.01356e-10 -2.56241e-16 2.98869e-16 -7.93395e-12 -3.72811e-11 7.93451e-12 2.46931e-11 2.22551e-16 -2.46925e-11 -3.01087e-11 -2.31651e-11 1.10474e-11 -1.05197e-15 -1.39791e-16 1.27221e-11 4.04813e-11 6.79691e-11 3.72828e-11 -5.09587e-15 2.31604e-11 -1.1048e-11 -9.23749e-12 2.33624e-11 8.66725e-11 1.01359e-10 3.01056e-11 -1.17141e-12 -2.24489e-12 5.138e-12 6.85546e-11 -3.79429e-12 8.05921e-12 2.58297e-11
15128.1 5.1755e-12 -6.79173e-13 3.40466e-13 -5.51616e-12 -2.83836e-11 -8.26765e-12 1.01668e-11 -2.63463e-11 -9.76002e-11 -7.48505e-11 -1.87275e-11 -4.19099e-11 -7.58883e-11 -1.22459e-10 -2.52175e-16 2.987e-16 -6.79225e-12 -4.3152e-11 6.7928e-12 2.9485e-11 2.18277e-16 -2.94844e-11 -3.12133e-11 -2.59173e-11 9.85176e-12 -1.04173e-15 -1.39223e-16 1.87283e-11 4.19106e-11 7.58911e-11 4.31538e-11 -5.07205e-15 2.59126e-11 -9.85234e-12 -1.0166e-11 2.63472e-11 9.76012e-11 1.22462e-10 3.12103e-11 6.80666e-13 -3.39599e-13 5.51735e-12 7.48515e-11 -5.17589e-12 8.26845e-12 2.83861e-11
15129 6.55378e-12 -2.53449e-12 -1.5697e-12 -5.90056e-12 -3.09405e-11 -8.47834e-12 1.10903e-11 -2.93313e-11 -1.08521e-10 -8.11439e-11 -2.47296e-11 -4.33366e-11 -8.38025e-11 -1.43545e-10 -2.48012e-16 2.9865e-16 -5.65097e-12 -4.90181e-11 5.65152e-12 3.42741e-11 2.14034e-16 -3.42735e-11 -3.23181e-11 -2.86686e-11 8.6547e-12 -1.03147e-15 -1.38653e-16 2.47303e-11 4.33373e-11 8.38052e-11 4.90199e-11 -5.04798e-15 2.8664e-11 -8.65527e-12 -1.10894e-11 2.93322e-11 1.08522e-10 1.43548e-10 3.2315e-11 2.53598e-12 1.57057e-12 5.90174e-12 8.1145e-11 -6.55415e-12 8.47914e-12 3.0943e-11
15130 7.92874e-12 -4.39282e-12 -3.48456e-12 -6.28992e-12 -3.34977e-11 -8.69041e-12 1.20087e-11 -3.23162e-11 -1.19435e-10 -8.74338e-11 -3.07272e-11 -4.47607e-11 -9.17085e-11 -1.64613e-10 -2.43752e-16 2.9872e-16 -4.51017e-12 -5.48791e-11 4.51072e-12 3.90601e-11 2.09821e-16 -3.90595e-11 -3.34228e-11 -3.14188e-11 7.45634e-12 -1.02119e-15 -1.3808e-16 3.0728e-11 4.47614e-11 9.17112e-11 5.48808e-11 -5.02367e-15 3.14142e-11 -7.45691e-12 -1.20078e-11 3.23172e-11 1.19436e-10 1.64616e-10 3.34198e-11 4.39432e-12 3.48543e-12 6.29111e-12 8.74348e-11 -7.9291e-12 8.69122e-12 3.35002e-11
15130.9 9.3004e-12 -6.25396e-12 -5.40393e-12 -6.68416e-12 -3.6055e-11 -8.90383e-12 1.2922e-11 -3.5301e-11 -1.3034e-10 -9.37197e-11 -3.67201e-11 -4.61821e-11 -9.96062e-11 -1.85662e-10 -2.39395e-16 2.98911e-16 -3.36991e-12 -6.07346e-11 3.37046e-12 4.38428e-11 2.0564e-16 -4.38422e-11 -3.45275e-11 -3.41679e-11 6.25682e-12 -1.01089e-15 -1.37506e-16 3.67208e-11 4.61829e-11 9.96089e-11 6.07364e-11 -4.99912e-15 3.41633e-11 -6.25738e-12 -1.29212e-11 3.5302e-11 1.30341e-10 1.85665e-10 3.45244e-11 6.25546e-12 5.4048e-12 6.68535e-12 9.37207e-11 -9.30075e-12 8.90464e-12 3.60575e-11
15131.9 1.06688e-11 -8.1177e-12 -7.32761e-12 -7.08317e-12 -3.86124e-11 -9.11853e-12 1.38304e-11 -3.82855e-11 -1.41237e-10 -1.00002e-10 -4.27079e-11 -4.7601e-11 -1.07495e-10 -2.06692e-10 -2.3494e-16 2.99225e-16 -2.23026e-12 -6.65846e-11 2.23081e-12 4.86219e-11 2.01491e-16 -4.86214e-11 -3.5632e-11 -3.69156e-11 5.05625e-12 -1.00057e-15 -1.36932e-16 4.27087e-11 4.76017e-11 1.07498e-10 6.65864e-11 -4.97434e-15 3.69111e-11 -5.05681e-12 -1.38296e-11 3.82864e-11 1.41237e-10 2.06695e-10 3.5629e-11 8.1192e-12 7.32849e-12 7.08436e-12 1.00003e-10 -1.06691e-11 9.11934e-12 3.86149e-11
15132.8 1.20339e-11 -9.98381e-12 -9.25542e-12 -7.48686e-12 -4.11696e-11 -9.33446e-12 1.47338e-11 -4.12695e-11 -1.52124e-10 -1.06279e-10 -4.86904e-11 -4.90171e-11 -1.15375e-10 -2.27701e-10 -2.30386e-16 2.99663e-16 -1.09128e-12 -7.24286e-11 1.09183e-12 5.33973e-11 1.97374e-16 -5.33967e-11 -3.67363e-11 -3.96619e-11 3.85477e-12 -9.90233e-16 -1.36358e-16 4.86911e-11 4.90178e-11 1.15378e-10 7.24304e-11 -4.94932e-15 3.96574e-11 -3.85532e-12 -1.4733e-11 4.12704e-11 1.52125e-10 2.27704e-10 3.67333e-11 9.98531e-12 9.25629e-12 7.48805e-12 1.0628e-10 -1.20342e-11 9.33527e-12 4.11721e-11
15133.8 1.33958e-11 -1.18521e-11 -1.11871e-11 -7.89511e-12 -4.37264e-11 -9.55156e-12 1.56324e-11 -4.42527e-11 -1.63001e-10 -1.12552e-10 -5.46672e-11 -5.04306e-11 -1.23246e-10 -2.48688e-10 -2.25734e-16 3.00227e-16 4.69686e-14 -7.82665e-11 -4.64272e-14 5.81685e-11 1.9329e-16 -5.8168e-11 -3.78402e-11 -4.24066e-11 2.6525e-12 -9.7988e-16 -1.35785e-16 5.46679e-11 5.04313e-11 1.23249e-10 7.82683e-11 -4.92407e-15 4.24021e-11 -2.65305e-12 -1.56315e-11 4.42537e-11 1.63002e-10 2.48691e-10 3.78373e-11 1.18536e-11 1.1188e-11 7.8963e-12 1.12553e-10 -1.33961e-11 9.55238e-12 4.37289e-11
15134.7 1.47545e-11 -1.37223e-11 -1.31226e-11 -8.30782e-12 -4.62827e-11 -9.76978e-12 1.6526e-11 -4.72352e-11 -1.73869e-10 -1.1882e-10 -6.0638e-11 -5.18414e-11 -1.31107e-10 -2.69653e-10 -2.20983e-16 3.00917e-16 1.18443e-12 -8.4098e-11 -1.18389e-12 6.29354e-11 1.8924e-16 -6.29349e-11 -3.89439e-11 -4.51496e-11 1.44958e-12 -9.69511e-16 -1.35214e-16 6.06387e-11 5.18421e-11 1.3111e-10 8.40998e-11 -4.89859e-15 4.51451e-11 -1.45012e-12 -1.65251e-11 4.72361e-11 1.7387e-10 2.69656e-10 3.89409e-11 1.37238e-11 1.31235e-11 8.309e-12 1.18821e-10 -1.47548e-11 9.7706e-12 4.62852e-11
15135.7 1.61101e-11 -1.55941e-11 -1.50615e-11 -8.72486e-12 -4.88383e-11 -9.98906e-12 1.74148e-11 -5.02165e-11 -1.84726e-10 -1.25083e-10 -6.66025e-11 -5.32496e-11 -1.38959e-10 -2.90595e-10 -2.16132e-16 3.01735e-16 2.32103e-12 -8.99228e-11 -2.32049e-12 6.76977e-11 1.85225e-16 -6.76972e-11 -4.0047e-11 -4.78907e-11 2.4613e-13 -9.5913e-16 -1.34645e-16 6.66032e-11 5.32503e-11 1.38961e-10 8.99246e-11 -4.87288e-15 4.78862e-11 -2.46668e-13 -1.74139e-11 5.02175e-11 1.84727e-10 2.90598e-10 4.00441e-11 1.55956e-11 1.50624e-11 8.72605e-12 1.25084e-10 -1.61104e-11 9.98988e-12 4.88408e-11
15136.6 1.74625e-11 -1.74675e-11 -1.70038e-11 -9.14614e-12 -5.13931e-11 -1.02093e-11 1.82987e-11 -5.31967e-11 -1.95572e-10 -1.31341e-10 -7.25604e-11 -5.46551e-11 -1.468e-10 -3.11512e-10 -2.11183e-16 3.02682e-16 3.45672e-12 -9.57407e-11 -3.45619e-12 7.24552e-11 1.81244e-16 -7.24547e-11 -4.11496e-11 -5.06297e-11 -9.57709e-13 -9.48736e-16 -1.34079e-16 7.25612e-11 5.46558e-11 1.46803e-10 9.57426e-11 -4.84695e-15 5.06253e-11 9.57175e-13 -1.82979e-11 5.31977e-11 1.95573e-10 3.11515e-10 4.11467e-11 1.7469e-11 1.70046e-11 9.14732e-12 1.31342e-10 -1.74628e-11 1.02102e-11 5.13956e-11
15137.6 1.88118e-11 -1.93421e-11 -1.89491e-11 -9.57151e-12 -5.39468e-11 -1.04305e-11 1.9178e-11 -5.61755e-11 -2.06406e-10 -1.37593e-10 -7.85115e-11 -5.60579e-11 -1.54631e-10 -3.32404e-10 -2.06134e-16 3.03758e-16 4.59144e-12 -1.01551e-10 -4.5909e-12 7.72075e-11 1.77299e-16 -7.7207e-11 -4.22516e-11 -5.33667e-11 -2.1618e-12 -9.38332e-16 -1.33518e-16 7.85122e-11 5.60585e-11 1.54634e-10 1.01553e-10 -4.8208e-15 5.33622e-11 2.16128e-12 -1.91771e-11 5.61765e-11 2.06407e-10 3.32407e-10 4.22487e-11 1.93436e-11 1.895e-11 9.57269e-12 1.37594e-10 -1.8812e-11 1.04314e-11 5.39493e-11
15138.5 2.0158e-11 -2.12176e-11 -2.08973e-11 -1.00009e-11 -5.64994e-11 -1.06526e-11 2.00525e-11 -5.91527e-11 -2.17229e-10 -1.43839e-10 -8.44553e-11 -5.74579e-11 -1.62451e-10 -3.5327e-10 -2.00985e-16 3.04965e-16 5.72511e-12 -1.07355e-10 -5.72458e-12 8.19545e-11 1.7339e-16 -8.1954e-11 -4.33529e-11 -5.61012e-11 -3.36602e-12 -9.27917e-16 -1.32961e-16 8.4456e-11 5.74586e-11 1.62454e-10 1.07357e-10 -4.79443e-15 5.60968e-11 3.3655e-12 -2.00517e-11 5.91537e-11 2.1723e-10 3.53273e-10 4.335e-11 2.12191e-11 2.08981e-11 1.0002e-11 1.4384e-10 -2.01582e-11 1.06534e-11 5.65018e-11
15139.4 2.15011e-11 -2.30939e-11 -2.28481e-11 -1.04341e-11 -5.90505e-11 -1.08755e-11 2.09224e-11 -6.21282e-11 -2.28039e-10 -1.5008e-10 -9.03915e-11 -5.88553e-11 -1.7026e-10 -3.74109e-10 -1.95737e-16 3.06302e-16 6.85769e-12 -1.1315e-10 -6.85716e-12 8.66959e-11 1.69517e-16 -8.66954e-11 -4.44533e-11 -5.88334e-11 -4.57022e-12 -9.17494e-16 -1.32409e-16 9.03922e-11 5.8856e-11 1.70263e-10 1.13152e-10 -4.76784e-15 5.8829e-11 4.5697e-12 -2.09216e-11 6.21291e-11 2.2804e-10 3.74112e-10 4.44505e-11 2.30954e-11 2.2849e-11 1.04353e-11 1.5008e-10 -2.15013e-11 1.08763e-11 5.90529e-11
15140.4 2.28412e-11 -2.49708e-11 -2.48013e-11 -1.0871e-11 -6.16e-11 -1.10991e-11 2.17877e-11 -6.51017e-11 -2.38837e-10 -1.56314e-10 -9.632e-11 -6.025e-11 -1.78058e-10 -3.94921e-10 -1.9039e-16 3.0777e-16 7.98911e-12 -1.18938e-10 -7.98858e-12 9.14313e-11 1.65681e-16 -9.14308e-11 -4.55529e-11 -6.15629e-11 -5.77427e-12 -9.07064e-16 -1.31863e-16 9.63207e-11 6.02506e-11 1.78061e-10 1.1894e-10 -4.74104e-15 6.15585e-11 5.77375e-12 -2.17869e-11 6.51026e-11 2.38838e-10 3.94923e-10 4.55501e-11 2.49723e-11 2.48022e-11 1.08722e-11 1.56314e-10 -2.28415e-11 1.11e-11 6.16024e-11
15141.3 2.41784e-11 -2.68479e-11 -2.67567e-11 -1.13115e-11 -6.41478e-11 -1.13235e-11 2.26485e-11 -6.80731e-11 -2.49621e-10 -1.62541e-10 -1.0224e-10 -6.16419e-11 -1.85845e-10 -4.15703e-10 -1.84944e-16 3.0937e-16 9.11932e-12 -1.24717e-10 -9.11879e-12 9.61606e-11 1.61883e-16 -9.61601e-11 -4.66515e-11 -6.42897e-11 -6.97802e-12 -8.96627e-16 -1.31323e-16 1.02241e-10 6.16426e-11 1.85847e-10 1.24719e-10 -4.71403e-15 6.42853e-11 6.97751e-12 -2.26476e-11 6.8074e-11 2.49622e-10 4.15706e-10 4.66487e-11 2.68494e-11 2.67576e-11 1.13127e-11 1.62542e-10 -2.41786e-11 1.13243e-11 6.41502e-11
