# t rho_0 rho_1 rho_2 rho_3 rho_4 rho_5 rho_6 rho_7 rho_8 rho_9 rho_10 rho_11 rho_12 rho_13 rho_14 rho_15 rho_16 rho_17 rho_18 rho_19 rho_20 rho_21 rho_22 rho_23 rho_24 rho_25 rho_26 rho_27 rho_28 rho_29 rho_30 rho_31 rho_32 rho_33 rho_34 rho_35 rho_36 rho_37 rho_38 rho_39 rho_40 rho_41 rho_42 rho_43 rho_44 rho_45 rho_46 rho_47 rho_48 rho_49 rho_50 rho_51 rho_52 rho_53 rho_54 rho_55 rho_56 rho_57 rho_58 rho_59 rho_60 rho_61 rho_62 rho_63 rho_64 rho_65 rho_66 rho_67 rho_68 rho_69 rho_70 rho_71 rho_72 rho_73 rho_74 rho_75 rho_76 rho_77 rho_78 rho_79 rho_80 rho_81 rho_82 rho_83 rho_84 rho_85 rho_86 rho_87 rho_88 rho_89 rho_90 rho_91 rho_92 rho_93 rho_94 rho_95 rho_96 rho_97 rho_98 rho_99 rho_100 rho_101 rho_102 rho_103 rho_104 rho_105 rho_106 rho_107 rho_108 rho_109 rho_110 rho_111 rho_112 rho_113 rho_114 rho_115 rho_116 rho_117 rho_118 rho_119 rho_120 rho_121 rho_122 rho_123 rho_124 rho_125 rho_126 rho_127 rho_128 rho_129 rho_130 rho_131 rho_132 rho_133 rho_134 rho_135 rho_136 rho_137 rho_138 rho_139 rho_140
10366.5 0.509782 0.500001 0.503634 0.500001 0.509721 0.500038 0.500001 0.503696 0.5 0.513332 0.5 0.503561 0.5 0.51343 0.5 0.503352 0.500001 0.513048 0.500001 0.503264 0.500001 0.512853 0.500001 0.503343 0.500001 0.512844 0.500001 0.503542 0.500001 0.513019 0.500001 0.503665 0.500002 0.51338 0.499999 0.503593 0.499998 0.513252 0.499998 0.50962 0.499924 0.50962 0.5134 0.499998 0.503708 0.499999 0.502457 0.5 0.502089 0.5 0.501941 0.5 0.501937 0.500001 0.502075 0.500001 0.502432 0.500001 0.503665 0.500002 0.513252 0.513507 0.499998 0.503579 0.499998 0.502097 0.499999 0.501656 0.5 0.501543 0.5 0.501646 0.500001 0.502075 0.500001 0.503542 0.500001 0.51338 0.513137 0.499998 0.503375 0.499998 0.501954 0.499999 0.501548 0.5 0.501543 0.5 0.501937 0.500001 0.503343 0.500001 0.513019 0.512954 0.499998 0.503292 0.499998 0.501954 0.499999 0.501656 0.5 0.501941 0.500001 0.503264 0.500001 0.512844 0.512954 0.499998 0.503375 0.499998 0.502097 0.5 0.502089 0.5 0.503352 0.500001 0.512853 0.513137 0.499998 0.503579 0.499999 0.502457 0.5 0.503561 0.5 0.513048 0.513507 0.499998 0.503708 0.500001 0.503696 0.5 0.51343 0.5134 0.500001 0.503634 0.500001 0.513332 0.509782 0.500038 0.509721
10368.7 0.509788 0.500001 0.503635 0.500001 0.509722 0.500041 0.500001 0.503696 0.5 0.513332 0.5 0.503561 0.500001 0.513429 0.500001 0.503352 0.500001 0.513046 0.500001 0.503264 0.500001 0.512851 0.500001 0.503342 0.500001 0.512841 0.500001 0.50354 0.500001 0.513015 0.500001 0.503663 0.500002 0.513376 0.499999 0.503591 0.499998 0.513247 0.499998 0.509613 0.499919 0.509613 0.513405 0.499998 0.503709 0.499999 0.502458 0.5 0.502089 0.5 0.501941 0.5 0.501936 0.500001 0.502074 0.500001 0.50243 0.500001 0.503663 0.500002 0.513247 0.513512 0.499998 0.50358 0.499998 0.502097 0.499999 0.501656 0.5 0.501542 0.5 0.501645 0.500001 0.502074 0.500001 0.50354 0.500001 0.513376 0.513142 0.499998 0.503376 0.499998 0.501955 0.499999 0.501548 0.5 0.501542 0.5 0.501936 0.500001 0.503342 0.500001 0.513015 0.512959 0.499998 0.503293 0.499998 0.501955 0.499999 0.501656 0.5 0.501941 0.500001 0.503264 0.500001 0.512841 0.512959 0.499998 0.503376 0.499998 0.502097 0.5 0.502089 0.500001 0.503352 0.500001 0.512851 0.513142 0.499998 0.50358 0.499999 0.502458 0.5 0.503561 0.500001 0.513046 0.513512 0.499998 0.503709 0.500001 0.503696 0.5 0.513429 0.513405 0.500001 0.503635 0.500001 0.513332 0.509788 0.500041 0.509722
10371 0.509793 0.500001 0.503636 0.500001 0.509723 0.500043 0.500001 0.503697 0.5 0.513332 0.5 0.503561 0.500001 0.513429 0.500001 0.503351 0.500001 0.513045 0.500001 0.503263 0.500001 0.512849 0.500001 0.503341 0.500001 0.512838 0.500001 0.503539 0.500001 0.513012 0.500001 0.503661 0.500002 0.513371 0.499999 0.503588 0.499998 0.513241 0.499998 0.509607 0.499913 0.509607 0.513411 0.499998 0.50371 0.499999 0.502459 0.5 0.502089 0.5 0.501941 0.5 0.501936 0.500001 0.502073 0.500001 0.502429 0.500001 0.503661 0.500002 0.513241 0.513517 0.499998 0.503582 0.499998 0.502098 0.499999 0.501656 0.5 0.501542 0.5 0.501645 0.500001 0.502073 0.500001 0.503539 0.500001 0.513371 0.513147 0.499998 0.503377 0.499998 0.501955 0.499999 0.501549 0.5 0.501542 0.5 0.501936 0.500001 0.503341 0.500001 0.513012 0.512964 0.499998 0.503295 0.499998 0.501955 0.499999 0.501656 0.5 0.501941 0.500001 0.503263 0.500001 0.512838 0.512964 0.499998 0.503377 0.499998 0.502098 0.5 0.502089 0.500001 0.503351 0.500001 0.512849 0.513147 0.499998 0.503582 0.499999 0.502459 0.5 0.503561 0.500001 0.513045 0.513517 0.499998 0.50371 0.500001 0.503697 0.5 0.513429 0.513411 0.500001 0.503636 0.500001 0.513332 0.509793 0.500043 0.509723
10373.3 0.509799 0.500001 0.503637 0.500002 0.509724 0.500046 0.500001 0.503697 0.5 0.513333 0.5 0.503561 0.500001 0.513428 0.500001 0.503351 0.500001 0.513043 0.500001 0.503262 0.500001 0.512847 0.500001 0.50334 0.500001 0.512835 0.500002 0.503538 0.500002 0.513008 0.500001 0.503659 0.500002 0.513367 0.499998 0.503586 0.499997 0.513236 0.499997 0.509601 0.499908 0.509601 0.513416 0.499998 0.503712 0.499998 0.502459 0.5 0.502089 0.5 0.501941 0.500001 0.501935 0.500001 0.502072 0.500001 0.502428 0.500001 0.503659 0.500002 0.513236 0.513522 0.499998 0.503583 0.499998 0.502099 0.499999 0.501656 0.5 0.501542 0.5 0.501644 0.500001 0.502072 0.500002 0.503538 0.500002 0.513367 0.513152 0.499998 0.503379 0.499998 0.501956 0.499999 0.501549 0.5 0.501542 0.500001 0.501935 0.500001 0.50334 0.500001 0.513008 0.512969 0.499998 0.503296 0.499998 0.501956 0.499999 0.501656 0.5 0.501941 0.500001 0.503262 0.500001 0.512835 0.512969 0.499998 0.503379 0.499998 0.502099 0.5 0.502089 0.500001 0.503351 0.500001 0.512847 0.513152 0.499998 0.503583 0.499998 0.502459 0.5 0.503561 0.500001 0.513043 0.513522 0.499998 0.503712 0.500001 0.503697 0.5 0.513428 0.513416 0.500001 0.503637 0.500002 0.513333 0.509799 0.500046 0.509724
10375.8 0.509804 0.500001 0.503638 0.500002 0.509725 0.500049 0.500001 0.503697 0.5 0.513333 0.5 0.503561 0.500001 0.513427 0.500001 0.503351 0.500001 0.513042 0.500001 0.503262 0.500001 0.512844 0.500001 0.503339 0.500001 0.512832 0.500002 0.503536 0.500002 0.513004 0.500001 0.503657 0.500003 0.513362 0.499998 0.503584 0.499997 0.51323 0.499997 0.509594 0.499902 0.509594 0.513421 0.499997 0.503713 0.499998 0.50246 0.5 0.50209 0.5 0.501941 0.500001 0.501935 0.500001 0.502071 0.500001 0.502426 0.500001 0.503657 0.500003 0.51323 0.513528 0.499998 0.503584 0.499998 0.502099 0.499999 0.501657 0.5 0.501542 0.5 0.501644 0.500001 0.502071 0.500002 0.503536 0.500002 0.513362 0.513157 0.499998 0.50338 0.499998 0.501957 0.499999 0.501549 0.5 0.501542 0.500001 0.501935 0.500001 0.503339 0.500001 0.513004 0.512975 0.499997 0.503297 0.499998 0.501957 0.499999 0.501657 0.5 0.501941 0.500001 0.503262 0.500001 0.512832 0.512975 0.499998 0.50338 0.499998 0.502099 0.5 0.50209 0.500001 0.503351 0.500001 0.512844 0.513157 0.499998 0.503584 0.499998 0.50246 0.5 0.503561 0.500001 0.513042 0.513528 0.499997 0.503713 0.500001 0.503697 0.5 0.513427 0.513421 0.500001 0.503638 0.500002 0.513333 0.509804 0.500049 0.509725
10378.3 0.50981 0.500001 0.50364 0.500002 0.509726 0.500052 0.500001 0.503698 0.5 0.513333 0.5 0.503561 0.500001 0.513427 0.500001 0.50335 0.500001 0.51304 0.500001 0.503261 0.500001 0.512842 0.500001 0.503338 0.500002 0.512829 0.500002 0.503535 0.500002 0.513 0.500001 0.503655 0.500003 0.513358 0.499998 0.503582 0.499997 0.513224 0.499997 0.509587 0.499896 0.509587 0.513427 0.499997 0.503715 0.499998 0.502461 0.5 0.50209 0.5 0.50194 0.500001 0.501934 0.500001 0.50207 0.500001 0.502425 0.500001 0.503655 0.500003 0.513224 0.513533 0.499998 0.503586 0.499998 0.5021 0.499999 0.501657 0.5 0.501542 0.5 0.501643 0.500001 0.50207 0.500002 0.503535 0.500002 0.513358 0.513163 0.499997 0.503382 0.499998 0.501958 0.499999 0.501549 0.5 0.501542 0.500001 0.501934 0.500001 0.503338 0.500002 0.513 0.51298 0.499997 0.503299 0.499998 0.501958 0.499999 0.501657 0.5 0.50194 0.500001 0.503261 0.500001 0.512829 0.51298 0.499997 0.503382 0.499998 0.5021 0.5 0.50209 0.500001 0.50335 0.500001 0.512842 0.513163 0.499998 0.503586 0.499998 0.502461 0.5 0.503561 0.500001 0.51304 0.513533 0.499997 0.503715 0.500001 0.503698 0.5 0.513427 0.513427 0.500001 0.50364 0.500002 0.513333 0.50981 0.500052 0.509726
10380.8 0.509816 0.500001 0.503641 0.500002 0.509727 0.500055 0.500001 0.503698 0.5 0.513334 0.5 0.503561 0.500001 0.513426 0.500001 0.50335 0.500001 0.513039 0.500001 0.50326 0.500001 0.51284 0.500001 0.503337 0.500002 0.512826 0.500002 0.503533 0.500002 0.512997 0.500002 0.503653 0.500003 0.513353 0.499998 0.50358 0.499997 0.513218 0.499997 0.50958 0.49989 0.50958 0.513432 0.499997 0.503716 0.499998 0.502461 0.5 0.50209 0.5 0.50194 0.500001 0.501934 0.500001 0.502069 0.500001 0.502424 0.500002 0.503653 0.500003 0.513218 0.513538 0.499997 0.503587 0.499997 0.502101 0.499999 0.501657 0.5 0.501542 0.5 0.501643 0.500001 0.502069 0.500002 0.503533 0.500002 0.513353 0.513168 0.499997 0.503383 0.499997 0.501958 0.499999 0.50155 0.5 0.501542 0.500001 0.501934 0.500001 0.503337 0.500002 0.512997 0.512986 0.499997 0.5033 0.499997 0.501958 0.499999 0.501657 0.5 0.50194 0.500001 0.50326 0.500001 0.512826 0.512986 0.499997 0.503383 0.499997 0.502101 0.5 0.50209 0.500001 0.50335 0.500001 0.51284 0.513168 0.499997 0.503587 0.499998 0.502461 0.5 0.503561 0.500001 0.513039 0.513538 0.499997 0.503716 0.500001 0.503698 0.5 0.513426 0.513432 0.500001 0.503641 0.500002 0.513334 0.509816 0.500055 0.509727
10382.9 0.509821 0.500001 0.503642 0.500002 0.509728 0.500057 0.500001 0.503699 0.5 0.513334 0.5 0.503561 0.500001 0.513425 0.500001 0.50335 0.500001 0.513037 0.500001 0.50326 0.500001 0.512838 0.500002 0.503336 0.500002 0.512823 0.500002 0.503532 0.500002 0.512993 0.500002 0.503652 0.500003 0.513349 0.499998 0.503578 0.499997 0.513213 0.499997 0.509574 0.499885 0.509574 0.513437 0.499997 0.503717 0.499998 0.502462 0.5 0.50209 0.5 0.50194 0.500001 0.501933 0.500001 0.502069 0.500001 0.502423 0.500002 0.503652 0.500003 0.513213 0.513543 0.499997 0.503589 0.499997 0.502102 0.499999 0.501657 0.5 0.501542 0.5 0.501642 0.500001 0.502069 0.500002 0.503532 0.500002 0.513349 0.513173 0.499997 0.503384 0.499997 0.501959 0.499999 0.50155 0.5 0.501542 0.500001 0.501933 0.500002 0.503336 0.500002 0.512993 0.51299 0.499997 0.503302 0.499997 0.501959 0.499999 0.501657 0.5 0.50194 0.500001 0.50326 0.500001 0.512823 0.51299 0.499997 0.503384 0.499997 0.502102 0.5 0.50209 0.500001 0.50335 0.500001 0.512838 0.513173 0.499997 0.503589 0.499998 0.502462 0.5 0.503561 0.500001 0.513037 0.513543 0.499997 0.503717 0.500001 0.503699 0.5 0.513425 0.513437 0.500001 0.503642 0.500002 0.513334 0.509821 0.500057 0.509728
10385.2 0.509826 0.500001 0.503643 0.500002 0.509729 0.50006 0.500001 0.503699 0.5 0.513334 0.5 0.503561 0.500001 0.513425 0.500001 0.503349 0.500001 0.513036 0.500001 0.503259 0.500002 0.512835 0.500002 0.503335 0.500002 0.51282 0.500002 0.503531 0.500002 0.51299 0.500002 0.50365 0.500003 0.513345 0.499998 0.503576 0.499997 0.513208 0.499997 0.509568 0.49988 0.509568 0.513442 0.499997 0.503719 0.499998 0.502462 0.5 0.50209 0.5 0.50194 0.500001 0.501933 0.500001 0.502068 0.500001 0.502421 0.500002 0.50365 0.500003 0.513208 0.513548 0.499997 0.50359 0.499997 0.502102 0.499999 0.501658 0.5 0.501541 0.5 0.501642 0.500001 0.502068 0.500002 0.503531 0.500002 0.513345 0.513178 0.499997 0.503386 0.499997 0.50196 0.499999 0.50155 0.5 0.501541 0.500001 0.501933 0.500002 0.503335 0.500002 0.51299 0.512995 0.499997 0.503303 0.499997 0.50196 0.499999 0.501658 0.5 0.50194 0.500001 0.503259 0.500002 0.51282 0.512995 0.499997 0.503386 0.499997 0.502102 0.5 0.50209 0.500001 0.503349 0.500001 0.512835 0.513178 0.499997 0.50359 0.499998 0.502462 0.5 0.503561 0.500001 0.513036 0.513548 0.499997 0.503719 0.500001 0.503699 0.5 0.513425 0.513442 0.500001 0.503643 0.500002 0.513334 0.509826 0.50006 0.509729
10387.4 0.509831 0.500001 0.503643 0.500002 0.50973 0.500063 0.500001 0.5037 0.5 0.513334 0.5 0.503561 0.500001 0.513424 0.500001 0.503349 0.500001 0.513034 0.500001 0.503258 0.500002 0.512833 0.500002 0.503334 0.500002 0.512817 0.500002 0.503529 0.500002 0.512986 0.500002 0.503648 0.500003 0.513341 0.499998 0.503574 0.499997 0.513203 0.499997 0.509562 0.499875 0.509562 0.513447 0.499997 0.50372 0.499998 0.502463 0.499999 0.50209 0.5 0.50194 0.500001 0.501932 0.500001 0.502067 0.500001 0.50242 0.500002 0.503648 0.500003 0.513203 0.513552 0.499997 0.503591 0.499997 0.502103 0.499999 0.501658 0.5 0.501541 0.5 0.501641 0.500001 0.502067 0.500002 0.503529 0.500002 0.513341 0.513182 0.499997 0.503387 0.499997 0.50196 0.499999 0.50155 0.5 0.501541 0.500001 0.501932 0.500002 0.503334 0.500002 0.512986 0.513 0.499997 0.503304 0.499997 0.50196 0.499999 0.501658 0.5 0.50194 0.500001 0.503258 0.500002 0.512817 0.513 0.499997 0.503387 0.499997 0.502103 0.499999 0.50209 0.500001 0.503349 0.500001 0.512833 0.513182 0.499997 0.503591 0.499998 0.502463 0.5 0.503561 0.500001 0.513034 0.513552 0.499997 0.50372 0.500001 0.5037 0.5 0.513424 0.513447 0.500001 0.503643 0.500002 0.513334 0.509831 0.500063 0.50973
10389.7 0.509836 0.500001 0.503644 0.500002 0.509731 0.500065 0.500001 0.5037 0.5 0.513335 0.5 0.503561 0.500001 0.513423 0.500001 0.503349 0.500001 0.513033 0.500001 0.503258 0.500002 0.512831 0.500002 0.503333 0.500002 0.512815 0.500002 0.503528 0.500002 0.512983 0.500002 0.503647 0.500004 0.513337 0.499998 0.503572 0.499996 0.513197 0.499996 0.509556 0.49987 0.509556 0.513452 0.499997 0.503721 0.499998 0.502464 0.499999 0.502091 0.5 0.501939 0.500001 0.501932 0.500001 0.502066 0.500001 0.502419 0.500002 0.503647 0.500004 0.513197 0.513557 0.499997 0.503592 0.499997 0.502104 0.499999 0.501658 0.5 0.501541 0.5 0.501641 0.500001 0.502066 0.500002 0.503528 0.500002 0.513337 0.513187 0.499997 0.503388 0.499997 0.501961 0.499999 0.501551 0.5 0.501541 0.500001 0.501932 0.500002 0.503333 0.500002 0.512983 0.513005 0.499997 0.503305 0.499997 0.501961 0.499999 0.501658 0.5 0.501939 0.500001 0.503258 0.500002 0.512815 0.513005 0.499997 0.503388 0.499997 0.502104 0.499999 0.502091 0.500001 0.503349 0.500001 0.512831 0.513187 0.499997 0.503592 0.499998 0.502464 0.5 0.503561 0.500001 0.513033 0.513557 0.499997 0.503721 0.500001 0.5037 0.5 0.513423 0.513452 0.500001 0.503644 0.500002 0.513335 0.509836 0.500065 0.509731
10392 0.509842 0.500001 0.503645 0.500002 0.509732 0.500068 0.500001 0.503701 0.5 0.513335 0.5 0.503562 0.500001 0.513423 0.500001 0.503348 0.500001 0.513032 0.500001 0.503257 0.500002 0.512829 0.500002 0.503332 0.500002 0.512812 0.500002 0.503527 0.500002 0.51298 0.500002 0.503645 0.500004 0.513333 0.499998 0.50357 0.499996 0.513192 0.499996 0.50955 0.499864 0.50955 0.513457 0.499996 0.503723 0.499998 0.502464 0.499999 0.502091 0.5 0.501939 0.500001 0.501931 0.500001 0.502065 0.500001 0.502418 0.500002 0.503645 0.500004 0.513192 0.513562 0.499997 0.503594 0.499997 0.502104 0.499999 0.501658 0.5 0.501541 0.500001 0.50164 0.500001 0.502065 0.500002 0.503527 0.500002 0.513333 0.513192 0.499997 0.503389 0.499997 0.501962 0.499999 0.501551 0.5 0.501541 0.500001 0.501931 0.500002 0.503332 0.500002 0.51298 0.51301 0.499997 0.503307 0.499997 0.501962 0.499999 0.501658 0.5 0.501939 0.500001 0.503257 0.500002 0.512812 0.51301 0.499997 0.503389 0.499997 0.502104 0.499999 0.502091 0.500001 0.503348 0.500001 0.512829 0.513192 0.499997 0.503594 0.499998 0.502464 0.5 0.503562 0.500001 0.513032 0.513562 0.499996 0.503723 0.500001 0.503701 0.5 0.513423 0.513457 0.500001 0.503645 0.500002 0.513335 0.509842 0.500068 0.509732
10394.4 0.509847 0.500002 0.503646 0.500002 0.509733 0.500071 0.500001 0.503701 0.5 0.513335 0.5 0.503562 0.500001 0.513422 0.500001 0.503348 0.500001 0.51303 0.500001 0.503256 0.500002 0.512827 0.500002 0.503331 0.500002 0.512809 0.500002 0.503525 0.500002 0.512976 0.500002 0.503643 0.500004 0.513329 0.499998 0.503568 0.499996 0.513187 0.499996 0.509543 0.499859 0.509543 0.513462 0.499996 0.503724 0.499998 0.502465 0.499999 0.502091 0.5 0.501939 0.500001 0.501931 0.500001 0.502064 0.500001 0.502417 0.500002 0.503643 0.500004 0.513187 0.513566 0.499997 0.503595 0.499997 0.502105 0.499999 0.501659 0.5 0.501541 0.500001 0.50164 0.500001 0.502064 0.500002 0.503525 0.500002 0.513329 0.513197 0.499997 0.503391 0.499997 0.501962 0.499999 0.501551 0.5 0.501541 0.500001 0.501931 0.500002 0.503331 0.500002 0.512976 0.513015 0.499996 0.503308 0.499997 0.501962 0.499999 0.501659 0.5 0.501939 0.500001 0.503256 0.500002 0.512809 0.513015 0.499997 0.503391 0.499997 0.502105 0.499999 0.502091 0.500001 0.503348 0.500001 0.512827 0.513197 0.499997 0.503595 0.499998 0.502465 0.5 0.503562 0.500001 0.51303 0.513566 0.499996 0.503724 0.500001 0.503701 0.5 0.513422 0.513462 0.500002 0.503646 0.500002 0.513335 0.509847 0.500071 0.509733
10396.8 0.509852 0.500002 0.503647 0.500002 0.509734 0.500073 0.500001 0.503702 0.5 0.513335 0.5 0.503562 0.500001 0.513422 0.500001 0.503348 0.500001 0.513029 0.500002 0.503256 0.500002 0.512825 0.500002 0.50333 0.500002 0.512806 0.500003 0.503524 0.500003 0.512973 0.500002 0.503641 0.500004 0.513324 0.499998 0.503566 0.499996 0.513181 0.499996 0.509537 0.499854 0.509537 0.513467 0.499996 0.503725 0.499997 0.502465 0.499999 0.502091 0.5 0.501939 0.500001 0.50193 0.500001 0.502064 0.500001 0.502415 0.500002 0.503641 0.500004 0.513181 0.513571 0.499997 0.503596 0.499997 0.502106 0.499999 0.501659 0.5 0.501541 0.500001 0.501639 0.500001 0.502064 0.500003 0.503524 0.500003 0.513324 0.513202 0.499996 0.503392 0.499997 0.501963 0.499998 0.501552 0.5 0.501541 0.500001 0.50193 0.500002 0.50333 0.500002 0.512973 0.51302 0.499996 0.503309 0.499997 0.501963 0.499999 0.501659 0.5 0.501939 0.500002 0.503256 0.500002 0.512806 0.51302 0.499996 0.503392 0.499997 0.502106 0.499999 0.502091 0.500001 0.503348 0.500001 0.512825 0.513202 0.499997 0.503596 0.499997 0.502465 0.5 0.503562 0.500001 0.513029 0.513571 0.499996 0.503725 0.500001 0.503702 0.5 0.513422 0.513467 0.500002 0.503647 0.500002 0.513335 0.509852 0.500073 0.509734
10399.3 0.509858 0.500002 0.503648 0.500003 0.509735 0.500076 0.500001 0.503702 0.5 0.513336 0.5 0.503562 0.500001 0.513421 0.500001 0.503347 0.500002 0.513027 0.500002 0.503255 0.500002 0.512823 0.500002 0.503329 0.500002 0.512803 0.500003 0.503523 0.500003 0.512969 0.500002 0.503639 0.500004 0.51332 0.499997 0.503564 0.499996 0.513176 0.499996 0.509531 0.499848 0.509531 0.513473 0.499996 0.503727 0.499997 0.502466 0.499999 0.502091 0.5 0.501939 0.500001 0.50193 0.500001 0.502063 0.500001 0.502414 0.500002 0.503639 0.500004 0.513176 0.513576 0.499996 0.503598 0.499996 0.502106 0.499999 0.501659 0.5 0.501541 0.500001 0.501639 0.500001 0.502063 0.500003 0.503523 0.500003 0.51332 0.513207 0.499996 0.503393 0.499996 0.501964 0.499998 0.501552 0.5 0.501541 0.500001 0.50193 0.500002 0.503329 0.500002 0.512969 0.513025 0.499996 0.503311 0.499996 0.501964 0.499999 0.501659 0.5 0.501939 0.500002 0.503255 0.500002 0.512803 0.513025 0.499996 0.503393 0.499996 0.502106 0.499999 0.502091 0.500001 0.503347 0.500002 0.512823 0.513207 0.499996 0.503598 0.499997 0.502466 0.5 0.503562 0.500001 0.513027 0.513576 0.499996 0.503727 0.500001 0.503702 0.5 0.513421 0.513473 0.500002 0.503648 0.500003 0.513336 0.509858 0.500076 0.509735
10401.9 0.509863 0.500002 0.503649 0.500003 0.509736 0.500079 0.500001 0.503702 0.5 0.513336 0.500001 0.503562 0.500001 0.51342 0.500001 0.503347 0.500002 0.513026 0.500002 0.503254 0.500002 0.51282 0.500002 0.503328 0.500002 0.5128 0.500003 0.503521 0.500003 0.512965 0.500002 0.503638 0.500004 0.513316 0.499997 0.503562 0.499996 0.51317 0.499996 0.509524 0.499842 0.509524 0.513478 0.499996 0.503728 0.499997 0.502467 0.499999 0.502091 0.5 0.501939 0.500001 0.501929 0.500001 0.502062 0.500001 0.502413 0.500002 0.503638 0.500004 0.51317 0.513581 0.499996 0.503599 0.499996 0.502107 0.499999 0.501659 0.5 0.501541 0.500001 0.501638 0.500001 0.502062 0.500003 0.503521 0.500003 0.513316 0.513212 0.499996 0.503395 0.499996 0.501965 0.499998 0.501552 0.5 0.501541 0.500001 0.501929 0.500002 0.503328 0.500002 0.512965 0.51303 0.499996 0.503312 0.499996 0.501965 0.499999 0.501659 0.5 0.501939 0.500002 0.503254 0.500002 0.5128 0.51303 0.499996 0.503395 0.499996 0.502107 0.499999 0.502091 0.500001 0.503347 0.500002 0.51282 0.513212 0.499996 0.503599 0.499997 0.502467 0.500001 0.503562 0.500001 0.513026 0.513581 0.499996 0.503728 0.500001 0.503702 0.5 0.51342 0.513478 0.500002 0.503649 0.500003 0.513336 0.509863 0.500079 0.509736
10404 0.509868 0.500002 0.50365 0.500003 0.509736 0.500081 0.500001 0.503703 0.5 0.513336 0.500001 0.503562 0.500001 0.51342 0.500001 0.503347 0.500002 0.513024 0.500002 0.503254 0.500002 0.512819 0.500002 0.503327 0.500002 0.512798 0.500003 0.50352 0.500003 0.512962 0.500002 0.503636 0.500004 0.513312 0.499997 0.50356 0.499996 0.513165 0.499996 0.509519 0.499838 0.509519 0.513483 0.499996 0.503729 0.499997 0.502467 0.499999 0.502091 0.5 0.501938 0.500001 0.501929 0.500001 0.502061 0.500001 0.502412 0.500002 0.503636 0.500004 0.513165 0.513586 0.499996 0.5036 0.499996 0.502108 0.499999 0.501659 0.5 0.50154 0.500001 0.501638 0.500001 0.502061 0.500003 0.50352 0.500003 0.513312 0.513216 0.499996 0.503396 0.499996 0.501965 0.499998 0.501552 0.5 0.50154 0.500001 0.501929 0.500002 0.503327 0.500002 0.512962 0.513035 0.499996 0.503313 0.499996 0.501965 0.499999 0.501659 0.5 0.501938 0.500002 0.503254 0.500002 0.512798 0.513035 0.499996 0.503396 0.499996 0.502108 0.499999 0.502091 0.500001 0.503347 0.500002 0.512819 0.513216 0.499996 0.5036 0.499997 0.502467 0.500001 0.503562 0.500001 0.513024 0.513586 0.499996 0.503729 0.500001 0.503703 0.5 0.51342 0.513483 0.500002 0.50365 0.500003 0.513336 0.509868 0.500081 0.509736
10406.4 0.509873 0.500002 0.503651 0.500003 0.509737 0.500084 0.500001 0.503703 0.5 0.513337 0.500001 0.503562 0.500001 0.513419 0.500001 0.503346 0.500002 0.513023 0.500002 0.503253 0.500002 0.512816 0.500002 0.503326 0.500002 0.512795 0.500003 0.503519 0.500003 0.512959 0.500002 0.503634 0.500005 0.513308 0.499997 0.503559 0.499995 0.51316 0.499995 0.509513 0.499833 0.509513 0.513488 0.499996 0.50373 0.499997 0.502468 0.499999 0.502092 0.5 0.501938 0.500001 0.501928 0.500001 0.50206 0.500001 0.50241 0.500002 0.503634 0.500005 0.51316 0.51359 0.499996 0.503601 0.499996 0.502108 0.499998 0.50166 0.5 0.50154 0.500001 0.501637 0.500001 0.50206 0.500003 0.503519 0.500003 0.513308 0.513221 0.499996 0.503397 0.499996 0.501966 0.499998 0.501553 0.5 0.50154 0.500001 0.501928 0.500002 0.503326 0.500002 0.512959 0.51304 0.499996 0.503314 0.499996 0.501966 0.499998 0.50166 0.5 0.501938 0.500002 0.503253 0.500002 0.512795 0.51304 0.499996 0.503397 0.499996 0.502108 0.499999 0.502092 0.500001 0.503346 0.500002 0.512816 0.513221 0.499996 0.503601 0.499997 0.502468 0.500001 0.503562 0.500001 0.513023 0.51359 0.499996 0.50373 0.500001 0.503703 0.5 0.513419 0.513488 0.500002 0.503651 0.500003 0.513337 0.509873 0.500084 0.509737
