# t  J_up_x  J_up_y  J_dn_x  J_dn_y  J_spin_x  J_spin_y
35.4625 6.46461e-08 2.79632e-13 -1.17516e-06 -4.7822e-14 1.2398e-06 3.27454e-13
35.8793 -6.37153e-08 4.39684e-13 -1.27254e-06 -2.2471e-13 1.20883e-06 6.64394e-13
36.296 -1.83587e-07 5.8906e-13 -1.37093e-06 -4.02651e-13 1.18734e-06 9.91711e-13
36.7128 -2.9272e-07 7.24744e-13 -1.46861e-06 -5.78299e-13 1.17589e-06 1.30304e-12
37.1296 -3.89155e-07 8.44031e-13 -1.56395e-06 -7.48412e-13 1.1748e-06 1.59244e-12
37.5463 -4.71249e-07 9.44688e-13 -1.65545e-06 -9.09864e-13 1.1842e-06 1.85455e-12
37.9631 -5.37704e-07 1.02491e-12 -1.74171e-06 -1.05967e-12 1.20401e-06 2.08458e-12
38.3799 -5.87585e-07 1.08332e-12 -1.82149e-06 -1.19518e-12 1.2339e-06 2.2785e-12
38.7967 -6.20323e-07 1.11904e-12 -1.8937e-06 -1.31408e-12 1.27338e-06 2.43313e-12
39.2134 -6.35722e-07 1.13175e-12 -1.95745e-06 -1.41433e-12 1.32173e-06 2.54608e-12
39.6302 -6.33949e-07 1.12152e-12 -2.01203e-06 -1.4943e-12 1.37808e-06 2.61582e-12
40.047 -6.15519e-07 1.08903e-12 -2.05689e-06 -1.55268e-12 1.44137e-06 2.64171e-12
40.4638 -5.81275e-07 1.03536e-12 -2.09169e-06 -1.58866e-12 1.51042e-06 2.62402e-12
40.8805 -5.32363e-07 9.62023e-13 -2.11628e-06 -1.60179e-12 1.58392e-06 2.56382e-12
41.2542 -4.77198e-07 8.8109e-13 -2.12965e-06 -1.59414e-12 1.65246e-06 2.47523e-12
41.6278 -4.12556e-07 7.87438e-13 -2.13496e-06 -1.56839e-12 1.72241e-06 2.35583e-12
42.0015 -3.39742e-07 6.82849e-13 -2.13244e-06 -1.5251e-12 1.7927e-06 2.20795e-12
42.3751 -2.60166e-07 5.69259e-13 -2.12242e-06 -1.46505e-12 1.86225e-06 2.03431e-12
42.7488 -1.7531e-07 4.48664e-13 -2.10531e-06 -1.38926e-12 1.93e-06 1.83792e-12
43.1224 -8.67083e-08 3.23165e-13 -2.08162e-06 -1.29895e-12 1.99491e-06 1.62212e-12
43.4961 4.08104e-09 1.94898e-13 -2.05191e-06 -1.19558e-12 2.05599e-06 1.39048e-12
43.8697 9.55039e-08 6.60196e-14 -2.0168e-06 -1.08073e-12 2.1123e-06 1.14675e-12
44.2434 1.86035e-07 -6.13762e-14 -1.97696e-06 -9.56101e-13 2.163e-06 8.94725e-13
44.617 2.742e-07 -1.85325e-13 -1.9331e-06 -8.23639e-13 2.2073e-06 6.38314e-13
44.9907 3.58603e-07 -3.03863e-13 -1.88596e-06 -6.85259e-13 2.24456e-06 3.81396e-13
45.3643 4.37944e-07 -4.15309e-13 -1.83627e-06 -5.4303e-13 2.27422e-06 1.27721e-13
45.738 5.1104e-07 -5.18003e-13 -1.7848e-06 -3.98961e-13 2.29584e-06 -1.19042e-13
46.1116 5.7684e-07 -6.10536e-13 -1.73229e-06 -2.55113e-13 2.30913e-06 -3.55422e-13
46.4853 6.34444e-07 -6.91696e-13 -1.67946e-06 -1.13538e-13 2.31391e-06 -5.78158e-13
46.8589 6.83107e-07 -7.60436e-13 -1.62703e-06 2.38329e-14 2.31014e-06 -7.84269e-13
47.2326 7.22255e-07 -8.16043e-13 -1.57566e-06 1.55048e-13 2.29792e-06 -9.71091e-13
47.6062 7.51486e-07 -8.57961e-13 -1.52599e-06 2.78313e-13 2.27747e-06 -1.13627e-12
