# self-consistency convergence trace
# iter  error=max|dn_i|  N_total  S_z
279 0.00296348693746 47 1.5
280 0.00292832998881 47 1.5
281 0.00289358985311 47 1.5
282 0.00285926167637 47 1.5
283 0.00282534065793 47 1.5
284 0.00279182205 47 1.5
285 0.00275870115712 47 1.5
286 0.0027259733357 47 1.5
287 0.00269363399353 47 1.5
288 0.00266167858929 47 1.5
289 0.00263010263205 47 1.5
290 0.00259890168082 47 1.5
291 0.00256807134406 47 1.5
292 0.00253760727918 47 1.5
293 0.00250750519211 47 1.5
294 0.00247793821066 47 1.5
295 0.0024505687238 47 1.5
296 0.00242350337354 47 1.5
297 0.00239673872644 47 1.5
298 0.00237027138857 47 1.5
299 0.002344098005 47 1.5
300 0.0023182152594 47 1.5
301 0.00229261987351 47 1.5
302 0.00226730860681 47 1.5
303 0.00224227825596 47 1.5
304 0.00221752565449 47 1.5
305 0.00219304767228 47 1.5
306 0.00216892834759 47 1.5
307 0.00214526032424 47 1.5
308 0.00212184570559 47 1.5
309 0.00209868190442 47 1.5
310 0.00207576635681 47 1.5
311 0.00205309652204 47 1.5
312 0.0020306698824 47 1.5
313 0.00200848394313 47 1.5
314 0.00198653623221 47 1.5
315 0.00196482430026 47 1.5
316 0.0019433457204 47 1.5
317 0.00192209808812 47 1.5
318 0.00190107902109 47 1.5
319 0.0018802861591 47 1.5
320 0.00185971716382 47 1.5
321 0.00183936971875 47 1.5
322 0.00181943004757 47 1.5
323 0.00180159763127 47 1.5
324 0.00178392984215 47 1.5
325 0.00176642531299 47 1.5
326 0.00174908268545 47 1.5
327 0.0017319006101 47 1.5
328 0.00171487774634 47 1.5
329 0.00169801276242 47 1.5
330 0.00168130433544 47 1.5
331 0.00166475115129 47 1.5
332 0.00164835190465 47 1.5
333 0.00163210529896 47 1.5
334 0.00161601004645 47 1.5
335 0.00160006486803 47 1.5
336 0.00158426849334 47 1.5
337 0.00156861966071 47 1.5
338 0.00155311711711 47 1.5
339 0.00153775961815 47 1.5
340 0.00152254592807 47 1.5
341 0.00150747481966 47 1.5
342 0.0014925450743 47 1.5
343 0.00147775548189 47 1.5
344 0.00146310484083 47 1.5
345 0.001448591958 47 1.5
346 0.00143421564872 47 1.5
347 0.00141997473676 47 1.5
348 0.00140586805424 47 1.5
349 0.00139189444167 47 1.5
350 0.00137805274788 47 1.5
351 0.00136434182998 47 1.5
352 0.00135076055338 47 1.5
353 0.0013373077917 47 1.5
354 0.00132398242677 47 1.5
355 0.0013107833486 47 1.5
356 0.00129770945532 47 1.5
357 0.00128475965319 47 1.5
358 0.00127193285651 47 1.5
359 0.00125922798763 47 1.5
360 0.00124664397691 47 1.5
361 0.00123417976265 47 1.5
362 0.00122183429112 47 1.5
363 0.00120960651644 47 1.5
364 0.00119749540064 47 1.5
365 0.00118549991353 47 1.5
366 0.00117361903273 47 1.5
367 0.00116185174361 47 1.5
368 0.00115019703924 47 1.5
369 0.00113865392038 47 1.5
370 0.00112722139543 47 1.5
371 0.00111589848038 47 1.5
372 0.0011046841988 47 1.5
373 0.00109357758177 47 1.5
374 0.00108257766788 47 1.5
375 0.00107168350313 47 1.5
376 0.00106089414097 47 1.5
377 0.00105020864221 47 1.5
378 0.00103962607498 47 1.5
379 0.00102914551472 47 1.5
380 0.00101876604412 47 1.5
381 0.00100848675308 47 1.5
382 0.000998306738694 47 1.5
383 0.000988225105169 47 1.5
384 0.000978240963827 47 1.5
385 0.000968353433039 47 1.5
386 0.000958561638196 47 1.5
387 0.000948864711667 47 1.5
388 0.000939261792761 47 1.5
389 0.000929752027681 47 1.5
390 0.000920334569492 47 1.5
391 0.000911008578076 47 1.5
392 0.000901773220088 47 1.5
393 0.000892627668925 47 1.5
394 0.000883571104684 47 1.5
395 0.00087460271411 47 1.5
396 0.000865721690574 47 1.5
397 0.000856927234018 47 1.5
398 0.000848218550924 47 1.5
399 0.000839594854267 47 1.5
400 0.000831055363479 47 1.5
401 0.000822599304407 47 1.5
402 0.000814225909275 47 1.5
403 0.000805934416642 47 1.5
404 0.000797724071356 47 1.5
405 0.000789594124531 47 1.5
406 0.000781543833485 47 1.5
407 0.000773572461717 47 1.5
408 0.000765679278859 47 1.5
409 0.000757863560635 47 1.5
410 0.000750124588831 47 1.5
411 0.000742461651239 47 1.5
412 0.000734874041634 47 1.5
413 0.000727361059722 47 1.5
414 0.000719922011105 47 1.5
415 0.000712556207247 47 1.5
416 0.00070526296542 47 1.5
417 0.00069804160868 47 1.5
418 0.000690891465822 47 1.5
419 0.000683811871336 47 1.5
420 0.000676802165373 47 1.5
421 0.00066986169371 47 1.5
422 0.000662989807699 47 1.5
423 0.000656185864242 47 1.5
424 0.000649449225742 47 1.5
425 0.000642779260069 47 1.5
426 0.000636175340521 47 1.5
427 0.000629636845788 47 1.5
428 0.000623163159909 47 1.5
429 0.000616753672236 47 1.5
430 0.000610407777397 47 1.5
431 0.00060412487526 47 1.5
432 0.000597904370891 47 1.5
433 0.000591745674521 47 1.5
434 0.000585648201495 47 1.5
435 0.000579611372266 47 1.5
436 0.000573634612321 47 1.5
437 0.000567717352165 47 1.5
438 0.000561859027286 47 1.5
439 0.000556059078106 47 1.5
440 0.000550316949954 47 1.5
441 0.000544632093023 47 1.5
442 0.000539003962342 47 1.5
443 0.000533432017732 47 1.5
444 0.000527915723774 47 1.5
445 0.000522454549776 47 1.5
446 0.000517047969725 47 1.5
447 0.000511695462276 47 1.5
448 0.000506396510683 47 1.5
449 0.000501150602799 47 1.5
450 0.000495957231013 47 1.5
451 0.00049081589223 47 1.5
452 0.000485726087836 47 1.5
453 0.000480687323657 47 1.5
454 0.000475699109932 47 1.5
455 0.000470760961272 47 1.5
456 0.00046587239663 47 1.5
457 0.00046103293927 47 1.5
458 0.000456242116724 47 1.5
459 0.000451499460772 47 1.5
460 0.000446804507394 47 1.5
461 0.000442156796755 47 1.5
462 0.000437555873149 47 1.5
463 0.000433001284989 47 1.5
464 0.00042849258476 47 1.5
465 0.000424029328993 47 1.5
466 0.000419611078229 47 1.5
467 0.000415237396994 47 1.5
468 0.000410907853756 47 1.5
469 0.000406622020904 47 1.5
470 0.000402379474709 47 1.5
471 0.000398179795301 47 1.5
472 0.000394022566631 47 1.5
473 0.000389907376441 47 1.5
474 0.000385833816232 47 1.5
475 0.000381801481244 47 1.5
476 0.000377809970411 47 1.5
477 0.00037385888634 47 1.5
478 0.000369947835279 47 1.5
479 0.000366076427086 47 1.5
480 0.0003622442752 47 1.5
481 0.000358450996612 47 1.5
482 0.000354696211838 47 1.5
483 0.000350979544885 47 1.5
484 0.000347300623224 47 1.5
485 0.000343659077765 47 1.5
486 0.000340054542823 47 1.5
487 0.000336486656096 47 1.5
488 0.000332955058626 47 1.5
489 0.000329459394787 47 1.5
490 0.000325999312243 47 1.5
491 0.000322574461927 47 1.5
492 0.000319184498012 47 1.5
493 0.000315829077885 47 1.5
494 0.000312507862119 47 1.5
495 0.000309220514449 47 1.5
496 0.000305966701735 47 1.5
497 0.000302746093953 47 1.5
498 0.00029955836415 47 1.5
499 0.000296403188434 47 1.5
500 0.000293280245935 47 1.5
501 0.000290189218791 47 1.5
502 0.00028712979211 47 1.5
503 0.000284101653952 47 1.5
504 0.000281104495309 47 1.5
505 0.000278138010066 47 1.5
506 0.000275201894988 47 1.5
507 0.000272295849689 47 1.5
508 0.00026941957661 47 1.5
509 0.000266572780995 47 1.5
510 0.000263755170864 47 1.5
511 0.000260966456993 47 1.5
512 0.000258206352887 47 1.5
513 0.000255474574755 47 1.5
514 0.000252770841493 47 1.5
515 0.000250094874654 47 1.5
516 0.000247446398427 47 1.5
517 0.000244825139613 47 1.5
518 0.000242230827609 47 1.5
519 0.000239663194372 47 1.5
520 0.000237121974411 47 1.5
521 0.000234606904754 47 1.5
522 0.000232117724931 47 1.5
523 0.000229654176949 47 1.5
524 0.000227216005277 47 1.5
525 0.00022480295681 47 1.5
526 0.000222414780868 47 1.5
527 0.000220051229154 47 1.5
528 0.000217712055748 47 1.5
529 0.000215397017075 47 1.5
530 0.000213105871896 47 1.5
531 0.000210838381275 47 1.5
532 0.000208594308565 47 1.5
533 0.00020637341939 47 1.5
534 0.000204175481617 47 1.5
535 0.000202000265343 47 1.5
536 0.00019984754287 47 1.5
537 0.000197717088692 47 1.5
538 0.000195608679466 47 1.5
539 0.000193522094 47 1.5
540 0.000191457113235 47 1.5
541 0.000189413520212 47 1.5
542 0.000187391100072 47 1.5
543 0.000185389640027 47 1.5
544 0.000183408929338 47 1.5
545 0.000181448759308 47 1.5
546 0.00017950892325 47 1.5
547 0.000177589216477 47 1.5
548 0.000175689436285 47 1.5
549 0.00017380938193 47 1.5
550 0.000171948854613 47 1.5
551 0.000170107657459 47 1.5
552 0.000168285595507 47 1.5
553 0.000166482475685 47 1.5
554 0.000164698106795 47 1.5
555 0.000162932299496 47 1.5
556 0.00016118486629 47 1.5
557 0.000159455621502 47 1.5
558 0.00015774438126 47 1.5
559 0.000156050963489 47 1.5
560 0.000154375187879 47 1.5
561 0.000152716875888 47 1.5
562 0.000151075850705 47 1.5
563 0.000149451937253 47 1.5
564 0.000147844962158 47 1.5
565 0.000146254753744 47 1.5
566 0.00014468114201 47 1.5
567 0.00014312395862 47 1.5
568 0.000141583036885 47 1.5
569 0.000140058211743 47 1.5
570 0.00013854931976 47 1.5
571 0.000137056199089 47 1.5
572 0.000135578689482 47 1.5
573 0.000134116632257 47 1.5
574 0.000132669870292 47 1.5
575 0.000131238248007 47 1.5
576 0.000129821611352 47 1.5
577 0.000128419807789 47 1.5
578 0.000127032686282 47 1.5
579 0.000125660097282 47 1.5
580 0.000124301892714 47 1.5
581 0.000122957925951 47 1.5
582 0.000121628051827 47 1.5
583 0.000120312126597 47 1.5
584 0.000119402095991 47 1.5
585 0.000118545332806 47 1.5
586 0.000117695088136 47 1.5
587 0.000116851310516 47 1.5
588 0.000116013948888 47 1.5
589 0.000115182952594 47 1.5
590 0.000114358271384 47 1.5
591 0.0001135398554 47 1.5
592 0.000112727655182 47 1.5
593 0.000111921621658 47 1.5
594 0.000111121706148 47 1.5
595 0.000110327860358 47 1.5
596 0.000109540036373 47 1.5
597 0.000108758186662 47 1.5
598 0.000107982264072 47 1.5
599 0.000107212221817 47 1.5
600 0.000106448013496 47 1.5
601 0.000105689593059 47 1.5
602 0.00010493691484 47 1.5
603 0.000104189933523 47 1.5
604 0.000103448604157 47 1.5
605 0.00010271288215 47 1.5
606 0.000101982723263 47 1.5
607 0.000101258083609 47 1.5
608 0.000100538919649 47 1.5
609 9.98251881972e-05 47 1.5
610 9.91168464051e-05 47 1.5
611 9.8413851769e-05 47 1.5
612 9.77161621249e-05 47 1.5
613 9.70237356388e-05 47 1.5
614 9.63365308203e-05 47 1.5
615 9.56545065052e-05 47 1.5
616 9.4977621857e-05 47 1.5
617 9.43058363633e-05 47 1.5
618 9.36391098424e-05 47 1.5
619 9.29774024264e-05 47 1.5
620 9.23206745709e-05 47 1.5
621 9.16688870457e-05 47 1.5
622 9.10220009356e-05 47 1.5
623 9.03799776328e-05 47 1.5
624 8.97427788428e-05 47 1.5
625 8.91103665758e-05 47 1.5
626 8.84827031483e-05 47 1.5
627 8.7859751171e-05 47 1.5
628 8.72414735651e-05 47 1.5
629 8.66278335412e-05 47 1.5
630 8.60187946039e-05 47 1.5
631 8.54143205562e-05 47 1.5
632 8.48143754872e-05 47 1.5
633 8.4218923774e-05 47 1.5
634 8.36279300805e-05 47 1.5
635 8.30413593523e-05 47 1.5
636 8.2459176821e-05 47 1.5
637 8.18813479888e-05 47 1.5
638 8.13078386435e-05 47 1.5
639 8.07386148416e-05 47 1.5
640 8.01736429122e-05 47 1.5
641 7.96128894593e-05 47 1.5
642 7.90563213508e-05 47 1.5
643 7.85039057246e-05 47 1.5
644 7.79556099774e-05 47 1.5
645 7.74114017711e-05 47 1.5
646 7.68712490269e-05 47 1.5
647 7.6335119927e-05 47 1.5
648 7.58029829017e-05 47 1.5
649 7.52748066419e-05 47 1.5
650 7.47505600876e-05 47 1.5
651 7.42302124303e-05 47 1.5
652 7.37137331047e-05 47 1.5
653 7.32010917968e-05 47 1.5
654 7.26922584343e-05 47 1.5
655 7.21872031851e-05 47 1.5
656 7.16858964601e-05 47 1.5
657 7.11883089054e-05 47 1.5
658 7.06944114062e-05 47 1.5
659 7.02041750788e-05 47 1.5
660 6.97175712765e-05 47 1.5
661 6.9234571578e-05 47 1.5
662 6.87551477939e-05 47 1.5
663 6.82792719632e-05 47 1.5
664 6.78069163451e-05 47 1.5
665 6.73380534274e-05 47 1.5
666 6.68726559147e-05 47 1.5
667 6.64106967355e-05 47 1.5
668 6.59521490331e-05 47 1.5
669 6.54969861708e-05 47 1.5
670 6.50451817238e-05 47 1.5
671 6.45967094784e-05 47 1.5
672 6.4151543437e-05 47 1.5
673 6.37096578065e-05 47 1.5
674 6.32710270073e-05 47 1.5
675 6.28356256602e-05 47 1.5
676 6.24034285914e-05 47 1.5
677 6.19744108319e-05 47 1.5
678 6.15485476148e-05 47 1.5
679 6.11258143711e-05 47 1.5
680 6.07061867296e-05 47 1.5
681 6.0289640514e-05 47 1.5
682 5.98761517457e-05 47 1.5
683 5.94656966378e-05 47 1.5
684 5.90582515959e-05 47 1.5
685 5.86537932157e-05 47 1.5
686 5.825229828e-05 47 1.5
687 5.78537437615e-05 47 1.5
688 5.7458106814e-05 47 1.5
689 5.70653647807e-05 47 1.5
690 5.66754951822e-05 47 1.5
691 5.62884757239e-05 47 1.5
692 5.590428429e-05 47 1.5
693 5.55228989429e-05 47 1.5
694 5.51442979195e-05 47 1.5
695 5.47684596371e-05 47 1.5
696 5.43953626803e-05 47 1.5
697 5.40249858129e-05 47 1.5
698 5.36573079622e-05 47 1.5
699 5.32923082337e-05 47 1.5
700 5.29299658948e-05 47 1.5
701 5.25702603842e-05 47 1.5
702 5.22131713009e-05 47 1.5
703 5.18586784146e-05 47 1.5
704 5.15067616532e-05 47 1.5
705 5.1157401107e-05 47 1.5
706 5.081057703e-05 47 1.5
707 5.04662698308e-05 47 1.5
708 5.01244600776e-05 47 1.5
709 4.9785128494e-05 47 1.5
710 4.94482559629e-05 47 1.5
711 4.91138235134e-05 47 1.5
712 4.87818123363e-05 47 1.5
713 4.84522037646e-05 47 1.5
714 4.81249792914e-05 47 1.5
715 4.78001205467e-05 47 1.5
716 4.74776093225e-05 47 1.5
717 4.71574275459e-05 47 1.5
718 4.68395572912e-05 47 1.5
719 4.65239807823e-05 47 1.5
720 4.62106803826e-05 47 1.5
721 4.58996385962e-05 47 1.5
722 4.55908380675e-05 47 1.5
723 4.52842615846e-05 47 1.5
724 4.49798920716e-05 47 1.5
725 4.4677712588e-05 47 1.5
726 4.43777063301e-05 47 1.5
727 4.40798566319e-05 47 1.5
728 4.37841469583e-05 47 1.5
729 4.34905609107e-05 47 1.5
730 4.31990822169e-05 47 1.5
731 4.2909694739e-05 47 1.5
732 4.26223824678e-05 47 1.5
733 4.23371295245e-05 47 1.5
734 4.20539201526e-05 47 1.5
735 4.17727387297e-05 47 1.5
736 4.14935697496e-05 47 1.5
737 4.1216397839e-05 47 1.5
738 4.09412077422e-05 47 1.5
739 4.06679843298e-05 47 1.5
740 4.03967125897e-05 47 1.5
741 4.0127377634e-05 47 1.5
742 3.98599646942e-05 47 1.5
743 3.95944591133e-05 47 1.5
744 3.93308463617e-05 47 1.5
745 3.90691120186e-05 47 1.5
746 3.88092417823e-05 47 1.5
747 3.85512214664e-05 47 1.5
748 3.82950369948e-05 47 1.5
749 3.80406744074e-05 47 1.5
750 3.77881198516e-05 47 1.5
751 3.75373595927e-05 47 1.5
752 3.7288379998e-05 47 1.5
753 3.70411675485e-05 47 1.5
754 3.67957088326e-05 47 1.5
755 3.65519905451e-05 47 1.5
756 3.6309999489e-05 47 1.5
757 3.60697225716e-05 47 1.5
758 3.58311468015e-05 47 1.5
759 3.55942592961e-05 47 1.5
760 3.53590472749e-05 47 1.5
761 3.51254980598e-05 47 1.5
762 3.48935990724e-05 47 1.5
763 3.46633378317e-05 47 1.5
764 3.44347019582e-05 47 1.5
765 3.42076791804e-05 47 1.5
766 3.39822573093e-05 47 1.5
767 3.37584242645e-05 47 1.5
768 3.35361680577e-05 47 1.5
769 3.3315476795e-05 47 1.5
770 3.30963386816e-05 47 1.5
771 3.287874201e-05 47 1.5
772 3.26626751727e-05 47 1.5
773 3.24481266503e-05 47 1.5
774 3.22350850188e-05 47 1.5
775 3.20235389411e-05 47 1.5
776 3.18134771739e-05 47 1.5
777 3.16048885566e-05 47 1.5
778 3.1397762029e-05 47 1.5
779 3.11920866088e-05 47 1.5
780 3.09878514058e-05 47 1.5
781 3.07850456142e-05 47 1.5
782 3.0583658515e-05 47 1.5
783 3.03836794732e-05 47 1.5
784 3.01850979411e-05 47 1.5
785 2.99879034528e-05 47 1.5
786 2.97920856237e-05 47 1.5
787 2.95976341554e-05 47 1.5
788 2.94045388265e-05 47 1.5
789 2.92127895024e-05 47 1.5
790 2.90223761236e-05 47 1.5
791 2.88332887145e-05 47 1.5
792 2.86455173752e-05 47 1.5
793 2.84590522863e-05 47 1.5
794 2.82738837047e-05 47 1.5
795 2.8090001967e-05 47 1.5
796 2.7907397482e-05 47 1.5
797 2.77260607359e-05 47 1.5
798 2.75459822954e-05 47 1.5
799 2.7367152796e-05 47 1.5
800 2.71895629455e-05 47 1.5
801 2.70132035322e-05 47 1.5
802 2.68380654099e-05 47 1.5
803 2.66641395115e-05 47 1.5
804 2.64914168347e-05 47 1.5
805 2.63198884524e-05 47 1.5
806 2.61495455084e-05 47 1.5
807 2.59803792153e-05 47 1.5
808 2.58123808515e-05 47 1.5
809 2.56455417687e-05 47 1.5
810 2.54798533875e-05 47 1.5
811 2.531530719e-05 47 1.5
812 2.5151894732e-05 47 1.5
813 2.49896076333e-05 47 1.5
814 2.48284375771e-05 47 1.5
815 2.46683763173e-05 47 1.5
816 2.45094156659e-05 47 1.5
817 2.43515475064e-05 47 1.5
818 2.41947637817e-05 47 1.5
819 2.40390564961e-05 47 1.5
820 2.38844177224e-05 47 1.5
821 2.3730839592e-05 47 1.5
822 2.35783143007e-05 47 1.5
823 2.34268341001e-05 47 1.5
824 2.32763913084e-05 47 1.5
825 2.31269783012e-05 47 1.5
826 2.29785875132e-05 47 1.5
827 2.28312114418e-05 47 1.5
828 2.26848426368e-05 47 1.5
829 2.25394737151e-05 47 1.5
830 2.23950973423e-05 47 1.5
831 2.22517062487e-05 47 1.5
832 2.21092932184e-05 47 1.5
833 2.1967851089e-05 47 1.5
834 2.1827372759e-05 47 1.5
835 2.16878511815e-05 47 1.5
836 2.15492793606e-05 47 1.5
837 2.14116503591e-05 47 1.5
838 2.12749572947e-05 47 1.5
839 2.11391933316e-05 47 1.5
840 2.10043516978e-05 47 1.5
841 2.08704256659e-05 47 1.5
842 2.07374085625e-05 47 1.5
