# t  B_z_sc_0  B_z_sc_1  B_z_sc_2  B_z_sc_3  B_z_sc_4  B_z_sc_5  B_z_sc_6  B_z_sc_7  B_z_sc_8  B_z_sc_9  B_z_sc_10  B_z_sc_11  B_z_sc_12  B_z_sc_13  B_z_sc_14  B_z_sc_15  B_z_sc_16  B_z_sc_17  B_z_sc_18  B_z_sc_19  B_z_sc_20  B_z_sc_21  B_z_sc_22  B_z_sc_23  B_z_sc_24  B_z_sc_25  B_z_sc_26  B_z_sc_27  B_z_sc_28  B_z_sc_29  B_z_sc_30  B_z_sc_31  B_z_sc_32  B_z_sc_33  B_z_sc_34  B_z_sc_35  B_z_sc_36  B_z_sc_37  B_z_sc_38  B_z_sc_39  B_z_sc_40  B_z_sc_41  B_z_sc_42  B_z_sc_43  B_z_sc_44  B_z_sc_45
8045.18 -4.1535e-10 2.9394e-10 3.82532e-10 5.67638e-11 5.61577e-10 1.33434e-11 -2.31479e-10 6.31095e-10 2.47131e-09 1.49704e-09 1.25062e-09 4.52213e-10 1.8716e-09 4.63152e-09 -2.30038e-16 3.17097e-16 -2.08169e-10 1.29929e-09 2.08171e-10 -9.65582e-10 9.61195e-16 9.65584e-10 2.28785e-10 6.38649e-10 2.11477e-10 -1.50859e-15 1.30098e-16 -1.25062e-09 -4.52212e-10 -1.8716e-09 -1.2993e-09 -3.42389e-15 -6.38651e-10 -2.11477e-10 2.3148e-10 -6.31096e-10 -2.47131e-09 -4.63152e-09 -2.28787e-10 -2.93939e-10 -3.82531e-10 -5.67628e-11 -1.49704e-09 4.15349e-10 -1.33433e-11 -5.61575e-10
8045.82 -4.14304e-10 2.94374e-10 3.8252e-10 5.6704e-11 5.60543e-10 1.33214e-11 -2.3112e-10 6.30735e-10 2.4682e-09 1.49413e-09 1.2502e-09 4.50656e-10 1.86875e-09 4.62711e-09 -2.27081e-16 3.24007e-16 -2.08416e-10 1.29782e-09 2.08417e-10 -9.65101e-10 9.64409e-16 9.65103e-10 2.28254e-10 6.3757e-10 2.11648e-10 -1.51048e-15 1.31378e-16 -1.2502e-09 -4.50655e-10 -1.86875e-09 -1.29783e-09 -3.442e-15 -6.37572e-10 -2.11648e-10 2.31121e-10 -6.30736e-10 -2.4682e-09 -4.6271e-09 -2.28256e-10 -2.94373e-10 -3.82519e-10 -5.6703e-11 -1.49413e-09 4.14303e-10 -1.33214e-11 -5.60541e-10
8046.45 -4.13252e-10 2.948e-10 3.82497e-10 5.66404e-11 5.59495e-10 1.32985e-11 -2.30758e-10 6.3036e-10 2.46503e-09 1.49119e-09 1.24975e-09 4.49088e-10 1.86586e-09 4.62259e-09 -2.24123e-16 3.30911e-16 -2.08659e-10 1.29633e-09 2.0866e-10 -9.646e-10 9.67604e-16 9.64602e-10 2.27716e-10 6.36478e-10 2.11813e-10 -1.51236e-15 1.32641e-16 -1.24975e-09 -4.49086e-10 -1.86586e-09 -1.29633e-09 -3.46003e-15 -6.3648e-10 -2.11813e-10 2.30759e-10 -6.30361e-10 -2.46503e-09 -4.62259e-09 -2.27717e-10 -2.94799e-10 -3.82496e-10 -5.66394e-11 -1.49119e-09 4.13251e-10 -1.32984e-11 -5.59494e-10
8047.09 -4.12193e-10 2.95216e-10 3.82463e-10 5.65731e-11 5.58436e-10 1.32745e-11 -2.30393e-10 6.29968e-10 2.46181e-09 1.48821e-09 1.24927e-09 4.47508e-10 1.86293e-09 4.61798e-09 -2.21163e-16 3.37807e-16 -2.08897e-10 1.2948e-09 2.08898e-10 -9.64078e-10 9.70777e-16 9.6408e-10 2.27171e-10 6.35371e-10 2.11974e-10 -1.51422e-15 1.33886e-16 -1.24927e-09 -4.47507e-10 -1.86293e-09 -1.2948e-09 -3.47799e-15 -6.35373e-10 -2.11974e-10 2.30393e-10 -6.29969e-10 -2.46181e-09 -4.61798e-09 -2.27173e-10 -2.95215e-10 -3.82462e-10 -5.65721e-11 -1.48821e-09 4.12192e-10 -1.32744e-11 -5.58434e-10
8047.73 -4.11127e-10 2.95622e-10 3.82417e-10 5.6502e-11 5.57364e-10 1.32494e-11 -2.30025e-10 6.29561e-10 2.45853e-09 1.48521e-09 1.24876e-09 4.45918e-10 1.85996e-09 4.61327e-09 -2.18202e-16 3.44696e-16 -2.09131e-10 1.29325e-09 2.09132e-10 -9.63536e-10 9.7393e-16 9.63538e-10 2.26619e-10 6.3425e-10 2.12129e-10 -1.51607e-15 1.35111e-16 -1.24876e-09 -4.45917e-10 -1.85996e-09 -1.29325e-09 -3.49588e-15 -6.34252e-10 -2.12129e-10 2.30025e-10 -6.29562e-10 -2.45853e-09 -4.61327e-09 -2.26621e-10 -2.95621e-10 -3.82416e-10 -5.6501e-11 -1.4852e-09 4.11126e-10 -1.32493e-11 -5.57362e-10
8048.36 -4.10055e-10 2.9602e-10 3.82359e-10 5.64272e-11 5.5628e-10 1.32233e-11 -2.29654e-10 6.29138e-10 2.4552e-09 1.48217e-09 1.24823e-09 4.44317e-10 1.85695e-09 4.60847e-09 -2.15239e-16 3.51576e-16 -2.0936e-10 1.29168e-09 2.09361e-10 -9.62973e-10 9.77061e-16 9.62975e-10 2.26061e-10 6.33114e-10 2.12279e-10 -1.51791e-15 1.36318e-16 -1.24823e-09 -4.44316e-10 -1.85695e-09 -1.29168e-09 -3.51369e-15 -6.33116e-10 -2.12279e-10 2.29654e-10 -6.29138e-10 -2.4552e-09 -4.60847e-09 -2.26063e-10 -2.96019e-10 -3.82358e-10 -5.64262e-11 -1.48217e-09 4.10054e-10 -1.32232e-11 -5.56278e-10
8049 -4.08977e-10 2.96407e-10 3.8229e-10 5.63487e-11 5.55183e-10 1.31961e-11 -2.29279e-10 6.28698e-10 2.45182e-09 1.4791e-09 1.24767e-09 4.42705e-10 1.8539e-09 4.60357e-09 -2.12276e-16 3.58447e-16 -2.09585e-10 1.29007e-09 2.09586e-10 -9.62391e-10 9.8017e-16 9.62393e-10 2.25496e-10 6.31965e-10 2.12425e-10 -1.51974e-15 1.37506e-16 -1.24767e-09 -4.42704e-10 -1.8539e-09 -1.29007e-09 -3.53142e-15 -6.31967e-10 -2.12425e-10 2.2928e-10 -6.28699e-10 -2.45182e-09 -4.60357e-09 -2.25498e-10 -2.96407e-10 -3.82289e-10 -5.63476e-11 -1.4791e-09 4.08976e-10 -1.3196e-11 -5.55181e-10
8049.63 -4.07893e-10 2.96786e-10 3.8221e-10 5.62664e-11 5.54075e-10 1.31679e-11 -2.28902e-10 6.28243e-10 2.44838e-09 1.476e-09 1.24708e-09 4.41082e-10 1.85081e-09 4.59858e-09 -2.09312e-16 3.65309e-16 -2.09806e-10 1.28844e-09 2.09807e-10 -9.61787e-10 9.83257e-16 9.61789e-10 2.24925e-10 6.30802e-10 2.12565e-10 -1.52155e-15 1.38673e-16 -1.24708e-09 -4.41081e-10 -1.85081e-09 -1.28844e-09 -3.54909e-15 -6.30804e-10 -2.12565e-10 2.28903e-10 -6.28243e-10 -2.44838e-09 -4.59857e-09 -2.24927e-10 -2.96785e-10 -3.82209e-10 -5.62653e-11 -1.476e-09 4.07892e-10 -1.31678e-11 -5.54073e-10
8050.27 -4.06802e-10 2.97155e-10 3.82118e-10 5.61803e-11 5.52954e-10 1.31385e-11 -2.28522e-10 6.27771e-10 2.44489e-09 1.47287e-09 1.24647e-09 4.39449e-10 1.84768e-09 4.59348e-09 -2.06348e-16 3.72161e-16 -2.10022e-10 1.28679e-09 2.10023e-10 -9.61163e-10 9.86321e-16 9.61165e-10 2.24347e-10 6.29624e-10 2.127e-10 -1.52335e-15 1.3982e-16 -1.24646e-09 -4.39448e-10 -1.84769e-09 -1.28679e-09 -3.56668e-15 -6.29626e-10 -2.127e-10 2.28523e-10 -6.27772e-10 -2.44489e-09 -4.59348e-09 -2.24348e-10 -2.97154e-10 -3.82117e-10 -5.61793e-11 -1.47287e-09 4.06801e-10 -1.31384e-11 -5.52952e-10
8050.9 -4.05706e-10 2.97514e-10 3.82015e-10 5.60905e-11 5.51821e-10 1.31081e-11 -2.2814e-10 6.27284e-10 2.44135e-09 1.46971e-09 1.24582e-09 4.37806e-10 1.84452e-09 4.5883e-09 -2.03384e-16 3.79002e-16 -2.10233e-10 1.2851e-09 2.10235e-10 -9.60519e-10 9.89363e-16 9.60521e-10 2.23762e-10 6.28433e-10 2.12831e-10 -1.52514e-15 1.40947e-16 -1.24582e-09 -4.37804e-10 -1.84452e-09 -1.2851e-09 -3.58419e-15 -6.28435e-10 -2.12831e-10 2.2814e-10 -6.27284e-10 -2.44135e-09 -4.5883e-09 -2.23764e-10 -2.97513e-10 -3.82014e-10 -5.60895e-11 -1.46971e-09 4.05705e-10 -1.3108e-11 -5.51819e-10
8051.54 -4.04603e-10 2.97864e-10 3.819e-10 5.5997e-11 5.50676e-10 1.30766e-11 -2.27754e-10 6.2678e-10 2.43775e-09 1.46652e-09 1.24515e-09 4.36152e-10 1.84131e-09 4.58302e-09 -2.0042e-16 3.85831e-16 -2.10441e-10 1.28339e-09 2.10442e-10 -9.59854e-10 9.92381e-16 9.59856e-10 2.2317e-10 6.27228e-10 2.12956e-10 -1.52692e-15 1.42051e-16 -1.24515e-09 -4.3615e-10 -1.84131e-09 -1.28339e-09 -3.60163e-15 -6.2723e-10 -2.12956e-10 2.27754e-10 -6.26781e-10 -2.43775e-09 -4.58301e-09 -2.23172e-10 -2.97863e-10 -3.81899e-10 -5.59959e-11 -1.46652e-09 4.04602e-10 -1.30765e-11 -5.50674e-10
8052.17 -4.03495e-10 2.98204e-10 3.81774e-10 5.58997e-11 5.49519e-10 1.3044e-11 -2.27365e-10 6.2626e-10 2.4341e-09 1.4633e-09 1.24446e-09 4.34487e-10 1.83806e-09 4.57764e-09 -1.97457e-16 3.92649e-16 -2.10643e-10 1.28166e-09 2.10644e-10 -9.59169e-10 9.95376e-16 9.59171e-10 2.22572e-10 6.26009e-10 2.13076e-10 -1.52868e-15 1.43134e-16 -1.24446e-09 -4.34486e-10 -1.83806e-09 -1.28166e-09 -3.61899e-15 -6.26011e-10 -2.13076e-10 2.27366e-10 -6.26261e-10 -2.4341e-09 -4.57764e-09 -2.22574e-10 -2.98203e-10 -3.81773e-10 -5.58986e-11 -1.4633e-09 4.03494e-10 -1.30439e-11 -5.49517e-10
8052.81 -4.02381e-10 2.98535e-10 3.81636e-10 5.57987e-11 5.4835e-10 1.30103e-11 -2.26973e-10 6.25725e-10 2.4304e-09 1.46005e-09 1.24373e-09 4.32813e-10 1.83478e-09 4.57217e-09 -1.94495e-16 3.99454e-16 -2.10841e-10 1.2799e-09 2.10842e-10 -9.58463e-10 9.98347e-16 9.58465e-10 2.21968e-10 6.24777e-10 2.13191e-10 -1.53044e-15 1.44194e-16 -1.24373e-09 -4.32812e-10 -1.83478e-09 -1.2799e-09 -3.63628e-15 -6.24779e-10 -2.13191e-10 2.26974e-10 -6.25725e-10 -2.4304e-09 -4.57217e-09 -2.2197e-10 -2.98534e-10 -3.81635e-10 -5.57976e-11 -1.46004e-09 4.02379e-10 -1.30102e-11 -5.48348e-10
8053.45 -4.01261e-10 2.98856e-10 3.81487e-10 5.56939e-11 5.4717e-10 1.29755e-11 -2.26579e-10 6.25173e-10 2.42665e-09 1.45677e-09 1.24298e-09 4.31128e-10 1.83146e-09 4.5666e-09 -1.91534e-16 4.06246e-16 -2.11035e-10 1.27811e-09 2.11036e-10 -9.57737e-10 1.00129e-15 9.57739e-10 2.21357e-10 6.23531e-10 2.13302e-10 -1.53218e-15 1.45231e-16 -1.24298e-09 -4.31127e-10 -1.83146e-09 -1.27811e-09 -3.65349e-15 -6.23533e-10 -2.13302e-10 2.26579e-10 -6.25173e-10 -2.42664e-09 -4.5666e-09 -2.21359e-10 -2.98855e-10 -3.81486e-10 -5.56928e-11 -1.45676e-09 4.01259e-10 -1.29754e-11 -5.47168e-10
8054.08 -4.00135e-10 2.99167e-10 3.81326e-10 5.55854e-11 5.45977e-10 1.29396e-11 -2.26181e-10 6.24605e-10 2.42284e-09 1.45345e-09 1.24221e-09 4.29434e-10 1.82809e-09 4.56094e-09 -1.88576e-16 4.13025e-16 -2.11224e-10 1.27629e-09 2.11225e-10 -9.5699e-10 1.00422e-15 9.56992e-10 2.20739e-10 6.22271e-10 2.13407e-10 -1.53392e-15 1.46243e-16 -1.2422e-09 -4.29432e-10 -1.82809e-09 -1.2763e-09 -3.67063e-15 -6.22273e-10 -2.13407e-10 2.26182e-10 -6.24606e-10 -2.42284e-09 -4.56094e-09 -2.20741e-10 -2.99166e-10 -3.81325e-10 -5.55843e-11 -1.45345e-09 4.00134e-10 -1.29395e-11 -5.45975e-10
8054.72 -3.99004e-10 2.99469e-10 3.81154e-10 5.54732e-11 5.44773e-10 1.29026e-11 -2.25781e-10 6.24021e-10 2.41898e-09 1.45011e-09 1.2414e-09 4.27729e-10 1.82469e-09 4.55519e-09 -1.8562e-16 4.19789e-16 -2.11408e-10 1.27445e-09 2.11409e-10 -9.56223e-10 1.00712e-15 9.56225e-10 2.20115e-10 6.20998e-10 2.13508e-10 -1.53564e-15 1.47231e-16 -1.2414e-09 -4.27728e-10 -1.82469e-09 -1.27446e-09 -3.6877e-15 -6.21e-10 -2.13508e-10 2.25782e-10 -6.24022e-10 -2.41898e-09 -4.55518e-09 -2.20117e-10 -2.99468e-10 -3.81153e-10 -5.54721e-11 -1.45011e-09 3.99002e-10 -1.29025e-11 -5.44771e-10
8055.35 -3.97867e-10 2.99761e-10 3.80971e-10 5.53573e-11 5.43557e-10 1.28645e-11 -2.25378e-10 6.23421e-10 2.41507e-09 1.44674e-09 1.24057e-09 4.26015e-10 1.82126e-09 4.54934e-09 -1.82667e-16 4.26539e-16 -2.11588e-10 1.27259e-09 2.11589e-10 -9.55435e-10 1.00999e-15 9.55437e-10 2.19484e-10 6.19711e-10 2.13603e-10 -1.53735e-15 1.48193e-16 -1.24057e-09 -4.26013e-10 -1.82126e-09 -1.27259e-09 -3.70469e-15 -6.19713e-10 -2.13603e-10 2.25378e-10 -6.23421e-10 -2.41506e-09 -4.54933e-09 -2.19486e-10 -2.9976e-10 -3.8097e-10 -5.53561e-11 -1.44674e-09 3.97866e-10 -1.28644e-11 -5.43555e-10
8055.99 -3.96724e-10 3.00044e-10 3.80776e-10 5.52376e-11 5.4233e-10 1.28253e-11 -2.24971e-10 6.22805e-10 2.4111e-09 1.44334e-09 1.23971e-09 4.24291e-10 1.81778e-09 4.54339e-09 -1.79718e-16 4.33274e-16 -2.11763e-10 1.2707e-09 2.11764e-10 -9.54626e-10 1.01284e-15 9.54628e-10 2.18847e-10 6.18411e-10 2.13694e-10 -1.53905e-15 1.49129e-16 -1.23971e-09 -4.24289e-10 -1.81778e-09 -1.2707e-09 -3.7216e-15 -6.18413e-10 -2.13694e-10 2.24972e-10 -6.22805e-10 -2.4111e-09 -4.54339e-09 -2.18849e-10 -3.00043e-10 -3.80775e-10 -5.52365e-11 -1.44334e-09 3.96723e-10 -1.28252e-11 -5.42328e-10
8056.62 -3.95577e-10 3.00316e-10 3.8057e-10 5.51143e-11 5.41091e-10 1.2785e-11 -2.24562e-10 6.22172e-10 2.40708e-09 1.43991e-09 1.23883e-09 4.22557e-10 1.81426e-09 4.53735e-09 -1.76773e-16 4.39994e-16 -2.11934e-10 1.26878e-09 2.11935e-10 -9.53797e-10 1.01567e-15 9.53799e-10 2.18203e-10 6.17098e-10 2.13779e-10 -1.54075e-15 1.50039e-16 -1.23882e-09 -4.22556e-10 -1.81426e-09 -1.26878e-09 -3.73844e-15 -6.171e-10 -2.13779e-10 2.24563e-10 -6.22173e-10 -2.40708e-09 -4.53735e-09 -2.18205e-10 -3.00315e-10 -3.80569e-10 -5.51132e-11 -1.43991e-09 3.95576e-10 -1.27849e-11 -5.41089e-10
8057.26 -3.94424e-10 3.00579e-10 3.80353e-10 5.49873e-11 5.39841e-10 1.27436e-11 -2.2415e-10 6.21524e-10 2.40301e-09 1.43645e-09 1.23791e-09 4.20814e-10 1.81071e-09 4.53122e-09 -1.73833e-16 4.46697e-16 -2.121e-10 1.26684e-09 2.12101e-10 -9.52948e-10 1.01847e-15 9.5295e-10 2.17553e-10 6.15772e-10 2.1386e-10 -1.54244e-15 1.50921e-16 -1.23791e-09 -4.20812e-10 -1.81071e-09 -1.26684e-09 -3.7552e-15 -6.15774e-10 -2.1386e-10 2.24151e-10 -6.21525e-10 -2.40301e-09 -4.53122e-09 -2.17555e-10 -3.00578e-10 -3.80352e-10 -5.49861e-11 -1.43645e-09 3.94423e-10 -1.27435e-11 -5.39838e-10
8057.89 -3.93266e-10 3.00833e-10 3.80124e-10 5.48566e-11 5.38579e-10 1.27011e-11 -2.23735e-10 6.20859e-10 2.39889e-09 1.43297e-09 1.23697e-09 4.19061e-10 1.80712e-09 4.525e-09 -1.70897e-16 4.53384e-16 -2.12261e-10 1.26487e-09 2.12262e-10 -9.52078e-10 1.02124e-15 9.5208e-10 2.16897e-10 6.14432e-10 2.13936e-10 -1.54411e-15 1.51775e-16 -1.23697e-09 -4.1906e-10 -1.80712e-09 -1.26487e-09 -3.77189e-15 -6.14434e-10 -2.13936e-10 2.23736e-10 -6.2086e-10 -2.39889e-09 -4.52499e-09 -2.16899e-10 -3.00832e-10 -3.80123e-10 -5.48554e-11 -1.43296e-09 3.93264e-10 -1.2701e-11 -5.38577e-10
8058.53 -3.92102e-10 3.01076e-10 3.79884e-10 5.47223e-11 5.37306e-10 1.26575e-11 -2.23318e-10 6.20179e-10 2.39472e-09 1.42945e-09 1.23601e-09 4.17299e-10 1.80349e-09 4.51868e-09 -1.67966e-16 4.60055e-16 -2.12417e-10 1.26287e-09 2.12419e-10 -9.51187e-10 1.024e-15 9.51189e-10 2.16234e-10 6.1308e-10 2.14007e-10 -1.54578e-15 1.526e-16 -1.236e-09 -4.17297e-10 -1.80349e-09 -1.26287e-09 -3.7885e-15 -6.13082e-10 -2.14007e-10 2.23318e-10 -6.2018e-10 -2.39472e-09 -4.51868e-09 -2.16236e-10 -3.01075e-10 -3.79883e-10 -5.47211e-11 -1.42945e-09 3.92101e-10 -1.26574e-11 -5.37303e-10
8059.17 -3.90934e-10 3.0131e-10 3.79633e-10 5.45843e-11 5.36021e-10 1.26128e-11 -2.22897e-10 6.19482e-10 2.39049e-09 1.4259e-09 1.23501e-09 4.15527e-10 1.79983e-09 4.51227e-09 -1.65042e-16 4.66708e-16 -2.12569e-10 1.26085e-09 2.1257e-10 -9.50275e-10 1.02672e-15 9.50277e-10 2.15564e-10 6.11714e-10 2.14073e-10 -1.54745e-15 1.53397e-16 -1.23501e-09 -4.15526e-10 -1.79983e-09 -1.26085e-09 -3.80504e-15 -6.11716e-10 -2.14073e-10 2.22898e-10 -6.19483e-10 -2.39049e-09 -4.51226e-09 -2.15566e-10 -3.01309e-10 -3.79632e-10 -5.45831e-11 -1.4259e-09 3.90933e-10 -1.26127e-11 -5.36019e-10
8059.8 -3.8976e-10 3.01534e-10 3.79371e-10 5.44426e-11 5.34725e-10 1.2567e-11 -2.22473e-10 6.1877e-10 2.38622e-09 1.42233e-09 1.23399e-09 4.13747e-10 1.79612e-09 4.50576e-09 -1.62123e-16 4.73344e-16 -2.12716e-10 1.2588e-09 2.12718e-10 -9.49343e-10 1.02943e-15 9.49345e-10 2.14889e-10 6.10336e-10 2.14135e-10 -1.5491e-15 1.54163e-16 -1.23399e-09 -4.13745e-10 -1.79612e-09 -1.25881e-09 -3.8215e-15 -6.10338e-10 -2.14135e-10 2.22474e-10 -6.1877e-10 -2.38622e-09 -4.50576e-09 -2.14891e-10 -3.01533e-10 -3.7937e-10 -5.44415e-11 -1.42233e-09 3.89759e-10 -1.25669e-11 -5.34723e-10
8060.44 -3.88582e-10 3.01748e-10 3.79097e-10 5.42974e-11 5.33418e-10 1.25201e-11 -2.22047e-10 6.18041e-10 2.38189e-09 1.41873e-09 1.23294e-09 4.11957e-10 1.79238e-09 4.49917e-09 -1.59211e-16 4.79961e-16 -2.12859e-10 1.25673e-09 2.1286e-10 -9.48391e-10 1.0321e-15 9.48393e-10 2.14206e-10 6.08944e-10 2.14191e-10 -1.55075e-15 1.549e-16 -1.23294e-09 -4.11956e-10 -1.79238e-09 -1.25673e-09 -3.83788e-15 -6.08946e-10 -2.14191e-10 2.22048e-10 -6.18042e-10 -2.38189e-09 -4.49916e-09 -2.14208e-10 -3.01747e-10 -3.79096e-10 -5.42962e-11 -1.41873e-09 3.88581e-10 -1.25199e-11 -5.33416e-10
8061.07 -3.87398e-10 3.01952e-10 3.78813e-10 5.41486e-11 5.32101e-10 1.24721e-11 -2.21618e-10 6.17296e-10 2.37751e-09 1.4151e-09 1.23187e-09 4.10159e-10 1.78861e-09 4.49248e-09 -1.56305e-16 4.86561e-16 -2.12996e-10 1.25463e-09 2.12998e-10 -9.47418e-10 1.03476e-15 9.4742e-10 2.13518e-10 6.0754e-10 2.14243e-10 -1.55239e-15 1.55606e-16 -1.23186e-09 -4.10157e-10 -1.78861e-09 -1.25464e-09 -3.85419e-15 -6.07542e-10 -2.14243e-10 2.21618e-10 -6.17297e-10 -2.37751e-09 -4.49247e-09 -2.1352e-10 -3.01951e-10 -3.78812e-10 -5.41474e-11 -1.41509e-09 3.87397e-10 -1.24719e-11 -5.32098e-10
8061.71 -3.8621e-10 3.02147e-10 3.78517e-10 5.39962e-11 5.30772e-10 1.2423e-11 -2.21185e-10 6.16535e-10 2.37308e-09 1.41144e-09 1.23076e-09 4.08351e-10 1.78479e-09 4.48569e-09 -1.53406e-16 4.93142e-16 -2.13129e-10 1.25251e-09 2.13131e-10 -9.46424e-10 1.03738e-15 9.46426e-10 2.12823e-10 6.06123e-10 2.1429e-10 -1.55403e-15 1.56281e-16 -1.23076e-09 -4.0835e-10 -1.78479e-09 -1.25251e-09 -3.87042e-15 -6.06126e-10 -2.1429e-10 2.21186e-10 -6.16536e-10 -2.37308e-09 -4.48569e-09 -2.12825e-10 -3.02146e-10 -3.78516e-10 -5.3995e-11 -1.41144e-09 3.86209e-10 -1.24228e-11 -5.30769e-10
8062.34 -3.85017e-10 3.02332e-10 3.7821e-10 5.38402e-11 5.29432e-10 1.23728e-11 -2.2075e-10 6.15758e-10 2.3686e-09 1.40775e-09 1.22964e-09 4.06535e-10 1.78094e-09 4.47882e-09 -1.50514e-16 4.99703e-16 -2.13257e-10 1.25036e-09 2.13259e-10 -9.45409e-10 1.03998e-15 9.45411e-10 2.12122e-10 6.04694e-10 2.14332e-10 -1.55566e-15 1.56924e-16 -1.22963e-09 -4.06534e-10 -1.78094e-09 -1.25037e-09 -3.88658e-15 -6.04696e-10 -2.14332e-10 2.20751e-10 -6.15759e-10 -2.3686e-09 -4.47882e-09 -2.12124e-10 -3.02331e-10 -3.78209e-10 -5.3839e-11 -1.40775e-09 3.85016e-10 -1.23726e-11 -5.29429e-10
8062.98 -3.8382e-10 3.02507e-10 3.77892e-10 5.36807e-11 5.28081e-10 1.23215e-11 -2.20312e-10 6.14966e-10 2.36407e-09 1.40404e-09 1.22848e-09 4.0471e-10 1.77706e-09 4.47185e-09 -1.4763e-16 5.06245e-16 -2.1338e-10 1.24819e-09 2.13382e-10 -9.44374e-10 1.04256e-15 9.44376e-10 2.11414e-10 6.03252e-10 2.14369e-10 -1.55729e-15 1.57536e-16 -1.22848e-09 -4.04709e-10 -1.77706e-09 -1.24819e-09 -3.90265e-15 -6.03254e-10 -2.14369e-10 2.20313e-10 -6.14966e-10 -2.36407e-09 -4.47185e-09 -2.11416e-10 -3.02506e-10 -3.77891e-10 -5.36795e-11 -1.40404e-09 3.83819e-10 -1.23213e-11 -5.28079e-10
8063.62 -3.82618e-10 3.02672e-10 3.77563e-10 5.35177e-11 5.26719e-10 1.22691e-11 -2.19871e-10 6.14157e-10 2.35949e-09 1.4003e-09 1.2273e-09 4.02877e-10 1.77313e-09 4.46479e-09 -1.44753e-16 5.12768e-16 -2.13499e-10 1.24599e-09 2.135e-10 -9.43318e-10 1.04511e-15 9.4332e-10 2.10701e-10 6.01797e-10 2.14402e-10 -1.55891e-15 1.58116e-16 -1.22729e-09 -4.02876e-10 -1.77313e-09 -1.24599e-09 -3.91865e-15 -6.01799e-10 -2.14402e-10 2.19872e-10 -6.14157e-10 -2.35948e-09 -4.46479e-09 -2.10703e-10 -3.02671e-10 -3.77562e-10 -5.35164e-11 -1.40029e-09 3.82616e-10 -1.22689e-11 -5.26717e-10
8064.25 -3.81411e-10 3.02827e-10 3.77223e-10 5.33511e-11 5.25347e-10 1.22156e-11 -2.19427e-10 6.13332e-10 2.35485e-09 1.39653e-09 1.22609e-09 4.01035e-10 1.76917e-09 4.45764e-09 -1.41884e-16 5.1927e-16 -2.13612e-10 1.24377e-09 2.13614e-10 -9.42242e-10 1.04763e-15 9.42244e-10 2.09981e-10 6.0033e-10 2.14429e-10 -1.56052e-15 1.58664e-16 -1.22608e-09 -4.01034e-10 -1.76917e-09 -1.24377e-09 -3.93457e-15 -6.00332e-10 -2.14429e-10 2.19428e-10 -6.13333e-10 -2.35485e-09 -4.45764e-09 -2.09983e-10 -3.02826e-10 -3.77222e-10 -5.33499e-11 -1.39652e-09 3.8141e-10 -1.22154e-11 -5.25344e-10
8064.89 -3.802e-10 3.02972e-10 3.76872e-10 5.31811e-11 5.23963e-10 1.2161e-11 -2.1898e-10 6.12491e-10 2.35017e-09 1.39273e-09 1.22485e-09 3.99185e-10 1.76518e-09 4.4504e-09 -1.39024e-16 5.2575e-16 -2.13721e-10 1.24152e-09 2.13723e-10 -9.41145e-10 1.05013e-15 9.41147e-10 2.09254e-10 5.98851e-10 2.14452e-10 -1.56213e-15 1.59179e-16 -1.22485e-09 -3.99183e-10 -1.76518e-09 -1.24152e-09 -3.95042e-15 -5.98853e-10 -2.14452e-10 2.18981e-10 -6.12492e-10 -2.35017e-09 -4.4504e-09 -2.09257e-10 -3.02971e-10 -3.76871e-10 -5.31799e-11 -1.39273e-09 3.80199e-10 -1.21608e-11 -5.23961e-10
8065.52 -3.78984e-10 3.03108e-10 3.7651e-10 5.30077e-11 5.2257e-10 1.21053e-11 -2.18531e-10 6.11635e-10 2.34544e-09 1.3889e-09 1.22359e-09 3.97326e-10 1.76115e-09 4.44307e-09 -1.36171e-16 5.3221e-16 -2.13825e-10 1.23925e-09 2.13826e-10 -9.40027e-10 1.05259e-15 9.40029e-10 2.08522e-10 5.97359e-10 2.14471e-10 -1.56374e-15 1.59661e-16 -1.22358e-09 -3.97325e-10 -1.76115e-09 -1.23925e-09 -3.96618e-15 -5.97361e-10 -2.14471e-10 2.18531e-10 -6.11635e-10 -2.34543e-09 -4.44307e-09 -2.08524e-10 -3.03107e-10 -3.76509e-10 -5.30064e-11 -1.3889e-09 3.78983e-10 -1.21051e-11 -5.22567e-10
8066.16 -3.77764e-10 3.03234e-10 3.76137e-10 5.28308e-11 5.21165e-10 1.20485e-11 -2.18078e-10 6.10762e-10 2.34065e-09 1.38505e-09 1.22229e-09 3.9546e-10 1.75708e-09 4.43565e-09 -1.33328e-16 5.38648e-16 -2.13924e-10 1.23695e-09 2.13925e-10 -9.38889e-10 1.05503e-15 9.38891e-10 2.07784e-10 5.95855e-10 2.14484e-10 -1.56534e-15 1.6011e-16 -1.22229e-09 -3.95458e-10 -1.75708e-09 -1.23695e-09 -3.98186e-15 -5.95857e-10 -2.14484e-10 2.18079e-10 -6.10763e-10 -2.34065e-09 -4.43564e-09 -2.07786e-10 -3.03233e-10 -3.76136e-10 -5.28295e-11 -1.38505e-09 3.77763e-10 -1.20483e-11 -5.21163e-10
