# t  B_z_curl_0  B_z_curl_1  B_z_curl_2  B_z_curl_3  B_z_curl_4  B_z_curl_5  B_z_curl_6  B_z_curl_7  B_z_curl_8  B_z_curl_9  B_z_curl_10  B_z_curl_11  B_z_curl_12  B_z_curl_13  B_z_curl_14  B_z_curl_15  B_z_curl_16  B_z_curl_17  B_z_curl_18  B_z_curl_19  B_z_curl_20  B_z_curl_21  B_z_curl_22  B_z_curl_23  B_z_curl_24  B_z_curl_25  B_z_curl_26  B_z_curl_27  B_z_curl_28  B_z_curl_29  B_z_curl_30  B_z_curl_31  B_z_curl_32  B_z_curl_33  B_z_curl_34  B_z_curl_35  B_z_curl_36  B_z_curl_37  B_z_curl_38  B_z_curl_39  B_z_curl_40  B_z_curl_41  B_z_curl_42  B_z_curl_43  B_z_curl_44  B_z_curl_45
2605.42 -6.07763e-12 -6.76335e-12 -2.0929e-12 3.36266e-12 6.68879e-12 0 2.24645e-11 -1.64778e-11 -2.96834e-11 0 -1.08939e-12 3.21064e-11 -2.33404e-11 0 -1.76899e-11 -1.17096e-17 -2.76014e-12 0 2.76013e-12 -2.54155e-11 2.54155e-11 0 -3.35796e-11 7.36096e-12 -8.47982e-12 4.23998e-12 -4.50771e-11 5.15438e-11 -2.88329e-11 2.33405e-11 0 -2.08825e-11 1.98701e-11 -4.74236e-12 -9.21138e-12 -2.2876e-11 2.96834e-11 0 -5.77317e-12 6.22699e-12 -1.75781e-11 -3.36276e-12 0 1.90009e-11 -6.68873e-12 0
2606.09 -6.08585e-12 -6.71762e-12 -2.02449e-12 3.38267e-12 6.46499e-12 0 2.21706e-11 -1.62175e-11 -2.94561e-11 0 -1.10331e-12 3.18464e-11 -2.3143e-11 0 -1.74803e-11 -1.06446e-17 -2.71614e-12 0 2.71613e-12 -2.51462e-11 2.51462e-11 0 -3.32491e-11 7.31046e-12 -8.53871e-12 4.26943e-12 -4.45395e-11 5.10638e-11 -2.87322e-11 2.31431e-11 0 -2.06111e-11 1.96196e-11 -4.65741e-12 -9.15098e-12 -2.29466e-11 2.94561e-11 0 -5.78713e-12 6.2189e-12 -1.73329e-11 -3.38276e-12 0 1.8956e-11 -6.46493e-12 0
2606.76 -6.094e-12 -6.67149e-12 -1.95444e-12 3.40343e-12 6.24078e-12 0 2.18744e-11 -1.59558e-11 -2.92272e-11 0 -1.11805e-12 3.15863e-11 -2.29446e-11 0 -1.72709e-11 -9.42709e-18 -2.67187e-12 0 2.67186e-12 -2.48761e-11 2.48761e-11 0 -3.29164e-11 7.26017e-12 -8.59806e-12 4.2991e-12 -4.39981e-11 5.05819e-11 -2.86308e-11 2.29446e-11 0 -2.03386e-11 1.93673e-11 -4.56987e-12 -9.09123e-12 -2.30181e-11 2.92272e-11 0 -5.80226e-12 6.21113e-12 -1.70875e-11 -3.40352e-12 0 1.89107e-11 -6.24072e-12 0
2607.43 -6.10211e-12 -6.62468e-12 -1.88247e-12 3.42471e-12 6.01659e-12 0 2.15753e-11 -1.56924e-11 -2.89968e-11 0 -1.13357e-12 3.13257e-11 -2.27447e-11 0 -1.70616e-11 -8.11063e-18 -2.62755e-12 0 2.62753e-12 -2.46054e-11 2.46054e-11 0 -3.25819e-11 7.21028e-12 -8.65735e-12 4.32875e-12 -4.34526e-11 5.00975e-11 -2.85282e-11 2.27448e-11 0 -2.00645e-11 1.91129e-11 -4.47939e-12 -9.03209e-12 -2.30906e-11 2.89968e-11 0 -5.81879e-12 6.20365e-12 -1.68421e-11 -3.42481e-12 0 1.88648e-11 -6.01653e-12 0
2608.1 -6.1102e-12 -6.57695e-12 -1.80834e-12 3.44628e-12 5.79281e-12 0 2.1273e-11 -1.54266e-11 -2.87648e-11 0 -1.1498e-12 3.10642e-11 -2.2543e-11 0 -1.68522e-11 -6.7546e-18 -2.58338e-12 0 2.58337e-12 -2.43344e-11 2.43344e-11 0 -3.22461e-11 7.16093e-12 -8.71607e-12 4.35811e-12 -4.2903e-11 4.96101e-11 -2.84239e-11 2.25431e-11 0 -1.97885e-11 1.88564e-11 -4.38578e-12 -8.97351e-12 -2.31645e-11 2.87648e-11 0 -5.83688e-12 6.19638e-12 -1.65964e-11 -3.44638e-12 0 1.88181e-11 -5.79276e-12 0
2608.77 -6.11824e-12 -6.52806e-12 -1.73194e-12 3.46786e-12 5.5698e-12 0 2.09671e-11 -1.51583e-11 -2.85312e-11 0 -1.16663e-12 3.08013e-11 -2.23392e-11 0 -1.66425e-11 -5.42033e-18 -2.53959e-12 0 2.53957e-12 -2.40631e-11 2.40631e-11 0 -3.19091e-11 7.11221e-12 -8.77372e-12 4.38693e-12 -4.23493e-11 4.91194e-11 -2.83176e-11 2.23392e-11 0 -1.95104e-11 1.85975e-11 -4.289e-12 -8.9154e-12 -2.32398e-11 2.85312e-11 0 -5.85659e-12 6.1892e-12 -1.63505e-11 -3.46796e-12 0 1.87705e-11 -5.56975e-12 0
2609.44 -6.12619e-12 -6.47784e-12 -1.65323e-12 3.4892e-12 5.34784e-12 0 2.06577e-11 -1.4887e-11 -2.8296e-11 0 -1.18391e-12 3.05367e-11 -2.21329e-11 0 -1.64322e-11 -4.16715e-18 -2.49636e-12 0 2.49634e-12 -2.37917e-11 2.37917e-11 0 -3.15712e-11 7.06412e-12 -8.82986e-12 4.41501e-12 -4.17917e-11 4.86249e-11 -2.8209e-11 2.2133e-11 0 -1.92299e-11 1.83364e-11 -4.18917e-12 -8.85765e-12 -2.33164e-11 2.8296e-11 0 -5.87786e-12 6.18198e-12 -1.61044e-11 -3.4893e-12 0 1.87217e-11 -5.34779e-12 0
2610.11 -6.13396e-12 -6.42621e-12 -1.57226e-12 3.51008e-12 5.12714e-12 0 2.03447e-11 -1.46127e-11 -2.80592e-11 0 -1.20146e-12 3.02702e-11 -2.19242e-11 0 -1.62211e-11 -3.04886e-18 -2.45386e-12 0 2.45384e-12 -2.35203e-11 2.35203e-11 0 -3.12325e-11 7.01663e-12 -8.88412e-12 4.44213e-12 -4.12307e-11 4.81267e-11 -2.8098e-11 2.19243e-11 0 -1.89469e-11 1.80731e-11 -4.08659e-12 -8.80016e-12 -2.33944e-11 2.80592e-11 0 -5.90058e-12 6.17453e-12 -1.58579e-11 -3.51017e-12 0 1.86716e-11 -5.12708e-12 0
2610.78 -6.14145e-12 -6.37315e-12 -1.48918e-12 3.53031e-12 4.90778e-12 0 2.00285e-11 -1.43353e-11 -2.78209e-11 0 -1.2191e-12 3.00016e-11 -2.17129e-11 0 -1.60092e-11 -2.11013e-18 -2.41221e-12 0 2.41219e-12 -2.32488e-11 2.32488e-11 0 -3.08932e-11 6.96959e-12 -8.93622e-12 4.46818e-12 -4.06668e-11 4.76245e-11 -2.79847e-11 2.1713e-11 0 -1.86612e-11 1.78076e-11 -3.98169e-12 -8.74283e-12 -2.34736e-11 2.78209e-11 0 -5.92451e-12 6.16668e-12 -1.56112e-11 -3.5304e-12 0 1.86201e-11 -4.90773e-12 0
2611.45 -6.14855e-12 -6.3187e-12 -1.40422e-12 3.54976e-12 4.68976e-12 0 1.97094e-11 -1.40549e-11 -2.75811e-11 0 -1.2366e-12 2.97308e-11 -2.14992e-11 0 -1.57962e-11 -1.38416e-18 -2.37147e-12 0 2.37146e-12 -2.29772e-11 2.29772e-11 0 -3.05531e-11 6.92282e-12 -8.98598e-12 4.49306e-12 -4.01005e-11 4.71186e-11 -2.78691e-11 2.14992e-11 0 -1.83729e-11 1.75402e-11 -3.87506e-12 -8.68554e-12 -2.35538e-11 2.75812e-11 0 -5.94934e-12 6.15822e-12 -1.53643e-11 -3.54985e-12 0 1.85671e-11 -4.68971e-12 0
2612.12 -6.15512e-12 -6.26299e-12 -1.31771e-12 3.56837e-12 4.47296e-12 0 1.93882e-11 -1.37719e-11 -2.734e-11 0 -1.25376e-12 2.94577e-11 -2.12831e-11 0 -1.5582e-11 -8.90622e-19 -2.33169e-12 0 2.33167e-12 -2.27053e-11 2.27053e-11 0 -3.02122e-11 6.87609e-12 -9.03336e-12 4.51675e-12 -3.95325e-11 4.66091e-11 -2.77515e-11 2.12831e-11 0 -1.8082e-11 1.7271e-11 -3.76739e-12 -8.62818e-12 -2.36345e-11 2.734e-11 0 -5.97474e-12 6.14899e-12 -1.51171e-11 -3.56846e-12 0 1.85127e-11 -4.4729e-12 0
2612.8 -6.16107e-12 -6.20622e-12 -1.23002e-12 3.58612e-12 4.25714e-12 0 1.90652e-11 -1.34865e-11 -2.70977e-11 0 -1.27037e-12 2.91825e-11 -2.1065e-11 0 -1.53664e-11 -6.34562e-19 -2.2928e-12 0 2.29278e-12 -2.24332e-11 2.24332e-11 0 -2.98703e-11 6.82911e-12 -9.07846e-12 4.5393e-12 -3.89635e-11 4.60964e-11 -2.76322e-11 2.1065e-11 0 -1.77886e-11 1.70003e-11 -3.65945e-12 -8.57064e-12 -2.37155e-11 2.70977e-11 0 -6.00031e-12 6.13882e-12 -1.48697e-11 -3.58622e-12 0 1.8457e-11 -4.25709e-12 0
2613.47 -6.1663e-12 -6.14862e-12 -1.1416e-12 3.60308e-12 4.04199e-12 0 1.87414e-11 -1.31993e-11 -2.68542e-11 0 -1.28626e-12 2.89052e-11 -2.08452e-11 0 -1.51494e-11 -6.06584e-19 -2.25472e-12 0 2.2547e-12 -2.21605e-11 2.21605e-11 0 -2.95272e-11 6.78163e-12 -9.1215e-12 4.56082e-12 -3.83941e-11 4.55807e-11 -2.75115e-11 2.08453e-11 0 -1.74929e-11 1.67284e-11 -3.55203e-12 -8.5128e-12 -2.37964e-11 2.68542e-11 0 -6.02565e-12 6.12762e-12 -1.46219e-11 -3.60317e-12 0 1.84e-11 -4.04194e-12 0
2614.14 -6.17077e-12 -6.09048e-12 -1.05294e-12 3.61934e-12 3.82712e-12 0 1.84173e-11 -1.29107e-11 -2.66097e-11 0 -1.30128e-12 2.86258e-11 -2.06241e-11 0 -1.49309e-11 -7.83302e-19 -2.21731e-12 0 2.21729e-12 -2.1887e-11 2.1887e-11 0 -2.91826e-11 6.73338e-12 -9.16282e-12 4.58148e-12 -3.78249e-11 4.50626e-11 -2.73896e-11 2.06242e-11 0 -1.71952e-11 1.64555e-11 -3.44591e-12 -8.45453e-12 -2.38765e-11 2.66097e-11 0 -6.05038e-12 6.11531e-12 -1.43737e-11 -3.61943e-12 0 1.8342e-11 -3.82706e-12 0
2614.81 -6.17447e-12 -6.03208e-12 -9.64532e-13 3.63503e-12 3.61206e-12 0 1.80936e-11 -1.26213e-11 -2.63644e-11 0 -1.31534e-12 2.83444e-11 -2.04022e-11 0 -1.47108e-11 -1.12953e-18 -2.18035e-12 0 2.18033e-12 -2.16127e-11 2.16127e-11 0 -2.88364e-11 6.68413e-12 -9.20285e-12 4.6015e-12 -3.72563e-11 4.45425e-11 -2.72671e-11 2.04022e-11 0 -1.68959e-11 1.6182e-11 -3.34182e-12 -8.39568e-12 -2.39556e-11 2.63644e-11 0 -6.07418e-12 6.10192e-12 -1.41249e-11 -3.63513e-12 0 1.82832e-11 -3.61201e-12 0
2615.48 -6.17747e-12 -5.97371e-12 -8.76879e-13 3.65034e-12 3.39636e-12 0 1.77708e-11 -1.23316e-11 -2.61185e-11 0 -1.32839e-12 2.80611e-11 -2.01798e-11 0 -1.44891e-11 -1.59996e-18 -2.14363e-12 0 2.14361e-12 -2.13371e-11 2.13371e-11 0 -2.84884e-11 6.63372e-12 -9.24212e-12 4.62113e-12 -3.66885e-11 4.40207e-11 -2.7144e-11 2.01799e-11 0 -1.65953e-11 1.59082e-11 -3.24034e-12 -8.33611e-12 -2.40331e-11 2.61185e-11 0 -6.09675e-12 6.08751e-12 -1.38752e-11 -3.65043e-12 0 1.82238e-11 -3.39631e-12 0
2616.15 -6.17986e-12 -5.91564e-12 -7.90444e-13 3.66542e-12 3.17955e-12 0 1.74494e-11 -1.20422e-11 -2.5872e-11 0 -1.34047e-12 2.77761e-11 -1.99574e-11 0 -1.42657e-11 -2.14255e-18 -2.10687e-12 0 2.10685e-12 -2.10602e-11 2.10603e-11 0 -2.81387e-11 6.58204e-12 -9.28115e-12 4.64065e-12 -3.61215e-11 4.34977e-11 -2.70207e-11 1.99574e-11 0 -1.62939e-11 1.56343e-11 -3.14191e-12 -8.27568e-12 -2.41085e-11 2.5872e-11 0 -6.11789e-12 6.07223e-12 -1.36245e-11 -3.66551e-12 0 1.81641e-11 -3.17949e-12 0
2616.82 -6.18181e-12 -5.85809e-12 -7.05633e-13 3.68045e-12 2.96117e-12 0 1.71295e-11 -1.17536e-11 -2.56252e-11 0 -1.35166e-12 2.74892e-11 -1.97352e-11 0 -1.40406e-11 -2.70181e-18 -2.06981e-12 0 2.06979e-12 -2.07818e-11 2.07818e-11 0 -2.77873e-11 6.52908e-12 -9.32052e-12 4.66033e-12 -3.55552e-11 4.29737e-11 -2.68973e-11 1.97352e-11 0 -1.5992e-11 1.53606e-11 -3.04677e-12 -8.21424e-12 -2.41817e-11 2.56252e-11 0 -6.13748e-12 6.05629e-12 -1.33725e-11 -3.68054e-12 0 1.81044e-11 -2.96111e-12 0
2617.49 -6.18352e-12 -5.80124e-12 -6.22771e-13 3.6956e-12 2.74086e-12 0 1.68113e-11 -1.1466e-11 -2.5378e-11 0 -1.36212e-12 2.72007e-11 -1.95135e-11 0 -1.38138e-11 -3.22229e-18 -2.03218e-12 0 2.03216e-12 -2.05017e-11 2.05017e-11 0 -2.74343e-11 6.47488e-12 -9.36072e-12 4.68043e-12 -3.49893e-11 4.24489e-11 -2.67738e-11 1.95136e-11 0 -1.56902e-11 1.50873e-11 -2.95493e-12 -8.15167e-12 -2.42524e-11 2.5378e-11 0 -6.15547e-12 6.03992e-12 -1.31187e-11 -3.69569e-12 0 1.80449e-11 -2.7408e-12 0
2618.16 -6.18522e-12 -5.74522e-12 -5.42078e-13 3.71099e-12 2.51831e-12 0 1.64946e-11 -1.11797e-11 -2.51306e-11 0 -1.37205e-12 2.69107e-11 -1.92925e-11 0 -1.35855e-11 -3.65179e-18 -1.99372e-12 0 1.9937e-12 -2.02197e-11 2.02198e-11 0 -2.70799e-11 6.41958e-12 -9.40218e-12 4.70116e-12 -3.44232e-11 4.19235e-11 -2.66503e-11 1.92926e-11 0 -1.53886e-11 1.48147e-11 -2.86617e-12 -8.08787e-12 -2.43203e-11 2.51307e-11 0 -6.1719e-12 6.02342e-12 -1.28632e-11 -3.71108e-12 0 1.79857e-11 -2.51826e-12 0
2618.83 -6.18713e-12 -5.69009e-12 -4.6365e-13 3.72671e-12 2.29335e-12 0 1.61792e-11 -1.08949e-11 -2.4883e-11 0 -1.38173e-12 2.66193e-11 -1.90722e-11 0 -1.33559e-11 -3.94451e-18 -1.95421e-12 0 1.95419e-12 -1.99359e-11 1.99359e-11 0 -2.67243e-11 6.36335e-12 -9.44525e-12 4.72269e-12 -3.38563e-11 4.13975e-11 -2.65267e-11 1.90723e-11 0 -1.50878e-11 1.45427e-11 -2.78004e-12 -8.02277e-12 -2.43857e-11 2.4883e-11 0 -6.18687e-12 6.00706e-12 -1.26055e-11 -3.7268e-12 0 1.79269e-11 -2.2933e-12 0
2619.5 -6.18948e-12 -5.63583e-12 -3.87455e-13 3.74284e-12 2.06591e-12 0 1.58646e-11 -1.06114e-11 -2.46351e-11 0 -1.39142e-12 2.63266e-11 -1.88526e-11 0 -1.31251e-11 -4.06373e-18 -1.91347e-12 0 1.91346e-12 -1.96501e-11 1.96501e-11 0 -2.6368e-11 6.30645e-12 -9.4901e-12 4.74512e-12 -3.32878e-11 4.08709e-11 -2.6403e-11 1.88527e-11 0 -1.47879e-11 1.42715e-11 -2.6959e-12 -7.95636e-12 -2.44485e-11 2.46352e-11 0 -6.20055e-12 5.99112e-12 -1.23456e-11 -3.74293e-12 0 1.78686e-11 -2.06586e-12 0
2620.17 -6.19246e-12 -5.58238e-12 -3.13325e-13 3.75939e-12 1.83605e-12 0 1.55503e-11 -1.0329e-11 -2.43869e-11 0 -1.40144e-12 2.60329e-11 -1.86335e-11 0 -1.28933e-11 -3.98408e-18 -1.87139e-12 0 1.87138e-12 -1.93625e-11 1.93625e-11 0 -2.60112e-11 6.24914e-12 -9.53681e-12 4.76848e-12 -3.2717e-11 4.03435e-11 -2.6279e-11 1.86336e-11 0 -1.44891e-11 1.4001e-11 -2.61293e-12 -7.88867e-12 -2.45092e-11 2.43869e-11 0 -6.21314e-12 5.97585e-12 -1.20836e-11 -3.75948e-12 0 1.78108e-11 -1.836e-12 0
2620.84 -6.19621e-12 -5.52962e-12 -2.40969e-13 3.77634e-12 1.60396e-12 0 1.52356e-11 -1.00475e-11 -2.41382e-11 0 -1.41208e-12 2.57384e-11 -1.84148e-11 0 -1.2661e-11 -3.69273e-18 -1.8279e-12 0 1.82789e-12 -1.90731e-11 1.90731e-11 0 -2.56541e-11 6.1917e-12 -9.58528e-12 4.79271e-12 -3.21431e-11 3.98151e-11 -2.61548e-11 1.84148e-11 0 -1.41915e-11 1.37311e-11 -2.5302e-12 -7.81979e-12 -2.45681e-11 2.41382e-11 0 -6.22488e-12 5.96141e-12 -1.18195e-11 -3.77643e-12 0 1.77534e-11 -1.60391e-12 0
2621.52 -6.20082e-12 -5.47738e-12 -1.69983e-13 3.79366e-12 1.36996e-12 0 1.492e-11 -9.76646e-12 -2.38889e-11 0 -1.42358e-12 2.54435e-11 -1.8196e-11 0 -1.24284e-11 -3.18983e-18 -1.78302e-12 0 1.78301e-12 -1.8782e-11 1.8782e-11 0 -2.52969e-11 6.13439e-12 -9.63528e-12 4.81771e-12 -3.15655e-11 3.92856e-11 -2.60302e-11 1.8196e-11 0 -1.3895e-11 1.34616e-11 -2.44674e-12 -7.74986e-12 -2.46257e-11 2.38889e-11 0 -6.23599e-12 5.94793e-12 -1.15536e-11 -3.79375e-12 0 1.76962e-11 -1.36991e-12 0
2622.19 -6.20629e-12 -5.42545e-12 -9.98804e-14 3.81126e-12 1.13447e-12 0 1.46029e-11 -9.48539e-12 -2.36387e-11 0 -1.43616e-12 2.51485e-11 -1.7977e-11 0 -1.21959e-11 -2.48829e-18 -1.73681e-12 0 1.7368e-12 -1.84895e-11 1.84895e-11 0 -2.49398e-11 6.07745e-12 -9.68649e-12 4.84332e-12 -3.09837e-11 3.87547e-11 -2.59052e-11 1.7977e-11 0 -1.35996e-11 1.31923e-11 -2.3616e-12 -7.67909e-12 -2.46826e-11 2.36388e-11 0 -6.24672e-12 5.93542e-12 -1.12861e-11 -3.81135e-12 0 1.76391e-11 -1.13442e-12 0
2622.86 -6.21257e-12 -5.37361e-12 -3.0116e-14 3.82905e-12 8.98002e-13 0 1.42836e-11 -9.20381e-12 -2.33876e-11 0 -1.44996e-12 2.48536e-11 -1.77573e-11 0 -1.19638e-11 -1.61301e-18 -1.68943e-12 0 1.68942e-12 -1.81958e-11 1.81958e-11 0 -2.45828e-11 6.02108e-12 -9.7385e-12 4.86932e-12 -3.03976e-11 3.82222e-11 -2.57797e-11 1.77574e-11 0 -1.33049e-11 1.29228e-11 -2.27392e-12 -7.6077e-12 -2.47393e-11 2.33876e-11 0 -6.25727e-12 5.92383e-12 -1.10176e-11 -3.82914e-12 0 1.75817e-11 -8.97956e-13 0
2623.53 -6.2195e-12 -5.32162e-12 3.98759e-14 3.84694e-12 6.61113e-13 0 1.39618e-11 -8.92124e-12 -2.31354e-11 0 -1.46503e-12 2.45592e-11 -1.75368e-11 0 -1.17323e-11 -5.9876e-19 -1.64107e-12 0 1.64105e-12 -1.79012e-11 1.79012e-11 0 -2.42258e-11 5.9654e-12 -9.79084e-12 4.89549e-12 -2.98069e-11 3.76879e-11 -2.56538e-11 1.75368e-11 0 -1.30107e-11 1.26529e-11 -2.183e-12 -7.53595e-12 -2.47965e-11 2.31354e-11 0 -6.26783e-12 5.91301e-12 -1.07484e-11 -3.84703e-12 0 1.75238e-11 -6.61069e-13 0
2624.2 -6.22691e-12 -5.26923e-12 1.10648e-13 3.86481e-12 4.2439e-13 0 1.36372e-11 -8.63725e-12 -2.28818e-11 0 -1.48136e-12 2.42656e-11 -1.73151e-11 0 -1.15018e-11 5.11875e-19 -1.59198e-12 0 1.59196e-12 -1.7606e-11 1.7606e-11 0 -2.38687e-11 5.9105e-12 -9.84306e-12 4.9216e-12 -2.92118e-11 3.71518e-11 -2.55275e-11 1.73152e-11 0 -1.27166e-11 1.23821e-11 -2.08831e-12 -7.46413e-12 -2.48547e-11 2.28818e-11 0 -6.27857e-12 5.90275e-12 -1.0479e-11 -3.8649e-12 0 1.74651e-11 -4.24347e-13 0
2624.87 -6.23454e-12 -5.21624e-12 1.82704e-13 3.88258e-12 1.88401e-13 0 1.33096e-11 -8.3515e-12 -2.26268e-11 0 -1.49883e-12 2.39727e-11 -1.70921e-11 0 -1.12723e-11 1.67111e-18 -1.54245e-12 0 1.54244e-12 -1.73105e-11 1.73105e-11 0 -2.35111e-11 5.85636e-12 -9.89474e-12 4.94744e-12 -2.86128e-11 3.66138e-11 -2.54008e-11 1.70922e-11 0 -1.24222e-11 1.21103e-11 -1.98962e-12 -7.39249e-12 -2.49142e-11 2.26268e-11 0 -6.28963e-12 5.89277e-12 -1.021e-11 -3.88267e-12 0 1.74054e-11 -1.88359e-13 0
2625.54 -6.24212e-12 -5.16245e-12 2.56472e-13 3.90014e-12 -4.63403e-14 0 1.29791e-11 -8.06373e-12 -2.23703e-11 0 -1.51726e-12 2.36807e-11 -1.68676e-11 0 -1.10439e-11 2.82911e-18 -1.4928e-12 0 1.49278e-12 -1.7015e-11 1.7015e-11 0 -2.31527e-11 5.80293e-12 -9.94551e-12 4.97283e-12 -2.80103e-11 3.60739e-11 -2.52736e-11 1.68677e-11 0 -1.21271e-11 1.1837e-11 -1.8869e-12 -7.3213e-12 -2.49754e-11 2.23704e-11 0 -6.30111e-12 5.88277e-12 -9.94162e-12 -3.90023e-12 0 1.73444e-11 4.63809e-14 0
2626.21 -6.24935e-12 -5.1077e-12 3.32277e-13 3.91743e-12 -2.79407e-13 0 1.26459e-11 -7.77383e-12 -2.21124e-11 0 -1.53638e-12 2.33894e-11 -1.66416e-11 0 -1.08164e-11 3.93711e-18 -1.44335e-12 0 1.44333e-12 -1.67198e-11 1.67198e-11 0 -2.27932e-11 5.75009e-12 -9.99512e-12 4.99763e-12 -2.74051e-11 3.5532e-11 -2.5146e-11 1.66416e-11 0 -1.1831e-11 1.1562e-11 -1.78044e-12 -7.25075e-12 -2.50385e-11 2.21124e-11 0 -6.31309e-12 5.87244e-12 -9.67431e-12 -3.91752e-12 0 1.7282e-11 2.79447e-13 0
2626.88 -6.25595e-12 -5.05188e-12 4.10326e-13 3.9344e-12 -5.10494e-13 0 1.23102e-11 -7.4818e-12 -2.18529e-11 0 -1.55591e-12 2.30988e-11 -1.6414e-11 0 -1.05898e-11 4.95015e-18 -1.3944e-12 0 1.39438e-12 -1.6425e-11 1.64251e-11 0 -2.24322e-11 5.69767e-12 -1.00434e-11 5.02176e-12 -2.67979e-11 3.49883e-11 -2.50179e-11 1.64141e-11 0 -1.15333e-11 1.12851e-11 -1.67071e-12 -7.18101e-12 -2.51033e-11 2.18529e-11 0 -6.32566e-12 5.86147e-12 -9.40824e-12 -3.93449e-12 0 1.72181e-11 5.10533e-13 0
2627.55 -6.26168e-12 -4.99495e-12 4.907e-13 3.95103e-12 -7.39441e-13 0 1.19725e-11 -7.18776e-12 -2.15919e-11 0 -1.57551e-12 2.28083e-11 -1.61849e-11 0 -1.03638e-11 5.82984e-18 -1.34626e-12 0 1.34624e-12 -1.61309e-11 1.61309e-11 0 -2.20694e-11 5.64547e-12 -1.00903e-11 5.0452e-12 -2.61895e-11 3.44428e-11 -2.4889e-11 1.61849e-11 0 -1.12338e-11 1.10062e-11 -1.55843e-12 -7.11219e-12 -2.51697e-11 2.15919e-11 0 -6.33887e-12 5.84961e-12 -9.14348e-12 -3.95112e-12 0 1.71526e-11 7.39479e-13 0
2628.22 -6.26631e-12 -4.9369e-12 5.73354e-13 3.96731e-12 -9.66246e-13 0 1.16332e-11 -6.89191e-12 -2.13296e-11 0 -1.59483e-12 2.25176e-11 -1.59543e-11 0 -1.01379e-11 6.54635e-18 -1.29917e-12 0 1.29914e-12 -1.58373e-11 1.58373e-11 0 -2.17045e-11 5.59327e-12 -1.01358e-11 5.06798e-12 -2.55806e-11 3.38957e-11 -2.47594e-11 1.59544e-11 0 -1.09322e-11 1.07251e-11 -1.44442e-12 -7.04432e-12 -2.52374e-11 2.13296e-11 0 -6.35279e-12 5.83666e-12 -8.87998e-12 -3.9674e-12 0 1.70856e-11 9.66284e-13 0
2628.89 -6.26971e-12 -4.87778e-12 6.58125e-13 3.98325e-12 -1.19107e-12 0 1.12928e-11 -6.59457e-12 -2.1066e-11 0 -1.61357e-12 2.22262e-11 -1.57225e-11 0 -9.91181e-12 7.0803e-18 -1.25333e-12 0 1.25331e-12 -1.55443e-11 1.55443e-11 0 -2.13373e-11 5.54085e-12 -1.01802e-11 5.09016e-12 -2.4972e-11 3.33471e-11 -2.46287e-11 1.57225e-11 0 -1.06283e-11 1.0442e-11 -1.32963e-12 -6.97738e-12 -2.5306e-11 2.10661e-11 0 -6.36745e-12 5.82252e-12 -8.61753e-12 -3.98334e-12 0 1.70171e-11 1.19111e-12 0
2629.57 -6.27181e-12 -4.81772e-12 7.44749e-13 3.9989e-12 -1.41425e-12 0 1.0952e-11 -6.29606e-12 -2.08014e-11 0 -1.63144e-12 2.19334e-11 -1.54894e-11 0 -9.68506e-12 7.42342e-18 -1.2089e-12 0 1.20887e-12 -1.52517e-11 1.52517e-11 0 -2.09678e-11 5.48799e-12 -1.02236e-11 5.11184e-12 -2.43642e-11 3.2797e-11 -2.44967e-11 1.54894e-11 0 -1.03219e-11 1.01568e-11 -1.21498e-12 -6.91129e-12 -2.53749e-11 2.08014e-11 0 -6.38289e-12 5.80715e-12 -8.35584e-12 -3.99898e-12 0 1.69474e-11 1.41429e-12 0
2630.24 -6.27262e-12 -4.75688e-12 8.32878e-13 4.01429e-12 -1.63623e-12 0 1.06109e-11 -5.99675e-12 -2.05357e-11 0 -1.6482e-12 2.16388e-11 -1.52551e-11 0 -9.45722e-12 7.5793e-18 -1.16592e-12 0 1.1659e-12 -1.49592e-11 1.49593e-11 0 -2.05958e-11 5.4345e-12 -1.02662e-11 5.13316e-12 -2.37575e-11 3.22454e-11 -2.43633e-11 1.52552e-11 0 -1.0013e-11 9.86994e-12 -1.10137e-12 -6.84588e-12 -2.54435e-11 2.05357e-11 0 -6.39914e-12 5.79061e-12 -8.09451e-12 -4.01437e-12 0 1.68766e-11 1.63627e-12 0
2630.91 -6.27221e-12 -4.69546e-12 9.22105e-13 4.02948e-12 -1.85761e-12 0 1.02702e-11 -5.69699e-12 -2.02691e-11 0 -1.66371e-12 2.13419e-11 -1.50199e-11 0 -9.22786e-12 7.56239e-18 -1.12442e-12 0 1.1244e-12 -1.46667e-11 1.46668e-11 0 -2.02217e-11 5.38023e-12 -1.03083e-11 5.15421e-12 -2.31521e-11 3.16924e-11 -2.42281e-11 1.502e-11 0 -9.70172e-12 9.58148e-12 -9.89562e-13 -6.78096e-12 -2.55113e-11 2.02691e-11 0 -6.41619e-12 5.77306e-12 -7.83307e-12 -4.02957e-12 0 1.68051e-11 1.85764e-12 0
