# t  J_up_x  J_up_y  J_dn_x  J_dn_y  J_spin_x  J_spin_y
126.728 4.23289e-07 -6.70748e-09 4.14597e-06 3.67647e-07 -3.72268e-06 -3.74355e-07
129.05 -2.81843e-07 1.21536e-08 4.10389e-06 3.89809e-07 -4.38574e-06 -3.77656e-07
131.373 -6.83569e-07 1.19959e-08 3.74883e-06 4.4663e-07 -4.4324e-06 -4.34634e-07
133.695 -4.81072e-07 -1.02093e-08 3.52064e-06 5.15545e-07 -4.00171e-06 -5.25754e-07
136.017 2.23533e-07 -4.3641e-08 3.87702e-06 5.6353e-07 -3.65349e-06 -6.07171e-07
138.339 9.25559e-07 -6.99752e-08 4.90164e-06 5.67328e-07 -3.97608e-06 -6.37303e-07
140.661 1.09259e-06 -7.51734e-08 6.15382e-06 5.30207e-07 -5.06123e-06 -6.0538e-07
142.983 6.04949e-07 -5.69574e-08 6.97228e-06 4.8342e-07 -6.36734e-06 -5.40377e-07
145.305 -1.64697e-07 -2.41452e-08 7.01811e-06 4.67539e-07 -7.1828e-06 -4.91685e-07
147.627 -7.03973e-07 8.20415e-09 6.56448e-06 5.02845e-07 -7.26845e-06 -4.94641e-07
149.949 -7.68144e-07 2.39095e-08 6.24948e-06 5.70427e-07 -7.01763e-06 -5.46517e-07
152.272 -4.58236e-07 1.20521e-08 6.52389e-06 6.22997e-07 -6.98212e-06 -6.10945e-07
154.594 -1.40557e-08 -2.49528e-08 7.31031e-06 6.2204e-07 -7.32436e-06 -6.46993e-07
156.916 3.46213e-07 -6.80471e-08 8.14965e-06 5.71752e-07 -7.80344e-06 -6.39799e-07
159.344 4.12284e-07 -9.0832e-08 8.6417e-06 5.15387e-07 -8.22942e-06 -6.06219e-07
161.772 -2.36966e-10 -7.36298e-08 8.68155e-06 5.05348e-07 -8.68179e-06 -5.78978e-07
164.2 -7.37973e-07 -2.60078e-08 8.56411e-06 5.42949e-07 -9.30208e-06 -5.68957e-07
166.628 -1.25033e-06 2.19582e-08 8.63106e-06 5.81361e-07 -9.88139e-06 -5.59403e-07
169.056 -1.0402e-06 4.04773e-08 9.00534e-06 5.78002e-07 -1.00455e-05 -5.37525e-07
171.484 -2.55221e-07 1.7754e-08 9.53259e-06 5.3826e-07 -9.78781e-06 -5.20506e-07
173.912 3.57845e-07 -3.35154e-08 9.92489e-06 5.02199e-07 -9.56704e-06 -5.35715e-07
176.34 1.98396e-07 -8.10542e-08 1.00047e-05 4.9457e-07 -9.80634e-06 -5.75624e-07
178.768 -5.92847e-07 -9.05537e-08 9.8662e-06 4.99347e-07 -1.0459e-05 -5.89901e-07
181.196 -1.35109e-06 -5.09431e-08 9.79033e-06 4.84649e-07 -1.11414e-05 -5.35592e-07
183.624 -1.56052e-06 1.26164e-08 9.97155e-06 4.42354e-07 -1.15321e-05 -4.29738e-07
186.052 -1.20056e-06 5.53769e-08 1.0334e-05 3.96387e-07 -1.15346e-05 -3.4101e-07
188.48 -5.85765e-07 4.77782e-08 1.06312e-05 3.76492e-07 -1.1217e-05 -3.28714e-07
190.908 -1.02766e-07 -3.28447e-09 1.06963e-05 3.88945e-07 -1.0799e-05 -3.92229e-07
193.336 -6.45163e-08 -6.21421e-08 1.05646e-05 4.089e-07 -1.06291e-05 -4.71042e-07
195.764 -5.51188e-07 -8.83914e-08 1.03908e-05 3.96633e-07 -1.0942e-05 -4.85025e-07
198.192 -1.27045e-06 -6.02524e-08 1.03098e-05 3.28113e-07 -1.15803e-05 -3.88365e-07
200.62 -1.71723e-06 9.79827e-09 1.03663e-05 2.21914e-07 -1.20835e-05 -2.12115e-07
203.048 -1.60844e-06 7.59286e-08 1.04982e-05 1.36156e-07 -1.21066e-05 -6.02275e-08
