# t rho_0 rho_1 rho_2 rho_3 rho_4 rho_5 rho_6 rho_7 rho_8 rho_9 rho_10 rho_11 rho_12 rho_13 rho_14 rho_15 rho_16 rho_17 rho_18 rho_19 rho_20 rho_21 rho_22 rho_23 rho_24 rho_25 rho_26 rho_27 rho_28 rho_29 rho_30 rho_31 rho_32 rho_33 rho_34 rho_35 rho_36 rho_37 rho_38 rho_39 rho_40 rho_41 rho_42 rho_43 rho_44 rho_45
3871.02 1.07399 0.984371 1.00479 0.984242 1.07412 0.994509 0.984243 1.0701 0.985988 1.06335 0.98349 1.07032 0.986168 1.01091 0.98423 1.00474 0.984684 1.06178 0.984684 1.07242 0.99481 1.07242 1.06253 0.986095 1.07019 0.983509 1.00524 0.98349 1.07032 0.986168 1.06178 1.01091 0.986095 1.07019 0.984243 1.0701 0.985988 1.01091 1.06253 0.984371 1.00479 0.984242 1.06335 1.07399 0.994509 1.07412
3871.87 1.07399 0.984371 1.00479 0.984242 1.07412 0.994509 0.984243 1.0701 0.985987 1.06335 0.98349 1.07032 0.986168 1.01091 0.984229 1.00474 0.984685 1.06178 0.984685 1.07242 0.99481 1.07242 1.06253 0.986095 1.07019 0.983509 1.00524 0.98349 1.07032 0.986168 1.06178 1.01091 0.986095 1.07019 0.984243 1.0701 0.985987 1.01091 1.06253 0.984371 1.00479 0.984242 1.06335 1.07399 0.994509 1.07412
3872.71 1.07399 0.984371 1.00479 0.984241 1.07412 0.994509 0.984243 1.0701 0.985987 1.06335 0.98349 1.07032 0.986168 1.01091 0.984229 1.00474 0.984686 1.06177 0.984686 1.07241 0.994811 1.07241 1.06253 0.986096 1.07019 0.983509 1.00524 0.98349 1.07032 0.986168 1.06177 1.01091 0.986096 1.07019 0.984243 1.0701 0.985987 1.01091 1.06253 0.984371 1.00479 0.984241 1.06335 1.07399 0.994509 1.07412
3873.55 1.07399 0.984371 1.00479 0.98424 1.07413 0.994508 0.984244 1.0701 0.985986 1.06336 0.98349 1.07032 0.986169 1.01091 0.984229 1.00474 0.984686 1.06177 0.984686 1.07241 0.994812 1.07241 1.06253 0.986096 1.07019 0.983509 1.00524 0.98349 1.07032 0.986169 1.06177 1.01091 0.986096 1.07019 0.984244 1.0701 0.985986 1.01091 1.06253 0.984371 1.00479 0.98424 1.06336 1.07399 0.994508 1.07413
3874.39 1.07399 0.984371 1.00479 0.984239 1.07413 0.994508 0.984244 1.0701 0.985986 1.06336 0.98349 1.07032 0.986169 1.01091 0.984229 1.00474 0.984687 1.06177 0.984687 1.07241 0.994812 1.07241 1.06252 0.986096 1.07018 0.98351 1.00524 0.98349 1.07032 0.986169 1.06177 1.01091 0.986096 1.07018 0.984244 1.0701 0.985986 1.01091 1.06252 0.984371 1.00479 0.984239 1.06336 1.07399 0.994508 1.07413
3875.24 1.074 0.984371 1.00479 0.984238 1.07413 0.994508 0.984244 1.0701 0.985985 1.06336 0.98349 1.07033 0.986169 1.01091 0.984228 1.00474 0.984688 1.06177 0.984688 1.07241 0.994813 1.07241 1.06252 0.986097 1.07018 0.98351 1.00524 0.98349 1.07033 0.986169 1.06177 1.01091 0.986097 1.07018 0.984244 1.0701 0.985985 1.01091 1.06252 0.984371 1.00479 0.984238 1.06336 1.074 0.994508 1.07413
3876.08 1.074 0.984372 1.00479 0.984238 1.07413 0.994507 0.984244 1.0701 0.985985 1.06337 0.98349 1.07033 0.986169 1.01091 0.984228 1.00474 0.984689 1.06177 0.984689 1.0724 0.994814 1.0724 1.06252 0.986097 1.07018 0.98351 1.00524 0.98349 1.07033 0.986169 1.06177 1.01091 0.986097 1.07018 0.984244 1.0701 0.985985 1.01091 1.06252 0.984372 1.00479 0.984237 1.06337 1.074 0.994507 1.07413
3876.92 1.074 0.984372 1.00479 0.984237 1.07413 0.994507 0.984244 1.0701 0.985984 1.06337 0.983489 1.07033 0.986169 1.01091 0.984228 1.00474 0.984689 1.06176 0.984689 1.0724 0.994814 1.0724 1.06252 0.986097 1.07018 0.98351 1.00524 0.983489 1.07033 0.986169 1.06176 1.01091 0.986097 1.07018 0.984244 1.07009 0.985984 1.01091 1.06252 0.984372 1.00479 0.984237 1.06337 1.074 0.994507 1.07413
3877.77 1.074 0.984372 1.00479 0.984236 1.07414 0.994507 0.984244 1.07009 0.985984 1.06338 0.983489 1.07033 0.986169 1.01091 0.984228 1.00474 0.98469 1.06176 0.98469 1.0724 0.994815 1.0724 1.06252 0.986098 1.07018 0.983511 1.00524 0.983489 1.07033 0.986169 1.06176 1.01091 0.986098 1.07018 0.984244 1.07009 0.985984 1.01091 1.06252 0.984372 1.00479 0.984236 1.06338 1.074 0.994507 1.07414
3878.61 1.074 0.984372 1.00479 0.984235 1.07414 0.994507 0.984244 1.07009 0.985983 1.06338 0.983489 1.07033 0.986169 1.01091 0.984227 1.00474 0.984691 1.06176 0.984691 1.07239 0.994816 1.07239 1.06252 0.986098 1.07018 0.983511 1.00524 0.983489 1.07033 0.986169 1.06176 1.01091 0.986098 1.07018 0.984244 1.07009 0.985983 1.01091 1.06252 0.984372 1.00479 0.984235 1.06338 1.074 0.994507 1.07414
3879.45 1.074 0.984372 1.00479 0.984234 1.07414 0.994506 0.984244 1.07009 0.985983 1.06338 0.983489 1.07033 0.98617 1.01091 0.984227 1.00474 0.984691 1.06176 0.984691 1.07239 0.994816 1.07239 1.06252 0.986098 1.07018 0.983511 1.00524 0.983489 1.07033 0.98617 1.06176 1.01091 0.986098 1.07018 0.984244 1.07009 0.985983 1.01091 1.06252 0.984372 1.00479 0.984234 1.06338 1.074 0.994506 1.07414
3880.29 1.074 0.984372 1.00479 0.984234 1.07414 0.994506 0.984245 1.07009 0.985982 1.06339 0.983489 1.07033 0.98617 1.01091 0.984227 1.00474 0.984692 1.06175 0.984692 1.07239 0.994817 1.07239 1.06251 0.986099 1.07018 0.983511 1.00524 0.983489 1.07033 0.98617 1.06175 1.01091 0.986099 1.07018 0.984245 1.07009 0.985982 1.01091 1.06251 0.984372 1.00479 0.984234 1.06339 1.074 0.994506 1.07414
3881.14 1.074 0.984372 1.00479 0.984233 1.07415 0.994506 0.984245 1.07009 0.985982 1.06339 0.983489 1.07034 0.98617 1.01091 0.984226 1.00474 0.984693 1.06175 0.984693 1.07239 0.994818 1.07239 1.06251 0.986099 1.07018 0.983512 1.00524 0.983489 1.07034 0.98617 1.06175 1.01091 0.986099 1.07018 0.984245 1.07009 0.985982 1.01091 1.06251 0.984372 1.00479 0.984233 1.06339 1.074 0.994506 1.07415
3881.98 1.074 0.984372 1.00479 0.984232 1.07415 0.994505 0.984245 1.07009 0.985982 1.06339 0.983489 1.07034 0.98617 1.01091 0.984226 1.00474 0.984693 1.06175 0.984693 1.07238 0.994818 1.07238 1.06251 0.986099 1.07018 0.983512 1.00524 0.983489 1.07034 0.98617 1.06175 1.01091 0.986099 1.07018 0.984245 1.07009 0.985982 1.01091 1.06251 0.984372 1.00479 0.984232 1.06339 1.074 0.994505 1.07415
3882.82 1.074 0.984372 1.00479 0.984231 1.07415 0.994505 0.984245 1.07009 0.985981 1.0634 0.983488 1.07034 0.98617 1.01091 0.984226 1.00474 0.984694 1.06175 0.984694 1.07238 0.994819 1.07238 1.06251 0.986099 1.07018 0.983512 1.00524 0.983488 1.07034 0.98617 1.06175 1.01091 0.986099 1.07018 0.984245 1.07009 0.985981 1.01091 1.06251 0.984372 1.00479 0.984231 1.0634 1.074 0.994505 1.07415
3883.67 1.074 0.984373 1.00479 0.984231 1.07415 0.994505 0.984245 1.07009 0.985981 1.0634 0.983488 1.07034 0.98617 1.01091 0.984226 1.00474 0.984695 1.06175 0.984695 1.07238 0.994819 1.07238 1.06251 0.9861 1.07017 0.983512 1.00524 0.983488 1.07034 0.98617 1.06175 1.01091 0.9861 1.07017 0.984245 1.07009 0.985981 1.01091 1.06251 0.984373 1.00479 0.984231 1.0634 1.074 0.994505 1.07415
3884.51 1.074 0.984373 1.00479 0.98423 1.07415 0.994505 0.984245 1.07009 0.98598 1.0634 0.983488 1.07034 0.98617 1.01091 0.984225 1.00474 0.984695 1.06174 0.984695 1.07238 0.99482 1.07238 1.06251 0.9861 1.07017 0.983513 1.00524 0.983488 1.07034 0.98617 1.06174 1.01091 0.9861 1.07017 0.984245 1.07009 0.98598 1.01091 1.06251 0.984373 1.00479 0.98423 1.0634 1.074 0.994505 1.07415
3885.35 1.074 0.984373 1.00479 0.984229 1.07416 0.994504 0.984245 1.07009 0.98598 1.06341 0.983488 1.07034 0.98617 1.01091 0.984225 1.00474 0.984696 1.06174 0.984696 1.07237 0.99482 1.07237 1.06251 0.9861 1.07017 0.983513 1.00524 0.983488 1.07034 0.98617 1.06174 1.01091 0.9861 1.07017 0.984245 1.07009 0.98598 1.01091 1.06251 0.984373 1.00479 0.984229 1.06341 1.074 0.994504 1.07416
3886.19 1.074 0.984373 1.00479 0.984228 1.07416 0.994504 0.984245 1.07009 0.985979 1.06341 0.983488 1.07034 0.986171 1.01091 0.984225 1.00474 0.984696 1.06174 0.984696 1.07237 0.994821 1.07237 1.06251 0.986101 1.07017 0.983513 1.00524 0.983488 1.07034 0.986171 1.06174 1.01091 0.986101 1.07017 0.984245 1.07009 0.985979 1.01091 1.06251 0.984373 1.00479 0.984228 1.06341 1.074 0.994504 1.07416
3887.04 1.074 0.984373 1.00479 0.984228 1.07416 0.994504 0.984245 1.07009 0.985979 1.06341 0.983488 1.07034 0.986171 1.01091 0.984225 1.00474 0.984697 1.06174 0.984697 1.07237 0.994822 1.07237 1.0625 0.986101 1.07017 0.983514 1.00524 0.983488 1.07034 0.986171 1.06174 1.01091 0.986101 1.07017 0.984245 1.07009 0.985979 1.01091 1.0625 0.984373 1.00479 0.984228 1.06341 1.074 0.994504 1.07416
3887.88 1.074 0.984373 1.00479 0.984227 1.07416 0.994503 0.984246 1.07009 0.985978 1.06342 0.983488 1.07035 0.986171 1.01091 0.984224 1.00474 0.984698 1.06174 0.984698 1.07237 0.994822 1.07237 1.0625 0.986101 1.07017 0.983514 1.00524 0.983488 1.07035 0.986171 1.06173 1.01091 0.986101 1.07017 0.984246 1.07009 0.985978 1.01091 1.0625 0.984373 1.00479 0.984227 1.06342 1.074 0.994503 1.07416
3888.72 1.074 0.984373 1.00479 0.984226 1.07416 0.994503 0.984246 1.07009 0.985978 1.06342 0.983487 1.07035 0.986171 1.01091 0.984224 1.00474 0.984698 1.06173 0.984698 1.07236 0.994823 1.07236 1.0625 0.986102 1.07017 0.983514 1.00524 0.983487 1.07035 0.986171 1.06173 1.01091 0.986102 1.07017 0.984246 1.07009 0.985978 1.01091 1.0625 0.984373 1.00479 0.984226 1.06342 1.074 0.994503 1.07416
3889.57 1.074 0.984373 1.00479 0.984226 1.07416 0.994503 0.984246 1.07009 0.985978 1.06342 0.983487 1.07035 0.986171 1.01091 0.984224 1.00474 0.984699 1.06173 0.984699 1.07236 0.994823 1.07236 1.0625 0.986102 1.07017 0.983514 1.00524 0.983487 1.07035 0.986171 1.06173 1.01091 0.986102 1.07017 0.984246 1.07009 0.985978 1.01091 1.0625 0.984373 1.00479 0.984226 1.06342 1.074 0.994503 1.07416
3890.41 1.074 0.984374 1.00479 0.984225 1.07417 0.994503 0.984246 1.07009 0.985977 1.06343 0.983487 1.07035 0.986171 1.01091 0.984224 1.00474 0.984699 1.06173 0.984699 1.07236 0.994824 1.07236 1.0625 0.986102 1.07017 0.983515 1.00524 0.983487 1.07035 0.986171 1.06173 1.01091 0.986102 1.07017 0.984246 1.07009 0.985977 1.01091 1.0625 0.984374 1.00479 0.984225 1.06343 1.074 0.994503 1.07417
3891.25 1.074 0.984374 1.00479 0.984224 1.07417 0.994502 0.984246 1.07009 0.985977 1.06343 0.983487 1.07035 0.986171 1.01091 0.984223 1.00474 0.9847 1.06173 0.9847 1.07236 0.994824 1.07236 1.0625 0.986102 1.07017 0.983515 1.00524 0.983487 1.07035 0.986171 1.06173 1.01091 0.986102 1.07017 0.984246 1.07009 0.985977 1.01091 1.0625 0.984374 1.00479 0.984224 1.06343 1.074 0.994502 1.07417
3892.1 1.074 0.984374 1.00479 0.984224 1.07417 0.994502 0.984246 1.07009 0.985976 1.06343 0.983487 1.07035 0.986171 1.01091 0.984223 1.00474 0.9847 1.06173 0.9847 1.07236 0.994825 1.07236 1.0625 0.986103 1.07017 0.983515 1.00524 0.983487 1.07035 0.986171 1.06173 1.01091 0.986103 1.07017 0.984246 1.07009 0.985976 1.01091 1.0625 0.984374 1.00479 0.984224 1.06343 1.074 0.994502 1.07417
3892.94 1.074 0.984374 1.00479 0.984223 1.07417 0.994502 0.984246 1.07009 0.985976 1.06344 0.983487 1.07035 0.986171 1.01091 0.984223 1.00474 0.984701 1.06172 0.984701 1.07235 0.994825 1.07235 1.0625 0.986103 1.07017 0.983515 1.00524 0.983487 1.07035 0.986171 1.06172 1.01091 0.986103 1.07017 0.984246 1.07009 0.985976 1.01091 1.0625 0.984374 1.00479 0.984223 1.06344 1.074 0.994502 1.07417
3893.78 1.074 0.984374 1.00479 0.984222 1.07417 0.994502 0.984246 1.07009 0.985976 1.06344 0.983487 1.07035 0.986172 1.01091 0.984223 1.00474 0.984701 1.06172 0.984701 1.07235 0.994826 1.07235 1.06249 0.986103 1.07016 0.983516 1.00524 0.983487 1.07035 0.986172 1.06172 1.01091 0.986103 1.07016 0.984246 1.07009 0.985976 1.01091 1.06249 0.984374 1.00479 0.984222 1.06344 1.074 0.994502 1.07417
3894.62 1.074 0.984374 1.00479 0.984222 1.07418 0.994502 0.984247 1.07009 0.985975 1.06344 0.983486 1.07036 0.986172 1.01091 0.984222 1.00474 0.984702 1.06172 0.984702 1.07235 0.994826 1.07235 1.06249 0.986104 1.07016 0.983516 1.00524 0.983486 1.07036 0.986172 1.06172 1.01091 0.986104 1.07016 0.984247 1.07009 0.985975 1.01091 1.06249 0.984374 1.00479 0.984222 1.06344 1.074 0.994502 1.07418
3895.47 1.074 0.984374 1.00479 0.984221 1.07418 0.994501 0.984247 1.07009 0.985975 1.06345 0.983486 1.07036 0.986172 1.01091 0.984222 1.00474 0.984702 1.06172 0.984702 1.07235 0.994827 1.07235 1.06249 0.986104 1.07016 0.983516 1.00524 0.983486 1.07036 0.986172 1.06172 1.01091 0.986104 1.07016 0.984247 1.07009 0.985975 1.01091 1.06249 0.984374 1.00479 0.984221 1.06345 1.074 0.994501 1.07418
3896.31 1.074 0.984375 1.00479 0.98422 1.07418 0.994501 0.984247 1.07009 0.985974 1.06345 0.983486 1.07036 0.986172 1.01091 0.984222 1.00474 0.984703 1.06172 0.984703 1.07235 0.994827 1.07235 1.06249 0.986104 1.07016 0.983516 1.00524 0.983486 1.07036 0.986172 1.06172 1.01091 0.986104 1.07016 0.984247 1.07009 0.985974 1.01091 1.06249 0.984375 1.00479 0.98422 1.06345 1.074 0.994501 1.07418
3897.15 1.074 0.984375 1.00479 0.98422 1.07418 0.994501 0.984247 1.07009 0.985974 1.06345 0.983486 1.07036 0.986172 1.01091 0.984221 1.00474 0.984703 1.06172 0.984703 1.07234 0.994828 1.07234 1.06249 0.986105 1.07016 0.983516 1.00524 0.983486 1.07036 0.986172 1.06172 1.01091 0.986105 1.07016 0.984247 1.07009 0.985974 1.01091 1.06249 0.984375 1.00479 0.98422 1.06345 1.074 0.994501 1.07418
3898 1.074 0.984375 1.00479 0.984219 1.07418 0.994501 0.984247 1.07009 0.985974 1.06345 0.983486 1.07036 0.986172 1.01091 0.984221 1.00474 0.984704 1.06171 0.984704 1.07234 0.994828 1.07234 1.06249 0.986105 1.07016 0.983517 1.00524 0.983486 1.07036 0.986172 1.06171 1.01091 0.986105 1.07016 0.984247 1.07009 0.985974 1.01091 1.06249 0.984375 1.00479 0.984219 1.06346 1.074 0.994501 1.07418
3898.84 1.074 0.984375 1.00479 0.984219 1.07418 0.9945 0.984247 1.07009 0.985973 1.06346 0.983486 1.07036 0.986172 1.01091 0.984221 1.00474 0.984704 1.06171 0.984704 1.07234 0.994829 1.07234 1.06249 0.986105 1.07016 0.983517 1.00524 0.983486 1.07036 0.986172 1.06171 1.01091 0.986105 1.07016 0.984247 1.07009 0.985973 1.01091 1.06249 0.984375 1.00479 0.984218 1.06346 1.074 0.9945 1.07418
3899.68 1.074 0.984375 1.00479 0.984218 1.07419 0.9945 0.984247 1.07009 0.985973 1.06346 0.983486 1.07036 0.986172 1.01091 0.984221 1.00474 0.984705 1.06171 0.984705 1.07234 0.994829 1.07234 1.06248 0.986106 1.07016 0.983517 1.00524 0.983486 1.07036 0.986172 1.06171 1.01091 0.986106 1.07016 0.984247 1.07009 0.985973 1.01091 1.06248 0.984375 1.00479 0.984218 1.06346 1.074 0.9945 1.07419
3900.52 1.074 0.984375 1.00479 0.984217 1.07419 0.9945 0.984247 1.07009 0.985972 1.06346 0.983485 1.07036 0.986172 1.01091 0.98422 1.00474 0.984705 1.06171 0.984705 1.07234 0.994829 1.07234 1.06248 0.986106 1.07016 0.983517 1.00524 0.983485 1.07036 0.986172 1.06171 1.01091 0.986106 1.07016 0.984247 1.07009 0.985972 1.01091 1.06248 0.984375 1.00479 0.984217 1.06346 1.074 0.9945 1.07419
3901.37 1.074 0.984375 1.00479 0.984217 1.07419 0.9945 0.984247 1.07009 0.985972 1.06347 0.983485 1.07037 0.986172 1.01091 0.98422 1.00474 0.984706 1.06171 0.984706 1.07233 0.99483 1.07233 1.06248 0.986106 1.07016 0.983518 1.00524 0.983485 1.07037 0.986172 1.06171 1.01091 0.986106 1.07016 0.984247 1.07009 0.985972 1.01091 1.06248 0.984375 1.00479 0.984217 1.06347 1.074 0.9945 1.07419
3902.21 1.074 0.984376 1.00479 0.984216 1.07419 0.9945 0.984248 1.07009 0.985972 1.06347 0.983485 1.07037 0.986172 1.01091 0.98422 1.00474 0.984706 1.06171 0.984706 1.07233 0.99483 1.07233 1.06248 0.986106 1.07016 0.983518 1.00524 0.983485 1.07037 0.986172 1.06171 1.01091 0.986106 1.07016 0.984248 1.07009 0.985972 1.01091 1.06248 0.984376 1.00479 0.984216 1.06347 1.074 0.9945 1.07419
3903.05 1.074 0.984376 1.00479 0.984216 1.07419 0.994499 0.984248 1.07009 0.985971 1.06347 0.983485 1.07037 0.986172 1.01091 0.98422 1.00474 0.984707 1.0617 0.984707 1.07233 0.994831 1.07233 1.06248 0.986107 1.07015 0.983518 1.00524 0.983485 1.07037 0.986172 1.0617 1.01091 0.986107 1.07015 0.984248 1.07009 0.985971 1.01091 1.06248 0.984376 1.00479 0.984216 1.06347 1.074 0.994499 1.07419
3903.9 1.074 0.984376 1.00479 0.984215 1.07419 0.994499 0.984248 1.07009 0.985971 1.06347 0.983485 1.07037 0.986172 1.01091 0.984219 1.00473 0.984707 1.0617 0.984707 1.07233 0.994831 1.07233 1.06248 0.986107 1.07015 0.983518 1.00524 0.983485 1.07037 0.986172 1.0617 1.01091 0.986107 1.07015 0.984248 1.07009 0.985971 1.01091 1.06248 0.984376 1.00479 0.984215 1.06347 1.074 0.994499 1.07419
3904.74 1.074 0.984376 1.00479 0.984214 1.07419 0.994499 0.984248 1.07009 0.985971 1.06348 0.983485 1.07037 0.986172 1.01091 0.984219 1.00473 0.984707 1.0617 0.984707 1.07233 0.994832 1.07233 1.06248 0.986107 1.07015 0.983519 1.00524 0.983485 1.07037 0.986172 1.0617 1.01091 0.986107 1.07015 0.984248 1.07009 0.985971 1.01091 1.06248 0.984376 1.00479 0.984214 1.06348 1.074 0.994499 1.07419
3905.58 1.074 0.984376 1.00479 0.984214 1.0742 0.994499 0.984248 1.07009 0.98597 1.06348 0.983485 1.07037 0.986172 1.01091 0.984219 1.00473 0.984708 1.0617 0.984708 1.07233 0.994832 1.07233 1.06248 0.986108 1.07015 0.983519 1.00524 0.983485 1.07037 0.986172 1.0617 1.01091 0.986108 1.07015 0.984248 1.07009 0.98597 1.01091 1.06248 0.984376 1.00479 0.984214 1.06348 1.074 0.994499 1.0742
3906.42 1.074 0.984377 1.00479 0.984213 1.0742 0.994499 0.984248 1.07009 0.98597 1.06348 0.983484 1.07037 0.986172 1.01091 0.984219 1.00473 0.984708 1.0617 0.984708 1.07233 0.994832 1.07233 1.06247 0.986108 1.07015 0.983519 1.00524 0.983484 1.07037 0.986172 1.0617 1.01091 0.986108 1.07015 0.984248 1.07009 0.98597 1.01091 1.06247 0.984377 1.00479 0.984213 1.06348 1.074 0.994499 1.0742
3907.27 1.074 0.984377 1.00479 0.984213 1.0742 0.994499 0.984248 1.07009 0.98597 1.06349 0.983484 1.07037 0.986172 1.01091 0.984218 1.00473 0.984708 1.0617 0.984708 1.07232 0.994833 1.07232 1.06247 0.986108 1.07015 0.983519 1.00524 0.983484 1.07037 0.986172 1.0617 1.01091 0.986108 1.07015 0.984248 1.07009 0.98597 1.01091 1.06247 0.984377 1.00479 0.984213 1.06349 1.074 0.994499 1.0742
3908.11 1.074 0.984377 1.00479 0.984212 1.0742 0.994498 0.984248 1.07009 0.985969 1.06349 0.983484 1.07037 0.986172 1.01091 0.984218 1.00473 0.984709 1.0617 0.984709 1.07232 0.994833 1.07232 1.06247 0.986108 1.07015 0.98352 1.00524 0.983484 1.07037 0.986172 1.0617 1.01091 0.986108 1.07015 0.984248 1.07009 0.985969 1.01091 1.06247 0.984377 1.00479 0.984212 1.06349 1.074 0.994498 1.0742
3908.95 1.074 0.984377 1.00479 0.984212 1.0742 0.994498 0.984248 1.07009 0.985969 1.06349 0.983484 1.07038 0.986173 1.01091 0.984218 1.00473 0.984709 1.0617 0.984709 1.07232 0.994833 1.07232 1.06247 0.986109 1.07015 0.98352 1.00524 0.983484 1.07038 0.986173 1.0617 1.01091 0.986109 1.07015 0.984248 1.07009 0.985969 1.01091 1.06247 0.984377 1.00479 0.984212 1.06349 1.074 0.994498 1.0742
3909.8 1.074 0.984377 1.00479 0.984211 1.0742 0.994498 0.984249 1.07009 0.985968 1.06349 0.983484 1.07038 0.986173 1.01091 0.984218 1.00473 0.98471 1.06169 0.98471 1.07232 0.994834 1.07232 1.06247 0.986109 1.07015 0.98352 1.00524 0.983484 1.07038 0.986173 1.06169 1.01091 0.986109 1.07015 0.984249 1.07009 0.985968 1.01091 1.06247 0.984377 1.00479 0.984211 1.06349 1.074 0.994498 1.0742
3910.64 1.074 0.984377 1.00479 0.984211 1.0742 0.994498 0.984249 1.07009 0.985968 1.0635 0.983484 1.07038 0.986173 1.01091 0.984217 1.00473 0.98471 1.06169 0.98471 1.07232 0.994834 1.07232 1.06247 0.986109 1.07015 0.98352 1.00524 0.983484 1.07038 0.986173 1.06169 1.01091 0.986109 1.07015 0.984249 1.07008 0.985968 1.01091 1.06247 0.984377 1.00479 0.984211 1.0635 1.074 0.994498 1.0742
3911.48 1.074 0.984378 1.00479 0.98421 1.07421 0.994498 0.984249 1.07008 0.985968 1.0635 0.983484 1.07038 0.986173 1.01091 0.984217 1.00473 0.98471 1.06169 0.98471 1.07232 0.994834 1.07232 1.06247 0.98611 1.07015 0.983521 1.00524 0.983484 1.07038 0.986173 1.06169 1.01091 0.98611 1.07015 0.984249 1.07008 0.985968 1.01091 1.06247 0.984378 1.00479 0.98421 1.0635 1.074 0.994498 1.07421
3912.32 1.074 0.984378 1.00479 0.98421 1.07421 0.994498 0.984249 1.07008 0.985968 1.0635 0.983484 1.07038 0.986173 1.01091 0.984217 1.00473 0.98471 1.06169 0.98471 1.07232 0.994835 1.07232 1.06247 0.98611 1.07014 0.983521 1.00524 0.983484 1.07038 0.986173 1.06169 1.01091 0.98611 1.07015 0.984249 1.07008 0.985968 1.01091 1.06247 0.984378 1.00479 0.98421 1.0635 1.074 0.994498 1.07421
3913.17 1.074 0.984378 1.00479 0.984209 1.07421 0.994497 0.984249 1.07008 0.985967 1.0635 0.983483 1.07038 0.986173 1.01091 0.984217 1.00473 0.984711 1.06169 0.984711 1.07232 0.994835 1.07232 1.06246 0.98611 1.07014 0.983521 1.00524 0.983483 1.07038 0.986173 1.06169 1.01091 0.98611 1.07014 0.984249 1.07008 0.985967 1.01091 1.06246 0.984378 1.00479 0.984209 1.0635 1.074 0.994497 1.07421
3914.01 1.074 0.984378 1.00479 0.984209 1.07421 0.994497 0.984249 1.07008 0.985967 1.06351 0.983483 1.07038 0.986173 1.01091 0.984216 1.00473 0.984711 1.06169 0.984711 1.07231 0.994835 1.07231 1.06246 0.986111 1.07014 0.983521 1.00524 0.983483 1.07038 0.986173 1.06169 1.01091 0.986111 1.07014 0.984249 1.07008 0.985967 1.01091 1.06246 0.984378 1.00479 0.984209 1.06351 1.074 0.994497 1.07421
3914.85 1.074 0.984378 1.00479 0.984208 1.07421 0.994497 0.984249 1.07008 0.985967 1.06351 0.983483 1.07038 0.986173 1.01091 0.984216 1.00473 0.984711 1.06169 0.984711 1.07231 0.994836 1.07231 1.06246 0.986111 1.07014 0.983522 1.00524 0.983483 1.07038 0.986173 1.06169 1.01091 0.986111 1.07014 0.984249 1.07008 0.985967 1.01091 1.06246 0.984378 1.00479 0.984208 1.06351 1.074 0.994497 1.07421
3915.7 1.074 0.984379 1.00479 0.984208 1.07421 0.994497 0.984249 1.07008 0.985966 1.06351 0.983483 1.07038 0.986173 1.01091 0.984216 1.00473 0.984712 1.06169 0.984712 1.07231 0.994836 1.07231 1.06246 0.986111 1.07014 0.983522 1.00524 0.983483 1.07038 0.986173 1.06169 1.01091 0.986111 1.07014 0.984249 1.07008 0.985966 1.01091 1.06246 0.984379 1.00479 0.984208 1.06351 1.074 0.994497 1.07421
3916.54 1.074 0.984379 1.00479 0.984207 1.07421 0.994497 0.984249 1.07008 0.985966 1.06351 0.983483 1.07039 0.986173 1.01091 0.984216 1.00473 0.984712 1.06169 0.984712 1.07231 0.994836 1.07231 1.06246 0.986111 1.07014 0.983522 1.00524 0.983483 1.07039 0.986173 1.06169 1.01091 0.986111 1.07014 0.984249 1.07008 0.985966 1.01091 1.06246 0.984379 1.00479 0.984207 1.06351 1.074 0.994497 1.07421
3917.38 1.074 0.984379 1.00479 0.984207 1.07421 0.994497 0.98425 1.07008 0.985966 1.06351 0.983483 1.07039 0.986173 1.01091 0.984215 1.00473 0.984712 1.06168 0.984712 1.07231 0.994836 1.07231 1.06246 0.986112 1.07014 0.983522 1.00524 0.983483 1.07039 0.986173 1.06168 1.01091 0.986112 1.07014 0.98425 1.07008 0.985966 1.01091 1.06246 0.984379 1.00479 0.984207 1.06351 1.074 0.994497 1.07421
3918.23 1.074 0.984379 1.00479 0.984207 1.07421 0.994497 0.98425 1.07008 0.985965 1.06352 0.983483 1.07039 0.986173 1.01091 0.984215 1.00473 0.984712 1.06168 0.984712 1.07231 0.994837 1.07231 1.06246 0.986112 1.07014 0.983522 1.00524 0.983483 1.07039 0.986173 1.06168 1.01091 0.986112 1.07014 0.98425 1.07008 0.985965 1.01091 1.06246 0.984379 1.00479 0.984207 1.06352 1.074 0.994497 1.07421
3919.07 1.074 0.98438 1.00479 0.984206 1.07422 0.994497 0.98425 1.07008 0.985965 1.06352 0.983482 1.07039 0.986173 1.01091 0.984215 1.00473 0.984712 1.06168 0.984713 1.07231 0.994837 1.07231 1.06245 0.986112 1.07014 0.983523 1.00524 0.983482 1.07039 0.986173 1.06168 1.01091 0.986112 1.07014 0.98425 1.07008 0.985965 1.01091 1.06245 0.98438 1.00479 0.984206 1.06352 1.074 0.994497 1.07422
3919.91 1.074 0.98438 1.00479 0.984206 1.07422 0.994497 0.98425 1.07008 0.985965 1.06352 0.983482 1.07039 0.986173 1.01091 0.984215 1.00473 0.984713 1.06168 0.984713 1.07231 0.994837 1.07231 1.06245 0.986113 1.07014 0.983523 1.00524 0.983482 1.07039 0.986173 1.06168 1.01091 0.986113 1.07014 0.98425 1.07008 0.985965 1.01091 1.06245 0.98438 1.00479 0.984206 1.06352 1.074 0.994497 1.07422
