# t  B_z_sc_0  B_z_sc_1  B_z_sc_2  B_z_sc_3  B_z_sc_4  B_z_sc_5  B_z_sc_6  B_z_sc_7  B_z_sc_8  B_z_sc_9  B_z_sc_10  B_z_sc_11  B_z_sc_12  B_z_sc_13  B_z_sc_14  B_z_sc_15  B_z_sc_16  B_z_sc_17  B_z_sc_18  B_z_sc_19  B_z_sc_20  B_z_sc_21  B_z_sc_22  B_z_sc_23  B_z_sc_24  B_z_sc_25  B_z_sc_26  B_z_sc_27  B_z_sc_28  B_z_sc_29  B_z_sc_30  B_z_sc_31  B_z_sc_32  B_z_sc_33  B_z_sc_34  B_z_sc_35  B_z_sc_36  B_z_sc_37  B_z_sc_38  B_z_sc_39  B_z_sc_40  B_z_sc_41  B_z_sc_42  B_z_sc_43  B_z_sc_44  B_z_sc_45
10555.8 -8.24952e-10 2.16868e-10 4.78052e-10 3.72209e-11 8.6409e-10 -2.03057e-11 -3.68488e-10 8.88549e-10 3.74904e-09 2.43221e-09 1.70846e-09 9.54011e-10 2.99493e-09 6.74839e-09 -6.84715e-16 -8.18146e-16 -2.14651e-10 1.90269e-09 2.14651e-10 -1.24686e-09 5.06285e-16 1.24686e-09 3.27131e-10 1.01893e-09 2.39214e-10 -1.49726e-15 4.44055e-17 -1.70845e-09 -9.54011e-10 -2.99494e-09 -1.90269e-09 -1.57457e-16 -1.01893e-09 -2.39215e-10 3.68486e-10 -8.88552e-10 -3.74904e-09 -6.74839e-09 -3.27132e-10 -2.16869e-10 -4.78054e-10 -3.72219e-11 -2.43221e-09 8.2495e-10 2.03049e-11 -8.6409e-10
10558.1 -8.23205e-10 2.28561e-10 4.9025e-10 4.21532e-11 8.68659e-10 -1.88087e-11 -3.65917e-10 9.00201e-10 3.77294e-09 2.44027e-09 1.72544e-09 9.56588e-10 3.0102e-09 6.79178e-09 -6.77491e-16 -7.83443e-16 -2.18511e-10 1.91293e-09 2.1851e-10 -1.25746e-09 5.33467e-16 1.25747e-09 3.31086e-10 1.02526e-09 2.44963e-10 -1.52114e-15 6.27346e-17 -1.72543e-09 -9.56589e-10 -3.0102e-09 -1.91294e-09 -3.28909e-16 -1.02526e-09 -2.44965e-10 3.65915e-10 -9.00204e-10 -3.77294e-09 -6.79178e-09 -3.31086e-10 -2.28562e-10 -4.90251e-10 -4.21542e-11 -2.44027e-09 8.23204e-10 1.88079e-11 -8.68659e-10
10560.4 -8.20952e-10 2.40322e-10 5.02397e-10 4.7194e-11 8.72884e-10 -1.72631e-11 -3.63171e-10 9.11751e-10 3.7957e-09 2.44744e-09 1.74196e-09 9.58691e-10 3.02434e-09 6.833e-09 -6.69983e-16 -7.48375e-16 -2.22347e-10 1.92258e-09 2.22346e-10 -1.26782e-09 5.60617e-16 1.26782e-09 3.34979e-10 1.03115e-09 2.5059e-10 -1.54345e-15 8.22326e-17 -1.74196e-09 -9.58691e-10 -3.02434e-09 -1.92258e-09 -4.9892e-16 -1.03116e-09 -2.50592e-10 3.6317e-10 -9.11754e-10 -3.7957e-09 -6.833e-09 -3.3498e-10 -2.40324e-10 -5.02398e-10 -4.71949e-11 -2.44744e-09 8.20951e-10 1.72623e-11 -8.72884e-10
10562.8 -8.18218e-10 2.52119e-10 5.14448e-10 5.23031e-11 8.76746e-10 -1.56844e-11 -3.60286e-10 9.23153e-10 3.81726e-09 2.45368e-09 1.75799e-09 9.60299e-10 3.03734e-09 6.87202e-09 -6.61834e-16 -7.12598e-16 -2.26168e-10 1.93161e-09 2.26167e-10 -1.27793e-09 5.87913e-16 1.27793e-09 3.38796e-10 1.0366e-09 2.56079e-10 -1.5647e-15 1.02776e-16 -1.75799e-09 -9.60299e-10 -3.03735e-09 -1.93161e-09 -6.68108e-16 -1.0366e-09 -2.5608e-10 3.60284e-10 -9.23156e-10 -3.81726e-09 -6.87202e-09 -3.38796e-10 -2.5212e-10 -5.1445e-10 -5.2304e-11 -2.45368e-09 8.18216e-10 1.56837e-11 -8.76746e-10
10565.1 -8.15025e-10 2.6392e-10 5.26363e-10 5.74447e-11 8.80231e-10 -1.40862e-11 -3.5729e-10 9.34367e-10 3.8376e-09 2.45898e-09 1.77353e-09 9.61395e-10 3.04918e-09 6.9088e-09 -6.52891e-16 -6.75981e-16 -2.29982e-10 1.94e-09 2.29982e-10 -1.28777e-09 6.15419e-16 1.28777e-09 3.42519e-10 1.04159e-09 2.61415e-10 -1.58511e-15 1.2429e-16 -1.77352e-09 -9.61395e-10 -3.04918e-09 -1.94001e-09 -8.36725e-16 -1.04159e-09 -2.61416e-10 3.57289e-10 -9.34369e-10 -3.83759e-09 -6.9088e-09 -3.4252e-10 -2.63921e-10 -5.26365e-10 -5.74455e-11 -2.45898e-09 8.15024e-10 1.40855e-11 -8.8023e-10
10567.4 -8.11384e-10 2.75709e-10 5.38131e-10 6.26174e-11 8.83344e-10 -1.24673e-11 -3.54184e-10 9.45398e-10 3.85672e-09 2.46337e-09 1.78856e-09 9.61996e-10 3.05987e-09 6.94339e-09 -6.4352e-16 -6.38923e-16 -2.33779e-10 1.94779e-09 2.33779e-10 -1.29735e-09 6.42928e-16 1.29735e-09 3.46147e-10 1.04612e-09 2.66598e-10 -1.60433e-15 1.46776e-16 -1.78856e-09 -9.61996e-10 -3.05987e-09 -1.94779e-09 -1.00404e-15 -1.04612e-09 -2.666e-10 3.54182e-10 -9.45401e-10 -3.85672e-09 -6.94339e-09 -3.46148e-10 -2.7571e-10 -5.38133e-10 -6.26181e-11 -2.46337e-09 8.11383e-10 1.24666e-11 -8.83344e-10
10569.7 -8.07305e-10 2.87469e-10 5.49744e-10 6.78232e-11 8.86096e-10 -1.08249e-11 -3.50964e-10 9.5626e-10 3.87466e-09 2.46687e-09 1.8031e-09 9.62122e-10 3.06945e-09 6.97581e-09 -6.34007e-16 -6.01738e-16 -2.37545e-10 1.95498e-09 2.37545e-10 -1.30666e-09 6.70277e-16 1.30666e-09 3.49675e-10 1.0502e-09 2.71632e-10 -1.62207e-15 1.70213e-16 -1.8031e-09 -9.62122e-10 -3.06945e-09 -1.95499e-09 -1.16947e-15 -1.0502e-09 -2.71634e-10 3.50962e-10 -9.56263e-10 -3.87466e-09 -6.97581e-09 -3.49676e-10 -2.8747e-10 -5.49746e-10 -6.78238e-11 -2.46687e-09 8.07303e-10 1.08243e-11 -8.86096e-10
10572.1 -8.0281e-10 2.99172e-10 5.61166e-10 7.30303e-11 8.88477e-10 -9.17054e-12 -3.47656e-10 9.66918e-10 3.89139e-09 2.46948e-09 1.81714e-09 9.61763e-10 3.07791e-09 7.00605e-09 -6.24083e-16 -5.64173e-16 -2.41283e-10 1.96158e-09 2.41282e-10 -1.31571e-09 6.97594e-16 1.31571e-09 3.53089e-10 1.05383e-09 2.76505e-10 -1.6387e-15 1.94489e-16 -1.81714e-09 -9.61762e-10 -3.07792e-09 -1.96159e-09 -1.33345e-15 -1.05383e-09 -2.76507e-10 3.47655e-10 -9.66921e-10 -3.89139e-09 -7.00605e-09 -3.5309e-10 -2.99173e-10 -5.61167e-10 -7.30309e-11 -2.46948e-09 8.02809e-10 9.16996e-12 -8.88476e-10
10574.4 -7.97928e-10 3.10784e-10 5.72351e-10 7.81954e-11 8.90467e-10 -7.52054e-12 -3.44297e-10 9.77322e-10 3.90687e-09 2.47116e-09 1.83065e-09 9.60898e-10 3.08523e-09 7.03408e-09 -6.13443e-16 -5.25928e-16 -2.45003e-10 1.96757e-09 2.45003e-10 -1.32448e-09 7.25027e-16 1.32448e-09 3.56372e-10 1.05698e-09 2.81203e-10 -1.65467e-15 2.1949e-16 -1.83065e-09 -9.60898e-10 -3.08523e-09 -1.96757e-09 -1.49654e-15 -1.05699e-09 -2.81204e-10 3.44296e-10 -9.77325e-10 -3.90687e-09 -7.03408e-09 -3.56373e-10 -3.10785e-10 -5.72352e-10 -7.8196e-11 -2.47116e-09 7.97927e-10 7.51999e-12 -8.90467e-10
10576.7 -7.92675e-10 3.22285e-10 5.8328e-10 8.33067e-11 8.92069e-10 -5.87795e-12 -3.40893e-10 9.87462e-10 3.92108e-09 2.47193e-09 1.84363e-09 9.59537e-10 3.0914e-09 7.05992e-09 -6.02315e-16 -4.87255e-16 -2.48701e-10 1.97295e-09 2.48701e-10 -1.33296e-09 7.52441e-16 1.33297e-09 3.59517e-10 1.05968e-09 2.85723e-10 -1.66978e-15 2.45182e-16 -1.84363e-09 -9.59536e-10 -3.0914e-09 -1.97295e-09 -1.65828e-15 -1.05968e-09 -2.85724e-10 3.40892e-10 -9.87465e-10 -3.92108e-09 -7.05992e-09 -3.59519e-10 -3.22286e-10 -5.83281e-10 -8.33072e-11 -2.47193e-09 7.92673e-10 5.87744e-12 -8.92068e-10
10579 -7.87058e-10 3.33664e-10 5.93951e-10 8.83713e-11 8.93297e-10 -4.23744e-12 -3.37437e-10 9.97358e-10 3.93407e-09 2.47183e-09 1.85609e-09 9.57704e-10 3.09648e-09 7.0836e-09 -5.91089e-16 -4.48568e-16 -2.5236e-10 1.97774e-09 2.5236e-10 -1.34117e-09 7.79618e-16 1.34117e-09 3.62525e-10 1.06191e-09 2.90071e-10 -1.68361e-15 2.71561e-16 -1.85609e-09 -9.57703e-10 -3.09648e-09 -1.97775e-09 -1.81791e-15 -1.06192e-09 -2.90073e-10 3.37435e-10 -9.9736e-10 -3.93407e-09 -7.0836e-09 -3.62526e-10 -3.33665e-10 -5.93952e-10 -8.83717e-11 -2.47183e-09 7.87057e-10 4.23697e-12 -8.93296e-10
10581.4 -7.81099e-10 3.44897e-10 6.04341e-10 9.33699e-11 8.9415e-10 -2.60485e-12 -3.33942e-10 1.00699e-09 3.94583e-09 2.47087e-09 1.86802e-09 9.55403e-10 3.10047e-09 7.10515e-09 -5.79649e-16 -4.09769e-16 -2.55978e-10 1.98197e-09 2.55978e-10 -1.34908e-09 8.06602e-16 1.34909e-09 3.65385e-10 1.06369e-09 2.94244e-10 -1.69635e-15 2.98552e-16 -1.86802e-09 -9.55403e-10 -3.10047e-09 -1.98197e-09 -1.97559e-15 -1.06369e-09 -2.94246e-10 3.33941e-10 -1.00699e-09 -3.94583e-09 -7.10514e-09 -3.65386e-10 -3.44898e-10 -6.04342e-10 -9.33703e-11 -2.47087e-09 7.81097e-10 2.60441e-12 -8.94149e-10
10583.7 -7.74825e-10 3.55952e-10 6.14405e-10 9.82584e-11 8.94609e-10 -9.96745e-13 -3.30444e-10 1.01631e-09 3.95631e-09 2.46901e-09 1.87941e-09 9.52615e-10 3.10334e-09 7.12451e-09 -5.67601e-16 -3.70462e-16 -2.59565e-10 1.98559e-09 2.59565e-10 -1.3567e-09 8.33586e-16 1.3567e-09 3.6808e-10 1.065e-09 2.98229e-10 -1.70852e-15 3.26019e-16 -1.87941e-09 -9.52615e-10 -3.10334e-09 -1.98559e-09 -2.13201e-15 -1.065e-09 -2.98231e-10 3.30443e-10 -1.01631e-09 -3.95631e-09 -7.12451e-09 -3.68081e-10 -3.55953e-10 -6.14405e-10 -9.82587e-11 -2.46901e-09 7.74824e-10 9.96347e-13 -8.94609e-10
10586 -7.6826e-10 3.66808e-10 6.24116e-10 1.03014e-10 8.94672e-10 5.79221e-13 -3.26961e-10 1.02529e-09 3.9655e-09 2.46625e-09 1.89023e-09 9.49338e-10 3.10509e-09 7.14171e-09 -5.54985e-16 -3.30695e-16 -2.63121e-10 1.98862e-09 2.63121e-10 -1.36401e-09 8.60539e-16 1.36402e-09 3.706e-10 1.06585e-09 3.02021e-10 -1.72016e-15 3.53882e-16 -1.89023e-09 -9.49338e-10 -3.10509e-09 -1.98862e-09 -2.28711e-15 -1.06585e-09 -3.02023e-10 3.2696e-10 -1.02529e-09 -3.96549e-09 -7.1417e-09 -3.70602e-10 -3.66808e-10 -6.24116e-10 -1.03014e-10 -2.46625e-09 7.68258e-10 -5.79582e-13 -8.94671e-10
10588.4 -7.61411e-10 3.77453e-10 6.33474e-10 1.07644e-10 8.94353e-10 2.12871e-12 -3.23482e-10 1.03394e-09 3.97342e-09 2.46264e-09 1.90051e-09 9.456e-10 3.10576e-09 7.15676e-09 -5.42224e-16 -2.9091e-16 -2.66633e-10 1.99107e-09 2.66633e-10 -1.37102e-09 8.87224e-16 1.37102e-09 3.72947e-10 1.06624e-09 3.05627e-10 -1.73085e-15 3.82136e-16 -1.90051e-09 -9.45599e-10 -3.10576e-09 -1.99108e-09 -2.44008e-15 -1.06624e-09 -3.05629e-10 3.23481e-10 -1.03394e-09 -3.97341e-09 -7.15676e-09 -3.72949e-10 -3.77453e-10 -6.33475e-10 -1.07644e-10 -2.46263e-09 7.61409e-10 -2.12903e-12 -8.94352e-10
10590.7 -7.54293e-10 3.87873e-10 6.42471e-10 1.12143e-10 8.9366e-10 3.65198e-12 -3.20008e-10 1.04227e-09 3.98008e-09 2.45819e-09 1.91025e-09 9.41416e-10 3.10538e-09 7.16972e-09 -5.29386e-16 -2.51192e-16 -2.70089e-10 1.99297e-09 2.70089e-10 -1.37772e-09 9.13589e-16 1.37772e-09 3.75117e-10 1.06617e-09 3.09051e-10 -1.74051e-15 4.10743e-16 -1.91025e-09 -9.41416e-10 -3.10538e-09 -1.99298e-09 -2.59074e-15 -1.06617e-09 -3.09053e-10 3.20008e-10 -1.04228e-09 -3.98008e-09 -7.16972e-09 -3.75118e-10 -3.87873e-10 -6.42472e-10 -1.12143e-10 -2.45818e-09 7.54291e-10 -3.65227e-12 -8.93659e-10
10593 -7.46935e-10 3.98041e-10 6.51069e-10 1.16473e-10 8.92582e-10 5.13511e-12 -3.16571e-10 1.05024e-09 3.98546e-09 2.45288e-09 1.91942e-09 9.36773e-10 3.10392e-09 7.18054e-09 -5.16071e-16 -2.11143e-16 -2.73499e-10 1.9943e-09 2.73499e-10 -1.3841e-09 9.39827e-16 1.3841e-09 3.77093e-10 1.06565e-09 3.12284e-10 -1.74966e-15 4.39584e-16 -1.91942e-09 -9.36773e-10 -3.10392e-09 -1.9943e-09 -2.7398e-15 -1.06566e-09 -3.12285e-10 3.16571e-10 -1.05024e-09 -3.98546e-09 -7.18054e-09 -3.77095e-10 -3.98041e-10 -6.51069e-10 -1.16473e-10 -2.45288e-09 7.46933e-10 -5.13536e-12 -8.92581e-10
10595.3 -7.39361e-10 4.07932e-10 6.59234e-10 1.20603e-10 8.91108e-10 6.56656e-12 -3.13195e-10 1.05779e-09 3.98952e-09 2.4467e-09 1.92801e-09 9.31662e-10 3.10138e-09 7.18922e-09 -5.02126e-16 -1.70601e-16 -2.76868e-10 1.99504e-09 2.76869e-10 -1.39015e-09 9.66012e-16 1.39015e-09 3.78865e-10 1.06468e-09 3.15319e-10 -1.75858e-15 4.68538e-16 -1.92801e-09 -9.31661e-10 -3.10138e-09 -1.99504e-09 -2.88756e-15 -1.06469e-09 -3.1532e-10 3.13194e-10 -1.05779e-09 -3.98952e-09 -7.18922e-09 -3.78867e-10 -4.07932e-10 -6.59235e-10 -1.20603e-10 -2.4467e-09 7.3936e-10 -6.56677e-12 -8.91107e-10
10597.7 -7.31583e-10 4.17539e-10 6.66968e-10 1.24536e-10 8.89252e-10 7.95012e-12 -3.09872e-10 1.06495e-09 3.99228e-09 2.43969e-09 1.93603e-09 9.26105e-10 3.09778e-09 7.19579e-09 -4.87923e-16 -1.29943e-16 -2.80185e-10 1.99521e-09 2.80186e-10 -1.39586e-09 9.91943e-16 1.39587e-09 3.80434e-10 1.06327e-09 3.18162e-10 -1.76691e-15 4.97566e-16 -1.93602e-09 -9.26104e-10 -3.09779e-09 -1.99522e-09 -3.03337e-15 -1.06327e-09 -3.18163e-10 3.09871e-10 -1.06495e-09 -3.99228e-09 -7.19579e-09 -3.80436e-10 -4.17539e-10 -6.66968e-10 -1.24536e-10 -2.43968e-09 7.31582e-10 -7.95029e-12 -8.89251e-10
10600 -7.23611e-10 4.26853e-10 6.74272e-10 1.28279e-10 8.87031e-10 9.29131e-12 -3.06592e-10 1.07172e-09 3.99378e-09 2.43187e-09 1.94348e-09 9.2013e-10 3.09317e-09 7.20029e-09 -4.73705e-16 -8.94304e-17 -2.83436e-10 1.99485e-09 2.83436e-10 -1.40125e-09 1.01747e-15 1.40125e-09 3.818e-10 1.06141e-09 3.20823e-10 -1.7744e-15 5.26657e-16 -1.94348e-09 -9.20129e-10 -3.09317e-09 -1.99485e-09 -3.17672e-15 -1.06141e-09 -3.20825e-10 3.06592e-10 -1.07172e-09 -3.99378e-09 -7.20029e-09 -3.81802e-10 -4.26853e-10 -6.74272e-10 -1.28279e-10 -2.43186e-09 7.23609e-10 -9.29144e-12 -8.87029e-10
10602.3 -7.15468e-10 4.35857e-10 6.81122e-10 1.31807e-10 8.84439e-10 1.05812e-11 -3.03377e-10 1.07808e-09 3.99398e-09 2.42323e-09 1.95037e-09 9.13731e-10 3.08754e-09 7.20272e-09 -4.59156e-16 -4.87531e-17 -2.86623e-10 1.99393e-09 2.86623e-10 -1.40629e-09 1.04275e-15 1.40629e-09 3.82952e-10 1.05912e-09 3.233e-10 -1.78141e-15 5.55735e-16 -1.95036e-09 -9.1373e-10 -3.08754e-09 -1.99393e-09 -3.31817e-15 -1.05912e-09 -3.23301e-10 3.03376e-10 -1.07808e-09 -3.99398e-09 -7.20272e-09 -3.82954e-10 -4.35856e-10 -6.81122e-10 -1.31806e-10 -2.42323e-09 7.15466e-10 -1.05813e-11 -8.84437e-10
10604.6 -7.07181e-10 4.44525e-10 6.87484e-10 1.35083e-10 8.81465e-10 1.18062e-11 -3.00253e-10 1.08398e-09 3.99286e-09 2.41377e-09 1.95665e-09 9.06897e-10 3.08087e-09 7.20305e-09 -4.43958e-16 -7.57931e-18 -2.89756e-10 1.99245e-09 2.89757e-10 -1.41098e-09 1.06793e-15 1.41099e-09 3.83879e-10 1.0564e-09 3.25584e-10 -1.78841e-15 5.84663e-16 -1.95665e-09 -9.06896e-10 -3.08087e-09 -1.99245e-09 -3.45833e-15 -1.0564e-09 -3.25585e-10 3.00253e-10 -1.08398e-09 -3.99286e-09 -7.20305e-09 -3.83881e-10 -4.44525e-10 -6.87484e-10 -1.35082e-10 -2.41377e-09 7.07179e-10 -1.18063e-11 -8.81464e-10
10607 -6.98764e-10 4.5285e-10 6.93354e-10 1.38103e-10 8.78118e-10 1.29666e-11 -2.97221e-10 1.08941e-09 3.99041e-09 2.40349e-09 1.96234e-09 8.99641e-10 3.07318e-09 7.2013e-09 -4.28352e-16 3.38612e-17 -2.92829e-10 1.99041e-09 2.9283e-10 -1.41532e-09 1.09289e-15 1.41532e-09 3.84579e-10 1.05325e-09 3.2768e-10 -1.79522e-15 6.13356e-16 -1.96234e-09 -8.9964e-10 -3.07318e-09 -1.99042e-09 -3.5968e-15 -1.05325e-09 -3.27681e-10 2.97221e-10 -1.08941e-09 -3.99041e-09 -7.2013e-09 -3.84581e-10 -4.52849e-10 -6.93353e-10 -1.38103e-10 -2.40349e-09 6.98762e-10 -1.29667e-11 -8.78117e-10
10609.3 -6.90223e-10 4.6083e-10 6.98743e-10 1.40884e-10 8.74419e-10 1.40712e-11 -2.94263e-10 1.0944e-09 3.98669e-09 2.39244e-09 1.96745e-09 8.91997e-10 3.06451e-09 7.19752e-09 -4.12717e-16 7.5185e-17 -2.95826e-10 1.98785e-09 2.95827e-10 -1.41929e-09 1.11742e-15 1.4193e-09 3.85058e-10 1.04968e-09 3.29601e-10 -1.80145e-15 6.41803e-16 -1.96745e-09 -8.91996e-10 -3.06451e-09 -1.98785e-09 -3.73292e-15 -1.04969e-09 -3.29602e-10 2.94263e-10 -1.09441e-09 -3.98669e-09 -7.19752e-09 -3.8506e-10 -4.6083e-10 -6.98743e-10 -1.40884e-10 -2.39244e-09 6.90221e-10 -1.40712e-11 -8.74417e-10
10611.6 -6.81575e-10 4.68457e-10 7.03644e-10 1.43416e-10 8.70374e-10 1.51175e-11 -2.91385e-10 1.09894e-09 3.98169e-09 2.38063e-09 1.97199e-09 8.83973e-10 3.05489e-09 7.19173e-09 -3.96895e-16 1.16536e-16 -2.98743e-10 1.98475e-09 2.98744e-10 -1.4229e-09 1.14158e-15 1.42291e-09 3.85311e-10 1.04571e-09 3.3135e-10 -1.80728e-15 6.69973e-16 -1.97198e-09 -8.83972e-10 -3.05489e-09 -1.98476e-09 -3.86691e-15 -1.04571e-09 -3.31351e-10 2.91385e-10 -1.09895e-09 -3.98168e-09 -7.19172e-09 -3.85313e-10 -4.68457e-10 -7.03644e-10 -1.43416e-10 -2.38063e-09 6.81573e-10 -1.51175e-11 -8.70372e-10
10614 -6.72846e-10 4.75711e-10 7.08026e-10 1.45664e-10 8.65971e-10 1.60923e-11 -2.88616e-10 1.10298e-09 3.97536e-09 2.36804e-09 1.97592e-09 8.75556e-10 3.04428e-09 7.18389e-09 -3.80466e-16 1.58344e-16 -3.01591e-10 1.98112e-09 3.01592e-10 -1.42614e-09 1.16559e-15 1.42614e-09 3.85326e-10 1.04134e-09 3.32922e-10 -1.81322e-15 6.97752e-16 -1.97591e-09 -8.75554e-10 -3.04428e-09 -1.98112e-09 -3.99958e-15 -1.04134e-09 -3.32923e-10 2.88616e-10 -1.10299e-09 -3.97536e-09 -7.18389e-09 -3.85328e-10 -4.7571e-10 -7.08026e-10 -1.45664e-10 -2.36804e-09 6.72844e-10 -1.60923e-11 -8.65969e-10
10616.3 -6.64053e-10 4.82581e-10 7.11879e-10 1.47617e-10 8.61214e-10 1.69918e-11 -2.85961e-10 1.10651e-09 3.96771e-09 2.35467e-09 1.97924e-09 8.66751e-10 3.0327e-09 7.17402e-09 -3.63488e-16 2.00573e-16 -3.04371e-10 1.97694e-09 3.04372e-10 -1.42899e-09 1.18941e-15 1.42899e-09 3.85101e-10 1.03656e-09 3.34318e-10 -1.81934e-15 7.25015e-16 -1.97923e-09 -8.66749e-10 -3.03271e-09 -1.97694e-09 -4.1309e-15 -1.03657e-09 -3.34319e-10 2.85961e-10 -1.10651e-09 -3.96771e-09 -7.17401e-09 -3.85103e-10 -4.82581e-10 -7.11879e-10 -1.47617e-10 -2.35467e-09 6.64052e-10 -1.69917e-11 -8.61212e-10
10618.6 -6.552e-10 4.89073e-10 7.15222e-10 1.49294e-10 8.56126e-10 1.78255e-11 -2.83402e-10 1.10954e-09 3.95878e-09 2.34056e-09 1.98196e-09 8.57592e-10 3.0202e-09 7.16215e-09 -3.46399e-16 2.42799e-16 -3.07065e-10 1.97223e-09 3.07066e-10 -1.43146e-09 1.21283e-15 1.43146e-09 3.84642e-10 1.03141e-09 3.35551e-10 -1.82524e-15 7.51716e-16 -1.98196e-09 -8.5759e-10 -3.0202e-09 -1.97224e-09 -4.26015e-15 -1.03141e-09 -3.35552e-10 2.83402e-10 -1.10954e-09 -3.95878e-09 -7.16215e-09 -3.84645e-10 -4.89073e-10 -7.15221e-10 -1.49293e-10 -2.34056e-09 6.55199e-10 -1.78253e-11 -8.56123e-10
10620.9 -6.46296e-10 4.95186e-10 7.1806e-10 1.50701e-10 8.5072e-10 1.85974e-11 -2.8093e-10 1.11209e-09 3.94859e-09 2.32575e-09 1.98411e-09 8.481e-10 3.00679e-09 7.14834e-09 -3.29246e-16 2.84964e-16 -3.09666e-10 1.96703e-09 3.09667e-10 -1.43354e-09 1.23579e-15 1.43354e-09 3.83953e-10 1.02588e-09 3.36632e-10 -1.83085e-15 7.77855e-16 -1.9841e-09 -8.48099e-10 -3.00679e-09 -1.96703e-09 -4.38722e-15 -1.02588e-09 -3.36633e-10 2.8093e-10 -1.11209e-09 -3.94858e-09 -7.14833e-09 -3.83956e-10 -4.95186e-10 -7.1806e-10 -1.507e-10 -2.32574e-09 6.46295e-10 -1.85972e-11 -8.50718e-10
10623.3 -6.37364e-10 5.00908e-10 7.20374e-10 1.51813e-10 8.44993e-10 1.92973e-11 -2.78567e-10 1.11412e-09 3.9371e-09 2.31021e-09 1.98565e-09 8.38267e-10 2.99248e-09 7.13255e-09 -3.11599e-16 3.27493e-16 -3.12181e-10 1.96131e-09 3.12183e-10 -1.43523e-09 1.2585e-15 1.43523e-09 3.83024e-10 1.01998e-09 3.37558e-10 -1.83665e-15 8.0337e-16 -1.98565e-09 -8.38266e-10 -2.99248e-09 -1.96131e-09 -4.51289e-15 -1.01998e-09 -3.37559e-10 2.78567e-10 -1.11412e-09 -3.9371e-09 -7.13254e-09 -3.83027e-10 -5.00907e-10 -7.20374e-10 -1.51812e-10 -2.31021e-09 6.37362e-10 -1.92971e-11 -8.4499e-10
10625.6 -6.28422e-10 5.06227e-10 7.2215e-10 1.5261e-10 8.3894e-10 1.99178e-11 -2.76327e-10 1.1156e-09 3.92431e-09 2.29394e-09 1.98657e-09 8.2809e-10 2.97725e-09 7.11477e-09 -2.93315e-16 3.70558e-16 -3.14617e-10 1.95505e-09 3.14619e-10 -1.4365e-09 1.28105e-15 1.43651e-09 3.81851e-10 1.01372e-09 3.38326e-10 -1.84292e-15 8.28126e-16 -1.98657e-09 -8.28088e-10 -2.97725e-09 -1.95505e-09 -4.63753e-15 -1.01372e-09 -3.38327e-10 2.76328e-10 -1.1156e-09 -3.9243e-09 -7.11477e-09 -3.81854e-10 -5.06226e-10 -7.2215e-10 -1.52609e-10 -2.29394e-09 6.28421e-10 -1.99175e-11 -8.38938e-10
10627.9 -6.19475e-10 5.11152e-10 7.23405e-10 1.53111e-10 8.32583e-10 2.04667e-11 -2.74194e-10 1.11655e-09 3.91024e-09 2.27698e-09 1.98689e-09 8.17597e-10 2.96114e-09 7.09505e-09 -2.74798e-16 4.13785e-16 -3.16962e-10 1.94829e-09 3.16963e-10 -1.43737e-09 1.30324e-15 1.43737e-09 3.80441e-10 1.00712e-09 3.38949e-10 -1.84936e-15 8.5203e-16 -1.98689e-09 -8.17595e-10 -2.96114e-09 -1.94829e-09 -4.76053e-15 -1.00712e-09 -3.3895e-10 2.74194e-10 -1.11655e-09 -3.91023e-09 -7.09505e-09 -3.80444e-10 -5.11151e-10 -7.23405e-10 -1.5311e-10 -2.27698e-09 6.19473e-10 -2.04664e-11 -8.32581e-10
10630.2 -6.10524e-10 5.1569e-10 7.24161e-10 1.53336e-10 8.25944e-10 2.09533e-11 -2.72147e-10 1.117e-09 3.89493e-09 2.25936e-09 1.98663e-09 8.06821e-10 2.9442e-09 7.07344e-09 -2.56301e-16 4.56923e-16 -3.19201e-10 1.94104e-09 3.19202e-10 -1.43783e-09 1.32494e-15 1.43784e-09 3.78803e-10 1.00018e-09 3.39442e-10 -1.8557e-15 8.75078e-16 -1.98663e-09 -8.06819e-10 -2.9442e-09 -1.94104e-09 -4.88146e-15 -1.00018e-09 -3.39443e-10 2.72147e-10 -1.117e-09 -3.89493e-09 -7.07344e-09 -3.78805e-10 -5.15689e-10 -7.2416e-10 -1.53335e-10 -2.25936e-09 6.10522e-10 -2.0953e-11 -8.25941e-10
10632.6 -6.01585e-10 5.19837e-10 7.24411e-10 1.53272e-10 8.19025e-10 2.13725e-11 -2.70197e-10 1.11692e-09 3.87838e-09 2.24109e-09 1.98577e-09 7.95762e-10 2.92642e-09 7.04994e-09 -2.37489e-16 5.00295e-16 -3.21338e-10 1.9333e-09 3.2134e-10 -1.43788e-09 1.3463e-15 1.43788e-09 3.76932e-10 9.92914e-10 3.39807e-10 -1.86228e-15 8.97257e-16 -1.98577e-09 -7.9576e-10 -2.92642e-09 -1.9333e-09 -5.00094e-15 -9.92918e-10 -3.39807e-10 2.70198e-10 -1.11692e-09 -3.87838e-09 -7.04993e-09 -3.76934e-10 -5.19836e-10 -7.2441e-10 -1.53271e-10 -2.24109e-09 6.01584e-10 -2.13722e-11 -8.19022e-10
