# t  J_bond_sc_0  J_bond_sc_1  J_bond_sc_2  J_bond_sc_3  J_bond_sc_4  J_bond_sc_5  J_bond_sc_6  J_bond_sc_7  J_bond_sc_8  J_bond_sc_9  J_bond_sc_10  J_bond_sc_11  J_bond_sc_12  J_bond_sc_13  J_bond_sc_14  J_bond_sc_15  J_bond_sc_16  J_bond_sc_17  J_bond_sc_18  J_bond_sc_19  J_bond_sc_20  J_bond_sc_21  J_bond_sc_22  J_bond_sc_23  J_bond_sc_24  J_bond_sc_25  J_bond_sc_26  J_bond_sc_27  J_bond_sc_28  J_bond_sc_29  J_bond_sc_30  J_bond_sc_31  J_bond_sc_32  J_bond_sc_33  J_bond_sc_34  J_bond_sc_35  J_bond_sc_36  J_bond_sc_37  J_bond_sc_38  J_bond_sc_39  J_bond_sc_40  J_bond_sc_41  J_bond_sc_42  J_bond_sc_43  J_bond_sc_44  J_bond_sc_45  J_bond_sc_46  J_bond_sc_47  J_bond_sc_48  J_bond_sc_49  J_bond_sc_50  J_bond_sc_51  J_bond_sc_52  J_bond_sc_53  J_bond_sc_54  J_bond_sc_55  J_bond_sc_56  J_bond_sc_57  J_bond_sc_58  J_bond_sc_59
59.5579 -5.0959e-09 1.19516e-08 -1.41844e-09 -2.31044e-09 -9.2996e-09 5.45346e-09 -2.81507e-08 2.58192e-08 -2.1068e-08 2.702e-08 -3.10542e-08 -8.08048e-09 4.58513e-08 -1.98133e-08 1.30553e-08 4.11618e-08 8.25071e-09 2.63829e-08 -4.03423e-09 -1.52212e-08 4.11458e-08 1.09074e-08 4.03421e-09 7.88105e-09 7.88101e-09 -2.35087e-08 2.30554e-08 2.30553e-08 -2.35087e-08 9.11622e-09 -9.11618e-09 2.13318e-08 1.83016e-08 2.16614e-09 -4.68942e-09 -1.65012e-08 4.68941e-09 -8.25061e-09 4.11619e-08 -4.58512e-08 2.63829e-08 4.11457e-08 -1.52212e-08 -2.16614e-09 1.83016e-08 -2.13317e-08 3.10543e-08 2.702e-08 -5.45345e-09 -8.08045e-09 1.30553e-08 -1.98133e-08 2.31037e-09 -1.41849e-09 5.09593e-09 -9.29967e-09 2.58193e-08 -2.81511e-08 1.19515e-08 2.10681e-08
62.0838 -7.92727e-09 1.21685e-08 -4.83355e-09 9.4037e-12 -1.26162e-08 -8.2865e-10 -2.44619e-08 2.35416e-08 -1.66035e-08 2.82085e-08 -2.98934e-08 -1.51454e-08 4.23625e-08 -1.68442e-08 9.11711e-09 3.69019e-08 6.98502e-09 2.89479e-08 -1.68485e-09 -1.40729e-08 3.96593e-08 -1.65689e-09 1.68483e-09 7.78273e-09 7.78267e-09 -2.35511e-08 1.65352e-08 1.6535e-08 -2.35511e-08 4.43495e-09 -4.43493e-09 2.28144e-08 1.38016e-08 4.95597e-09 -5.46062e-09 -1.39697e-08 5.46057e-09 -6.9849e-09 3.6902e-08 -4.23625e-08 2.89479e-08 3.96592e-08 -1.40729e-08 -4.95595e-09 1.38016e-08 -2.28144e-08 2.98933e-08 2.82086e-08 8.28667e-10 -1.51454e-08 9.11708e-09 -1.68444e-08 -9.55655e-12 -4.83366e-09 7.92736e-09 -1.26163e-08 2.35417e-08 -2.44623e-08 1.21685e-08 1.66036e-08
64.6097 -7.93313e-09 1.62284e-08 -7.993e-09 -1.27071e-09 -8.71231e-09 -7.85113e-09 -1.91725e-08 1.93448e-08 -1.22699e-08 3.10529e-08 -3.04865e-08 -1.86249e-08 3.78731e-08 -7.45768e-09 -8.56921e-10 3.55291e-08 1.99506e-09 2.60668e-08 5.66521e-10 -2.45073e-09 2.79123e-08 -1.57021e-08 -5.66554e-10 7.19509e-10 7.19483e-10 -1.80743e-08 1.12398e-08 1.12396e-08 -1.80743e-08 -3.95853e-09 3.9585e-09 2.04539e-08 7.441e-09 3.30789e-09 -2.34396e-09 -3.98978e-09 2.34394e-09 -1.995e-09 3.55291e-08 -3.78731e-08 2.60668e-08 2.79121e-08 -2.45077e-09 -3.30786e-09 7.44098e-09 -2.04538e-08 3.04864e-08 3.10529e-08 7.85116e-09 -1.8625e-08 -8.56963e-10 -7.4579e-09 1.27056e-09 -7.9931e-09 7.93319e-09 -8.71235e-09 1.93449e-08 -1.91727e-08 1.62286e-08 1.227e-08
67.1356 -6.12641e-09 1.92652e-08 -8.96867e-09 -4.49815e-09 -1.41752e-09 -8.79905e-09 -1.51805e-08 1.40761e-08 -9.30071e-09 3.20893e-08 -3.06159e-08 -1.66194e-08 3.52616e-08 1.12039e-09 -9.90831e-09 3.69103e-08 -2.71338e-09 1.99052e-08 1.47366e-09 1.07851e-08 1.31306e-08 -1.75981e-08 -1.47372e-09 -7.5509e-09 -7.55085e-09 -9.57833e-09 9.05432e-09 9.05433e-09 -9.57835e-09 -9.9644e-09 9.96434e-09 1.42502e-08 3.28479e-09 -8.76556e-10 1.64885e-09 5.42681e-09 -1.64878e-09 2.71333e-09 3.69102e-08 -3.52617e-08 1.99051e-08 1.31305e-08 1.07851e-08 8.7657e-10 3.28478e-09 -1.42501e-08 3.0616e-08 3.20893e-08 8.79907e-09 -1.66196e-08 -9.90833e-09 1.1202e-09 4.4981e-09 -8.9687e-09 6.12638e-09 -1.41747e-09 1.40762e-08 -1.51805e-08 1.92655e-08 9.30078e-09
69.6615 -4.66135e-09 1.7747e-08 -7.45886e-09 -6.47327e-09 2.68402e-09 -2.60089e-09 -1.37542e-08 8.93685e-09 -7.65732e-09 2.78139e-08 -2.85698e-08 -1.13074e-08 3.42597e-08 1.94919e-09 -1.26778e-08 3.77664e-08 -3.16136e-09 1.49208e-08 -7.5542e-10 1.58621e-08 5.20098e-09 -5.20192e-09 7.55326e-10 -1.01427e-08 -1.01426e-08 -2.46408e-09 9.09313e-09 9.09326e-09 -2.46408e-09 -1.00896e-08 1.00895e-08 7.14938e-09 3.61242e-09 -3.18409e-09 3.50705e-09 6.3224e-09 -3.50692e-09 3.16124e-09 3.77663e-08 -3.42598e-08 1.49207e-08 5.20098e-09 1.58621e-08 3.18409e-09 3.61243e-09 -7.14939e-09 2.85698e-08 2.78138e-08 2.60092e-09 -1.13075e-08 -1.26778e-08 1.94913e-09 6.47333e-09 -7.45881e-09 4.66123e-09 2.68413e-09 8.93697e-09 -1.37541e-08 1.77472e-08 7.65739e-09
72.1874 -4.32796e-09 1.26104e-08 -4.87895e-09 -5.75572e-09 7.03044e-10 4.89894e-09 -1.45289e-08 5.65594e-09 -6.68916e-09 1.85562e-08 -2.42354e-08 -7.23827e-09 3.2638e-08 -6.55654e-09 -7.44999e-09 3.52606e-08 1.03937e-09 1.36524e-08 -5.67854e-09 9.16019e-09 9.60324e-09 9.79792e-09 5.67846e-09 -5.58193e-09 -5.58183e-09 9.92579e-11 1.02014e-08 1.02016e-08 9.92728e-11 -5.92119e-09 5.92119e-09 3.04604e-09 6.41312e-09 -1.71015e-09 2.62318e-09 -2.07926e-09 -2.62308e-09 -1.03944e-09 3.52606e-08 -3.2638e-08 1.36523e-08 9.60332e-09 9.16022e-09 1.71015e-09 6.41312e-09 -3.04607e-09 2.42355e-08 1.85562e-08 -4.89892e-09 -7.23838e-09 -7.44992e-09 -6.55646e-09 5.75583e-09 -4.87888e-09 4.32782e-09 7.03146e-10 5.65605e-09 -1.45288e-08 1.26104e-08 6.68922e-09
74.7133 -4.36374e-09 7.71915e-09 -3.35274e-09 -3.89107e-09 -4.06099e-09 6.91771e-09 -1.59148e-08 5.10004e-09 -5.9791e-09 8.75835e-09 -1.91549e-08 -7.64345e-09 2.9232e-08 -1.91014e-08 2.93503e-09 2.95672e-08 6.54859e-09 1.44451e-08 -1.0396e-08 -4.04697e-09 2.27544e-08 1.38358e-08 1.03959e-08 7.0825e-10 7.08261e-10 -1.20942e-09 1.15518e-08 1.15519e-08 -1.2094e-09 -1.74026e-09 1.74029e-09 3.65245e-09 6.80066e-09 1.11194e-09 3.35864e-10 -1.30976e-08 -3.35853e-10 -6.54854e-09 2.95673e-08 -2.92319e-08 1.44451e-08 2.27545e-08 -4.04691e-09 -1.11192e-09 6.80066e-09 -3.65246e-09 1.9155e-08 8.75839e-09 -6.91769e-09 -7.64346e-09 2.9351e-09 -1.91013e-08 3.89112e-09 -3.35272e-09 4.36368e-09 -4.06097e-09 5.10013e-09 -1.59149e-08 7.71909e-09 5.97917e-09
77.2392 -4.51164e-09 5.42308e-09 -3.74374e-09 -3.01365e-09 -6.4043e-09 2.08136e-09 -1.53905e-08 6.01288e-09 -5.76295e-09 3.38842e-09 -1.53169e-08 -1.18856e-08 2.53896e-08 -2.71575e-08 1.15842e-08 2.35029e-08 9.27859e-09 1.36404e-08 -1.19281e-08 -1.35268e-08 3.37045e-08 4.16353e-09 1.19281e-08 2.66056e-09 2.66048e-09 -2.99952e-09 1.08799e-08 1.08798e-08 -2.9995e-09 3.39489e-10 -3.39445e-10 6.54641e-09 1.75391e-09 1.94274e-09 -1.88615e-09 -1.85572e-08 1.88608e-09 -9.27844e-09 2.35031e-08 -2.53895e-08 1.36404e-08 3.37045e-08 -1.35268e-08 -1.94271e-09 1.75391e-09 -6.54638e-09 1.53169e-08 3.38851e-09 -2.08134e-09 -1.18856e-08 1.15842e-08 -2.71574e-08 3.01361e-09 -3.74379e-09 4.51173e-09 -6.4044e-09 6.01294e-09 -1.53907e-08 5.42302e-09 5.76304e-09
79.7651 -5.79131e-09 4.4437e-09 -4.66875e-09 -2.93775e-09 -5.10953e-09 -5.14246e-09 -1.09465e-08 6.04696e-09 -6.32292e-09 4.42047e-09 -1.3316e-08 -1.64932e-08 2.33895e-08 -2.54192e-08 1.16187e-08 2.00162e-08 7.46429e-09 1.01346e-08 -8.89538e-09 -1.23134e-08 3.21275e-08 -1.0284e-08 8.89537e-09 4.40829e-10 4.40729e-10 -3.10936e-09 5.15624e-09 5.1561e-09 -3.10935e-09 1.87878e-09 -1.87878e-09 6.70749e-09 -6.35932e-09 6.95009e-10 -3.37315e-09 -1.49283e-08 3.37306e-09 -7.46415e-09 2.00163e-08 -2.33894e-08 1.01346e-08 3.21274e-08 -1.23134e-08 -6.9498e-10 -6.35932e-09 -6.70744e-09 1.33159e-08 4.42054e-09 5.14248e-09 -1.64932e-08 1.16187e-08 -2.54193e-08 2.93765e-09 -4.66884e-09 5.7915e-09 -5.10969e-09 6.04697e-09 -1.09467e-08 4.44376e-09 6.32304e-09
82.291 -8.34614e-09 2.4894e-09 -4.29716e-09 -1.76949e-09 -3.29545e-09 -8.83051e-09 -3.60992e-09 4.10796e-09 -6.77134e-09 9.96537e-09 -1.18847e-08 -1.85127e-08 2.38337e-08 -1.61313e-08 2.41996e-09 2.01391e-08 2.51216e-09 6.82958e-09 -1.91934e-09 -2.51346e-09 1.73046e-08 -1.76603e-08 1.91929e-09 -1.00156e-09 -1.0016e-09 -2.3387e-09 -4.7352e-09 -4.73536e-09 -2.3387e-09 4.28162e-09 -4.2817e-09 1.17233e-09 -1.16837e-08 9.39202e-11 -3.69489e-09 -5.02389e-09 3.69484e-09 -2.51215e-09 2.01391e-08 -2.38337e-08 6.82958e-09 1.73045e-08 -2.51353e-09 -9.39168e-11 -1.16837e-08 -1.17229e-09 1.18846e-08 9.96536e-09 8.83052e-09 -1.85127e-08 2.4199e-09 -1.61315e-08 1.76943e-09 -4.29723e-09 8.3463e-09 -3.29556e-09 4.10793e-09 -3.61003e-09 2.48962e-09 6.77149e-09
84.8169 -9.77353e-09 -1.00046e-10 -3.08151e-09 7.86082e-10 -3.41679e-09 -6.04084e-09 2.13868e-09 9.18054e-10 -4.96122e-09 1.52165e-08 -9.53824e-09 -1.75836e-08 2.47816e-08 -7.4173e-09 -8.45585e-09 2.26374e-08 -2.29347e-09 6.80861e-09 5.67828e-09 6.91256e-09 -1.1191e-10 -1.20815e-08 -5.67838e-09 3.35527e-10 3.35596e-10 -1.70469e-09 -1.19114e-08 -1.19115e-08 -1.7047e-09 5.0612e-09 -5.06133e-09 -7.52998e-09 -1.07758e-08 1.54351e-09 -2.14462e-09 4.58719e-09 2.14463e-09 2.29336e-09 2.26373e-08 -2.47817e-08 6.80859e-09 -1.11985e-10 6.91246e-09 -1.54354e-09 -1.07758e-08 7.52996e-09 9.53822e-09 1.52164e-08 6.04082e-09 -1.75837e-08 -8.45593e-09 -7.41746e-09 -7.86037e-10 -3.08153e-09 9.77357e-09 -3.41678e-09 9.18015e-10 2.13872e-09 -9.97477e-11 4.96138e-09
87.3428 -7.56286e-09 -8.35624e-10 -3.35502e-09 2.34036e-09 -4.11133e-09 1.1413e-09 2.31735e-09 -2.79729e-09 4.22205e-10 1.44007e-08 -6.08812e-09 -1.51801e-08 2.31243e-08 -6.48706e-09 -1.16737e-08 2.43066e-08 -3.92164e-09 8.98486e-09 8.31278e-09 8.5644e-09 -7.03026e-09 2.28237e-09 -8.31289e-09 7.56538e-10 7.56661e-10 4.56023e-10 -9.87961e-09 -9.87952e-09 4.56008e-10 4.1358e-10 -4.13697e-10 -1.35177e-08 -6.1962e-09 3.10928e-09 1.18211e-09 7.84326e-09 -1.18209e-09 3.9215e-09 2.43065e-08 -2.31244e-08 8.98485e-09 -7.03023e-09 8.56432e-09 -3.10932e-09 -6.19624e-09 1.35177e-08 6.08817e-09 1.44006e-08 -1.14134e-09 -1.51802e-08 -1.16738e-08 -6.48714e-09 -2.34022e-09 -3.355e-09 7.56277e-09 -4.11119e-09 -2.79731e-09 2.31749e-09 -8.35372e-10 -4.22064e-10
89.8687 -3.11442e-09 7.46474e-10 -5.66137e-09 9.15135e-10 -2.94402e-09 6.65894e-09 -1.71358e-09 -7.49012e-09 7.44851e-09 4.37362e-09 -2.02289e-09 -1.2874e-08 1.68536e-08 -1.36645e-08 -5.10225e-09 2.08981e-08 -1.46559e-09 8.97839e-09 2.35101e-09 2.83681e-09 -3.32689e-11 1.33177e-08 -2.3511e-09 -2.71729e-09 -2.71721e-09 6.57399e-09 -1.40032e-09 -1.40012e-09 6.57397e-09 -8.19479e-09 8.19474e-09 -1.36979e-08 -3.89642e-09 2.26537e-09 4.04466e-09 2.93109e-09 -4.04468e-09 1.46556e-09 2.08981e-08 -1.68537e-08 8.97841e-09 -3.31554e-11 2.8368e-09 -2.26539e-09 -3.89648e-09 1.36979e-08 2.02297e-09 4.37358e-09 -6.65898e-09 -1.2874e-08 -5.10222e-09 -1.36645e-08 -9.14975e-10 -5.66135e-09 3.11431e-09 -2.94386e-09 -7.49012e-09 -1.71344e-09 7.46584e-10 -7.4484e-09
92.3946 -1.19895e-09 1.09337e-09 -7.03666e-09 -1.9656e-09 -4.66155e-10 5.23317e-09 -3.78567e-09 -1.32609e-08 1.16151e-08 -1.16172e-08 2.75036e-09 -1.17283e-08 6.90385e-09 -2.29904e-08 4.63625e-09 1.03737e-08 3.14425e-09 4.14139e-09 -8.86648e-09 -4.05285e-09 1.18954e-08 1.04666e-08 8.86644e-09 -6.57059e-09 -6.57061e-09 1.52257e-08 2.58736e-09 2.58754e-09 1.52257e-08 -1.27085e-08 1.27085e-08 -1.10951e-08 -7.58724e-09 -5.83282e-10 3.47028e-09 -6.28853e-09 -3.47034e-09 -3.14412e-09 1.03738e-08 -6.90385e-09 4.14144e-09 1.18955e-08 -4.05279e-09 5.83304e-10 -7.5873e-09 1.10951e-08 -2.75031e-09 -1.16171e-08 -5.23317e-09 -1.17282e-08 4.63635e-09 -2.29903e-08 1.9657e-09 -7.03666e-09 1.19894e-09 -4.66126e-10 -1.32609e-08 -3.78559e-09 1.09335e-09 -1.1615e-08
95.0278 -4.478e-09 -3.99165e-09 -4.39343e-09 -2.64229e-09 4.32262e-10 -2.37592e-09 9.37775e-10 -1.80922e-08 9.93105e-09 -2.4995e-08 8.71791e-09 -1.25673e-08 -2.97367e-09 -2.85686e-08 9.71679e-09 -3.76369e-09 6.43849e-09 -3.87019e-09 -1.62765e-08 -7.16678e-09 1.69672e-08 -4.75112e-09 1.62765e-08 -4.82566e-09 -4.82577e-09 2.07339e-08 -5.4149e-09 -5.41488e-09 2.07339e-08 -5.93971e-09 5.93977e-09 -1.16015e-08 -1.64374e-08 -2.54986e-09 -7.89402e-10 -1.28771e-08 7.89323e-10 -6.4383e-09 -3.76354e-09 2.97375e-09 -3.87014e-09 1.69672e-08 -7.1667e-09 2.54992e-09 -1.64375e-08 1.16016e-08 -8.71795e-09 -2.49949e-08 2.37594e-09 -1.25672e-08 9.71691e-09 -2.85685e-08 2.6423e-09 -4.39345e-09 4.47817e-09 4.32097e-10 -1.80922e-08 9.37776e-10 -3.9917e-09 -9.93096e-09
97.661 -9.05975e-09 -1.31917e-08 4.0092e-10 4.88181e-10 -1.49455e-09 -8.01431e-09 9.94207e-09 -1.83981e-08 5.03683e-09 -2.67536e-08 1.4737e-08 -1.54704e-08 -7.26458e-09 -2.87405e-08 7.8824e-09 -1.17161e-08 5.63161e-09 -1.00149e-08 -1.20159e-08 -6.48999e-09 1.08787e-08 -1.60278e-08 1.20159e-08 1.89582e-09 1.8957e-09 1.79095e-08 -1.90007e-08 -1.90009e-08 1.79095e-08 8.15439e-09 -8.15439e-09 -1.78618e-08 -2.54854e-08 -1.39252e-09 -4.45099e-09 -1.12636e-08 4.4509e-09 -5.63152e-09 -1.17161e-08 7.26466e-09 -1.00149e-08 1.08788e-08 -6.48997e-09 1.39258e-09 -2.54853e-08 1.78618e-08 -1.47371e-08 -2.67535e-08 8.01434e-09 -1.54704e-08 7.88245e-09 -2.87405e-08 -4.88189e-10 4.00895e-10 9.06002e-09 -1.49479e-09 -1.83982e-08 9.94205e-09 -1.31917e-08 -5.0367e-09
100.294 -8.76372e-09 -1.95501e-08 1.75652e-09 4.56715e-09 -3.80322e-09 -5.49608e-09 1.58951e-08 -1.44816e-08 3.84256e-09 -1.86884e-08 1.92929e-08 -1.87337e-08 -5.28258e-09 -2.62379e-08 3.38601e-09 -8.96072e-09 1.7552e-09 -1.12878e-08 6.05124e-10 -5.09414e-09 4.58405e-11 -1.09914e-08 -6.05173e-10 5.56024e-09 5.56023e-09 9.91411e-09 -2.46577e-08 -2.46579e-08 9.91413e-09 1.5707e-08 -1.57071e-08 -2.61918e-08 -3.00218e-08 1.70787e-09 -3.67799e-09 -3.51086e-09 3.6779e-09 -1.75529e-09 -8.9608e-09 5.28255e-09 -1.12878e-08 4.58205e-11 -5.09422e-09 -1.70786e-09 -3.00218e-08 2.61918e-08 -1.9293e-08 -1.86885e-08 5.49607e-09 -1.87338e-08 3.38593e-09 -2.62379e-08 -4.56709e-09 1.75649e-09 8.76397e-09 -3.80334e-09 -1.44818e-08 1.58951e-08 -1.95499e-08 -3.84237e-09
102.927 -3.53158e-09 -1.81953e-08 -2.12782e-09 6.1478e-09 -4.03705e-09 1.71523e-09 1.55374e-08 -1.17699e-08 9.92493e-09 -1.1448e-08 2.22812e-08 -1.96785e-08 -2.55278e-09 -2.29045e-08 -2.54939e-10 -2.54735e-09 -1.84268e-09 -8.44102e-09 1.08333e-08 -3.77863e-09 -8.1577e-09 3.43117e-09 -1.08334e-08 1.90955e-09 1.90964e-09 5.62194e-09 -1.90681e-08 -1.90682e-08 5.62193e-09 8.27016e-09 -8.27034e-09 -3.1062e-08 -2.81198e-08 4.03363e-09 4.9076e-12 3.68523e-09 -5.02914e-12 1.84251e-09 -2.54747e-09 2.55261e-09 -8.44106e-09 -8.15771e-09 -3.77877e-09 -4.03369e-09 -2.81198e-08 3.10619e-08 -2.22813e-08 -1.14482e-08 -1.71529e-09 -1.96785e-08 -2.55096e-10 -2.29045e-08 -6.14761e-09 -2.12785e-09 3.53169e-09 -4.03696e-09 -1.17701e-08 1.55376e-08 -1.8195e-08 -9.9247e-09
105.662 3.17057e-10 -1.21611e-08 -6.53832e-09 5.19794e-09 -2.4095e-09 5.0801e-09 1.27915e-08 -1.62065e-08 1.96345e-08 -1.43178e-08 2.50724e-08 -1.69646e-08 -6.22266e-09 -1.88639e-08 -2.70493e-09 -4.16511e-09 -2.97441e-09 -4.66718e-09 1.07543e-08 -1.31363e-09 -1.1582e-08 1.01608e-08 -1.07544e-08 -4.12879e-09 -4.12867e-09 1.10085e-08 -1.24739e-08 -1.24738e-08 1.10085e-08 -7.47328e-09 7.47311e-09 -3.0446e-08 -2.16317e-08 4.0192e-09 2.05667e-09 5.94927e-09 -2.05679e-09 2.97433e-09 -4.16514e-09 6.22245e-09 -4.6671e-09 -1.1582e-08 -1.31374e-09 -4.01928e-09 -2.16318e-08 3.04458e-08 -2.50724e-08 -1.4318e-08 -5.0802e-09 -1.69645e-08 -2.70505e-09 -1.8864e-08 -5.1977e-09 -6.53833e-09 -3.17077e-10 -2.40931e-09 -1.62067e-08 1.27917e-08 -1.21609e-08 -1.96343e-08
108.397 -2.18641e-09 -1.04848e-08 -5.58786e-09 4.78987e-09 -5.78559e-10 1.16562e-09 1.37879e-08 -2.72508e-08 2.47391e-08 -2.68919e-08 2.85025e-08 -1.26476e-08 -1.76859e-08 -1.61638e-08 -3.39213e-09 -1.69816e-08 -2.00322e-09 -4.28502e-09 1.61032e-09 1.24295e-09 -1.14828e-08 2.33157e-09 -1.61033e-09 -5.00938e-09 -5.00935e-09 2.24607e-08 -1.59742e-08 -1.5974e-08 2.24606e-08 -1.4254e-08 1.42539e-08 -2.76464e-08 -1.69322e-08 2.14989e-09 7.037e-10 4.00728e-09 -7.03788e-10 2.00333e-09 -1.69815e-08 1.76858e-08 -4.28481e-09 -1.14826e-08 1.24294e-09 -2.14993e-09 -1.69323e-08 2.76464e-08 -2.85024e-08 -2.68919e-08 -1.16571e-09 -1.26474e-08 -3.39212e-09 -1.61638e-08 -4.78969e-09 -5.58784e-09 2.18637e-09 -5.7848e-10 -2.7251e-08 1.37881e-08 -1.04847e-08 -2.4739e-08
111.131 -7.12004e-09 -1.76326e-08 -6.2117e-10 6.8642e-09 7.1316e-10 -4.34972e-09 1.91725e-08 -3.69276e-08 2.26012e-08 -4.07107e-08 3.27842e-08 -1.05841e-08 -3.06018e-08 -1.83371e-08 -6.24932e-10 -3.18152e-08 -4.15686e-10 -9.61402e-09 -7.92641e-09 3.19522e-10 -1.02133e-08 -8.69935e-09 7.92642e-09 -1.33431e-09 -1.33441e-09 3.00627e-08 -2.62927e-08 -2.62926e-08 3.00627e-08 -4.96855e-09 4.96861e-09 -2.85498e-08 -2.01975e-08 3.05471e-10 -1.21323e-09 8.32121e-10 1.21316e-09 4.15878e-10 -3.1815e-08 3.06018e-08 -9.61379e-09 -1.02131e-08 3.19597e-10 -3.05437e-10 -2.01976e-08 2.85499e-08 -3.27843e-08 -4.07106e-08 4.34966e-09 -1.05839e-08 -6.24791e-10 -1.8337e-08 -6.86413e-09 -6.21155e-10 7.12011e-09 7.13038e-10 -3.69277e-08 1.91726e-08 -1.76326e-08 -2.26013e-08
113.866 -7.18136e-09 -2.85023e-08 2.24805e-09 9.71526e-09 1.10052e-09 -5.60815e-09 2.455e-08 -3.79182e-08 1.87435e-08 -4.88259e-08 3.84558e-08 -1.23862e-08 -3.80672e-08 -2.55767e-08 5.22708e-09 -3.95733e-08 1.21448e-09 -1.88666e-08 -1.03696e-08 -5.08826e-09 -9.956e-09 -1.12162e-08 1.03696e-08 1.14773e-09 1.14759e-09 2.82022e-08 -3.17315e-08 -3.17315e-08 2.82022e-08 9.7586e-09 -9.7585e-09 -3.55317e-08 -3.12522e-08 -1.39513e-10 -1.50557e-09 -2.42892e-09 1.50546e-09 -1.21439e-09 -3.95731e-08 3.80672e-08 -1.88665e-08 -9.95578e-09 -5.08819e-09 1.39596e-10 -3.12522e-08 3.55318e-08 -3.84559e-08 -4.88258e-08 5.60814e-09 -1.23861e-08 5.22723e-09 -2.55766e-08 -9.71522e-09 2.24803e-09 7.18157e-09 1.10031e-09 -3.79183e-08 2.455e-08 -2.85023e-08 -1.87435e-08
116.601 -1.22294e-09 -3.43174e-08 5.73462e-10 1.03119e-08 -5.97152e-11 -2.6503e-09 2.65524e-08 -3.11515e-08 1.99639e-08 -4.99511e-08 4.56469e-08 -1.57061e-08 -3.94e-08 -3.25297e-08 1.01867e-08 -4.05442e-08 2.30686e-09 -2.68688e-08 -4.30322e-09 -1.07116e-08 -1.19304e-08 -5.30009e-09 4.30314e-09 6.33615e-10 6.33545e-10 2.08397e-08 -2.77754e-08 -2.77754e-08 2.08397e-08 1.43533e-08 -1.43532e-08 -4.4459e-08 -4.25745e-08 5.24128e-10 -1.14357e-09 -4.61474e-09 1.14338e-09 -2.30695e-09 -4.05442e-08 3.94e-08 -2.68688e-08 -1.19302e-08 -1.07117e-08 -5.24069e-10 -4.25745e-08 4.44591e-08 -4.56471e-08 -4.99511e-08 2.65033e-09 -1.57062e-08 1.01867e-08 -3.25296e-08 -1.03118e-08 5.73418e-10 1.22323e-09 -5.98322e-11 -3.11517e-08 2.65526e-08 -3.43174e-08 -1.99638e-08
119.336 4.62459e-09 -3.19598e-08 -2.06115e-09 8.36021e-09 -1.97427e-09 1.09594e-09 2.62281e-08 -2.52111e-08 2.66956e-08 -4.68882e-08 5.24654e-08 -1.67024e-08 -3.98402e-08 -3.30504e-08 1.01596e-08 -4.12035e-08 1.49592e-09 -2.9222e-08 5.57815e-09 -1.12453e-08 -1.54669e-08 2.19295e-09 -5.57823e-09 -8.62399e-11 -8.61734e-11 1.68522e-08 -2.16036e-08 -2.16036e-08 1.68523e-08 5.26416e-09 -5.26428e-09 -4.85163e-08 -4.59239e-08 1.08563e-09 -1.36299e-09 -2.99334e-09 1.36278e-09 -1.4961e-09 -4.12036e-08 3.98401e-08 -2.92221e-08 -1.54668e-08 -1.12454e-08 -1.08565e-09 -4.59239e-08 4.85162e-08 -5.24655e-08 -4.68884e-08 -1.09591e-09 -1.67025e-08 1.01595e-08 -3.30503e-08 -8.35999e-09 -2.06115e-09 -4.62434e-09 -1.97423e-09 -2.52114e-08 2.62284e-08 -3.19597e-08 -2.66954e-08
121.761 5.08248e-09 -2.70912e-08 -2.07854e-09 7.29884e-09 -2.11612e-09 2.81013e-09 2.67564e-08 -2.73373e-08 3.28218e-08 -4.44748e-08 5.60418e-08 -1.43979e-08 -4.38469e-08 -2.7323e-08 5.66919e-09 -4.53093e-08 -1.17088e-09 -2.66317e-08 1.15676e-08 -6.95333e-09 -1.90118e-08 5.62181e-09 -1.15677e-08 3.82398e-11 3.83744e-11 2.00405e-08 -2.16742e-08 -2.16741e-08 2.00405e-08 -5.73041e-09 5.73021e-09 -4.6334e-08 -4.10289e-08 1.285e-09 -1.46259e-09 2.34093e-09 1.46241e-09 1.17077e-09 -4.53094e-08 4.38467e-08 -2.66317e-08 -1.90117e-08 -6.95346e-09 -1.28509e-09 -4.10289e-08 4.63338e-08 -5.60418e-08 -4.44751e-08 -2.81015e-09 -1.43979e-08 5.66903e-09 -2.7323e-08 -7.29859e-09 -2.07848e-09 -5.08234e-09 -2.11602e-09 -2.73376e-08 2.67568e-08 -2.70912e-08 -3.28215e-08
