# mu freq sigma_base sigma_full diff
2.30 0.081951 8.24754 8.22545 0.02209
2.30 0.0823185 7.76551 7.74481 0.0207
2.30 0.082686 7.52436 7.50439 0.01997
2.30 0.0830535 7.04807 7.02948 0.01859
2.30 0.083421 6.90297 6.88488 0.01809
2.30 0.0837885 6.55514 6.53806 0.01708
2.30 0.084156 6.48904 6.47219 0.01685
2.30 0.0845234 6.26307 6.24687 0.0162
2.30 0.0848909 6.01663 6.00116 0.01547
2.30 0.0852584 5.86175 5.84678 0.01497
2.30 0.0856259 5.47083 5.45701 0.01382
2.30 0.0859934 5.3072 5.29388 0.01332
2.30 0.0863609 4.97817 4.96573 0.01244
2.30 0.0867284 4.98388 4.97139 0.01249
2.30 0.0870959 4.91398 4.90159 0.01239
2.30 0.0874634 4.96811 4.95549 0.01262
2.30 0.0878309 4.96415 4.95145 0.0127
2.30 0.0881984 4.80077 4.78844 0.01233
2.30 0.0885659 4.80687 4.79446 0.01241
2.30 0.0889334 4.57212 4.56026 0.01186
2.30 0.0893009 4.56967 4.55776 0.01191
2.30 0.0896684 4.42156 4.40992 0.01164
2.30 0.0900358 4.4376 4.42583 0.01177
2.30 0.0904033 4.43788 4.42595 0.01193
2.30 0.0907708 4.48346 4.47123 0.01223
2.30 0.0911383 4.6399 4.62709 0.01281
2.30 0.0915058 4.58315 4.57035 0.0128
2.30 0.0918733 4.72231 4.70904 0.01327
2.30 0.0922408 4.72422 4.7108 0.01342
2.30 0.0926083 4.98579 4.97153 0.01426
2.30 0.0929758 5.20138 5.18629 0.01509
2.30 0.0933433 5.45295 5.43695 0.016
2.30 0.0937108 5.72524 5.70823 0.01701
2.30 0.0940783 5.9445 5.92661 0.01789
2.30 0.0944458 6.31346 6.29434 0.01912
2.30 0.0948133 6.46678 6.44698 0.0198
2.30 0.0951808 6.85359 6.8325 0.02109
2.30 0.0955482 7.23133 7.20884 0.02249
2.30 0.0959157 7.8311 7.80662 0.02448
2.30 0.0962832 8.56277 8.53582 0.02695
2.30 0.0966507 9.63169 9.60124 0.03045
2.30 0.0970182 11.2536 11.218 0.0356
2.30 0.0973857 13.455 13.4124 0.0426
2.30 0.0977532 16.5497 16.4975 0.0522
2.30 0.0981207 20.4487 20.3842 0.0645
2.30 0.0984882 26.32 26.2373 0.0827
2.30 0.0988557 35.332 35.2216 0.1104
2.30 0.0992232 49.382 49.2288 0.1532
2.30 0.0995907 68.2077 67.9979 0.2098
2.30 0.0999582 88.7643 88.4942 0.2701
2.30 0.100326 98.7972 98.5006 0.2966
2.30 0.100693 87.0612 86.8028 0.2584
2.30 0.101061 65.4109 65.2183 0.1926
2.30 0.101428 46.6343 46.4977 0.1366
2.30 0.101796 32.69 32.5946 0.0954
2.30 0.102163 23.6668 23.5977 0.0691
2.30 0.102531 17.6891 17.6374 0.0517
2.30 0.102898 13.9369 13.8961 0.0408
2.30 0.103266 11.3178 11.2846 0.0332
2.30 0.103633 9.59272 9.56461 0.02811
2.30 0.104001 8.37021 8.34564 0.02457
2.30 0.104368 7.37284 7.35123 0.02161
2.30 0.104736 6.68019 6.66051 0.01968
2.30 0.105103 6.04479 6.02683 0.01796
2.30 0.105471 5.78769 5.77032 0.01737
2.30 0.105838 5.55412 5.5373 0.01682
2.30 0.106206 5.59985 5.58304 0.01681
2.30 0.106573 5.69012 5.67312 0.017
2.30 0.106941 5.95175 5.93405 0.0177
2.30 0.107308 6.47863 6.45924 0.01939
2.30 0.107676 7.22797 7.20621 0.02176
2.30 0.108043 8.5794 8.55342 0.02598
2.30 0.108411 10.4622 10.4303 0.0319
2.30 0.108778 13.1783 13.1382 0.0401
2.30 0.109145 16.2458 16.1966 0.0492
2.30 0.109513 18.4443 18.389 0.0553
2.30 0.10988 18.3516 18.2971 0.0545
2.30 0.110248 16.8132 16.7635 0.0497
2.30 0.110615 15.3268 15.2815 0.0453
2.30 0.110983 14.5608 14.5175 0.0433
2.30 0.11135 15.3042 15.2584 0.0458
2.30 0.111718 16.5193 16.4699 0.0494
2.30 0.112085 16.9698 16.9192 0.0506
2.30 0.112453 16.9584 16.9078 0.0506
2.30 0.11282 17.987 17.9333 0.0537
2.30 0.113188 19.6341 19.5756 0.0585
2.30 0.113555 20.1919 20.1321 0.0598
2.30 0.113923 18.388 18.3342 0.0538
2.30 0.11429 14.7793 14.7367 0.0426
2.30 0.114658 11.968 11.9338 0.0342
2.30 0.115025 10.1652 10.1362 0.029
2.30 0.115393 9.14204 9.11599 0.02605
2.30 0.11576 8.85172 8.82633 0.02539
2.30 0.116128 9.21924 9.19263 0.02661
2.30 0.116495 9.93691 9.90807 0.02884
2.30 0.116863 9.66492 9.63683 0.02809
2.30 0.11723 8.29367 8.2697 0.02397
2.30 0.117598 6.60331 6.58425 0.01906
2.30 0.117965 5.51999 5.50427 0.01572
2.30 0.118333 4.79389 4.78043 0.01346
2.30 0.1187 4.25908 4.24739 0.01169
2.30 0.119068 3.80656 3.79629 0.01027
2.30 0.119435 3.35326 3.34435 0.00891
2.30 0.119803 3.18087 3.1725 0.00837
2.30 0.12017 2.95049 2.94272 0.00777
2.30 0.120538 2.88556 2.87801 0.00755
2.30 0.120905 2.80527 2.79785 0.00742
2.30 0.121273 2.87555 2.86792 0.00763
2.30 0.12164 3.10199 3.09359 0.0084
2.30 0.122008 3.48331 3.47371 0.0096
2.30 0.122375 4.23032 4.21845 0.01187
2.30 0.122743 5.13353 5.11885 0.01468
2.30 0.12311 6.08094 6.06354 0.0174
2.30 0.123478 6.27454 6.25657 0.01797
2.30 0.123845 6.11861 6.1012 0.01741
2.30 0.124213 6.01429 5.99712 0.01717
2.30 0.12458 6.21001 6.1922 0.01781
2.30 0.124948 6.92812 6.90805 0.02007
2.30 0.125315 7.92152 7.89839 0.02313
2.30 0.125683 8.70002 8.67472 0.0253
2.30 0.12605 7.92884 7.90598 0.02286
2.30 0.126418 6.37198 6.35397 0.01801
2.30 0.126785 5.13067 5.11629 0.01438
2.30 0.127153 4.41323 4.40101 0.01222
2.30 0.12752 3.9785 3.96756 0.01094
2.30 0.127888 3.4846 3.47512 0.00948
2.30 0.128255 3.16893 3.16041 0.00852
2.33 0 0 0 0
2.33 0.000367493 0.000128387 0.000127945 4.42e-07
2.33 0.000734987 0.000483893 0.000482646 1.247e-06
2.33 0.00110248 0.00107162 0.00106779 3.83e-06
2.33 0.00146997 0.00182493 0.00181976 5.17e-06
2.33 0.00183747 0.0027889 0.00277934 9.56e-06
2.33 0.00220496 0.00398109 0.00396911 1.198e-05
2.33 0.00257245 0.00531619 0.0052988 1.739e-05
2.33 0.00293995 0.00710231 0.00707892 2.339e-05
2.33 0.00330744 0.00893714 0.00890796 2.918e-05
2.33 0.00367493 0.0114246 0.0113847 3.99e-05
2.33 0.00404243 0.0140612 0.014015 4.62e-05
2.33 0.00440992 0.017351 0.01729 6.1e-05
2.33 0.00477741 0.0213475 0.021277 7.05e-05
2.33 0.00514491 0.0258228 0.0257347 8.81e-05
2.33 0.0055124 0.0319378 0.0318322 0.0001056
2.33 0.00587989 0.0382833 0.038158 0.0001253
2.33 0.00624739 0.0471247 0.04697 0.0001547
2.33 0.00661488 0.0573852 0.0572029 0.0001823
2.33 0.00698237 0.0705331 0.0703047 0.0002284
2.33 0.00734987 0.0862556 0.085985 0.0002706
2.33 0.00771736 0.107484 0.107143 0.000341
2.33 0.00808485 0.142224 0.141783 0.000441
2.33 0.00845234 0.195053 0.194453 0.0006
2.33 0.00881984 0.277593 0.276748 0.000845
2.33 0.00918733 0.369037 0.367926 0.001111
2.33 0.00955482 0.409651 0.408413 0.001238
2.33 0.00992232 0.373406 0.372278 0.001128
2.33 0.0102898 0.317696 0.316718 0.000978
2.33 0.0106573 0.284188 0.28331 0.000878
2.33 0.0110248 0.275731 0.274869 0.000862
2.33 0.0113923 0.301141 0.300201 0.00094
2.33 0.0117598 0.356761 0.355658 0.001103
2.33 0.0121273 0.457123 0.455719 0.001404
2.33 0.0124948 0.558462 0.55677 0.001692
2.33 0.0128623 0.581692 0.57992 0.001772
2.33 0.0132298 0.528051 0.526442 0.001609
2.33 0.0135973 0.482321 0.48083 0.001491
2.33 0.0139647 0.490509 0.488994 0.001515
2.33 0.0143322 0.55037 0.548673 0.001697
2.33 0.0146997 0.664098 0.662062 0.002036
2.33 0.0150672 0.730306 0.728082 0.002224
2.33 0.0154347 0.685485 0.683371 0.002114
2.33 0.0158022 0.592772 0.590931 0.001841
2.33 0.0161697 0.532413 0.530726 0.001687
2.33 0.0165372 0.508122 0.506506 0.001616
2.33 0.0169047 0.50986 0.508226 0.001634
2.33 0.0172722 0.562033 0.560238 0.001795
2.33 0.0176397 0.643608 0.641576 0.002032
2.33 0.0180072 0.718943 0.716677 0.002266
2.33 0.0183747 0.725721 0.723447 0.002274
2.33 0.0187422 0.72717 0.72487 0.0023
2.33 0.0191096 0.791694 0.789215 0.002479
2.33 0.0194771 0.912009 0.909168 0.002841
2.33 0.0198446 1.0587 1.05544 0.00326
2.33 0.0202121 1.1005 1.09712 0.00338
2.33 0.0205796 1.02396 1.02079 0.00317
2.33 0.0209471 0.927574 0.924682 0.002892
2.33 0.0213146 0.919209 0.916314 0.002895
2.33 0.0216821 0.977349 0.974297 0.003052
2.33 0.0220496 1.01608 1.01289 0.00319
2.33 0.0224171 0.963542 0.960515 0.003027
2.33 0.0227846 0.842402 0.839711 0.002691
2.33 0.0231521 0.768133 0.765639 0.002494
2.33 0.0235196 0.705308 0.702996 0.002312
2.33 0.0238871 0.667022 0.66479 0.002232
2.33 0.0242546 0.629346 0.627232 0.002114
2.33 0.024622 0.596501 0.594448 0.002053
2.33 0.0249895 0.578692 0.576693 0.001999
2.33 0.025357 0.554333 0.552381 0.001952
2.33 0.0257245 0.560099 0.558117 0.001982
2.33 0.026092 0.551538 0.549575 0.001963
2.33 0.0264595 0.574556 0.572493 0.002063
2.33 0.026827 0.593087 0.590975 0.002112
2.33 0.0271945 0.630924 0.628661 0.002263
2.33 0.027562 0.680355 0.677954 0.002401
2.33 0.0279295 0.708161 0.705647 0.002514
2.33 0.028297 0.747039 0.744405 0.002634
2.33 0.0286645 0.745012 0.742374 0.002638
2.33 0.029032 0.763784 0.761066 0.002718
2.33 0.0293995 0.762216 0.759509 0.002707
2.33 0.029767 0.782801 0.779994 0.002807
2.33 0.0301344 0.803279 0.800427 0.002852
2.33 0.0305019 0.81933 0.816394 0.002936
2.33 0.0308694 0.853632 0.850597 0.003035
2.33 0.0312369 0.847278 0.844239 0.003039
2.33 0.0316044 0.877321 0.874171 0.00315
2.33 0.0319719 0.882928 0.879758 0.00317
2.33 0.0323394 0.921202 0.917875 0.003327
2.33 0.0327069 0.933007 0.929649 0.003358
2.33 0.0330744 0.940575 0.937137 0.003438
2.33 0.0334419 0.971305 0.967773 0.003532
2.33 0.0338094 0.982872 0.979264 0.003608
2.33 0.0341769 1.05094 1.04712 0.00382
2.33 0.0345444 1.08423 1.0803 0.00393
2.33 0.0349119 1.16571 1.1615 0.00421
2.33 0.0352794 1.22101 1.21666 0.00435
2.33 0.0356468 1.29385 1.28923 0.00462
2.33 0.0360143 1.35122 1.34644 0.00478
2.33 0.0363818 1.36881 1.36393 0.00488
2.33 0.0367493 1.44457 1.43946 0.00511
2.33 0.0371168 1.48209 1.47685 0.00524
2.33 0.0374843 1.60118 1.59556 0.00562
2.33 0.0378518 1.70059 1.69471 0.00588
2.33 0.0382193 1.82459 1.8183 0.00629
2.33 0.0385868 1.85695 1.85057 0.00638
2.33 0.0389543 1.81324 1.80692 0.00632
2.33 0.0393218 1.82762 1.82124 0.00638
2.33 0.0396893 1.82992 1.82349 0.00643
2.33 0.0400568 1.94464 1.93784 0.0068
2.33 0.0404243 2.01327 2.00626 0.00701
2.33 0.0407918 2.13246 2.12505 0.00741
2.33 0.0411592 2.16276 2.15528 0.00748
2.33 0.0415267 2.16487 2.15732 0.00755
2.33 0.0418942 2.21362 2.20593 0.00769
2.33 0.0422617 2.21986 2.21209 0.00777
2.33 0.0426292 2.32098 2.31289 0.00809
2.33 0.0429967 2.35168 2.34348 0.0082
2.33 0.0433642 2.48318 2.47454 0.00864
2.33 0.0437317 2.56304 2.55416 0.00888
2.33 0.0440992 2.6837 2.67439 0.00931
2.33 0.0444667 2.81521 2.80553 0.00968
2.33 0.0448342 2.92911 2.91904 0.01007
2.33 0.0452017 3.1799 3.1691 0.0108
2.33 0.0455692 3.38142 3.37001 0.01141
2.33 0.0459367 3.7138 3.70138 0.01242
2.33 0.0463042 3.87454 3.86166 0.01288
2.33 0.0466716 3.99758 3.98427 0.01331
2.33 0.0470391 4.02704 4.01367 0.01337
2.33 0.0474066 4.03326 4.01978 0.01348
2.33 0.0477741 4.15718 4.14331 0.01387
2.33 0.0481416 4.2428 4.22861 0.01419
2.33 0.0485091 4.525 4.50995 0.01505
2.33 0.0488766 4.61926 4.60389 0.01537
2.33 0.0492441 4.73163 4.71582 0.01581
2.33 0.0496116 4.75581 4.73989 0.01592
2.33 0.0499791 4.864 4.84764 0.01636
2.33 0.0503466 5.07352 5.05653 0.01699
2.33 0.0507141 5.22393 5.2064 0.01753
2.33 0.0510816 5.57503 5.55642 0.01861
2.33 0.0514491 5.79775 5.77842 0.01933
2.33 0.0518165 6.2572 6.23642 0.02078
2.33 0.052184 6.62353 6.60164 0.02189
2.33 0.0525515 7.11546 7.09198 0.02348
2.33 0.052919 7.60239 7.57745 0.02494
2.33 0.0532865 8.02148 7.99517 0.02631
2.33 0.053654 8.68386 8.65554 0.02832
2.33 0.0540215 9.22362 9.1936 0.03002
2.33 0.054389 10.0924 10.0598 0.0326
2.33 0.0547565 10.8341 10.7992 0.0349
2.33 0.055124 11.8878 11.8497 0.0381
2.33 0.0554915 12.9044 12.8632 0.0412
2.33 0.055859 13.7199 13.6761 0.0438
2.33 0.0562265 14.5032 14.457 0.0462
2.33 0.056594 15.1641 15.1157 0.0484
2.33 0.0569615 16.4076 16.3553 0.0523
2.33 0.0573289 17.4484 17.3928 0.0556
2.33 0.0576964 18.8332 18.7733 0.0599
2.33 0.0580639 20.2179 20.1538 0.0641
2.33 0.0584314 21.9934 21.9237 0.0697
2.33 0.0587989 24.0124 23.9366 0.0758
2.33 0.0591664 25.9643 25.8824 0.0819
2.33 0.0595339 28.6221 28.532 0.0901
2.33 0.0599014 31.1557 31.0578 0.0979
2.33 0.0602689 34.2056 34.0981 0.1075
2.33 0.0606364 36.8801 36.7643 0.1158
2.33 0.0610039 40.7004 40.5727 0.1277
2.33 0.0613714 45.9472 45.8035 0.1437
2.33 0.0617389 52.9778 52.8127 0.1651
2.33 0.0621064 62.0635 61.8713 0.1922
2.33 0.0624739 70.7083 70.4897 0.2186
2.33 0.0628413 80.1736 79.9259 0.2477
2.33 0.0632088 90.7384 90.4577 0.2807
2.33 0.0635763 106.25 105.922 0.328
2.33 0.0639438 127.788 127.393 0.395
2.33 0.0643113 159.379 158.889 0.49
2.33 0.0646788 205.5 204.872 0.628
2.33 0.0650463 270.567 269.744 0.823
2.33 0.0654138 362.642 361.547 1.095
2.33 0.0657813 486.997 485.535 1.462
2.33 0.0661488 663.704 661.726 1.978
2.33 0.0665163 899.184 896.53 2.654
2.33 0.0668838 1180.16 1176.72 3.44
2.33 0.0672513 1373.21 1369.26 3.95
2.33 0.0676188 1296.72 1293.04 3.68
2.33 0.0679863 1045.79 1042.85 2.94
2.33 0.0683537 804.542 802.293 2.249
2.33 0.0687212 606.482 604.801 1.681
2.33 0.0690887 453.592 452.345 1.247
2.33 0.0694562 337.065 336.145 0.92
2.33 0.0698237 252.116 251.432 0.684
2.33 0.0701912 194.915 194.389 0.526
2.33 0.0705587 154.434 154.019 0.415
2.33 0.0709262 127.118 126.777 0.341
2.33 0.0712937 106.281 105.996 0.285
2.33 0.0716612 91.7123 91.4667 0.2456
2.33 0.0720287 78.9704 78.7595 0.2109
2.33 0.0723962 67.4788 67.2992 0.1796
2.33 0.0727637 58.0553 57.9012 0.1541
2.33 0.0731312 50.4107 50.2773 0.1334
2.33 0.0734987 44.8322 44.7137 0.1185
2.33 0.0738661 39.1731 39.07 0.1031
2.33 0.0742336 35.1744 35.0821 0.0923
2.33 0.0746011 31.3399 31.2579 0.082
2.33 0.0749686 28.356 28.2822 0.0738
2.33 0.0753361 25.6123 25.546 0.0663
2.33 0.0757036 23.0717 23.0123 0.0594
2.33 0.0760711 21.2409 21.1864 0.0545
2.33 0.0764386 19.1731 19.1243 0.0488
2.33 0.0768061 17.9868 17.941 0.0458
2.33 0.0771736 16.5155 16.4736 0.0419
2.33 0.0775411 15.6188 15.5793 0.0395
2.33 0.0779086 14.5044 14.4678 0.0366
2.33 0.0782761 13.6057 13.5714 0.0343
