# mu freq sigma_L0 sigma_L1 sigma_L2 diff_L1 diff_L2
2.5 0.0874634 0.0218975 0.0218652 0.0219743 3.23e-05 -7.68e-05
2.5 0.0878309 0.0216851 0.0214932 0.0214802 0.0001919 0.0002049
2.5 0.0881984 0.0230129 0.0231212 0.0230296 -0.0001083 -1.67e-05
2.5 0.0885659 0.0226627 0.0230372 0.023135 -0.0003745 -0.0004723
2.5 0.0889334 0.0233875 0.0237967 0.0237711 -0.0004092 -0.0003836
2.5 0.0893009 0.0234878 0.0236439 0.0235904 -0.0001561 -0.0001026
2.5 0.0896684 0.0234572 0.0233171 0.0233655 0.0001401 9.17e-05
2.5 0.0900358 0.0240231 0.0241931 0.0242074 -0.00017 -0.0001843
2.5 0.0904033 0.0239153 0.0242171 0.0241672 -0.0003018 -0.0002519
2.5 0.0907708 0.0248265 0.0249658 0.0249902 -0.0001393 -0.0001637
2.5 0.0911383 0.0240333 0.0241109 0.0241553 -7.76e-05 -0.000122
2.5 0.0915058 0.0249866 0.0249051 0.0248421 8.15e-05 0.0001445
2.5 0.0918733 0.0251904 0.0252613 0.0252933 -7.09e-05 -0.0001029
2.5 0.0922408 0.026045 0.0261026 0.0261135 -5.76e-05 -6.85e-05
2.5 0.0926083 0.0266235 0.0263412 0.0263139 0.0002823 0.0003096
2.5 0.0929758 0.0263856 0.0259365 0.0259496 0.0004491 0.000436
2.5 0.0933433 0.0269791 0.0265717 0.0265458 0.0004074 0.0004333
2.5 0.0937108 0.0259214 0.0254862 0.0255326 0.0004352 0.0003888
2.5 0.0940783 0.0268574 0.0264084 0.0263631 0.000449 0.0004943
2.5 0.0944458 0.0264752 0.0261682 0.026164 0.000307 0.0003112
2.5 0.0948133 0.0274331 0.0269493 0.0270172 0.0004838 0.0004159
2.5 0.0951808 0.0278304 0.0272447 0.0271776 0.0005857 0.0006528
2.5 0.0955482 0.0279386 0.0272653 0.0272777 0.0006733 0.0006609
2.5 0.0959157 0.0290341 0.02832 0.0283588 0.0007141 0.0006753
2.5 0.0962832 0.028987 0.0284068 0.0283936 0.0005802 0.0005934
2.5 0.0966507 0.0309862 0.0299156 0.0298624 0.0010706 0.0011238
2.5 0.0970182 0.030651 0.0291062 0.0291688 0.0015448 0.0014822
2.5 0.0973857 0.0315544 0.0301537 0.030176 0.0014007 0.0013784
2.5 0.0977532 0.0313611 0.0301616 0.0300237 0.0011995 0.0013374
2.5 0.0981207 0.0315658 0.0306378 0.0307792 0.000928 0.0007866
2.5 0.0984882 0.0325601 0.0324561 0.0324377 0.000104 0.0001224
2.5 0.0988557 0.0323341 0.0326387 0.0325131 -0.0003046 -0.000179
2.5 0.0992232 0.0337059 0.0336728 0.0338258 3.31e-05 -0.0001199
2.5 0.0995907 0.033097 0.0331318 0.0330871 -3.48e-05 9.9e-06
2.5 0.0999582 0.0346709 0.0345983 0.0345374 7.26e-05 0.0001335
2.5 0.100326 0.0344346 0.033769 0.033835 0.0006656 0.0005996
2.5 0.100693 0.0348688 0.0340636 0.0340798 0.0008052 0.000789
2.5 0.101061 0.0354331 0.0351585 0.0351015 0.0002746 0.0003316
2.5 0.101428 0.0354175 0.0356076 0.0356038 -0.0001901 -0.0001863
2.5 0.101796 0.0369581 0.0373892 0.0374739 -0.0004311 -0.0005158
2.5 0.102163 0.0361487 0.0365253 0.0364408 -0.0003766 -0.0002921
2.5 0.102531 0.0377048 0.0374164 0.0374039 0.0002884 0.0003009
2.5 0.102898 0.0372232 0.0366923 0.0367747 0.0005309 0.0004485
2.5 0.103266 0.038172 0.0377552 0.0377104 0.0004168 0.0004616
2.5 0.103633 0.0383838 0.037973 0.0379252 0.0004108 0.0004586
2.5 0.104001 0.0381933 0.0378524 0.0379215 0.0003409 0.0002718
2.5 0.104368 0.0397148 0.0395954 0.0396305 0.0001194 8.43e-05
2.5 0.104736 0.0395524 0.0399873 0.039853 -0.0004349 -0.0003006
2.5 0.105103 0.0414913 0.0418418 0.0419444 -0.0003505 -0.0004531
2.5 0.105471 0.0411 0.0413325 0.0413924 -0.0002325 -0.0002924
2.5 0.105838 0.0432015 0.0440038 0.0438225 -0.0008023 -0.000621
2.5 0.106206 0.0439377 0.0445142 0.0446366 -0.0005765 -0.0006989
2.5 0.106573 0.0445252 0.0442734 0.0443172 0.0002518 0.000208
2.5 0.106941 0.0455144 0.0446401 0.0444925 0.0008743 0.0010219
2.5 0.107308 0.0446968 0.0433449 0.0434167 0.0013519 0.0012801
2.5 0.107676 0.0457937 0.0443578 0.0444326 0.0014359 0.0013611
2.5 0.108043 0.0443243 0.0427744 0.0426664 0.0015499 0.0016579
2.5 0.108411 0.0457159 0.0440306 0.0440228 0.0016853 0.0016931
2.5 0.108778 0.0454287 0.0437712 0.0439164 0.0016575 0.0015123
2.5 0.109145 0.0462707 0.0441887 0.0440674 0.002082 0.0022033
2.5 0.109513 0.0459644 0.043476 0.0434326 0.0024884 0.0025318
2.5 0.10988 0.0449884 0.0423992 0.0425773 0.0025892 0.0024111
2.5 0.110248 0.0480757 0.0458032 0.0456681 0.0022725 0.0024076
2.5 0.110615 0.0487728 0.0473107 0.0472717 0.0014621 0.0015011
2.5 0.110983 0.0515942 0.0506167 0.050764 0.0009775 0.0008302
2.5 0.11135 0.0513365 0.0507966 0.0507037 0.0005399 0.0006328
2.5 0.111718 0.0528623 0.0528173 0.0527635 4.5e-05 9.88e-05
2.5 0.112085 0.0537531 0.0539129 0.0540286 -0.0001598 -0.0002755
2.5 0.112453 0.054394 0.0546001 0.0545702 -0.0002061 -0.0001762
2.5 0.11282 0.0562629 0.0560077 0.0559168 0.0002552 0.0003461
2.5 0.113188 0.0556704 0.0547638 0.0548829 0.0009066 0.0007875
2.5 0.113555 0.0581921 0.0571913 0.0571727 0.0010008 0.0010194
2.5 0.113923 0.0575203 0.056521 0.0564321 0.0009993 0.0010882
2.5 0.11429 0.0595857 0.0585335 0.0586357 0.0010522 0.00095
2.5 0.114658 0.0596931 0.0588552 0.0588231 0.0008379 0.00087
2.5 0.115025 0.0606819 0.0594986 0.0594619 0.0011833 0.00122
2.5 0.115393 0.0626126 0.0607783 0.06081 0.0018343 0.0018026
2.5 0.11576 0.0626531 0.0606432 0.0606462 0.0020099 0.0020069
2.5 0.116128 0.0659156 0.0639271 0.0639133 0.0019885 0.0020023
2.5 0.116495 0.065384 0.0636268 0.0636085 0.0017572 0.0017755
2.5 0.116863 0.0679972 0.0666283 0.0666782 0.0013689 0.001319
2.5 0.11723 0.0676579 0.0668766 0.0668388 0.0007813 0.0008191
2.5 0.117598 0.0691356 0.0689659 0.0689731 0.0001697 0.0001625
2.5 0.117965 0.0707053 0.0707415 0.0707597 -3.62e-05 -5.44e-05
2.5 0.118333 0.0712063 0.0714054 0.071386 -0.0001991 -0.0001797
2.5 0.1187 0.0740522 0.0749472 0.0749751 -0.000895 -0.0009229
2.5 0.119068 0.0729178 0.0742511 0.0741942 -0.0013333 -0.0012764
2.5 0.119435 0.0762747 0.0770819 0.0771424 -0.0008072 -0.0008677
2.5 0.119803 0.0762934 0.0765954 0.076571 -0.000302 -0.0002776
2.5 0.12017 0.0794958 0.0797918 0.079736 -0.000296 -0.0002402
2.5 0.120538 0.0816082 0.082349 0.0824534 -0.0007408 -0.0008452
2.5 0.120905 0.0832826 0.0846075 0.0845236 -0.0013249 -0.001241
2.5 0.121273 0.0862903 0.0881588 0.0881684 -0.0018685 -0.0018781
2.5 0.12164 0.0849878 0.0872386 0.0873039 -0.0022508 -0.0023161
2.5 0.122008 0.0880925 0.0896682 0.0895913 -0.0015757 -0.0014988
2.5 0.122375 0.0876233 0.0878857 0.0879296 -0.0002624 -0.0003063
2.5 0.122743 0.0920283 0.0912151 0.0912261 0.0008132 0.0008022
2.5 0.12311 0.093514 0.0922193 0.092173 0.0012947 0.001341
2.5 0.123478 0.0958043 0.0949731 0.095015 0.0008312 0.0007893
2.5 0.123845 0.0995489 0.0993912 0.099381 0.0001577 0.0001679
2.5 0.124213 0.100156 0.0998311 0.0997846 0.0003249 0.0003714
2.5 0.12458 0.105262 0.104231 0.104305 0.001031 0.000957
2.5 0.124948 0.106165 0.104717 0.104682 0.001448 0.001483
2.5 0.125315 0.112019 0.110768 0.110709 0.001251 0.00131
2.5 0.125683 0.113629 0.113267 0.113403 0.000362 0.000226
2.5 0.12605 0.118386 0.119065 0.118961 -0.000679 -0.000575
2.5 0.126418 0.12251 0.123805 0.123773 -0.001295 -0.001263
2.5 0.126785 0.124695 0.12572 0.125889 -0.001025 -0.001194
2.5 0.127153 0.13119 0.131512 0.131343 -0.000322 -0.000153
2.5 0.12752 0.132729 0.132711 0.132739 1.8e-05 -1e-05
2.5 0.127888 0.140519 0.140406 0.140532 0.000113 -1.3e-05
2.5 0.128255 0.142375 0.142609 0.142452 -0.000234 -7.7e-05
2.5 0.128623 0.148923 0.149345 0.149388 -0.000422 -0.000465
2.5 0.12899 0.153312 0.153387 0.153462 -7.5e-05 -0.00015
2.5 0.129358 0.157897 0.157194 0.157118 0.000703 0.000779
2.5 0.129725 0.166251 0.164327 0.164295 0.001924 0.001956
2.5 0.130093 0.16986 0.167335 0.167439 0.002525 0.002421
2.5 0.13046 0.180959 0.178346 0.178308 0.002613 0.002651
2.5 0.130828 0.184812 0.18211 0.182009 0.002702 0.002803
2.5 0.131195 0.196067 0.193353 0.193525 0.002714 0.002542
2.5 0.131563 0.203777 0.200909 0.200826 0.002868 0.002951
2.5 0.13193 0.213705 0.210647 0.210574 0.003058 0.003131
2.5 0.132298 0.225451 0.222431 0.222583 0.00302 0.002868
2.5 0.132665 0.233663 0.230939 0.230843 0.002724 0.00282
2.5 0.133033 0.2506 0.247875 0.247852 0.002725 0.002748
2.5 0.1334 0.259816 0.256913 0.25698 0.002903 0.002836
2.5 0.133768 0.279367 0.27716 0.277136 0.002207 0.002231
2.5 0.134135 0.292469 0.291004 0.290959 0.001465 0.00151
2.5 0.134503 0.312742 0.31101 0.311064 0.001732 0.001678
2.5 0.13487 0.33385 0.332223 0.332225 0.001627 0.001625
2.5 0.135238 0.353995 0.352577 0.352519 0.001418 0.001476
2.5 0.135605 0.384682 0.382505 0.382588 0.002177 0.002094
2.5 0.135973 0.407875 0.40447 0.404409 0.003405 0.003466
2.5 0.13634 0.446367 0.44218 0.442207 0.004187 0.00416
2.5 0.136707 0.476458 0.473537 0.473558 0.002921 0.0029
2.5 0.137075 0.521234 0.520113 0.520031 0.001121 0.001203
2.5 0.137442 0.566381 0.566347 0.566456 3.4e-05 -7.5e-05
2.5 0.13781 0.619088 0.620824 0.620749 -0.001736 -0.001661
2.5 0.138177 0.68858 0.691654 0.691625 -0.003074 -0.003045
2.5 0.138545 0.759428 0.762777 0.762885 -0.003349 -0.003457
2.5 0.138912 0.864201 0.86805 0.867968 -0.003849 -0.003767
2.5 0.13928 0.971581 0.976715 0.97669 -0.005134 -0.005109
2.5 0.139647 1.12428 1.13074 1.13084 -0.00646 -0.00656
2.5 0.140015 1.29938 1.30698 1.30693 -0.0076 -0.00755
2.5 0.140382 1.532 1.54015 1.54007 -0.00815 -0.00807
2.5 0.14075 1.83507 1.84254 1.8427 -0.00747 -0.00763
2.5 0.141117 2.2235 2.231 2.23093 -0.0075 -0.00743
2.5 0.141485 2.78078 2.78927 2.78917 -0.00849 -0.00839
2.5 0.141852 3.5284 3.53809 3.53829 -0.00969 -0.00989
2.5 0.14222 4.66976 4.68152 4.68141 -0.01176 -0.01165
2.5 0.142587 6.34875 6.36198 6.3619 -0.01323 -0.01315
2.5 0.142955 9.03975 9.05248 9.05265 -0.01273 -0.0129
2.5 0.143322 13.2401 13.2517 13.2516 -0.0116 -0.0115
2.5 0.14369 19.2805 19.2903 19.2903 -0.0098 -0.0098
2.5 0.144057 24.8484 24.8522 24.8523 -0.0038 -0.0039
2.5 0.144425 24.4433 24.4387 24.4386 0.0046 0.0047
2.5 0.144792 18.4398 18.4306 18.4306 0.0092 0.0092
2.5 0.14516 12.4205 12.4105 12.4106 0.01 0.0099
2.5 0.145527 8.34112 8.33122 8.33128 0.0099 0.00984
2.5 0.145895 5.77355 5.76488 5.7648 0.00867 0.00875
2.5 0.146262 4.18333 4.17603 4.17603 0.0073 0.0073
2.5 0.14663 3.11372 3.10778 3.10789 0.00594 0.00583
2.5 0.146997 2.41926 2.41501 2.41488 0.00425 0.00438
2.5 0.147365 1.90385 1.90019 1.90022 0.00366 0.00363
2.5 0.147732 1.55126 1.54829 1.54836 0.00297 0.0029
2.5 0.1481 1.27528 1.27271 1.27263 0.00257 0.00265
2.5 0.148467 1.06904 1.06573 1.06573 0.00331 0.00331
2.5 0.148835 0.912256 0.908787 0.908836 0.003469 0.00342
2.5 0.149202 0.778517 0.77564 0.775654 0.002877 0.002863
2.5 0.14957 0.684832 0.682766 0.682672 0.002066 0.00216
2.5 0.149937 0.592677 0.590743 0.59084 0.001934 0.001837
2.5 0.150305 0.531522 0.529803 0.52982 0.001719 0.001702
2.5 0.150672 0.469531 0.468448 0.468335 0.001083 0.001196
2.5 0.15104 0.423543 0.422969 0.423046 0.000574 0.000497
2.5 0.151407 0.381726 0.381872 0.381911 -0.000146 -0.000185
2.5 0.151775 0.34304 0.342743 0.342641 0.000297 0.000399
2.5 0.152142 0.317493 0.315626 0.315619 0.001867 0.001874
2.5 0.15251 0.285744 0.28224 0.282412 0.003504 0.003332
2.5 0.152877 0.268946 0.264723 0.264525 0.004223 0.004421
2.5 0.153245 0.244894 0.241103 0.241121 0.003791 0.003773
2.5 0.153612 0.230274 0.22749 0.227716 0.002784 0.002558
2.5 0.15398 0.214064 0.212942 0.212668 0.001122 0.001396
2.5 0.154347 0.199706 0.199867 0.199951 -0.000161 -0.000245
2.5 0.154715 0.189884 0.19071 0.190863 -0.000826 -0.000979
2.5 0.155082 0.174862 0.175475 0.17529 -0.000613 -0.000428
2.5 0.15545 0.169313 0.169053 0.169042 0.00026 0.000271
2.5 0.155817 0.156481 0.155979 0.15617 0.000502 0.000311
2.5 0.156185 0.151792 0.150979 0.15084 0.000813 0.000952
2.5 0.156552 0.143798 0.141603 0.14147 0.002195 0.002328
2.5 0.15692 0.137508 0.134575 0.134913 0.002933 0.002595
2.5 0.157287 0.132919 0.130942 0.13069 0.001977 0.002229
2.5 0.157655 0.124868 0.122961 0.122899 0.001907 0.001969
2.5 0.158022 0.122787 0.120409 0.120728 0.002378 0.002059
2.5 0.15839 0.114284 0.112443 0.112164 0.001841 0.00212
2.5 0.158757 0.112686 0.111648 0.111677 0.001038 0.001009
2.5 0.159125 0.108051 0.107494 0.107684 0.000557 0.000367
2.5 0.159492 0.106137 0.105884 0.105718 0.000253 0.000419
2.5 0.15986 0.104976 0.105284 0.105251 -0.000308 -0.000275
2.5 0.160227 0.102575 0.102481 0.102661 9.4e-05 -8.6e-05
2.5 0.160595 0.10299 0.102753 0.102599 0.000237 0.000391
2.5 0.160962 0.0976259 0.0973487 0.0973314 0.0002772 0.0002945
2.5 0.16133 0.0973386 0.095861 0.0960145 0.0014776 0.0013241
2.5 0.161697 0.0922082 0.0908315 0.0906455 0.0013767 0.0015627
2.5 0.162065 0.0910545 0.0906742 0.0908074 0.0003803 0.0002471
2.5 0.162432 0.0891738 0.0898371 0.0897832 -0.0006633 -0.0006094
2.5 0.1628 0.0858781 0.0872408 0.0872327 -0.0013627 -0.0013546
2.5 0.163167 0.0857919 0.0869811 0.0870829 -0.0011892 -0.001291
2.5 0.163535 0.0819749 0.0826517 0.0824659 -0.0006768 -0.000491
2.5 0.163902 0.0830212 0.0834227 0.0836287 -0.0004015 -0.0006075
2.5 0.164269 0.0795799 0.0808439 0.0807275 -0.001264 -0.0011476
2.5 0.164637 0.0791556 0.0807799 0.0807233 -0.0016243 -0.0015677
2.5 0.165004 0.0785965 0.0792325 0.0793957 -0.000636 -0.0007992
2.5 0.165372 0.0785698 0.0778953 0.0777287 0.0006745 0.0008411
2.5 0.165739 0.0794741 0.0775916 0.0776571 0.0018825 0.001817
2.5 0.166107 0.0769924 0.0741564 0.0741788 0.002836 0.0028136
2.5 0.166474 0.0782403 0.0751518 0.0751117 0.0030885 0.0031286
2.5 0.166842 0.0755498 0.0736272 0.0736527 0.0019226 0.0018971
2.5 0.167209 0.0769421 0.0762566 0.0762613 0.0006855 0.0006808
2.5 0.167577 0.0763807 0.0753092 0.0753011 0.0010715 0.0010796
2.5 0.167944 0.0766043 0.0748176 0.0748405 0.0017867 0.0017638
2.5 0.168312 0.0777651 0.0770988 0.0770751 0.0006663 0.00069
2.5 0.168679 0.075198 0.0756228 0.0756044 -0.0004248 -0.0004064
2.5 0.169047 0.075792 0.0758994 0.0759901 -0.0001074 -0.0001981
2.5 0.169414 0.0731469 0.0727737 0.0726177 0.0003732 0.0005292
2.5 0.169782 0.0742753 0.073085 0.0731756 0.0011903 0.0010997
2.5 0.170149 0.0733683 0.0722449 0.0723014 0.0011234 0.0010669
2.5 0.170517 0.0736055 0.0734695 0.0732786 0.000136 0.0003269
2.5 0.170884 0.0748278 0.0749633 0.0751483 -0.0001355 -0.0003205
2.5 0.171252 0.0741506 0.0739673 0.0739284 0.0001833 0.0002222
2.5 0.171619 0.075813 0.0754611 0.0753708 0.0003519 0.0004422
2.5 0.171987 0.0743739 0.0750293 0.0751493 -0.0006554 -0.0007754
2.5 0.172354 0.076415 0.0780422 0.0780079 -0.0016272 -0.0015929
2.5 0.172722 0.0748132 0.0759223 0.0758864 -0.0011091 -0.0010732
2.5 0.173089 0.0743135 0.0750937 0.0751118 -0.0007802 -0.0007983
2.5 0.173457 0.0746644 0.0752675 0.0753008 -0.0006031 -0.0006364
2.5 0.173824 0.0747494 0.0742558 0.0742042 0.0004936 0.0005452
2.5 0.174192 0.0762978 0.0752485 0.075232 0.0010493 0.0010658
2.5 0.174559 0.0732624 0.0721296 0.0721941 0.0011328 0.0010683
2.5 0.174927 0.0747081 0.0729952 0.0729507 0.0017129 0.0017574
2.5 0.175294 0.0739572 0.0718464 0.0718215 0.0021108 0.0021357
2.5 0.175662 0.0752004 0.0743359 0.0744048 0.0008645 0.0007956
2.5 0.176029 0.0756886 0.0769854 0.0769693 -0.0012968 -0.0012807
2.5 0.176397 0.0741719 0.0758249 0.0757957 -0.001653 -0.0016238
2.5 0.176764 0.0750031 0.0759606 0.0759905 -0.0009575 -0.0009874
2.5 0.177132 0.0740216 0.0740655 0.0741043 -4.39e-05 -8.27e-05
2.5 0.177499 0.0771001 0.075701 0.0756418 0.0013991 0.0014583
2.5 0.177867 0.0766888 0.0742671 0.0742211 0.0024217 0.0024677
2.5 0.178234 0.0771927 0.0751514 0.0753131 0.0020413 0.0018796
2.5 0.178602 0.0774619 0.0762219 0.076052 0.00124 0.0014099
2.5 0.178969 0.0789091 0.076679 0.0766572 0.0022301 0.0022519
2.5 0.179337 0.0801762 0.0777258 0.0779729 0.0024504 0.0022033
2.5 0.179704 0.0782092 0.0772669 0.0769733 0.0009423 0.0012359
2.5 0.180072 0.0810656 0.0809962 0.0811035 6.94e-05 -3.79e-05
2.5 0.180439 0.080858 0.0807855 0.0809617 7.25e-05 -0.0001037
2.5 0.180807 0.0837824 0.0818254 0.0815405 0.001957 0.0022419
2.5 0.181174 0.0852091 0.0810981 0.081263 0.004111 0.0039461
2.5 0.181542 0.0866026 0.0822196 0.0822852 0.004383 0.0043174
2.5 0.181909 0.0875127 0.0837394 0.0835501 0.0037733 0.0039626
2.5 0.182277 0.085121 0.0826923 0.082803 0.0024287 0.002318
2.5 0.182644 0.0871913 0.0865757 0.0866212 0.0006156 0.0005701
2.5 0.183012 0.086691 0.0873136 0.0871737 -0.0006226 -0.0004827
2.5 0.183379 0.0905194 0.0913761 0.0914643 -0.0008567 -0.0009449
2.6 0 0 0 0 0 0
2.6 0.000367493 2.90598e-06 1.82594e-06 1.55827e-06 1.08004e-06 1.34771e-06
2.6 0.000734987 5.50004e-06 4.589e-06 4.28073e-06 9.1104e-07 1.21931e-06
2.6 0.00110248 9.15971e-06 6.0269e-06 7.20533e-06 3.13281e-06 1.95438e-06
2.6 0.00146997 9.91444e-06 5.92851e-06 6.12951e-06 3.98593e-06 3.78493e-06
2.6 0.00183747 1.70366e-05 1.47442e-05 1.39337e-05 2.2924e-06 3.1029e-06
2.6 0.00220496 1.47585e-05 5.32464e-06 4.73575e-06 9.43386e-06 1.00227e-05
2.6 0.00257245 1.29179e-05 -9.80403e-06 -1.01178e-05 2.27219e-05 2.30357e-05
2.6 0.00293995 1.05904e-05 -1.98881e-05 -1.80641e-05 3.04785e-05 2.86545e-05
2.6 0.00330744 1.30893e-05 -2.11956e-05 -2.07687e-05 3.42849e-05 3.3858e-05
2.6 0.00367493 3.55986e-05 3.07648e-06 2.08143e-06 3.25221e-05 3.35172e-05
2.6 0.00404243 6.14775e-05 4.75336e-05 4.46214e-05 1.39439e-05 1.68561e-05
2.6 0.00440992 9.2929e-05 9.48136e-05 9.48852e-05 -1.8846e-06 -1.9562e-06
2.6 0.00477741 6.43772e-05 8.5715e-05 9.22077e-05 -2.13378e-05 -2.78305e-05
2.6 0.00514491 3.73285e-05 8.33477e-05 8.27327e-05 -4.60192e-05 -4.54042e-05
2.6 0.0055124 2.32355e-05 7.77926e-05 6.9767e-05 -5.45571e-05 -4.65315e-05
2.6 0.00587989 3.22672e-05 9.24391e-05 9.15287e-05 -6.01719e-05 -5.92615e-05
2.6 0.00624739 6.47168e-05 0.00010552 0.000116025 -4.08032e-05 -5.13082e-05
2.6 0.00661488 7.55511e-05 7.33835e-05 7.65368e-05 2.1676e-06 -9.857e-07
2.6 0.00698237 0.000106349 8.36332e-05 7.01732e-05 2.27158e-05 3.61758e-05
2.6 0.00734987 9.74535e-05 7.60031e-05 7.25732e-05 2.14504e-05 2.48803e-05
2.6 0.00771736 0.000102056 9.0141e-05 0.000104575 1.1915e-05 -2.519e-06
2.6 0.00808485 8.74258e-05 0.000107516 0.000111173 -2.00902e-05 -2.37472e-05
2.6 0.00845234 8.42314e-05 0.000151534 0.000137579 -6.73026e-05 -5.33476e-05
2.6 0.00881984 8.88509e-05 0.000179547 0.000174655 -9.06961e-05 -8.58041e-05
2.6 0.00918733 9.3892e-05 0.000164645 0.000177836 -7.0753e-05 -8.3944e-05
2.6 0.00955482 0.00015696 0.000156638 0.000160948 3.22e-07 -3.988e-06
2.6 0.00992232 0.000168115 0.000113234 0.000101043 5.4881e-05 6.7072e-05
2.6 0.0102898 0.000174646 0.000129875 0.000129123 4.4771e-05 4.5523e-05
2.6 0.0106573 0.00013431 9.38724e-05 0.000101155 4.04376e-05 3.3155e-05
2.6 0.0110248 0.000171693 0.000157073 0.000157669 1.462e-05 1.4024e-05
2.6 0.0113923 0.00022781 0.000292271 0.000289515 -6.4461e-05 -6.1705e-05
2.6 0.0117598 0.000259389 0.000374795 0.000374923 -0.000115406 -0.000115534
2.6 0.0121273 0.000332926 0.000464257 0.000466107 -0.000131331 -0.000133181
2.6 0.0124948 0.000341142 0.000470391 0.000462856 -0.000129249 -0.000121714
2.6 0.0128623 0.000434245 0.000514294 0.000521113 -8.0049e-05 -8.6868e-05
2.6 0.0132298 0.000460818 0.000479712 0.000486415 -1.8894e-05 -2.5597e-05
2.6 0.0135973 0.00046847 0.000462024 0.000448407 6.446e-06 2.0063e-05
2.6 0.0139647 0.000453003 0.000419014 0.000415347 3.3989e-05 3.7656e-05
2.6 0.0143322 0.000397815 0.000354739 0.00036558 4.3076e-05 3.2235e-05
2.6 0.0146997 0.00036795 0.000373621 0.000385838 -5.671e-06 -1.7888e-05
2.6 0.0150672 0.000305521 0.000330741 0.000310708 -2.522e-05 -5.187e-06
2.6 0.0154347 0.000333377 0.000307957 0.000298763 2.542e-05 3.4614e-05
2.6 0.0158022 0.000313862 0.00023704 0.000263807 7.6822e-05 5.0055e-05
2.6 0.0161697 0.000389933 0.000273785 0.000275166 0.000116148 0.000114767
2.6 0.0165372 0.000465575 0.000266862 0.000247424 0.000198713 0.000218151
2.6 0.0169047 0.000536687 0.000306149 0.00029721 0.000230538 0.000239477
2.6 0.0172722 0.000644771 0.00044315 0.000468929 0.000201621 0.000175842
2.6 0.0176397 0.000645201 0.000451597 0.000457295 0.000193604 0.000187906
2.6 0.0180072 0.000628975 0.000559985 0.000531477 6.899e-05 9.7498e-05
2.6 0.0183747 0.000565299 0.000601284 0.000601752 -3.5985e-05 -3.6453e-05
2.6 0.0187422 0.000668464 0.000652363 0.000670141 1.6101e-05 -1.677e-06
2.6 0.0191096 0.000738814 0.000731017 0.000739481 7.797e-06 -6.67e-07
2.6 0.0194771 0.000766672 0.00083746 0.00081663 -7.0788e-05 -4.9958e-05
2.6 0.0198446 0.000755882 0.000822195 0.000816045 -6.6313e-05 -6.0163e-05
2.6 0.0202121 0.000737766 0.000731289 0.000748694 6.477e-06 -1.0928e-05
2.6 0.0205796 0.000759409 0.000780003 0.000786166 -2.0594e-05 -2.6757e-05
2.6 0.0209471 0.000695993 0.000739332 0.00073529 -4.3339e-05 -3.9297e-05
2.6 0.0213146 0.000834498 0.000828816 0.000809262 5.682e-06 2.5236e-05
2.6 0.0216821 0.000892274 0.000862728 0.000868563 2.9546e-05 2.3711e-05
2.6 0.0220496 0.00100242 0.000875555 0.000894713 0.000126865 0.000107707
2.6 0.0224171 0.0010508 0.000874374 0.000873933 0.000176426 0.000176867
2.6 0.0227846 0.00106056 0.000863161 0.000842497 0.000197399 0.000218063
2.6 0.0231521 0.0011782 0.000941852 0.000928603 0.000236348 0.000249597
2.6 0.0235196 0.00110521 0.000941936 0.000974452 0.000163274 0.000130758
2.6 0.0238871 0.00108008 0.00100216 0.00101498 7.792e-05 6.51e-05
2.6 0.0242546 0.000971146 0.00102844 0.000994986 -5.7294e-05 -2.384e-05
2.6 0.024622 0.00106987 0.00123781 0.00122595 -0.00016794 -0.00015608
2.6 0.0249895 0.00114346 0.00130633 0.00133677 -0.00016287 -0.00019331
2.6 0.025357 0.00124871 0.00134784 0.00136591 -9.913e-05 -0.0001172
2.6 0.0257245 0.00142077 0.00138216 0.00135182 3.861e-05 6.895e-05
2.6 0.026092 0.00130914 0.00120396 0.00118376 0.00010518 0.00012538
2.6 0.0264595 0.0013561 0.00124299 0.00127417 0.00011311 8.193e-05
2.6 0.026827 0.0013359 0.0012448 0.00125759 9.11e-05 7.831e-05
2.6 0.0271945 0.00147345 0.00152981 0.00150363 -5.636e-05 -3.018e-05
2.6 0.027562 0.00160962 0.0017631 0.00175527 -0.00015348 -0.00014565
2.6 0.0279295 0.00171467 0.00182681 0.00184171 -0.00011214 -0.00012704
2.6 0.028297 0.00174915 0.00183688 0.00184731 -8.773e-05 -9.816e-05
2.6 0.0286645 0.00166659 0.0017163 0.00170162 -4.971e-05 -3.503e-05
2.6 0.029032 0.00180926 0.00179009 0.00178739 1.917e-05 2.187e-05
2.6 0.0293995 0.00187495 0.0018052 0.00181688 6.975e-05 5.807e-05
2.6 0.029767 0.00207655 0.00184202 0.0018391 0.00023453 0.00023745
2.6 0.0301344 0.0020182 0.00172593 0.00172381 0.00029227 0.00029439
2.6 0.0305019 0.00196007 0.00188112 0.00187925 7.895e-05 8.082e-05
2.6 0.0308694 0.00186266 0.00193802 0.00194187 -7.536e-05 -7.921e-05
2.6 0.0312369 0.00175404 0.0018831 0.00188129 -0.00012906 -0.00012725
2.6 0.0316044 0.00205827 0.00224293 0.00224634 -0.00018466 -0.00018807
2.6 0.0319719 0.00221662 0.00238839 0.00238193 -0.00017177 -0.00016531
2.6 0.0323394 0.00242902 0.00245669 0.00244665 -2.767e-05 -1.763e-05
2.6 0.0327069 0.00247148 0.00238959 0.00240803 8.189e-05 6.345e-05
2.6 0.0330744 0.0026642 0.00262494 0.00263087 3.926e-05 3.333e-05
