# mu freq sigma_L0 sigma_L1 sigma_L2 diff_L1 diff_L2
2.8 0.141485 0.793433 0.794129 0.794286 -0.000696 -0.000853
2.8 0.141852 0.855466 0.856052 0.856169 -0.000586 -0.000703
2.8 0.14222 0.947762 0.948642 0.94862 -0.00088 -0.000858
2.8 0.142587 1.03136 1.03205 1.03192 -0.00069 -0.00056
2.8 0.142955 1.15118 1.1506 1.15063 0.00058 0.00055
2.8 0.143322 1.27475 1.27321 1.27299 0.00154 0.00176
2.8 0.14369 1.43143 1.42992 1.42951 0.00151 0.00192
2.8 0.144057 1.62325 1.62166 1.62218 0.00159 0.00107
2.8 0.144425 1.84107 1.83977 1.84063 0.0013 0.00044
2.8 0.144792 2.13992 2.1391 2.13891 0.00082 0.00101
2.8 0.14516 2.4776 2.47668 2.47596 0.00092 0.00164
2.8 0.145527 2.9553 2.95414 2.95349 0.00116 0.00181
2.8 0.145895 3.53826 3.53699 3.53687 0.00127 0.00139
2.8 0.146262 4.36039 4.35876 4.35986 0.00163 0.00053
2.8 0.14663 5.47603 5.47521 5.47621 0.00082 -0.00018
2.8 0.146997 7.07064 7.07222 7.07173 -0.00158 -0.00109
2.8 0.147365 9.47096 9.47455 9.47343 -0.00359 -0.00247
2.8 0.147732 13.1063 13.1111 13.1106 -0.0048 -0.0043
2.8 0.1481 18.9649 18.9702 18.9704 -0.0053 -0.0055
2.8 0.148467 27.8534 27.8587 27.8593 -0.0053 -0.0059
2.8 0.148835 39.2386 39.2424 39.2435 -0.0038 -0.0049
2.8 0.149202 45.4102 45.4107 45.4107 -0.0005 -0.0005
2.8 0.14957 39.2418 39.2381 39.2369 0.0037 0.0049
2.8 0.149937 27.5424 27.5356 27.5345 0.0068 0.0079
2.8 0.150305 18.4019 18.3945 18.3948 0.0074 0.0071
2.8 0.150672 12.4465 12.4393 12.4406 0.0072 0.0059
2.8 0.15104 8.80175 8.79498 8.79551 0.00677 0.00624
2.8 0.151407 6.43534 6.42885 6.42859 0.00649 0.00675
2.8 0.151775 4.88015 4.874 4.87296 0.00615 0.00719
2.8 0.152142 3.8154 3.80985 3.80943 0.00555 0.00597
2.8 0.15251 3.03464 3.02982 3.03056 0.00482 0.00408
2.8 0.152877 2.49592 2.49299 2.49312 0.00293 0.0028
2.8 0.153245 2.05218 2.05059 2.0505 0.00159 0.00168
2.8 0.153612 1.75039 1.74971 1.74991 0.00068 0.00048
2.8 0.15398 1.48084 1.48151 1.48189 -0.00067 -0.00105
2.8 0.154347 1.29074 1.29318 1.29273 -0.00244 -0.00199
2.8 0.154715 1.12839 1.13119 1.1303 -0.0028 -0.00191
2.8 0.155082 0.998667 0.999464 0.999788 -0.000797 -0.001121
2.8 0.15545 0.907048 0.906745 0.907334 0.000303 -0.000286
2.8 0.155817 0.819118 0.817447 0.817802 0.001671 0.001316
2.8 0.156185 0.780245 0.777125 0.77695 0.00312 0.003295
2.8 0.156552 0.739642 0.735598 0.735127 0.004044 0.004515
2.8 0.15692 0.754634 0.749428 0.749349 0.005206 0.005285
2.8 0.157287 0.789998 0.785428 0.785526 0.00457 0.004472
2.8 0.157655 0.85463 0.850672 0.850713 0.003958 0.003917
2.8 0.158022 0.853297 0.849532 0.84928 0.003765 0.004017
2.8 0.15839 0.73212 0.728466 0.729022 0.003654 0.003098
2.8 0.158757 0.601002 0.598127 0.598687 0.002875 0.002315
2.8 0.159125 0.483905 0.483501 0.482791 0.000404 0.001114
2.8 0.159492 0.418691 0.420425 0.419654 -0.001734 -0.000963
2.8 0.15986 0.358958 0.362073 0.362137 -0.003115 -0.003179
2.8 0.160227 0.32275 0.325469 0.326383 -0.002719 -0.003633
2.8 0.160595 0.292211 0.294014 0.294252 -0.001803 -0.002041
2.8 0.160962 0.266712 0.267763 0.267391 -0.001051 -0.000679
2.8 0.16133 0.253753 0.253331 0.253182 0.000422 0.000571
2.8 0.161697 0.229223 0.227782 0.227312 0.001441 0.001911
2.8 0.162065 0.222275 0.219933 0.220146 0.002342 0.002129
2.8 0.162432 0.201393 0.199227 0.199715 0.002166 0.001678
2.8 0.1628 0.19493 0.192955 0.192841 0.001975 0.002089
2.8 0.163167 0.182044 0.179814 0.179827 0.00223 0.002217
2.8 0.163535 0.172518 0.170976 0.170784 0.001542 0.001734
2.8 0.163902 0.167501 0.166074 0.16571 0.001427 0.001791
2.8 0.164269 0.154554 0.153217 0.153471 0.001337 0.001083
2.8 0.164637 0.154554 0.153002 0.153786 0.001552 0.000768
2.8 0.165004 0.142644 0.140688 0.140434 0.001956 0.00221
2.8 0.165372 0.143003 0.141741 0.140601 0.001262 0.002402
2.8 0.165739 0.13249 0.131904 0.132047 0.000586 0.000443
2.8 0.166107 0.128714 0.128994 0.129886 -0.00028 -0.001172
2.8 0.166474 0.124923 0.125251 0.125773 -0.000328 -0.00085
2.8 0.166842 0.118802 0.11794 0.117524 0.000862 0.001278
2.8 0.167209 0.122523 0.121512 0.120506 0.001011 0.002017
2.8 0.167577 0.114173 0.114218 0.114217 -4.5e-05 -4.4e-05
2.8 0.167944 0.116656 0.116706 0.117285 -5e-05 -0.000629
2.8 0.168312 0.109566 0.107615 0.108064 0.001951 0.001502
2.8 0.168679 0.110074 0.107812 0.10769 0.002262 0.002384
2.8 0.169047 0.106043 0.10528 0.105078 0.000763 0.000965
2.8 0.169414 0.103337 0.10268 0.102801 0.000657 0.000536
2.8 0.169782 0.104371 0.104015 0.103454 0.000356 0.000917
2.8 0.170149 0.09702 0.0963115 0.0960145 0.0007085 0.0010055
2.8 0.170517 0.100356 0.0983457 0.0989421 0.0020103 0.0014139
2.8 0.170884 0.0931395 0.0918558 0.0926946 0.0012837 0.0004449
2.8 0.171252 0.0960003 0.0956753 0.0955333 0.000325 0.000467
2.8 0.171619 0.0929834 0.0923024 0.0911871 0.000681 0.0017963
2.8 0.171987 0.0928596 0.0920358 0.091921 0.0008238 0.0009386
2.8 0.172354 0.0933889 0.0926892 0.0933485 0.0006997 4.04e-05
2.8 0.172722 0.0888777 0.0879649 0.0883888 0.0009128 0.0004889
2.8 0.173089 0.0922436 0.0921402 0.0916898 0.0001034 0.0005538
2.8 0.173457 0.0876204 0.0893308 0.0887066 -0.0017104 -0.0010862
2.8 0.173824 0.0920062 0.0948404 0.0955087 -0.0028342 -0.0035025
2.8 0.174192 0.0867794 0.0899114 0.0906675 -0.003132 -0.0038881
2.8 0.174559 0.0890956 0.0906026 0.0901086 -0.001507 -0.001013
2.8 0.174927 0.0897805 0.0899452 0.0888588 -0.0001647 0.0009217
2.8 0.175294 0.0878325 0.0884809 0.0884276 -0.0006484 -0.0005951
2.8 0.175662 0.0920243 0.0913816 0.0923655 0.0006427 -0.0003412
2.8 0.176029 0.0886396 0.0867475 0.0873135 0.0018921 0.0013261
2.8 0.176397 0.0932282 0.0916048 0.0914455 0.0016234 0.0017827
2.8 0.176764 0.0880903 0.0870519 0.086403 0.0010384 0.0016873
2.8 0.177132 0.0889473 0.0896403 0.0892218 -0.000693 -0.0002745
2.8 0.177499 0.0850177 0.0868708 0.0869886 -0.0018531 -0.0019709
2.8 0.177867 0.0844552 0.0859923 0.0859517 -0.0015371 -0.0014965
2.8 0.178234 0.0873621 0.0879253 0.0885007 -0.0005632 -0.0011386
2.8 0.178602 0.0840712 0.0848771 0.0858215 -0.0008059 -0.0017503
2.8 0.178969 0.0884051 0.0900286 0.0894673 -0.0016235 -0.0010622
2.8 0.179337 0.0845846 0.0854431 0.0843859 -0.0008585 0.0001987
2.8 0.179704 0.0892271 0.089623 0.0891465 -0.0003959 8.06e-05
2.8 0.180072 0.0868994 0.08612 0.0865702 0.0007794 0.0003292
2.8 0.180439 0.0882025 0.0851321 0.0863872 0.0030704 0.0018153
2.8 0.180807 0.090437 0.0855237 0.0855908 0.0049133 0.0048462
2.8 0.181174 0.0902073 0.0844872 0.0838948 0.0057201 0.0063125
2.8 0.181542 0.0951396 0.0895985 0.0892641 0.0055411 0.0058755
2.8 0.181909 0.0927726 0.085622 0.0852816 0.0071506 0.007491
2.8 0.182277 0.0991571 0.091067 0.0911374 0.0080901 0.0080197
2.8 0.182644 0.0969577 0.0898197 0.0900562 0.007138 0.0069015
2.8 0.183012 0.099253 0.0936295 0.0941625 0.0056235 0.0050905
2.8 0.183379 0.0978896 0.0960035 0.0964619 0.0018861 0.0014277
2.9 0 0 0 0 0 0
2.9 0.000367493 6.91111e-06 2.46122e-06 4.13823e-06 4.44989e-06 2.77288e-06
2.9 0.000734987 1.75995e-05 5.35065e-06 1.11433e-05 1.22489e-05 6.4562e-06
2.9 0.00110248 5.99544e-06 -1.39828e-05 3.16693e-07 1.99782e-05 5.67875e-06
2.9 0.00146997 2.77073e-06 -1.16157e-05 7.00866e-06 1.43864e-05 -4.23793e-06
2.9 0.00183747 -2.39835e-05 -1.76357e-05 -5.4955e-06 -6.3478e-06 -1.8488e-05
2.9 0.00220496 -1.86094e-05 -1.87257e-06 7.842e-06 -1.67368e-05 -2.64514e-05
2.9 0.00257245 -2.88912e-05 -1.66611e-05 -1.02241e-07 -1.22301e-05 -2.8789e-05
2.9 0.00293995 -2.931e-05 -2.04262e-05 9.25108e-06 -8.8838e-06 -3.85611e-05
2.9 0.00330744 -2.26077e-05 -1.21135e-05 1.92809e-05 -1.04942e-05 -4.18886e-05
2.9 0.00367493 -4.27078e-05 -2.70592e-05 -1.74168e-05 -1.56486e-05 -2.5291e-05
2.9 0.00404243 -1.07532e-05 1.28525e-05 8.99594e-06 -2.36057e-05 -1.97491e-05
2.9 0.00440992 -3.70764e-05 -4.12214e-06 2.91135e-06 -3.29543e-05 -3.99878e-05
2.9 0.00477741 -6.95902e-06 4.65419e-05 6.93624e-05 -5.35009e-05 -7.63214e-05
2.9 0.00514491 -3.58564e-05 3.43499e-05 4.48467e-05 -7.02063e-05 -8.07031e-05
2.9 0.0055124 6.45692e-06 9.2259e-05 5.92709e-05 -8.58021e-05 -5.2814e-05
2.9 0.00587989 3.75417e-05 0.000150695 0.000100619 -0.000113153 -6.30773e-05
2.9 0.00624739 2.88399e-05 0.000142238 0.000126265 -0.000113398 -9.74251e-05
2.9 0.00661488 7.07785e-05 0.000152328 0.000167597 -8.15495e-05 -9.68185e-05
2.9 0.00698237 9.85581e-06 8.23872e-05 8.43429e-05 -7.25314e-05 -7.44871e-05
2.9 0.00734987 6.47187e-05 0.000183612 0.000151273 -0.000118893 -8.65543e-05
2.9 0.00771736 1.71142e-05 0.000178335 0.000116382 -0.000161221 -9.92678e-05
2.9 0.00808485 7.61579e-05 0.000241337 0.000160476 -0.000165179 -8.43181e-05
2.9 0.00845234 7.10109e-05 0.00025361 0.000159153 -0.000182599 -8.81421e-05
2.9 0.00881984 4.96274e-05 0.000257452 0.000137202 -0.000207825 -8.75746e-05
2.9 0.00918733 9.39499e-05 0.000312586 0.000199522 -0.000218636 -0.000105572
2.9 0.00955482 4.78673e-05 0.000260829 0.000220456 -0.000212962 -0.000172589
2.9 0.00992232 0.00019464 0.000371802 0.000372363 -0.000177162 -0.000177723
2.9 0.0102898 0.000202701 0.000375343 0.000324072 -0.000172642 -0.000121371
2.9 0.0106573 0.000309456 0.000517347 0.000414385 -0.000207891 -0.000104929
2.9 0.0110248 0.000274267 0.000439452 0.00039757 -0.000165185 -0.000123303
2.9 0.0113923 0.000328174 0.000412734 0.000502628 -8.456e-05 -0.000174454
2.9 0.0117598 0.000422953 0.000515588 0.000653997 -9.2635e-05 -0.000231044
2.9 0.0121273 0.000412305 0.000560261 0.000663865 -0.000147956 -0.00025156
2.9 0.0124948 0.000569472 0.000752935 0.000842811 -0.000183463 -0.000273339
2.9 0.0128623 0.000400171 0.000583785 0.000671056 -0.000183614 -0.000270885
2.9 0.0132298 0.000329344 0.000433791 0.000510651 -0.000104447 -0.000181307
2.9 0.0135973 0.000158446 9.95953e-05 0.000227124 5.88507e-05 -6.8678e-05
2.9 0.0139647 0.000116241 -7.84898e-05 0.000158684 0.000194731 -4.2443e-05
2.9 0.0143322 -2.89328e-05 -0.000220584 6.19817e-05 0.000191651 -9.09145e-05
2.9 0.0146997 -0.000104807 -0.000223338 3.20044e-05 0.000118531 -0.000136811
2.9 0.0150672 0.000246078 0.00018068 0.000403215 6.5398e-05 -0.000157137
2.9 0.0154347 0.000352948 0.000348036 0.000523638 4.912e-06 -0.00017069
2.9 0.0158022 0.000522168 0.000512635 0.000618875 9.533e-06 -9.6707e-05
2.9 0.0161697 0.00046113 0.000445772 0.000469181 1.5358e-05 -8.051e-06
2.9 0.0165372 0.000672028 0.00075216 0.000742872 -8.0132e-05 -7.0844e-05
2.9 0.0169047 0.000837955 0.000962483 0.000891696 -0.000124528 -5.3741e-05
2.9 0.0172722 0.000912529 0.00114796 0.000876049 -0.000235431 3.648e-05
2.9 0.0176397 0.000894223 0.00131886 0.000904719 -0.000424637 -1.0496e-05
2.9 0.0180072 0.000686258 0.00111455 0.000720148 -0.000428292 -3.389e-05
2.9 0.0183747 0.000869261 0.00118569 0.00082866 -0.000316429 4.0601e-05
2.9 0.0187422 0.000740198 0.000977449 0.00058897 -0.000237251 0.000151228
2.9 0.0191096 0.00089577 0.00110646 0.000688486 -0.00021069 0.000207284
2.9 0.0194771 0.000892184 0.00103656 0.000660699 -0.000144376 0.000231485
2.9 0.0198446 0.000868268 0.000908703 0.000555648 -4.0435e-05 0.00031262
2.9 0.0202121 0.000882081 0.000800869 0.000500166 8.1212e-05 0.000381915
2.9 0.0205796 0.000915105 0.000660223 0.000589984 0.000254882 0.000325121
2.9 0.0209471 0.00120457 0.000884979 0.00108844 0.000319591 0.00011613
2.9 0.0213146 0.00106472 0.000786237 0.00101451 0.000278483 5.021e-05
2.9 0.0216821 0.00130769 0.00103162 0.00109745 0.00027607 0.00021024
2.9 0.0220496 0.00125704 0.000891205 0.00100808 0.000365835 0.00024896
2.9 0.0224171 0.00137998 0.000950113 0.00129914 0.000429867 8.084e-05
2.9 0.0227846 0.00144012 0.00105646 0.00152932 0.00038366 -8.92e-05
2.9 0.0231521 0.00141113 0.00107415 0.0015919 0.00033698 -0.00018077
2.9 0.0235196 0.00159057 0.00133298 0.00185266 0.00025759 -0.00026209
2.9 0.0238871 0.00135716 0.00117331 0.00159212 0.00018385 -0.00023496
2.9 0.0242546 0.00150429 0.00140133 0.00161636 0.00010296 -0.00011207
2.9 0.024622 0.00128164 0.00133434 0.00139686 -5.27e-05 -0.00011522
2.9 0.0249895 0.00143806 0.0014992 0.00159344 -6.114e-05 -0.00015538
2.9 0.025357 0.00149172 0.00135007 0.00158116 0.00014165 -8.944e-05
2.9 0.0257245 0.00153493 0.00131551 0.00163487 0.00021942 -9.994e-05
2.9 0.026092 0.00169046 0.0016892 0.001871 1.26e-06 -0.00018054
2.9 0.0264595 0.00159825 0.00173304 0.00161532 -0.00013479 -1.707e-05
2.9 0.026827 0.00206898 0.00219346 0.0018198 -0.00012448 0.00024918
2.9 0.0271945 0.00201557 0.00219149 0.00173577 -0.00017592 0.0002798
2.9 0.027562 0.00223524 0.00233549 0.00205733 -0.00010025 0.00017791
2.9 0.0279295 0.00216599 0.00215719 0.0020562 8.8e-06 0.00010979
2.9 0.028297 0.0023213 0.00233073 0.00218595 -9.43e-06 0.00013535
2.9 0.0286645 0.00254676 0.00258418 0.00231091 -3.742e-05 0.00023585
2.9 0.029032 0.00243555 0.00252954 0.00215514 -9.399e-05 0.00028041
2.9 0.0293995 0.00265895 0.00281876 0.00248648 -0.00015981 0.00017247
2.9 0.029767 0.00234315 0.00255322 0.00241073 -0.00021007 -6.758e-05
2.9 0.0301344 0.0025126 0.00279879 0.00277778 -0.00028619 -0.00026518
2.9 0.0305019 0.00225562 0.00262948 0.00262387 -0.00037386 -0.00036825
2.9 0.0308694 0.00231958 0.00280439 0.00276368 -0.00048481 -0.0004441
2.9 0.0312369 0.00240746 0.00289151 0.00272896 -0.00048405 -0.0003215
2.9 0.0316044 0.00250142 0.002711 0.00250737 -0.00020958 -5.95e-06
2.9 0.0319719 0.0029311 0.00290557 0.00280609 2.553e-05 0.00012501
2.9 0.0323394 0.00260451 0.00264611 0.00266385 -4.16e-05 -5.934e-05
2.9 0.0327069 0.00272067 0.00292013 0.00310518 -0.00019946 -0.00038451
2.9 0.0330744 0.00243322 0.00272365 0.0029596 -0.00029043 -0.00052638
2.9 0.0334419 0.00278145 0.00298547 0.00304852 -0.00020402 -0.00026707
2.9 0.0338094 0.00300001 0.00301872 0.00300942 -1.871e-05 -9.41e-06
2.9 0.0341769 0.00316396 0.00317844 0.00326695 -1.448e-05 -0.00010299
2.9 0.0345444 0.00346573 0.00358372 0.0037508 -0.00011799 -0.00028507
2.9 0.0349119 0.00320378 0.0034068 0.00358161 -0.00020302 -0.00037783
2.9 0.0352794 0.00346035 0.00373909 0.00386175 -0.00027874 -0.0004014
2.9 0.0356468 0.00314367 0.00332354 0.00341295 -0.00017987 -0.00026928
2.9 0.0360143 0.00354886 0.00349585 0.00355443 5.301e-05 -5.57e-06
2.9 0.0363818 0.00360565 0.00346618 0.00348285 0.00013947 0.0001228
2.9 0.0367493 0.00370418 0.00350742 0.0036301 0.00019676 7.408e-05
2.9 0.0371168 0.00378046 0.00348248 0.00374016 0.00029798 4.03e-05
2.9 0.0374843 0.00348215 0.00327353 0.00348985 0.00020862 -7.7e-06
2.9 0.0378518 0.00388689 0.00382805 0.0039156 5.884e-05 -2.871e-05
2.9 0.0382193 0.00375096 0.00365988 0.0036721 9.108e-05 7.886e-05
2.9 0.0385868 0.00417064 0.0040406 0.00405339 0.00013004 0.00011725
2.9 0.0389543 0.00389961 0.00401931 0.00398422 -0.0001197 -8.461e-05
2.9 0.0393218 0.0040635 0.00435255 0.00429485 -0.00028905 -0.00023135
2.9 0.0396893 0.00430197 0.00436017 0.00441356 -5.82e-05 -0.00011159
2.9 0.0400568 0.00429306 0.00428506 0.00437963 8e-06 -8.657e-05
2.9 0.0404243 0.00467264 0.00489095 0.00486938 -0.00021831 -0.00019674
2.9 0.0407918 0.00445363 0.00478341 0.00463132 -0.00032978 -0.00017769
2.9 0.0411592 0.00495441 0.00517569 0.00505495 -0.00022128 -0.00010054
2.9 0.0415267 0.00479395 0.00472617 0.00465816 6.778e-05 0.00013579
2.9 0.0418942 0.00523436 0.0048703 0.00464999 0.00036406 0.00058437
2.9 0.0422617 0.00523388 0.00476423 0.00449898 0.00046965 0.0007349
2.9 0.0426292 0.00519182 0.00459703 0.0045996 0.00059479 0.00059222
2.9 0.0429967 0.00563705 0.00482474 0.00497749 0.00081231 0.00065956
2.9 0.0433642 0.00532241 0.00478629 0.00464007 0.00053612 0.00068234
2.9 0.0437317 0.00542135 0.00537563 0.00497159 4.572e-05 0.00044976
2.9 0.0440992 0.00485394 0.00479819 0.0046669 5.575e-05 0.00018704
2.9 0.0444667 0.0052026 0.00504996 0.00520778 0.00015264 -5.18e-06
2.9 0.0448342 0.00495219 0.00494922 0.00495449 2.97e-06 -2.3e-06
2.9 0.0452017 0.0049236 0.00506791 0.00483986 -0.00014431 8.374e-05
2.9 0.0455692 0.0051366 0.00525796 0.00513279 -0.00012136 3.81e-06
2.9 0.0459367 0.00481435 0.0049567 0.00513318 -0.00014235 -0.00031883
2.9 0.0463042 0.00526228 0.00563028 0.00589454 -0.000368 -0.00063226
2.9 0.0466716 0.00523173 0.00585689 0.00599665 -0.00062516 -0.00076492
2.9 0.0470391 0.0060354 0.00678276 0.0068219 -0.00074736 -0.0007865
2.9 0.0474066 0.00591752 0.00637665 0.00639322 -0.00045913 -0.0004757
2.9 0.0477741 0.00620628 0.00628929 0.00628328 -8.301e-05 -7.7e-05
2.9 0.0481416 0.00642616 0.00641648 0.00645013 9.68e-06 -2.397e-05
2.9 0.0485091 0.00657202 0.00638215 0.00658254 0.00018987 -1.052e-05
2.9 0.0488766 0.00717002 0.00684244 0.00711833 0.00032758 5.169e-05
2.9 0.0492441 0.00668549 0.00638906 0.0066568 0.00029643 2.869e-05
2.9 0.0496116 0.00728092 0.00699221 0.00706673 0.00028871 0.00021419
2.9 0.0499791 0.00695043 0.00681789 0.00641793 0.00013254 0.0005325
2.9 0.0503466 0.00694336 0.00699702 0.0063247 -5.366e-05 0.00061866
2.9 0.0507141 0.00690357 0.00700481 0.00635665 -0.00010124 0.00054692
2.9 0.0510816 0.00742042 0.00746245 0.00704842 -4.203e-05 0.000372
2.9 0.0514491 0.00807869 0.00801988 0.00791704 5.881e-05 0.00016165
2.9 0.0518165 0.00777414 0.00768635 0.00772613 8.779e-05 4.801e-05
2.9 0.052184 0.00850464 0.00831333 0.00858109 0.00019131 -7.645e-05
2.9 0.0525515 0.00820276 0.00787682 0.00827976 0.00032594 -7.7e-05
2.9 0.052919 0.00877937 0.00845939 0.00870405 0.00031998 7.532e-05
2.9 0.0532865 0.00859644 0.00839269 0.00853085 0.00020375 6.559e-05
2.9 0.053654 0.00844506 0.00832095 0.00852596 0.00012411 -8.09e-05
2.9 0.0540215 0.00836866 0.00838794 0.00870674 -1.928e-05 -0.00033808
2.9 0.054389 0.0079232 0.00833229 0.00854233 -0.00040909 -0.00061913
2.9 0.0547565 0.0085705 0.00905741 0.00929694 -0.00048691 -0.00072644
2.9 0.055124 0.00823551 0.00846721 0.00903009 -0.0002317 -0.00079458
2.9 0.0554915 0.00894378 0.00902162 0.00961576 -7.784e-05 -0.00067198
2.9 0.055859 0.00878662 0.00874114 0.00911637 4.548e-05 -0.00032975
2.9 0.0562265 0.0092774 0.00936848 0.00942936 -9.108e-05 -0.00015196
2.9 0.056594 0.00977787 0.009965 0.00986256 -0.00018713 -8.469e-05
2.9 0.0569615 0.0101521 0.009849 0.00985103 0.0003031 0.00030107
2.9 0.0573289 0.0111495 0.0104151 0.0104045 0.0007344 0.000745
2.9 0.0576964 0.0107495 0.0103825 0.0102438 0.000367 0.0005057
2.9 0.0580639 0.0112781 0.0114105 0.0110984 -0.0001324 0.0001797
2.9 0.0584314 0.0107959 0.0108556 0.0104833 -5.97e-05 0.0003126
2.9 0.0587989 0.0113384 0.011245 0.0109314 9.34e-05 0.000407
2.9 0.0591664 0.0115371 0.0113929 0.0109831 0.0001442 0.000554
2.9 0.0595339 0.0115793 0.0113694 0.0108086 0.0002099 0.0007707
2.9 0.0599014 0.0118981 0.0117346 0.0112251 0.0001635 0.000673
2.9 0.0602689 0.011449 0.01137 0.0110235 7.9e-05 0.0004255
2.9 0.0606364 0.0122849 0.012289 0.0117625 -4.1e-06 0.0005224
2.9 0.0610039 0.0118382 0.0118629 0.0111353 -2.47e-05 0.0007029
2.9 0.0613714 0.0123788 0.0121809 0.0118069 0.0001979 0.0005719
2.9 0.0617389 0.0122435 0.0116817 0.0119389 0.0005618 0.0003046
2.9 0.0621064 0.0125109 0.0119664 0.0125385 0.0005445 -2.76e-05
2.9 0.0624739 0.0127123 0.0126299 0.0128574 8.24e-05 -0.0001451
2.9 0.0628413 0.0122174 0.0124744 0.0123047 -0.000257 -8.73e-05
2.9 0.0632088 0.0128598 0.0130175 0.0129948 -0.0001577 -0.000135
2.9 0.0635763 0.0124566 0.0121689 0.012521 0.0002877 -6.44e-05
2.9 0.0639438 0.0134076 0.0128295 0.013258 0.0005781 0.0001496
2.9 0.0643113 0.0127918 0.0125219 0.0125952 0.0002699 0.0001966
2.9 0.0646788 0.0127521 0.0129839 0.0126795 -0.0002318 7.26e-05
2.9 0.0650463 0.0129066 0.0131971 0.0127955 -0.0002905 0.0001111
2.9 0.0654138 0.0129991 0.0129611 0.0128111 3.8e-05 0.000188
2.9 0.0657813 0.0138282 0.013759 0.014056 6.92e-05 -0.0002278
2.9 0.0661488 0.0133608 0.0137544 0.0142916 -0.0003936 -0.0009308
2.9 0.0665163 0.0146361 0.0150304 0.0154384 -0.0003943 -0.0008023
2.9 0.0668838 0.0145248 0.0143647 0.0145888 0.0001601 -6.4e-05
2.9 0.0672513 0.0150473 0.014765 0.0148507 0.0002823 0.0001966
2.9 0.0676188 0.0150322 0.0148115 0.0146718 0.0002207 0.0003604
2.9 0.0679863 0.0152161 0.0146011 0.0147858 0.000615 0.0004303
2.9 0.0683537 0.0156534 0.0148108 0.0158569 0.0008426 -0.0002035
2.9 0.0687212 0.014538 0.0141202 0.0157015 0.0004178 -0.0011635
2.9 0.0690887 0.0147908 0.0147802 0.0162791 1.06e-05 -0.0014883
2.9 0.0694562 0.0142636 0.0143985 0.0153167 -0.0001349 -0.0010531
2.9 0.0698237 0.0156278 0.015774 0.0164245 -0.0001462 -0.0007967
2.9 0.0701912 0.0156466 0.0156241 0.0162531 2.25e-05 -0.0006065
2.9 0.0705587 0.0157803 0.0158745 0.0159178 -9.42e-05 -0.0001375
2.9 0.0709262 0.0161919 0.0168247 0.0162725 -0.0006328 -8.06e-05
2.9 0.0712937 0.0160363 0.0170356 0.0160651 -0.0009993 -2.88e-05
2.9 0.0716612 0.0173605 0.018291 0.0167199 -0.0009305 0.0006406
2.9 0.0720287 0.0170172 0.0180782 0.0160231 -0.001061 0.0009941
2.9 0.0723962 0.0181047 0.0193662 0.0172343 -0.0012615 0.0008704
2.9 0.0727637 0.0178687 0.0188258 0.0170693 -0.0009571 0.0007994
2.9 0.0731312 0.0185093 0.0190338 0.0177446 -0.0005245 0.0007647
2.9 0.0734987 0.0189589 0.0190074 0.0179791 -4.85e-05 0.0009798
2.9 0.0738661 0.0188633 0.0186456 0.0178768 0.0002177 0.0009865
2.9 0.0742336 0.0195098 0.0190811 0.0188792 0.0004287 0.0006306
2.9 0.0746011 0.0187008 0.0177178 0.0180961 0.000983 0.0006047
2.9 0.0749686 0.0194169 0.0183755 0.0189132 0.0010414 0.0005037
2.9 0.0753361 0.0181247 0.0175584 0.0182657 0.0005663 -0.000141
2.9 0.0757036 0.0183504 0.0181434 0.0189939 0.000207 -0.0006435
2.9 0.0760711 0.0182694 0.0183373 0.0190205 -6.79e-05 -0.0007511
2.9 0.0764386 0.0182761 0.018169 0.018908 0.0001071 -0.0006319
2.9 0.0768061 0.0187851 0.0177967 0.0189395 0.0009884 -0.0001544
2.9 0.0771736 0.017599 0.0160039 0.0174246 0.0015951 0.0001744
2.9 0.0775411 0.0177195 0.0163976 0.0174993 0.0013219 0.0002202
2.9 0.0779086 0.0168654 0.016241 0.0167901 0.0006244 7.53e-05
2.9 0.0782761 0.0195003 0.0194635 0.0200169 3.68e-05 -0.0005166
2.9 0.0786436 0.0212545 0.0217893 0.0224661 -0.0005348 -0.0012116
2.9 0.0790111 0.0221341 0.0232979 0.0233493 -0.0011638 -0.0012152
2.9 0.0793785 0.0228159 0.024063 0.0232028 -0.0012471 -0.0003869
2.9 0.079746 0.022922 0.0242966 0.0233517 -0.0013746 -0.0004297
2.9 0.0801135 0.0244136 0.0262511 0.0259376 -0.0018375 -0.001524
2.9 0.080481 0.0242057 0.0263302 0.0265342 -0.0021245 -0.0023285
2.9 0.0808485 0.0260799 0.0283826 0.0286934 -0.0023027 -0.0026135
2.9 0.081216 0.026886 0.0288973 0.0288502 -0.0020113 -0.0019642
2.9 0.0815835 0.0294952 0.0312061 0.0304835 -0.0017109 -0.0009883
2.9 0.081951 0.0320678 0.0334431 0.0322629 -0.0013753 -0.0001951
2.9 0.0823185 0.0359145 0.0363473 0.0353581 -0.0004328 0.0005564
2.9 0.082686 0.0436746 0.0430877 0.0427845 0.0005869 0.0008901
2.9 0.0830535 0.0523618 0.0511242 0.0513557 0.0012376 0.0010061
2.9 0.083421 0.0630548 0.0619528 0.0622006 0.001102 0.0008542
2.9 0.0837885 0.0637665 0.0631144 0.0632157 0.0006521 0.0005508
2.9 0.084156 0.0565188 0.0559658 0.0559041 0.000553 0.0006147
2.9 0.0845234 0.0469957 0.0465119 0.0464304 0.0004838 0.0005653
