# mu freq sigma_base sigma_full diff
2.30 0.0382193 2.45212 2.44694 0.00518
2.30 0.0385868 2.95454 2.94836 0.00618
2.30 0.0389543 3.23776 3.23103 0.00673
2.30 0.0393218 2.9413 2.93514 0.00616
2.30 0.0396893 2.42348 2.41832 0.00516
2.30 0.0400568 2.05339 2.04894 0.00445
2.30 0.0404243 1.88248 1.87836 0.00412
2.30 0.0407918 1.87063 1.86653 0.0041
2.30 0.0411592 1.94766 1.94338 0.00428
2.30 0.0415267 2.01152 2.00709 0.00443
2.30 0.0418942 2.07522 2.07064 0.00458
2.30 0.0422617 2.20268 2.19785 0.00483
2.30 0.0426292 2.26469 2.25973 0.00496
2.30 0.0429967 2.12882 2.12411 0.00471
2.30 0.0433642 1.94453 1.94015 0.00438
2.30 0.0437317 1.83931 1.83513 0.00418
2.30 0.0440992 1.81395 1.80983 0.00412
2.30 0.0444667 1.84424 1.84005 0.00419
2.30 0.0448342 1.92038 1.91601 0.00437
2.30 0.0452017 2.05295 2.04828 0.00467
2.30 0.0455692 2.21857 2.21357 0.005
2.30 0.0459367 2.38586 2.38053 0.00533
2.30 0.0463042 2.60476 2.59898 0.00578
2.30 0.0466716 2.85892 2.8526 0.00632
2.30 0.0470391 2.98535 2.97876 0.00659
2.30 0.0474066 2.99547 2.98888 0.00659
2.30 0.0477741 3.08438 3.07763 0.00675
2.30 0.0481416 3.35582 3.34852 0.0073
2.30 0.0485091 3.86486 3.85651 0.00835
2.30 0.0488766 4.66993 4.65995 0.00998
2.30 0.0492441 5.70343 5.69135 0.01208
2.30 0.0496116 6.54729 6.53349 0.0138
2.30 0.0499791 7.02976 7.01494 0.01482
2.30 0.0503466 7.59707 7.58107 0.016
2.30 0.0507141 8.23317 8.21589 0.01728
2.30 0.0510816 8.89741 8.87884 0.01857
2.30 0.0514491 9.73878 9.71855 0.02023
2.30 0.0518165 9.89446 9.87392 0.02054
2.30 0.052184 8.91747 8.89883 0.01864
2.30 0.0525515 7.86818 7.8516 0.01658
2.30 0.052919 7.38506 7.3694 0.01566
2.30 0.0532865 7.5055 7.48954 0.01596
2.30 0.053654 8.19647 8.17905 0.01742
2.30 0.0540215 9.44787 9.42788 0.01999
2.30 0.054389 11.1027 11.0794 0.0233
2.30 0.0547565 12.7603 12.7337 0.0266
2.30 0.055124 14.0442 14.0149 0.0293
2.30 0.0554915 15.3581 15.3261 0.032
2.30 0.055859 16.8697 16.8346 0.0351
2.30 0.0562265 17.6606 17.6239 0.0367
2.30 0.056594 18.23 18.192 0.038
2.30 0.0569615 20.0884 20.0467 0.0417
2.30 0.0573289 23.9792 23.9297 0.0495
2.30 0.0576964 29.7156 29.6546 0.061
2.30 0.0580639 35.5385 35.4659 0.0726
2.30 0.0584314 39.3993 39.319 0.0803
2.30 0.0587989 40.8698 40.7866 0.0832
2.30 0.0591664 41.6131 41.5283 0.0848
2.30 0.0595339 45.37 45.2776 0.0924
2.30 0.0599014 54.2265 54.1164 0.1101
2.30 0.0602689 68.7915 68.6523 0.1392
2.30 0.0606364 91.3685 91.184 0.1845
2.30 0.0610039 125.681 125.428 0.253
2.30 0.0613714 162.464 162.137 0.327
2.30 0.0617389 169.507 169.166 0.341
2.30 0.0621064 142.151 141.865 0.286
2.30 0.0624739 113.942 113.712 0.23
2.30 0.0628413 98.8144 98.615 0.1994
2.30 0.0632088 92.13 91.944 0.186
2.30 0.0635763 90.6526 90.4694 0.1832
2.30 0.0639438 94.5856 94.3944 0.1912
2.30 0.0643113 102.046 101.84 0.206
2.30 0.0646788 103.778 103.569 0.209
2.30 0.0650463 91.0666 90.8831 0.1835
2.30 0.0654138 74.0412 73.8921 0.1491
2.30 0.0657813 59.2795 59.1603 0.1192
2.30 0.0661488 45.6617 45.5697 0.092
2.30 0.0665163 34.7391 34.669 0.0701
2.30 0.0668838 27.1291 27.0741 0.055
2.30 0.0672513 22.077 22.0321 0.0449
2.30 0.0676188 18.9087 18.8701 0.0386
2.30 0.0679863 17.0956 17.0606 0.035
2.30 0.0683537 16.0323 15.9995 0.0328
2.30 0.0687212 15.1342 15.1034 0.0308
2.30 0.0690887 14.6176 14.588 0.0296
2.30 0.0694562 15.0697 15.0392 0.0305
2.30 0.0698237 16.8598 16.8256 0.0342
2.30 0.0701912 19.8872 19.8469 0.0403
2.30 0.0705587 22.4713 22.426 0.0453
2.30 0.0709262 22.4849 22.4397 0.0452
2.30 0.0712937 20.9997 20.9574 0.0423
2.30 0.0716612 19.3069 19.2679 0.039
2.30 0.0720287 17.6165 17.5808 0.0357
2.30 0.0723962 16.6587 16.6249 0.0338
2.30 0.0727637 15.8559 15.8237 0.0322
2.30 0.0731312 14.2477 14.2186 0.0291
2.30 0.0734987 12.7345 12.7084 0.0261
2.30 0.0738661 12.185 12.1599 0.0251
2.30 0.0742336 12.6442 12.6182 0.026
2.30 0.0746011 14.0175 13.9886 0.0289
2.30 0.0749686 16.1472 16.1141 0.0331
2.30 0.0753361 18.8566 18.818 0.0386
2.30 0.0757036 21.9063 21.8616 0.0447
2.30 0.0760711 22.9063 22.8597 0.0466
2.30 0.0764386 20.7834 20.741 0.0424
2.30 0.0768061 17.8201 17.7836 0.0365
2.30 0.0771736 14.7233 14.6932 0.0301
2.30 0.0775411 12.005 11.9802 0.0248
2.30 0.0779086 10.2607 10.2394 0.0213
2.30 0.0782761 9.37027 9.35072 0.01955
2.30 0.0786436 9.06413 9.04513 0.019
2.30 0.0790111 9.28822 9.26877 0.01945
2.30 0.0793785 9.98287 9.96206 0.02081
2.30 0.079746 10.6838 10.6616 0.0222
2.30 0.0801135 10.5197 10.4979 0.0218
2.30 0.080481 9.82501 9.80456 0.02045
2.30 0.0808485 9.56597 9.54605 0.01992
2.30 0.081216 9.98769 9.96692 0.02077
2.30 0.0815835 10.8864 10.8638 0.0226
2.30 0.081951 12.3295 12.304 0.0255
2.30 0.0823185 14.8434 14.8129 0.0305
2.30 0.082686 18.3125 18.2752 0.0373
2.30 0.0830535 20.7383 20.6961 0.0422
2.30 0.083421 20.621 20.579 0.042
2.30 0.0837885 20.1149 20.0739 0.041
2.30 0.084156 20.7658 20.7234 0.0424
2.30 0.0845234 21.9136 21.8688 0.0448
2.30 0.0848909 21.7761 21.7314 0.0447
2.30 0.0852584 20.591 20.5487 0.0423
2.30 0.0856259 20.2474 20.2059 0.0415
2.30 0.0859934 21.7623 21.718 0.0443
2.30 0.0863609 25.4138 25.3624 0.0514
2.30 0.0867284 31.8858 31.8216 0.0642
2.30 0.0870959 40.9463 40.8639 0.0824
2.30 0.0874634 48.507 48.4091 0.0979
2.30 0.0878309 51.3884 51.2844 0.104
2.30 0.0881984 50.0616 49.9598 0.1018
2.30 0.0885659 42.941 42.8531 0.0879
2.30 0.0889334 33.5064 33.4374 0.069
2.30 0.0893009 25.8129 25.7596 0.0533
2.30 0.0896684 20.0864 20.0448 0.0416
2.30 0.0900358 16.1975 16.1639 0.0336
2.30 0.0904033 13.9063 13.8776 0.0287
2.30 0.0907708 12.8602 12.8337 0.0265
2.30 0.0911383 12.8711 12.8447 0.0264
2.30 0.0915058 13.9731 13.9447 0.0284
2.30 0.0918733 16.2923 16.2594 0.0329
2.30 0.0922408 19.5357 19.4962 0.0395
2.30 0.0926083 22.8378 22.7914 0.0464
2.30 0.0929758 25.9547 25.9018 0.0529
2.30 0.0933433 27.4512 27.3951 0.0561
2.30 0.0937108 25.2657 25.2138 0.0519
2.30 0.0940783 20.7724 20.7295 0.0429
2.30 0.0944458 16.8661 16.831 0.0351
2.30 0.0948133 14.6748 14.6442 0.0306
2.30 0.0951808 14.0763 14.047 0.0293
2.30 0.0955482 14.8931 14.8622 0.0309
2.30 0.0959157 17.1407 17.1053 0.0354
2.30 0.0962832 20.9362 20.8931 0.0431
2.30 0.0966507 25.5963 25.5437 0.0526
2.30 0.0970182 28.0215 27.9638 0.0577
2.30 0.0973857 27.1102 27.0542 0.056
2.30 0.0977532 26.2365 26.1821 0.0544
2.30 0.0981207 26.1657 26.1111 0.0546
2.30 0.0984882 24.3288 24.2778 0.051
2.30 0.0988557 20.3968 20.3537 0.0431
2.30 0.0992232 16.9928 16.9568 0.036
2.30 0.0995907 15.1248 15.0926 0.0322
2.30 0.0999582 14.4718 14.4411 0.0307
2.30 0.100326 14.8742 14.8427 0.0315
2.30 0.100693 16.4489 16.4144 0.0345
2.30 0.101061 18.4549 18.4162 0.0387
2.30 0.101428 18.6361 18.5972 0.0389
2.30 0.101796 16.5889 16.5541 0.0348
2.30 0.102163 14.5127 14.4821 0.0306
2.30 0.102531 13.4059 13.3775 0.0284
2.30 0.102898 13.1313 13.1034 0.0279
2.30 0.103266 13.3205 13.2921 0.0284
2.30 0.103633 13.8635 13.834 0.0295
2.30 0.104001 14.9663 14.9346 0.0317
2.30 0.104368 16.7723 16.7369 0.0354
2.30 0.104736 19.3037 19.2631 0.0406
2.30 0.105103 22.3642 22.3173 0.0469
2.30 0.105471 25.0263 24.974 0.0523
2.30 0.105838 27.0098 26.9534 0.0564
2.30 0.106206 29.9616 29.8993 0.0623
2.30 0.106573 35.0296 34.9571 0.0725
2.30 0.106941 41.5209 41.4354 0.0855
2.30 0.107308 47.8436 47.7456 0.098
2.30 0.107676 54.1312 54.021 0.1102
2.30 0.108043 61.9596 61.8339 0.1257
2.30 0.108411 72.0211 71.8756 0.1455
2.30 0.108778 85.4496 85.2779 0.1717
2.30 0.109145 106.699 106.486 0.213
2.30 0.109513 138.179 137.903 0.276
2.30 0.10988 180.671 180.311 0.36
2.30 0.110248 226.893 226.44 0.453
2.30 0.110615 250.575 250.073 0.502
2.30 0.110983 234.167 233.697 0.47
2.30 0.11135 193.267 192.879 0.388
2.30 0.111718 159.287 158.967 0.32
2.30 0.112085 140.079 139.797 0.282
2.30 0.112453 131.68 131.415 0.265
2.30 0.11282 126.74 126.485 0.255
2.30 0.113188 116.433 116.199 0.234
2.30 0.113555 107.229 107.014 0.215
2.30 0.113923 107.793 107.577 0.216
2.30 0.11429 115.135 114.904 0.231
2.30 0.114658 117.283 117.047 0.236
2.30 0.115025 106.397 106.184 0.213
2.30 0.115393 90.7917 90.6095 0.1822
2.30 0.11576 75.8802 75.7281 0.1521
2.30 0.116128 62.4416 62.3167 0.1249
2.30 0.116495 53.9991 53.8912 0.1079
2.30 0.116863 51.9183 51.8143 0.104
2.30 0.11723 54.0139 53.9054 0.1085
2.30 0.117598 54.2215 54.1128 0.1087
2.30 0.117965 49.2775 49.1792 0.0983
2.30 0.118333 44.2491 44.1615 0.0876
2.30 0.1187 42.6732 42.589 0.0842
2.30 0.119068 44.09 44.0029 0.0871
2.30 0.119435 44.9947 44.9057 0.089
2.30 0.119803 42.1768 42.0931 0.0837
2.30 0.12017 36.3487 36.2765 0.0722
2.30 0.120538 29.9015 29.8422 0.0593
2.30 0.120905 25.3703 25.3201 0.0502
2.30 0.121273 23.2436 23.1978 0.0458
2.30 0.12164 23.1833 23.1378 0.0455
2.30 0.122008 25.2554 25.2059 0.0495
2.30 0.122375 30.1844 30.1252 0.0592
2.30 0.122743 38.8837 38.8071 0.0766
2.30 0.12311 50.3917 50.292 0.0997
2.30 0.123478 58.0485 57.9333 0.1152
2.30 0.123845 55.0255 54.9164 0.1091
2.30 0.124213 45.4638 45.3739 0.0899
2.30 0.12458 36.7741 36.7017 0.0724
2.30 0.124948 29.8411 29.7827 0.0584
2.30 0.125315 24.3962 24.349 0.0472
2.30 0.125683 21.3029 21.2619 0.041
2.30 0.12605 20.4003 20.361 0.0393
2.30 0.126418 20.4756 20.4362 0.0394
2.30 0.126785 20.1003 20.0617 0.0386
2.30 0.127153 19.0526 19.016 0.0366
2.30 0.12752 17.136 17.1031 0.0329
2.30 0.127888 14.4014 14.3738 0.0276
2.30 0.128255 11.9216 11.8988 0.0228
2.33 0 0 0 0
2.33 0.000367493 5.74725e-05 5.70344e-05 4.381e-07
2.33 0.000734987 0.000230677 0.000229053 1.624e-06
2.33 0.00110248 0.000522143 0.000518748 3.395e-06
2.33 0.00146997 0.000936147 0.000930609 5.538e-06
2.33 0.00183747 0.00147954 0.00147163 7.91e-06
2.33 0.00220496 0.00216314 0.00215236 1.078e-05
2.33 0.00257245 0.00300221 0.00298771 1.45e-05
2.33 0.00293995 0.004017 0.00399805 1.895e-05
2.33 0.00330744 0.00523603 0.00521231 2.372e-05
2.33 0.00367493 0.00670264 0.00667366 2.898e-05
2.33 0.00404243 0.00848381 0.00844821 3.56e-05
2.33 0.00440992 0.0106836 0.0106393 4.43e-05
2.33 0.00477741 0.0134697 0.0134147 5.5e-05
2.33 0.00514491 0.0171271 0.0170592 6.79e-05
2.33 0.0055124 0.0221493 0.0220643 8.5e-05
2.33 0.00587989 0.0293444 0.0292346 0.0001098
2.33 0.00624739 0.0395409 0.0393955 0.0001454
2.33 0.00661488 0.0513555 0.0511697 0.0001858
2.33 0.00698237 0.0587076 0.0584976 0.00021
2.33 0.00734987 0.0599692 0.0597551 0.0002141
2.33 0.00771736 0.0618563 0.0616346 0.0002217
2.33 0.00808485 0.0688399 0.068593 0.0002469
2.33 0.00845234 0.0830796 0.0827842 0.0002954
2.33 0.00881984 0.107814 0.107437 0.000377
2.33 0.00918733 0.148813 0.148301 0.000512
2.33 0.00955482 0.211581 0.210862 0.000719
2.33 0.00992232 0.282129 0.281177 0.000952
2.33 0.0102898 0.305685 0.304655 0.00103
2.33 0.0106573 0.264997 0.2641 0.000897
2.33 0.0110248 0.212911 0.212185 0.000726
2.33 0.0113923 0.177032 0.176419 0.000613
2.33 0.0117598 0.157099 0.156547 0.000552
2.33 0.0121273 0.147562 0.147039 0.000523
2.33 0.0124948 0.144938 0.144423 0.000515
2.33 0.0128623 0.150051 0.149517 0.000534
2.33 0.0132298 0.164392 0.163806 0.000586
2.33 0.0135973 0.188979 0.188307 0.000672
2.33 0.0139647 0.224836 0.224043 0.000793
2.33 0.0143322 0.27644 0.275476 0.000964
2.33 0.0146997 0.345755 0.344559 0.001196
2.33 0.0150672 0.423051 0.421595 0.001456
2.33 0.0154347 0.511561 0.509811 0.00175
2.33 0.0158022 0.629371 0.627236 0.002135
2.33 0.0161697 0.750161 0.747633 0.002528
2.33 0.0165372 0.771452 0.768853 0.002599
2.33 0.0169047 0.704171 0.701786 0.002385
2.33 0.0172722 0.666352 0.664085 0.002267
2.33 0.0176397 0.699068 0.696692 0.002376
2.33 0.0180072 0.78587 0.783211 0.002659
2.33 0.0183747 0.89266 0.889654 0.003006
2.33 0.0187422 0.909263 0.906209 0.003054
2.33 0.0191096 0.792419 0.789754 0.002665
2.33 0.0194771 0.66797 0.665713 0.002257
2.33 0.0198446 0.60956 0.607489 0.002071
2.33 0.0202121 0.607994 0.60592 0.002074
2.33 0.0205796 0.605917 0.603844 0.002073
2.33 0.0209471 0.56091 0.55898 0.00193
2.33 0.0213146 0.504212 0.502464 0.001748
2.33 0.0216821 0.457129 0.455528 0.001601
2.33 0.0220496 0.426731 0.425219 0.001512
2.33 0.0224171 0.415637 0.414151 0.001486
2.33 0.0227846 0.407292 0.405827 0.001465
2.33 0.0231521 0.390854 0.389435 0.001419
2.33 0.0235196 0.378412 0.377021 0.001391
2.33 0.0238871 0.377999 0.376594 0.001405
2.33 0.0242546 0.389733 0.388275 0.001458
2.33 0.024622 0.412947 0.411403 0.001544
2.33 0.0249895 0.44804 0.446371 0.001669
2.33 0.025357 0.495836 0.493996 0.00184
2.33 0.0257245 0.555554 0.553505 0.002049
2.33 0.026092 0.623309 0.621029 0.00228
2.33 0.0264595 0.70617 0.703614 0.002556
2.33 0.026827 0.824797 0.821847 0.00295
2.33 0.0271945 1.00269 0.999155 0.003535
2.33 0.027562 1.2742 1.26977 0.00443
2.33 0.0279295 1.69851 1.69271 0.0058
2.33 0.028297 2.36824 2.36028 0.00796
2.33 0.0286645 3.3666 3.35545 0.01115
2.33 0.029032 4.50039 4.48564 0.01475
2.33 0.0293995 4.94551 4.92942 0.01609
2.33 0.029767 4.38258 4.36833 0.01425
2.33 0.0301344 3.65328 3.64137 0.01191
2.33 0.0305019 3.12231 3.11208 0.01023
2.33 0.0308694 2.69621 2.68733 0.00888
2.33 0.0312369 2.45455 2.44642 0.00813
2.33 0.0316044 2.45044 2.44232 0.00812
2.33 0.0319719 2.49894 2.49065 0.00829
2.33 0.0323394 2.30054 2.29288 0.00766
2.33 0.0327069 1.9447 1.93815 0.00655
2.33 0.0330744 1.68255 1.67682 0.00573
2.33 0.0334419 1.57375 1.56835 0.0054
2.33 0.0338094 1.57169 1.56628 0.00541
2.33 0.0341769 1.60641 1.60088 0.00553
2.33 0.0345444 1.69577 1.68993 0.00584
2.33 0.0349119 1.91552 1.90896 0.00656
2.33 0.0352794 2.27727 2.26954 0.00773
2.33 0.0356468 2.63975 2.63084 0.00891
2.33 0.0360143 2.79557 2.78615 0.00942
2.33 0.0363818 2.83215 2.82261 0.00954
2.33 0.0367493 2.74965 2.74037 0.00928
2.33 0.0371168 2.49249 2.48403 0.00846
2.33 0.0374843 2.30947 2.3016 0.00787
2.33 0.0378518 2.36484 2.35677 0.00807
2.33 0.0382193 2.5947 2.58587 0.00883
2.33 0.0385868 2.66745 2.65839 0.00906
2.33 0.0389543 2.36053 2.35244 0.00809
2.33 0.0393218 1.95758 1.95076 0.00682
2.33 0.0396893 1.68062 1.67467 0.00595
2.33 0.0400568 1.54442 1.53889 0.00553
2.33 0.0404243 1.52038 1.51491 0.00547
2.33 0.0407918 1.58648 1.58077 0.00571
2.33 0.0411592 1.6976 1.69152 0.00608
2.33 0.0415267 1.77633 1.76996 0.00637
2.33 0.0418942 1.84695 1.84034 0.00661
2.33 0.0422617 1.9675 1.96048 0.00702
2.33 0.0426292 2.02403 2.01682 0.00721
2.33 0.0429967 1.91145 1.90458 0.00687
2.33 0.0433642 1.76344 1.75701 0.00643
2.33 0.0437317 1.68282 1.67663 0.00619
2.33 0.0440992 1.6636 1.65746 0.00614
2.33 0.0444667 1.68093 1.67471 0.00622
2.33 0.0448342 1.7254 1.71901 0.00639
2.33 0.0452017 1.80642 1.79974 0.00668
2.33 0.0455692 1.9075 1.90048 0.00702
2.33 0.0459367 2.01492 2.00753 0.00739
2.33 0.0463042 2.17531 2.16737 0.00794
2.33 0.0466716 2.4434 2.43456 0.00884
2.33 0.0470391 2.84845 2.83827 0.01018
2.33 0.0474066 3.31667 3.30495 0.01172
2.33 0.0477741 3.58349 3.57092 0.01257
2.33 0.0481416 3.59942 3.58679 0.01263
2.33 0.0485091 3.68007 3.66715 0.01292
2.33 0.0488766 4.02682 4.01275 0.01407
2.33 0.0492441 4.7161 4.69977 0.01633
2.33 0.0496116 5.73145 5.71179 0.01966
2.33 0.0499791 6.84206 6.81877 0.02329
2.33 0.0503466 7.89058 7.86387 0.02671
2.33 0.0507141 8.73294 8.70351 0.02943
2.33 0.0510816 9.09854 9.06794 0.0306
2.33 0.0514491 9.3205 9.2892 0.0313
2.33 0.0518165 9.06132 9.03086 0.03046
2.33 0.052184 8.01202 7.98491 0.02711
2.33 0.0525515 6.99091 6.96703 0.02388
2.33 0.052919 6.48264 6.46032 0.02232
2.33 0.0532865 6.49313 6.47068 0.02245
2.33 0.053654 6.97738 6.95327 0.02411
2.33 0.0540215 7.92084 7.89359 0.02725
2.33 0.054389 9.26635 9.23466 0.03169
2.33 0.0547565 10.8825 10.8455 0.037
2.33 0.055124 12.2725 12.231 0.0415
2.33 0.0554915 13.1349 13.0906 0.0443
2.33 0.055859 13.7866 13.7401 0.0465
2.33 0.0562265 13.8712 13.8244 0.0468
2.33 0.056594 13.7769 13.7303 0.0466
2.33 0.0569615 14.5505 14.5012 0.0493
2.33 0.0573289 16.6864 16.6302 0.0562
2.33 0.0576964 20.2002 20.1326 0.0676
2.33 0.0580639 24.2225 24.1419 0.0806
2.33 0.0584314 27.35 27.2594 0.0906
2.33 0.0587989 28.605 28.5103 0.0947
2.33 0.0591664 28.1946 28.1011 0.0935
2.33 0.0595339 28.6327 28.5376 0.0951
2.33 0.0599014 31.6829 31.5776 0.1053
2.33 0.0602689 37.7827 37.6576 0.1251
2.33 0.0606364 46.8679 46.7133 0.1546
2.33 0.0610039 60.1966 59.9987 0.1979
2.33 0.0613714 81.3539 81.0876 0.2663
2.33 0.0617389 110.614 110.254 0.36
2.33 0.0621064 133.861 133.426 0.435
2.33 0.0624739 133.502 133.068 0.434
2.33 0.0628413 122.9 122.501 0.399
2.33 0.0632088 116.024 115.647 0.377
2.33 0.0635763 110.909 110.549 0.36
2.33 0.0639438 110.478 110.119 0.359
2.33 0.0643113 119.862 119.473 0.389
2.33 0.0646788 138.564 138.114 0.45
2.33 0.0650463 149.5 149.016 0.484
2.33 0.0654138 139.455 139.005 0.45
2.33 0.0657813 121.318 120.927 0.391
2.33 0.0661488 98.9205 98.6018 0.3187
2.33 0.0665163 74.512 74.2722 0.2398
2.33 0.0668838 55.1538 54.9762 0.1776
2.33 0.0672513 42.1509 42.0149 0.136
2.33 0.0676188 34.2046 34.094 0.1106
2.33 0.0679863 29.9348 29.8377 0.0971
2.33 0.0683537 28.0459 27.9548 0.0911
2.33 0.0687212 26.4937 26.4079 0.0858
2.33 0.0690887 23.8954 23.8182 0.0772
2.33 0.0694562 21.6058 21.5362 0.0696
2.33 0.0698237 20.9547 20.887 0.0677
2.33 0.0701912 22.3221 22.2498 0.0723
2.33 0.0705587 25.5649 25.4819 0.083
2.33 0.0709262 29.4464 29.351 0.0954
2.33 0.0712937 31.3391 31.2377 0.1014
2.33 0.0716612 28.9892 28.8956 0.0936
2.33 0.0720287 24.5336 24.4544 0.0792
2.33 0.0723962 21.2918 21.223 0.0688
2.33 0.0727637 19.758 19.6941 0.0639
2.33 0.0731312 18.2758 18.2166 0.0592
2.33 0.0734987 16.189 16.1365 0.0525
2.33 0.0738661 14.6362 14.5885 0.0477
2.33 0.0742336 14.0891 14.043 0.0461
2.33 0.0746011 14.4226 14.3752 0.0474
2.33 0.0749686 15.6585 15.607 0.0515
2.33 0.0753361 17.9347 17.8757 0.059
2.33 0.0757036 21.8653 21.7935 0.0718
2.33 0.0760711 27.4589 27.3691 0.0898
2.33 0.0764386 31.7094 31.6061 0.1033
2.33 0.0768061 31.2514 31.1498 0.1016
2.33 0.0771736 26.786 26.699 0.087
2.33 0.0775411 20.9975 20.9293 0.0682
2.33 0.0779086 16.5434 16.4895 0.0539
2.33 0.0782761 13.8925 13.8471 0.0454
