# mu freq sigma_base sigma_full diff
2.31 0.0227846 0.078474 0.0780195 0.0004545
2.31 0.0231521 0.0719423 0.071507 0.0004353
2.31 0.0235196 0.0677411 0.0673075 0.0004336
2.31 0.0238871 0.0652697 0.0648266 0.0004431
2.31 0.0242546 0.06416 0.0636998 0.0004602
2.31 0.024622 0.0641921 0.0637084 0.0004837
2.31 0.0249895 0.0652417 0.0647296 0.0005121
2.31 0.025357 0.067256 0.0667143 0.0005417
2.31 0.0257245 0.0702537 0.069687 0.0005667
2.31 0.026092 0.0743381 0.0737549 0.0005832
2.31 0.0264595 0.0797175 0.0791255 0.000592
2.31 0.026827 0.0867467 0.0861485 0.0005982
2.31 0.0271945 0.0959982 0.095388 0.0006102
2.31 0.027562 0.10823 0.107602 0.000628
2.31 0.0279295 0.123676 0.123045 0.000631
2.31 0.028297 0.140125 0.139509 0.000616
2.31 0.0286645 0.154975 0.154363 0.000612
2.31 0.029032 0.171896 0.171276 0.00062
2.31 0.0293995 0.196067 0.195454 0.000613
2.31 0.029767 0.230802 0.23022 0.000582
2.31 0.0301344 0.280065 0.279525 0.00054
2.31 0.0305019 0.350588 0.350078 0.00051
2.31 0.0308694 0.454135 0.453598 0.000537
2.31 0.0312369 0.61145 0.610747 0.000703
2.31 0.0316044 0.859136 0.857961 0.001175
2.31 0.0319719 1.2572 1.25494 0.00226
2.31 0.0323394 1.86939 1.86493 0.00446
2.31 0.0327069 2.59754 2.58953 0.00801
2.31 0.0330744 2.89622 2.88502 0.0112
2.31 0.0334419 2.42757 2.41633 0.01124
2.31 0.0338094 1.73887 1.7301 0.00877
2.31 0.0341769 1.2227 1.21671 0.00599
2.31 0.0345444 0.882222 0.878589 0.003633
2.31 0.0349119 0.650079 0.648359 0.00172
2.31 0.0352794 0.492184 0.491669 0.000515
2.31 0.0356468 0.385825 0.385789 3.6e-05
2.31 0.0360143 0.312745 0.312797 -5.2e-05
2.31 0.0363818 0.26087 0.260892 -2.2e-05
2.31 0.0367493 0.222862 0.222853 9e-06
2.31 0.0371168 0.19424 0.194238 2e-06
2.31 0.0374843 0.172187 0.172232 -4.5e-05
2.31 0.0378518 0.154878 0.155 -0.000122
2.31 0.0382193 0.141099 0.141317 -0.000218
2.31 0.0385868 0.130072 0.130362 -0.00029
2.31 0.0389543 0.121292 0.121572 -0.00028
2.31 0.0393218 0.114285 0.114482 -0.000197
2.31 0.0396893 0.108638 0.10872 -8.2e-05
2.31 0.0400568 0.104066 0.104023 4.3e-05
2.31 0.0404243 0.100433 0.100228 0.000205
2.31 0.0407918 0.0976914 0.0972358 0.0004556
2.31 0.0411592 0.0956353 0.0948821 0.0007532
2.31 0.0415267 0.0940409 0.0930099 0.001031
2.31 0.0418942 0.0927754 0.0915214 0.001254
2.31 0.0422617 0.0917578 0.0903491 0.0014087
2.31 0.0426292 0.0909407 0.0894423 0.0014984
2.31 0.0429967 0.0902978 0.0887652 0.0015326
2.31 0.0433642 0.0898066 0.0882931 0.0015135
2.31 0.0437317 0.0894463 0.0880087 0.0014376
2.31 0.0440992 0.0892522 0.087921 0.0013312
2.31 0.0444667 0.0893751 0.0880949 0.0012802
2.31 0.0448342 0.0899108 0.0885738 0.001337
2.31 0.0452017 0.0907836 0.0893273 0.0014563
2.31 0.0455692 0.0918572 0.0903044 0.0015528
2.31 0.0459367 0.0931737 0.0915505 0.0016232
2.31 0.0463042 0.0948482 0.0931516 0.0016966
2.31 0.0466716 0.0968056 0.0950487 0.0017569
2.31 0.0470391 0.0984826 0.0967259 0.0017567
2.31 0.0474066 0.0992954 0.0976114 0.001684
2.31 0.0477741 0.0997858 0.0981872 0.0015986
2.31 0.0481416 0.100585 0.0990446 0.0015404
2.31 0.0485091 0.101773 0.100268 0.001505
2.31 0.0488766 0.103247 0.101778 0.001469
2.31 0.0492441 0.104901 0.103496 0.001405
2.31 0.0496116 0.106666 0.105364 0.001302
2.31 0.0499791 0.108522 0.10736 0.001162
2.31 0.0503466 0.110509 0.109502 0.001007
2.31 0.0507141 0.1127 0.111831 0.000869
2.31 0.0510816 0.115158 0.114383 0.000775
2.31 0.0514491 0.117905 0.117165 0.00074
2.31 0.0518165 0.120925 0.12017 0.000755
2.31 0.052184 0.124184 0.12339 0.000794
2.31 0.0525515 0.127649 0.12682 0.000829
2.31 0.052919 0.131302 0.13046 0.000842
2.31 0.0532865 0.13519 0.134334 0.000856
2.31 0.053654 0.139385 0.138489 0.000896
2.31 0.0540215 0.143916 0.142957 0.000959
2.31 0.054389 0.148813 0.14777 0.001043
2.31 0.0547565 0.154109 0.15296 0.001149
2.31 0.055124 0.159826 0.158554 0.001272
2.31 0.0554915 0.165988 0.164585 0.001403
2.31 0.055859 0.172637 0.171111 0.001526
2.31 0.0562265 0.179858 0.178213 0.001645
2.31 0.056594 0.187743 0.185977 0.001766
2.31 0.0569615 0.196336 0.194467 0.001869
2.31 0.0573289 0.205737 0.203799 0.001938
2.31 0.0576964 0.216148 0.214161 0.001987
2.31 0.0580639 0.227797 0.225771 0.002026
2.31 0.0584314 0.240927 0.238875 0.002052
2.31 0.0587989 0.255826 0.25378 0.002046
2.31 0.0591664 0.27286 0.270897 0.001963
2.31 0.0595339 0.29253 0.290781 0.001749
2.31 0.0599014 0.315564 0.314216 0.001348
2.31 0.0602689 0.343102 0.34235 0.000752
2.31 0.0606364 0.376952 0.376926 2.6e-05
2.31 0.0610039 0.419877 0.420577 -0.0007
2.31 0.0613714 0.475954 0.477263 -0.001309
2.31 0.0617389 0.551361 0.553105 -0.001744
2.31 0.0621064 0.656043 0.658054 -0.002011
2.31 0.0624739 0.806885 0.809023 -0.002138
2.31 0.0628413 1.03337 1.03553 -0.00216
2.31 0.0632088 1.38614 1.38818 -0.00204
2.31 0.0635763 1.93801 1.93954 -0.00153
2.31 0.0639438 2.70916 2.70914 2e-05
2.31 0.0643113 3.36947 3.36652 0.00295
2.31 0.0646788 3.26402 3.2585 0.00552
2.31 0.0650463 2.56818 2.56214 0.00604
2.31 0.0654138 1.92955 1.92411 0.00544
2.31 0.0657813 1.53581 1.53099 0.00482
2.31 0.0661488 1.34451 1.34003 0.00448
2.31 0.0665163 1.30798 1.30352 0.00446
2.31 0.0668838 1.40819 1.40347 0.00472
2.31 0.0672513 1.61233 1.60735 0.00498
2.31 0.0676188 1.75499 1.75025 0.00474
2.31 0.0679863 1.63445 1.63046 0.00399
2.31 0.0683537 1.3803 1.37682 0.00348
2.31 0.0687212 1.18278 1.17929 0.00349
2.31 0.0690887 1.0729 1.06904 0.00386
2.31 0.0694562 1.02761 1.02321 0.0044
2.31 0.0698237 1.02644 1.02143 0.00501
2.31 0.0701912 1.05787 1.0522 0.00567
2.31 0.0705587 1.11672 1.11035 0.00637
2.31 0.0709262 1.20186 1.19478 0.00708
2.31 0.0712937 1.31515 1.30736 0.00779
2.31 0.0716612 1.46111 1.4527 0.00841
2.31 0.0720287 1.64737 1.63848 0.00889
2.31 0.0723962 1.88582 1.87658 0.00924
2.31 0.0727637 2.19463 2.18494 0.00969
2.31 0.0731312 2.60143 2.59083 0.0106
2.31 0.0734987 3.14864 3.13631 0.01233
2.31 0.0738661 3.90324 3.88804 0.0152
2.31 0.0742336 4.97494 4.95552 0.01942
2.31 0.0746011 6.55025 6.52508 0.02517
2.31 0.0749686 8.95362 8.92085 0.03277
2.31 0.0753361 12.7365 12.694 0.0425
2.31 0.0757036 18.6686 18.6158 0.0528
2.31 0.0760711 26.8805 26.8239 0.0566
2.31 0.0764386 33.8877 33.8471 0.0406
2.31 0.0768061 33.7244 33.7071 0.0173
2.31 0.0771736 27.7172 27.6953 0.0219
2.31 0.0775411 20.255 20.2164 0.0386
2.31 0.0779086 14.0119 13.9691 0.0428
2.31 0.0782761 9.76701 9.72803 0.03898
2.31 0.0786436 7.04762 7.01404 0.03358
2.31 0.0790111 5.28264 5.25421 0.02843
2.31 0.0793785 4.09683 4.07307 0.02376
2.31 0.079746 3.27004 3.25061 0.01943
2.31 0.0801135 2.67378 2.6584 0.01538
2.31 0.080481 2.23142 2.21966 0.01176
2.31 0.0808485 1.89558 1.88679 0.00879
2.31 0.081216 1.63567 1.62913 0.00654
2.31 0.0815835 1.4312 1.42623 0.00497
2.31 0.081951 1.26803 1.26409 0.00394
2.31 0.0823185 1.13628 1.13291 0.00337
2.31 0.082686 1.02894 1.02572 0.00322
2.31 0.0830535 0.940938 0.937447 0.003491
2.31 0.083421 0.868451 0.864285 0.004166
2.31 0.0837885 0.808432 0.803297 0.005135
2.31 0.084156 0.758288 0.75212 0.006168
2.31 0.0845234 0.715712 0.708777 0.006935
2.31 0.0848909 0.678912 0.671714 0.007198
2.31 0.0852584 0.646863 0.639905 0.006958
2.31 0.0856259 0.619126 0.612741 0.006385
2.31 0.0859934 0.595363 0.589757 0.005606
2.31 0.0863609 0.575234 0.570548 0.004686
2.31 0.0867284 0.55856 0.554836 0.003724
2.31 0.0870959 0.545343 0.542493 0.00285
2.31 0.0874634 0.535715 0.533526 0.002189
2.31 0.0878309 0.529775 0.527972 0.001803
2.31 0.0881984 0.527476 0.525838 0.001638
2.31 0.0885659 0.528782 0.527193 0.001589
2.31 0.0889334 0.533874 0.532307 0.001567
2.31 0.0893009 0.543259 0.541727 0.001532
2.31 0.0896684 0.557815 0.556324 0.001491
2.31 0.0900358 0.578863 0.577396 0.001467
2.31 0.0904033 0.608357 0.606868 0.001489
2.31 0.0907708 0.649175 0.647611 0.001564
2.31 0.0911383 0.705667 0.704006 0.001661
2.31 0.0915058 0.78498 0.783215 0.001765
2.31 0.0918733 0.899079 0.897187 0.001892
2.31 0.0922408 1.06817 1.06613 0.00204
2.31 0.0926083 1.32742 1.32521 0.00221
2.31 0.0929758 1.73726 1.73489 0.00237
2.31 0.0933433 2.38639 2.38378 0.00261
2.31 0.0937108 3.31165 3.30841 0.00324
2.31 0.0940783 4.14722 4.14234 0.00488
2.31 0.0944458 4.05645 4.04921 0.00724
2.31 0.0948133 3.14913 3.1404 0.00873
2.31 0.0951808 2.25746 2.24855 0.00891
2.31 0.0955482 1.65313 1.64483 0.0083
2.31 0.0959157 1.27516 1.26777 0.00739
2.31 0.0962832 1.03668 1.03027 0.00641
2.31 0.0966507 0.881316 0.875911 0.005405
2.31 0.0970182 0.776762 0.77227 0.004492
2.31 0.0973857 0.704626 0.700851 0.003775
2.31 0.0977532 0.653971 0.650715 0.003256
2.31 0.0981207 0.618115 0.6152 0.002915
2.31 0.0984882 0.592855 0.590115 0.00274
2.31 0.0988557 0.575414 0.572711 0.002703
2.31 0.0992232 0.563911 0.561144 0.002767
2.31 0.0995907 0.557062 0.554179 0.002883
2.31 0.0999582 0.553987 0.550988 0.002999
2.31 0.100326 0.554103 0.551029 0.003074
2.31 0.100693 0.557082 0.553996 0.003086
2.31 0.101061 0.56289 0.559833 0.003057
2.31 0.101428 0.571782 0.56875 0.003032
2.31 0.101796 0.584268 0.581239 0.003029
2.31 0.102163 0.601141 0.598103 0.003038
2.31 0.102531 0.623175 0.620129 0.003046
2.31 0.102898 0.649424 0.646397 0.003027
2.31 0.103266 0.676358 0.673456 0.002902
2.31 0.103633 0.705612 0.702966 0.002646
2.31 0.104001 0.745621 0.74329 0.002331
2.31 0.104368 0.804486 0.802416 0.00207
2.31 0.104736 0.892149 0.89019 0.001959
2.31 0.105103 1.02553 1.02345 0.00208
2.31 0.105471 1.23214 1.22955 0.00259
2.31 0.105838 1.53962 1.53587 0.00375
2.31 0.106206 1.90111 1.89534 0.00577
2.31 0.106573 2.09816 2.09056 0.0076
2.31 0.106941 2.02146 2.01367 0.00779
2.31 0.107308 1.79528 1.78829 0.00699
2.31 0.107676 1.50996 1.50375 0.00621
2.31 0.108043 1.27362 1.26799 0.00563
2.31 0.108411 1.12195 1.11683 0.00512
2.31 0.108778 1.03435 1.02981 0.00454
2.31 0.109145 0.98759 0.983725 0.003865
2.31 0.109513 0.967192 0.964036 0.003156
2.31 0.10988 0.965475 0.962971 0.002504
2.31 0.110248 0.979069 0.977094 0.001975
2.31 0.110615 1.00769 1.00612 0.00157
2.31 0.110983 1.05412 1.05283 0.00129
2.31 0.11135 1.12465 1.12353 0.00112
2.31 0.111718 1.22592 1.22474 0.00118
2.31 0.112085 1.34288 1.34125 0.00163
2.31 0.112453 1.40633 1.40384 0.00249
2.31 0.11282 1.38244 1.3791 0.00334
2.31 0.113188 1.34377 1.33978 0.00399
2.31 0.113555 1.33587 1.3314 0.00447
2.31 0.113923 1.35166 1.34698 0.00468
2.31 0.11429 1.37067 1.36623 0.00444
2.31 0.114658 1.39274 1.38868 0.00406
2.31 0.115025 1.42704 1.42319 0.00385
2.31 0.115393 1.47474 1.47093 0.00381
2.31 0.11576 1.53397 1.53009 0.00388
2.31 0.116128 1.60335 1.59934 0.00401
2.31 0.116495 1.68237 1.6782 0.00417
2.31 0.116863 1.77117 1.76686 0.00431
2.31 0.11723 1.87045 1.86602 0.00443
2.31 0.117598 1.98135 1.97679 0.00456
2.31 0.117965 2.10539 2.10068 0.00471
2.31 0.118333 2.24448 2.23955 0.00493
2.31 0.1187 2.40092 2.3957 0.00522
2.31 0.119068 2.57759 2.57199 0.0056
2.31 0.119435 2.77811 2.77204 0.00607
2.31 0.119803 3.00702 3.00032 0.0067
2.31 0.12017 3.26995 3.26247 0.00748
2.31 0.120538 3.57413 3.56565 0.00848
2.31 0.120905 3.92876 3.91906 0.0097
2.31 0.121273 4.34582 4.33471 0.01111
2.31 0.12164 4.84127 4.82851 0.01276
2.31 0.122008 5.43675 5.42196 0.01479
2.31 0.122375 6.16198 6.1446 0.01738
2.31 0.122743 7.05842 7.03776 0.02066
2.31 0.12311 8.18533 8.16065 0.02468
2.31 0.123478 9.62996 9.60046 0.0295
2.31 0.123845 11.5244 11.4895 0.0349
2.31 0.124213 14.0768 14.0357 0.0411
2.31 0.12458 17.6277 17.5786 0.0491
2.31 0.124948 22.751 22.6905 0.0605
2.31 0.125315 30.4371 30.359 0.0781
2.31 0.125683 42.3712 42.2644 0.1068
2.31 0.12605 60.9891 60.836 0.1531
2.31 0.126418 87.1937 86.9735 0.2202
2.31 0.126785 110.821 110.54 0.281
2.31 0.127153 110.021 109.744 0.277
2.31 0.12752 89.6794 89.458 0.2214
2.31 0.127888 72.9992 72.8235 0.1757
2.31 0.128255 68.1536 67.9937 0.1599
2.32 0 0 0 0
2.32 0.000367493 2.63401e-05 1.61394e-05 1.02007e-05
2.32 0.000734987 7.90763e-05 5.14184e-05 2.76579e-05
2.32 0.00110248 0.000128642 9.10971e-05 3.75449e-05
2.32 0.00146997 0.000168429 0.000132037 3.6392e-05
2.32 0.00183747 0.000203699 0.000176999 2.67e-05
2.32 0.00220496 0.000241933 0.000229662 1.2271e-05
2.32 0.00257245 0.000290607 0.000293684 -3.077e-06
2.32 0.00293995 0.000357871 0.000373332 -1.5461e-05
2.32 0.00330744 0.000448277 0.000471309 -2.3032e-05
2.32 0.00367493 0.000560615 0.000587299 -2.6684e-05
2.32 0.00404243 0.000688818 0.000718203 -2.9385e-05
2.32 0.00440992 0.000829316 0.000862245 -3.2929e-05
2.32 0.00477741 0.000984817 0.00102137 -3.6553e-05
2.32 0.00514491 0.00115768 0.00119755 -3.987e-05
2.32 0.0055124 0.00134951 0.00139188 -4.237e-05
2.32 0.00587989 0.00156238 0.00160518 -4.28e-05
2.32 0.00624739 0.001799 0.00183918 -4.018e-05
2.32 0.00661488 0.00206303 0.00209706 -3.403e-05
2.32 0.00698237 0.00235936 0.0023825 -2.314e-05
2.32 0.00734987 0.00269308 0.0026985 -5.42e-06
2.32 0.00771736 0.00306693 0.00304685 2.008e-05
2.32 0.00808485 0.0034783 0.00342781 5.049e-05
2.32 0.00845234 0.00392035 0.00384048 7.987e-05
2.32 0.00881984 0.00439038 0.00428587 0.00010451
2.32 0.00918733 0.00489932 0.00477159 0.00012773
2.32 0.00955482 0.00547003 0.0053125 0.00015753
2.32 0.00992232 0.00612776 0.0059277 0.00020006
2.32 0.0102898 0.00689133 0.00663681 0.00025452
2.32 0.0106573 0.00777547 0.00746211 0.00031336
2.32 0.0110248 0.00880838 0.0084403 0.00036808
2.32 0.0113923 0.010031 0.00962081 0.00041019
2.32 0.0117598 0.0114021 0.0109748 0.0004273
2.32 0.0121273 0.0125954 0.0121827 0.0004127
2.32 0.0124948 0.0133156 0.0129411 0.0003745
2.32 0.0128623 0.0139201 0.013591 0.0003291
2.32 0.0132298 0.0147822 0.0144955 0.0002867
2.32 0.0135973 0.0159911 0.0157403 0.0002508
2.32 0.0139647 0.0175602 0.0173381 0.0002221
2.32 0.0143322 0.0195216 0.01932 0.0002016
2.32 0.0146997 0.0219412 0.021752 0.0001892
2.32 0.0150672 0.0249295 0.0247459 0.0001836
2.32 0.0154347 0.0286573 0.0284747 0.0001826
2.32 0.0158022 0.0333818 0.0331962 0.0001856
2.32 0.0161697 0.0394898 0.0392967 0.0001931
2.32 0.0165372 0.047578 0.0473728 0.0002052
2.32 0.0169047 0.0585985 0.0583806 0.0002179
2.32 0.0172722 0.0741296 0.0739049 0.0002247
2.32 0.0176397 0.0968851 0.0966632 0.0002219
2.32 0.0180072 0.131654 0.131443 0.000211
2.32 0.0183747 0.18683 0.186627 0.000203
2.32 0.0187422 0.27532 0.275106 0.000214
2.32 0.0191096 0.405227 0.404943 0.000284
2.32 0.0194771 0.532761 0.532309 0.000452
2.32 0.0198446 0.539275 0.538634 0.000641
2.32 0.0202121 0.422867 0.422155 0.000712
2.32 0.0205796 0.299259 0.298568 0.000691
2.32 0.0209471 0.213304 0.212658 0.000646
2.32 0.0213146 0.159087 0.158481 0.000606
2.32 0.0216821 0.124898 0.124325 0.000573
2.32 0.0220496 0.102808 0.102271 0.000537
2.32 0.0224171 0.0881859 0.0876928 0.0004931
2.32 0.0227846 0.0783933 0.0779384 0.0004549
2.32 0.0231521 0.0718817 0.0714459 0.0004358
2.32 0.0235196 0.0676938 0.0672591 0.0004347
2.32 0.0238871 0.0652312 0.0647864 0.0004448
2.32 0.0242546 0.0641274 0.0636657 0.0004617
2.32 0.024622 0.0641633 0.0636789 0.0004844
2.32 0.0249895 0.0652149 0.0647023 0.0005126
2.32 0.025357 0.0672298 0.0666875 0.0005423
2.32 0.0257245 0.0702271 0.0696598 0.0005673
2.32 0.026092 0.0743105 0.0737264 0.0005841
2.32 0.0264595 0.0796879 0.0790943 0.0005936
2.32 0.026827 0.086714 0.0861141 0.0005999
2.32 0.0271945 0.095961 0.09535 0.000611
2.32 0.027562 0.108187 0.107559 0.000628
2.32 0.0279295 0.123627 0.122994 0.000633
2.32 0.028297 0.140071 0.139452 0.000619
2.32 0.0286645 0.15492 0.154306 0.000614
2.32 0.029032 0.171846 0.171224 0.000622
2.32 0.0293995 0.196025 0.195411 0.000614
2.32 0.029767 0.23078 0.230196 0.000584
2.32 0.0301344 0.280084 0.279544 0.00054
2.32 0.0305019 0.350696 0.350185 0.000511
2.32 0.0308694 0.454425 0.453885 0.00054
2.32 0.0312369 0.612104 0.611394 0.00071
2.32 0.0316044 0.860469 0.859282 0.001187
2.32 0.0319719 1.25953 1.25724 0.00229
2.32 0.0323394 1.87156 1.86706 0.0045
2.32 0.0327069 2.59188 2.58385 0.00803
2.32 0.0330744 2.87257 2.86143 0.01114
2.32 0.0334419 2.4004 2.38927 0.01113
2.32 0.0338094 1.72755 1.71885 0.0087
2.32 0.0341769 1.22965 1.22365 0.006
2.32 0.0345444 0.898596 0.894891 0.003705
2.32 0.0349119 0.66499 0.663201 0.001789
2.32 0.0352794 0.502301 0.501744 0.000557
2.32 0.0356468 0.392229 0.392169 6e-05
2.32 0.0360143 0.31685 0.316888 -3.8e-05
2.32 0.0363818 0.263598 0.26361 -1.2e-05
2.32 0.0367493 0.224746 0.22473 1.6e-05
2.32 0.0371168 0.195589 0.195583 6e-06
2.32 0.0374843 0.173186 0.173227 -4.1e-05
2.32 0.0378518 0.155638 0.155758 -0.00012
2.32 0.0382193 0.141693 0.141907 -0.000214
2.32 0.0385868 0.130546 0.130833 -0.000287
2.32 0.0389543 0.121679 0.121956 -0.000277
2.32 0.0393218 0.114607 0.114801 -0.000194
2.32 0.0396893 0.108911 0.108991 -8e-05
2.32 0.0400568 0.1043 0.104255 4.5e-05
2.32 0.0404243 0.100639 0.100432 0.000207
2.32 0.0407918 0.097874 0.0974162 0.0004578
2.32 0.0411592 0.0958005 0.0950446 0.0007559
2.32 0.0415267 0.094193 0.0931601 0.0010329
2.32 0.0418942 0.0929187 0.0916638 0.0012549
2.32 0.0422617 0.0918967 0.0904878 0.0014089
2.32 0.0426292 0.0910797 0.0895803 0.0014994
2.32 0.0429967 0.0904405 0.0889053 0.0015352
2.32 0.0433642 0.0899558 0.0884388 0.001517
2.32 0.0437317 0.0896056 0.0881651 0.0014405
2.32 0.0440992 0.0894279 0.0880959 0.001332
2.32 0.0444667 0.0895779 0.088299 0.0012789
2.32 0.0448342 0.0901573 0.0888223 0.001335
2.32 0.0452017 0.091099 0.0896437 0.0014553
2.32 0.0455692 0.0922817 0.0907283 0.0015534
2.32 0.0459367 0.0937741 0.0921489 0.0016252
2.32 0.0463042 0.0957263 0.0940267 0.0016996
2.32 0.0466716 0.0980541 0.096294 0.0017601
2.32 0.0470391 0.0999835 0.0982237 0.0017598
2.32 0.0474066 0.100647 0.0989596 0.0016874
2.32 0.0477741 0.100768 0.0991656 0.0016024
2.32 0.0481416 0.101256 0.0997119 0.0015441
2.32 0.0485091 0.102241 0.100732 0.001509
2.32 0.0488766 0.103588 0.102115 0.001473
2.32 0.0492441 0.105161 0.103749 0.001412
2.32 0.0496116 0.106868 0.10556 0.001308
2.32 0.0499791 0.108681 0.107515 0.001166
2.32 0.0503466 0.110634 0.109627 0.001007
2.32 0.0507141 0.112799 0.111934 0.000865
2.32 0.0510816 0.115241 0.114468 0.000773
2.32 0.0514491 0.117976 0.117238 0.000738
2.32 0.0518165 0.120987 0.120232 0.000755
2.32 0.052184 0.124239 0.123443 0.000796
2.32 0.0525515 0.127698 0.126866 0.000832
2.32 0.052919 0.131345 0.1305 0.000845
2.32 0.0532865 0.135227 0.134371 0.000856
2.32 0.053654 0.139417 0.138522 0.000895
2.32 0.0540215 0.143944 0.142982 0.000962
2.32 0.054389 0.148835 0.147789 0.001046
2.32 0.0547565 0.154125 0.152974 0.001151
2.32 0.055124 0.159838 0.158563 0.001275
2.32 0.0554915 0.165994 0.16459 0.001404
2.32 0.055859 0.172638 0.171111 0.001527
2.32 0.0562265 0.179855 0.178208 0.001647
2.32 0.056594 0.187735 0.185965 0.00177
2.32 0.0569615 0.196321 0.194449 0.001872
2.32 0.0573289 0.205713 0.203771 0.001942
2.32 0.0576964 0.216117 0.214124 0.001993
2.32 0.0580639 0.227758 0.225726 0.002032
2.32 0.0584314 0.24088 0.238822 0.002058
2.32 0.0587989 0.255772 0.253717 0.002055
2.32 0.0591664 0.272797 0.270818 0.001979
2.32 0.0595339 0.292447 0.290682 0.001765
2.32 0.0599014 0.315442 0.314084 0.001358
2.32 0.0602689 0.342919 0.34217 0.000749
2.32 0.0606364 0.376699 0.376689 1e-05
2.32 0.0610039 0.419555 0.420279 -0.000724
2.32 0.0613714 0.475561 0.476893 -0.001332
2.32 0.0617389 0.550875 0.552634 -0.001759
2.32 0.0621064 0.655415 0.65743 -0.002015
2.32 0.0624739 0.806027 0.808163 -0.002136
2.32 0.0628413 1.03215 1.0343 -0.00215
2.32 0.0632088 1.38431 1.38635 -0.00204
2.32 0.0635763 1.93526 1.93678 -0.00152
2.32 0.0639438 2.70539 2.70536 3e-05
2.32 0.0643113 3.36575 3.3628 0.00295
2.32 0.0646788 3.26179 3.25626 0.00553
2.32 0.0650463 2.56697 2.56091 0.00606
2.32 0.0654138 1.92861 1.92315 0.00546
2.32 0.0657813 1.53483 1.53 0.00483
2.32 0.0661488 1.34335 1.33885 0.0045
2.32 0.0665163 1.30646 1.30198 0.00448
2.32 0.0668838 1.4061 1.40137 0.00473
2.32 0.0672513 1.6098 1.60481 0.00499
2.32 0.0676188 1.75309 1.74835 0.00474
2.32 0.0679863 1.63378 1.62979 0.00399
2.32 0.0683537 1.38004 1.37655 0.00349
2.32 0.0687212 1.18244 1.17894 0.0035
2.32 0.0690887 1.0724 1.06854 0.00386
