# t rho_0 rho_1 rho_2 rho_3 rho_4 rho_5 rho_6 rho_7 rho_8 rho_9 rho_10 rho_11 rho_12 rho_13 rho_14 rho_15 rho_16 rho_17 rho_18 rho_19 rho_20 rho_21 rho_22 rho_23 rho_24 rho_25 rho_26 rho_27 rho_28 rho_29 rho_30 rho_31 rho_32 rho_33 rho_34 rho_35 rho_36 rho_37 rho_38 rho_39 rho_40 rho_41 rho_42 rho_43 rho_44 rho_45
5370.42 1.07331 0.984387 1.00476 0.984758 1.07259 0.994737 0.984192 1.0703 0.986278 1.06105 0.983571 1.06959 0.986026 1.01091 0.984365 1.0048 0.984141 1.06351 0.984141 1.07469 0.99434 1.07469 1.06312 0.985952 1.07058 0.983388 1.00524 0.983571 1.06959 0.986026 1.06351 1.01095 0.985952 1.07058 0.984192 1.0703 0.986278 1.01091 1.06312 0.984387 1.00476 0.984758 1.06105 1.07331 0.994737 1.07259
5372.75 1.07334 0.984384 1.00476 0.984749 1.07262 0.994732 0.984192 1.07029 0.986274 1.06109 0.983571 1.06959 0.986031 1.01091 0.984365 1.0048 0.984154 1.06347 0.984154 1.07463 0.994349 1.07463 1.06312 0.985953 1.07058 0.983389 1.00524 0.983571 1.06959 0.986031 1.06347 1.01095 0.985953 1.07058 0.984192 1.07029 0.986274 1.01091 1.06312 0.984384 1.00476 0.984749 1.06109 1.07334 0.994732 1.07262
5375.08 1.07337 0.98438 1.00476 0.984739 1.07265 0.994727 0.984193 1.07029 0.986269 1.06113 0.983571 1.0696 0.986035 1.01091 0.984365 1.00479 0.984167 1.06344 0.984167 1.07458 0.994359 1.07458 1.06312 0.985953 1.07058 0.98339 1.00524 0.983571 1.0696 0.986035 1.06344 1.01095 0.985953 1.07058 0.984193 1.07029 0.986269 1.01091 1.06312 0.98438 1.00476 0.984739 1.06113 1.07337 0.994727 1.07265
5377.41 1.07339 0.984377 1.00476 0.984729 1.07268 0.994721 0.984193 1.07028 0.986264 1.06117 0.983571 1.0696 0.98604 1.01091 0.984365 1.00479 0.984179 1.0634 0.984179 1.07453 0.994369 1.07453 1.06311 0.985954 1.07058 0.983391 1.00524 0.983571 1.0696 0.98604 1.0634 1.01095 0.985954 1.07058 0.984193 1.07028 0.986264 1.01091 1.06311 0.984377 1.00476 0.984729 1.06117 1.07339 0.994721 1.07268
5379.73 1.07342 0.984373 1.00476 0.984719 1.07272 0.994716 0.984194 1.07027 0.98626 1.06121 0.983571 1.06961 0.986044 1.01091 0.984365 1.00479 0.984192 1.06336 0.984192 1.07447 0.994379 1.07447 1.06311 0.985955 1.07057 0.983392 1.00524 0.983571 1.06961 0.986044 1.06336 1.01095 0.985955 1.07057 0.984194 1.07027 0.98626 1.01091 1.06311 0.984373 1.00476 0.984719 1.06121 1.07342 0.994716 1.07272
5382.06 1.07344 0.98437 1.00477 0.98471 1.07275 0.99471 0.984194 1.07027 0.986255 1.06125 0.983572 1.06961 0.986049 1.01091 0.984365 1.00479 0.984205 1.06332 0.984205 1.07442 0.994389 1.07442 1.06311 0.985955 1.07057 0.983393 1.00524 0.983572 1.06961 0.986049 1.06332 1.01095 0.985955 1.07057 0.984194 1.07027 0.986255 1.01091 1.06311 0.98437 1.00477 0.98471 1.06125 1.07344 0.99471 1.07275
5384.39 1.07347 0.984367 1.00477 0.984699 1.07278 0.994705 0.984195 1.07026 0.98625 1.06129 0.983572 1.06962 0.986053 1.01091 0.984365 1.00479 0.984218 1.06327 0.984218 1.07436 0.9944 1.07436 1.06311 0.985956 1.07057 0.983393 1.00524 0.983572 1.06962 0.986053 1.06327 1.01095 0.985956 1.07057 0.984195 1.07026 0.98625 1.01091 1.06311 0.984367 1.00477 0.984699 1.06129 1.07347 0.994705 1.07278
5386.71 1.0735 0.984363 1.00477 0.984689 1.07281 0.994699 0.984195 1.07025 0.986245 1.06133 0.983572 1.06962 0.986058 1.01091 0.984365 1.00479 0.984231 1.06323 0.984231 1.0743 0.99441 1.0743 1.06311 0.985957 1.07057 0.983394 1.00524 0.983572 1.06962 0.986058 1.06323 1.01095 0.985957 1.07057 0.984195 1.07025 0.986245 1.01091 1.06311 0.984363 1.00477 0.984689 1.06133 1.0735 0.994699 1.07281
5389.04 1.07352 0.98436 1.00477 0.984679 1.07285 0.994694 0.984196 1.07024 0.98624 1.06138 0.983572 1.06963 0.986063 1.01091 0.984364 1.00478 0.984245 1.06319 0.984245 1.07425 0.99442 1.07425 1.06311 0.985958 1.07057 0.983395 1.00524 0.983572 1.06963 0.986063 1.06319 1.01095 0.985958 1.07057 0.984196 1.07024 0.98624 1.01091 1.06311 0.98436 1.00477 0.984679 1.06138 1.07352 0.994694 1.07285
5391.37 1.07355 0.984357 1.00477 0.984669 1.07288 0.994688 0.984197 1.07024 0.986235 1.06142 0.983572 1.06963 0.986067 1.01091 0.984364 1.00478 0.984258 1.06315 0.984258 1.07419 0.994431 1.07419 1.0631 0.985958 1.07057 0.983396 1.00524 0.983572 1.06963 0.986067 1.06315 1.01096 0.985958 1.07057 0.984197 1.07024 0.986235 1.01091 1.0631 0.984357 1.00477 0.984669 1.06142 1.07355 0.994688 1.07288
5393.7 1.07358 0.984353 1.00477 0.984658 1.07291 0.994682 0.984197 1.07023 0.98623 1.06146 0.983572 1.06964 0.986072 1.01091 0.984364 1.00478 0.984271 1.06311 0.984271 1.07413 0.994442 1.07413 1.0631 0.985959 1.07056 0.983397 1.00524 0.983572 1.06964 0.986072 1.06311 1.01096 0.985959 1.07056 0.984197 1.07023 0.98623 1.01091 1.0631 0.984353 1.00477 0.984658 1.06146 1.07358 0.994682 1.07291
5396.02 1.07361 0.98435 1.00477 0.984647 1.07295 0.994676 0.984198 1.07022 0.986224 1.06151 0.983572 1.06964 0.986077 1.01091 0.984364 1.00478 0.984285 1.06307 0.984285 1.07408 0.994452 1.07408 1.0631 0.98596 1.07056 0.983399 1.00524 0.983572 1.06964 0.986077 1.06307 1.01096 0.98596 1.07056 0.984198 1.07022 0.986224 1.01091 1.0631 0.98435 1.00477 0.984647 1.06151 1.07361 0.994676 1.07295
5398.35 1.07363 0.984347 1.00477 0.984637 1.07298 0.994671 0.984198 1.07022 0.986219 1.06155 0.983572 1.06965 0.986081 1.01091 0.984363 1.00478 0.984299 1.06302 0.984299 1.07402 0.994463 1.07402 1.0631 0.985961 1.07056 0.9834 1.00524 0.983572 1.06965 0.986081 1.06302 1.01096 0.985961 1.07056 0.984198 1.07022 0.986219 1.01091 1.0631 0.984347 1.00477 0.984637 1.06155 1.07363 0.994671 1.07298
5400.68 1.07366 0.984343 1.00477 0.984626 1.07302 0.994665 0.984199 1.07021 0.986214 1.0616 0.983572 1.06965 0.986086 1.01091 0.984363 1.00477 0.984312 1.06298 0.984312 1.07396 0.994474 1.07396 1.06309 0.985962 1.07056 0.983401 1.00524 0.983572 1.06965 0.986086 1.06298 1.01096 0.985962 1.07056 0.984199 1.07021 0.986214 1.01091 1.06309 0.984343 1.00477 0.984626 1.0616 1.07366 0.994665 1.07302
5403.01 1.07369 0.98434 1.00477 0.984615 1.07305 0.994659 0.9842 1.0702 0.986208 1.06165 0.983572 1.06966 0.986091 1.01091 0.984363 1.00477 0.984326 1.06294 0.984326 1.0739 0.994485 1.0739 1.06309 0.985963 1.07055 0.983402 1.00524 0.983572 1.06966 0.986091 1.06294 1.01096 0.985963 1.07055 0.9842 1.0702 0.986208 1.01091 1.06309 0.98434 1.00477 0.984615 1.06165 1.07369 0.994659 1.07305
5405.33 1.07371 0.984337 1.00477 0.984604 1.07309 0.994653 0.9842 1.07019 0.986203 1.06169 0.983572 1.06967 0.986096 1.01091 0.984362 1.00477 0.98434 1.0629 0.98434 1.07384 0.994496 1.07384 1.06309 0.985965 1.07055 0.983403 1.00524 0.983572 1.06967 0.986096 1.0629 1.01096 0.985965 1.07055 0.9842 1.07019 0.986203 1.01091 1.06309 0.984337 1.00477 0.984604 1.06169 1.07371 0.994653 1.07309
5407.66 1.07374 0.984334 1.00478 0.984593 1.07312 0.994647 0.984201 1.07019 0.986198 1.06174 0.983572 1.06967 0.9861 1.01091 0.984362 1.00477 0.984354 1.06285 0.984354 1.07378 0.994507 1.07378 1.06308 0.985966 1.07055 0.983405 1.00524 0.983572 1.06967 0.9861 1.06285 1.01096 0.985966 1.07055 0.984201 1.07019 0.986198 1.01091 1.06308 0.984334 1.00478 0.984593 1.06174 1.07374 0.994647 1.07312
5409.99 1.07377 0.984331 1.00478 0.984582 1.07316 0.994641 0.984202 1.07018 0.986192 1.06178 0.983572 1.06968 0.986105 1.01091 0.984361 1.00477 0.984368 1.06281 0.984368 1.07372 0.994518 1.07372 1.06308 0.985967 1.07055 0.983406 1.00524 0.983572 1.06968 0.986105 1.06281 1.01096 0.985967 1.07055 0.984202 1.07018 0.986192 1.01091 1.06308 0.984331 1.00478 0.984582 1.06178 1.07377 0.994641 1.07316
5412.32 1.07379 0.984328 1.00478 0.98457 1.07319 0.994635 0.984203 1.07017 0.986186 1.06183 0.983572 1.06969 0.98611 1.01091 0.984361 1.00477 0.984382 1.06276 0.984382 1.07366 0.994529 1.07366 1.06308 0.985968 1.07054 0.983407 1.00524 0.983572 1.06969 0.98611 1.06276 1.01096 0.985968 1.07054 0.984203 1.07017 0.986186 1.01091 1.06308 0.984328 1.00478 0.98457 1.06183 1.07379 0.994635 1.07319
5414.64 1.07382 0.984324 1.00478 0.984559 1.07323 0.994629 0.984203 1.07016 0.986181 1.06188 0.983571 1.06969 0.986115 1.01091 0.98436 1.00476 0.984396 1.06272 0.984396 1.0736 0.99454 1.0736 1.06307 0.98597 1.07054 0.983409 1.00524 0.983571 1.06969 0.986115 1.06272 1.01096 0.98597 1.07054 0.984203 1.07016 0.986181 1.01091 1.06307 0.984324 1.00478 0.984559 1.06188 1.07382 0.994629 1.07323
5416.97 1.07385 0.984321 1.00478 0.984548 1.07327 0.994623 0.984204 1.07016 0.986175 1.06193 0.983571 1.0697 0.98612 1.01091 0.98436 1.00476 0.98441 1.06268 0.98441 1.07354 0.994551 1.07354 1.06307 0.985971 1.07054 0.98341 1.00524 0.983571 1.0697 0.98612 1.06268 1.01096 0.985971 1.07054 0.984204 1.07016 0.986175 1.01091 1.06307 0.984321 1.00478 0.984548 1.06193 1.07385 0.994623 1.07327
5419.3 1.07388 0.984318 1.00478 0.984536 1.0733 0.994617 0.984205 1.07015 0.986169 1.06198 0.983571 1.06971 0.986124 1.01091 0.984359 1.00476 0.984424 1.06263 0.984424 1.07348 0.994562 1.07348 1.06306 0.985972 1.07053 0.983411 1.00524 0.983571 1.06971 0.986124 1.06263 1.01096 0.985972 1.07053 0.984205 1.07015 0.986169 1.01091 1.06306 0.984318 1.00478 0.984536 1.06198 1.07388 0.994617 1.0733
5421.62 1.0739 0.984315 1.00478 0.984525 1.07334 0.994611 0.984206 1.07014 0.986163 1.06203 0.983571 1.06972 0.986129 1.01091 0.984358 1.00476 0.984438 1.06259 0.984438 1.07342 0.994574 1.07342 1.06306 0.985974 1.07053 0.983413 1.00524 0.983571 1.06972 0.986129 1.06259 1.01096 0.985974 1.07053 0.984206 1.07014 0.986163 1.01091 1.06306 0.984315 1.00478 0.984525 1.06203 1.0739 0.994611 1.07334
5423.95 1.07393 0.984312 1.00478 0.984513 1.07338 0.994605 0.984206 1.07013 0.986158 1.06207 0.983571 1.06972 0.986134 1.01091 0.984358 1.00476 0.984452 1.06254 0.984452 1.07336 0.994585 1.07336 1.06306 0.985975 1.07053 0.983414 1.00524 0.983571 1.06972 0.986134 1.06254 1.01096 0.985975 1.07053 0.984206 1.07013 0.986158 1.01091 1.06306 0.984312 1.00478 0.984513 1.06207 1.07393 0.994605 1.07338
5426.28 1.07396 0.984309 1.00478 0.984501 1.07341 0.994599 0.984207 1.07013 0.986152 1.06212 0.98357 1.06973 0.986139 1.01091 0.984357 1.00475 0.984467 1.0625 0.984467 1.0733 0.994597 1.0733 1.06305 0.985977 1.07052 0.983416 1.00524 0.98357 1.06973 0.986139 1.0625 1.01096 0.985977 1.07052 0.984207 1.07013 0.986152 1.01091 1.06305 0.984309 1.00478 0.984501 1.06212 1.07396 0.994599 1.07341
5428.61 1.07398 0.984306 1.00478 0.98449 1.07345 0.994593 0.984208 1.07012 0.986146 1.06217 0.98357 1.06974 0.986143 1.01091 0.984356 1.00475 0.984481 1.06245 0.984481 1.07324 0.994608 1.07324 1.06305 0.985978 1.07052 0.983417 1.00524 0.98357 1.06974 0.986143 1.06245 1.01096 0.985978 1.07052 0.984208 1.07012 0.986146 1.01091 1.06305 0.984306 1.00478 0.98449 1.06217 1.07398 0.994593 1.07345
5430.93 1.07401 0.984303 1.00478 0.984478 1.07349 0.994587 0.984209 1.07011 0.98614 1.06222 0.98357 1.06975 0.986148 1.01091 0.984355 1.00475 0.984495 1.06241 0.984495 1.07318 0.994619 1.07318 1.06304 0.98598 1.07051 0.983419 1.00524 0.98357 1.06975 0.986148 1.06241 1.01096 0.98598 1.07051 0.984209 1.07011 0.98614 1.01091 1.06304 0.984303 1.00478 0.984478 1.06222 1.07401 0.994587 1.07349
5433.26 1.07404 0.984301 1.00479 0.984466 1.07352 0.994581 0.98421 1.0701 0.986134 1.06227 0.983569 1.06976 0.986153 1.01091 0.984354 1.00475 0.98451 1.06236 0.98451 1.07312 0.994631 1.07312 1.06303 0.985981 1.07051 0.983421 1.00524 0.983569 1.06976 0.986153 1.06236 1.01096 0.985981 1.07051 0.98421 1.0701 0.986134 1.01091 1.06303 0.984301 1.00479 0.984466 1.06227 1.07404 0.994581 1.07352
5435.59 1.07406 0.984298 1.00479 0.984454 1.07356 0.994574 0.98421 1.0701 0.986128 1.06232 0.983569 1.06976 0.986158 1.01091 0.984353 1.00475 0.984524 1.06232 0.984524 1.07306 0.994642 1.07306 1.06303 0.985983 1.07051 0.983422 1.00524 0.983569 1.06976 0.986158 1.06232 1.01096 0.985983 1.07051 0.98421 1.0701 0.986128 1.01091 1.06303 0.984298 1.00479 0.984454 1.06232 1.07406 0.994574 1.07356
5437.92 1.07409 0.984295 1.00479 0.984442 1.0736 0.994568 0.984211 1.07009 0.986122 1.06237 0.983569 1.06977 0.986162 1.01091 0.984352 1.00474 0.984538 1.06227 0.984538 1.073 0.994654 1.073 1.06302 0.985985 1.0705 0.983424 1.00524 0.983569 1.06977 0.986162 1.06227 1.01096 0.985985 1.0705 0.984211 1.07009 0.986122 1.01091 1.06302 0.984295 1.00479 0.984442 1.06238 1.07409 0.994568 1.0736
5440.24 1.07411 0.984292 1.00479 0.98443 1.07364 0.994562 0.984212 1.07008 0.986116 1.06243 0.983568 1.06978 0.986167 1.01091 0.984351 1.00474 0.984553 1.06223 0.984553 1.07294 0.994666 1.07294 1.06302 0.985986 1.0705 0.983426 1.00524 0.983568 1.06978 0.986167 1.06223 1.01096 0.985986 1.0705 0.984212 1.07008 0.986116 1.01091 1.06302 0.984292 1.00479 0.98443 1.06243 1.07411 0.994562 1.07364
5442.57 1.07414 0.984289 1.00479 0.984418 1.07367 0.994556 0.984213 1.07007 0.986109 1.06248 0.983568 1.06979 0.986172 1.01091 0.98435 1.00474 0.984567 1.06218 0.984567 1.07288 0.994677 1.07288 1.06301 0.985988 1.07049 0.983427 1.00524 0.983568 1.06979 0.986172 1.06218 1.01096 0.985988 1.07049 0.984213 1.07007 0.986109 1.01091 1.06301 0.984289 1.00479 0.984418 1.06248 1.07414 0.994556 1.07367
5444.9 1.07417 0.984287 1.00479 0.984406 1.07371 0.99455 0.984214 1.07007 0.986103 1.06253 0.983567 1.0698 0.986177 1.01091 0.984349 1.00474 0.984582 1.06214 0.984582 1.07282 0.994689 1.07282 1.06301 0.98599 1.07049 0.983429 1.00524 0.983567 1.0698 0.986177 1.06214 1.01096 0.98599 1.07049 0.984214 1.07007 0.986103 1.01091 1.06301 0.984287 1.00479 0.984406 1.06253 1.07417 0.99455 1.07371
5447.23 1.07419 0.984284 1.00479 0.984394 1.07375 0.994544 0.984215 1.07006 0.986097 1.06258 0.983567 1.06981 0.986181 1.01091 0.984348 1.00474 0.984596 1.06209 0.984596 1.07275 0.9947 1.07275 1.063 0.985992 1.07048 0.983431 1.00524 0.983567 1.06981 0.986181 1.06209 1.01096 0.985992 1.07048 0.984215 1.07006 0.986097 1.01091 1.063 0.984284 1.00479 0.984394 1.06258 1.07419 0.994544 1.07375
5449.55 1.07422 0.984282 1.00479 0.984382 1.07379 0.994538 0.984216 1.07005 0.986091 1.06263 0.983566 1.06982 0.986186 1.01091 0.984347 1.00474 0.98461 1.06205 0.98461 1.07269 0.994712 1.07269 1.06299 0.985994 1.07048 0.983433 1.00524 0.983566 1.06982 0.986186 1.06205 1.01096 0.985994 1.07048 0.984216 1.07005 0.986091 1.01091 1.06299 0.984282 1.00479 0.984382 1.06263 1.07422 0.994538 1.07379
5451.88 1.07424 0.984279 1.00479 0.98437 1.07382 0.994532 0.984217 1.07005 0.986084 1.06268 0.983566 1.06983 0.986191 1.01091 0.984346 1.00473 0.984625 1.062 0.984625 1.07263 0.994724 1.07263 1.06299 0.985995 1.07047 0.983434 1.00524 0.983566 1.06983 0.986191 1.062 1.01096 0.985995 1.07047 0.984217 1.07005 0.986084 1.01091 1.06299 0.984279 1.00479 0.98437 1.06268 1.07424 0.994532 1.07382
5454.21 1.07427 0.984277 1.00479 0.984358 1.07386 0.994526 0.984217 1.07004 0.986078 1.06274 0.983565 1.06984 0.986195 1.01091 0.984344 1.00473 0.984639 1.06196 0.984639 1.07257 0.994735 1.07257 1.06298 0.985997 1.07047 0.983436 1.00524 0.983565 1.06984 0.986195 1.06196 1.01096 0.985997 1.07047 0.984217 1.07004 0.986078 1.01091 1.06298 0.984277 1.00479 0.984358 1.06274 1.07427 0.994526 1.07386
5456.54 1.07429 0.984274 1.0048 0.984346 1.0739 0.99452 0.984218 1.07003 0.986072 1.06279 0.983565 1.06985 0.9862 1.01091 0.984343 1.00473 0.984653 1.06191 0.984653 1.07251 0.994747 1.07251 1.06297 0.985999 1.07046 0.983438 1.00524 0.983565 1.06985 0.9862 1.06191 1.01096 0.985999 1.07046 0.984218 1.07003 0.986072 1.01091 1.06297 0.984274 1.0048 0.984346 1.06279 1.07429 0.99452 1.0739
5458.86 1.07432 0.984272 1.0048 0.984334 1.07394 0.994513 0.984219 1.07002 0.986065 1.06284 0.983564 1.06986 0.986204 1.01092 0.984342 1.00473 0.984668 1.06187 0.984668 1.07245 0.994758 1.07245 1.06296 0.986001 1.07046 0.98344 1.00524 0.983564 1.06986 0.986204 1.06187 1.01096 0.986001 1.07046 0.984219 1.07002 0.986065 1.01092 1.06296 0.984272 1.0048 0.984334 1.06284 1.07432 0.994513 1.07394
5461.19 1.07434 0.984269 1.0048 0.984321 1.07398 0.994507 0.98422 1.07002 0.986059 1.06289 0.983563 1.06987 0.986209 1.01092 0.98434 1.00473 0.984682 1.06182 0.984682 1.07239 0.99477 1.07239 1.06296 0.986003 1.07045 0.983442 1.00524 0.983563 1.06987 0.986209 1.06182 1.01096 0.986003 1.07045 0.98422 1.07002 0.986059 1.01092 1.06296 0.984269 1.0048 0.984321 1.06289 1.07434 0.994507 1.07398
5463.52 1.07437 0.984267 1.0048 0.984309 1.07401 0.994501 0.984221 1.07001 0.986053 1.06294 0.983563 1.06988 0.986213 1.01092 0.984339 1.00472 0.984696 1.06178 0.984696 1.07233 0.994782 1.07233 1.06295 0.986005 1.07045 0.983444 1.00524 0.983563 1.06988 0.986213 1.06178 1.01096 0.986005 1.07045 0.984221 1.07001 0.986053 1.01092 1.06295 0.984267 1.0048 0.984309 1.06294 1.07437 0.994501 1.07401
5465.84 1.07439 0.984265 1.0048 0.984297 1.07405 0.994495 0.984222 1.07 0.986046 1.063 0.983562 1.06989 0.986218 1.01092 0.984338 1.00472 0.98471 1.06173 0.98471 1.07227 0.994793 1.07227 1.06294 0.986008 1.07044 0.983446 1.00524 0.983562 1.06989 0.986218 1.06173 1.01096 0.986008 1.07044 0.984222 1.07 0.986046 1.01092 1.06294 0.984265 1.0048 0.984297 1.063 1.07439 0.994495 1.07405
5468.17 1.07441 0.984263 1.0048 0.984285 1.07409 0.994489 0.984223 1.07 0.98604 1.06305 0.983561 1.0699 0.986222 1.01092 0.984336 1.00472 0.984724 1.06169 0.984724 1.07221 0.994805 1.07221 1.06293 0.98601 1.07044 0.983448 1.00524 0.983561 1.0699 0.986222 1.06169 1.01096 0.98601 1.07044 0.984223 1.07 0.98604 1.01092 1.06293 0.984263 1.0048 0.984285 1.06305 1.07441 0.994489 1.07409
5470.5 1.07444 0.98426 1.0048 0.984273 1.07413 0.994484 0.984224 1.06999 0.986033 1.0631 0.98356 1.06991 0.986227 1.01092 0.984335 1.00472 0.984739 1.06164 0.984739 1.07215 0.994816 1.07215 1.06293 0.986012 1.07043 0.98345 1.00524 0.98356 1.06991 0.986227 1.06164 1.01096 0.986012 1.07043 0.984224 1.06999 0.986033 1.01092 1.06293 0.98426 1.0048 0.984273 1.0631 1.07444 0.994484 1.07413
5472.83 1.07446 0.984258 1.0048 0.98426 1.07416 0.994478 0.984225 1.06998 0.986027 1.06316 0.98356 1.06992 0.986231 1.01092 0.984333 1.00472 0.984753 1.0616 0.984753 1.07209 0.994828 1.07209 1.06292 0.986014 1.07042 0.983452 1.00524 0.98356 1.06992 0.986231 1.0616 1.01095 0.986014 1.07042 0.984225 1.06998 0.986027 1.01092 1.06292 0.984258 1.0048 0.98426 1.06316 1.07446 0.994478 1.07416
5475.15 1.07448 0.984256 1.0048 0.984248 1.0742 0.994472 0.984226 1.06998 0.98602 1.06321 0.983559 1.06993 0.986235 1.01092 0.984331 1.00472 0.984767 1.06155 0.984767 1.07203 0.994839 1.07203 1.06291 0.986016 1.07042 0.983454 1.00524 0.983559 1.06993 0.986235 1.06155 1.01095 0.986016 1.07042 0.984226 1.06998 0.98602 1.01092 1.06291 0.984256 1.0048 0.984248 1.06321 1.07448 0.994472 1.0742
5477.48 1.07451 0.984254 1.0048 0.984236 1.07424 0.994466 0.984227 1.06997 0.986014 1.06326 0.983558 1.06994 0.98624 1.01092 0.98433 1.00471 0.984781 1.06151 0.984781 1.07197 0.994851 1.07197 1.0629 0.986018 1.07041 0.983456 1.00524 0.983558 1.06994 0.98624 1.06151 1.01095 0.986018 1.07041 0.984227 1.06997 0.986014 1.01092 1.0629 0.984254 1.0048 0.984236 1.06326 1.07451 0.994466 1.07424
5479.81 1.07453 0.984252 1.0048 0.984224 1.07427 0.99446 0.984228 1.06996 0.986008 1.06331 0.983557 1.06996 0.986244 1.01092 0.984328 1.00471 0.984794 1.06147 0.984794 1.07191 0.994862 1.07191 1.06289 0.986021 1.07041 0.983458 1.00524 0.983557 1.06996 0.986244 1.06147 1.01095 0.986021 1.07041 0.984228 1.06996 0.986008 1.01092 1.06289 0.984252 1.0048 0.984224 1.06331 1.07453 0.99446 1.07427
5482.14 1.07455 0.984251 1.00481 0.984212 1.07431 0.994454 0.984229 1.06996 0.986001 1.06337 0.983556 1.06997 0.986248 1.01092 0.984326 1.00471 0.984808 1.06142 0.984808 1.07185 0.994874 1.07185 1.06288 0.986023 1.0704 0.98346 1.00524 0.983556 1.06997 0.986248 1.06142 1.01095 0.986023 1.0704 0.984229 1.06996 0.986001 1.01092 1.06288 0.984251 1.00481 0.984212 1.06337 1.07455 0.994454 1.07431
5484.46 1.07457 0.984249 1.00481 0.9842 1.07435 0.994448 0.98423 1.06995 0.985995 1.06342 0.983555 1.06998 0.986252 1.01092 0.984324 1.00471 0.984822 1.06138 0.984822 1.0718 0.994885 1.0718 1.06288 0.986025 1.07039 0.983462 1.00524 0.983555 1.06998 0.986252 1.06138 1.01095 0.986025 1.07039 0.98423 1.06995 0.985995 1.01092 1.06288 0.984249 1.00481 0.9842 1.06342 1.07457 0.994448 1.07435
5486.79 1.07459 0.984247 1.00481 0.984188 1.07438 0.994443 0.984231 1.06994 0.985988 1.06347 0.983554 1.06999 0.986256 1.01092 0.984323 1.00471 0.984836 1.06134 0.984836 1.07174 0.994896 1.07174 1.06287 0.986028 1.07039 0.983465 1.00524 0.983554 1.06999 0.986256 1.06134 1.01095 0.986028 1.07039 0.984231 1.06994 0.985988 1.01092 1.06287 0.984247 1.00481 0.984188 1.06347 1.07459 0.994443 1.07438
5489.12 1.07462 0.984245 1.00481 0.984176 1.07442 0.994437 0.984232 1.06994 0.985982 1.06352 0.983553 1.07 0.986261 1.01092 0.984321 1.00471 0.984849 1.06129 0.984849 1.07168 0.994907 1.07168 1.06286 0.98603 1.07038 0.983467 1.00524 0.983553 1.07 0.986261 1.06129 1.01095 0.98603 1.07038 0.984232 1.06994 0.985982 1.01092 1.06286 0.984245 1.00481 0.984176 1.06352 1.07462 0.994437 1.07442
5491.45 1.07464 0.984244 1.00481 0.984164 1.07446 0.994431 0.984233 1.06993 0.985975 1.06357 0.983552 1.07002 0.986265 1.01092 0.984319 1.0047 0.984863 1.06125 0.984863 1.07162 0.994919 1.07162 1.06285 0.986032 1.07038 0.983469 1.00524 0.983552 1.07002 0.986265 1.06125 1.01095 0.986032 1.07038 0.984233 1.06993 0.985975 1.01092 1.06285 0.984244 1.00481 0.984164 1.06357 1.07464 0.994431 1.07446
5493.77 1.07466 0.984242 1.00481 0.984152 1.07449 0.994426 0.984234 1.06993 0.985969 1.06363 0.983551 1.07003 0.986269 1.01092 0.984317 1.0047 0.984876 1.06121 0.984876 1.07157 0.99493 1.07157 1.06284 0.986035 1.07037 0.983471 1.00524 0.983551 1.07003 0.986269 1.06121 1.01095 0.986035 1.07037 0.984234 1.06993 0.985969 1.01092 1.06284 0.984242 1.00481 0.984152 1.06363 1.07466 0.994426 1.07449
5496.1 1.07468 0.98424 1.00481 0.98414 1.07453 0.99442 0.984235 1.06992 0.985962 1.06368 0.98355 1.07004 0.986273 1.01092 0.984315 1.0047 0.984889 1.06117 0.984889 1.07151 0.994941 1.07151 1.06283 0.986037 1.07036 0.983473 1.00524 0.98355 1.07004 0.986273 1.06117 1.01095 0.986037 1.07036 0.984235 1.06992 0.985962 1.01092 1.06283 0.98424 1.00481 0.98414 1.06368 1.07468 0.99442 1.07453
5498.43 1.0747 0.984239 1.00481 0.984128 1.07456 0.994415 0.984236 1.06991 0.985956 1.06373 0.983549 1.07005 0.986276 1.01092 0.984313 1.0047 0.984903 1.06112 0.984903 1.07145 0.994952 1.07145 1.06282 0.98604 1.07036 0.983476 1.00524 0.983549 1.07005 0.986276 1.06112 1.01095 0.98604 1.07036 0.984236 1.06991 0.985956 1.01092 1.06282 0.984239 1.00481 0.984128 1.06373 1.0747 0.994415 1.07456
5500.75 1.07472 0.984238 1.00481 0.984116 1.0746 0.994409 0.984237 1.06991 0.985949 1.06378 0.983548 1.07007 0.98628 1.01092 0.984311 1.0047 0.984916 1.06108 0.984916 1.0714 0.994963 1.0714 1.06281 0.986042 1.07035 0.983478 1.00524 0.983548 1.07007 0.98628 1.06108 1.01095 0.986042 1.07035 0.984237 1.06991 0.985949 1.01092 1.06281 0.984238 1.00481 0.984116 1.06378 1.07472 0.994409 1.0746
5503.08 1.07474 0.984236 1.00481 0.984105 1.07463 0.994404 0.984238 1.0699 0.985943 1.06383 0.983547 1.07008 0.986284 1.01092 0.984309 1.0047 0.984929 1.06104 0.984929 1.07134 0.994974 1.07134 1.0628 0.986045 1.07034 0.98348 1.00524 0.983547 1.07008 0.986284 1.06104 1.01095 0.986045 1.07034 0.984238 1.0699 0.985943 1.01092 1.0628 0.984236 1.00481 0.984105 1.06383 1.07474 0.994404 1.07463
