# t rho_0 rho_1 rho_2 rho_3 rho_4 rho_5 rho_6 rho_7 rho_8 rho_9 rho_10 rho_11 rho_12 rho_13 rho_14 rho_15 rho_16 rho_17 rho_18 rho_19 rho_20 rho_21 rho_22 rho_23 rho_24 rho_25 rho_26 rho_27 rho_28 rho_29 rho_30 rho_31 rho_32 rho_33 rho_34 rho_35 rho_36 rho_37 rho_38 rho_39 rho_40 rho_41 rho_42 rho_43 rho_44 rho_45
24.3113 1.07351 0.984433 1.00477 0.984433 1.07351 0.99461 0.984237 1.07021 0.986083 1.06255 0.983495 1.07021 0.986083 1.01091 0.984237 1.00477 0.984433 1.06255 0.984433 1.07351 0.994611 1.07351 1.06255 0.986083 1.07021 0.983495 1.00524 0.983495 1.07021 0.986083 1.06255 1.01091 0.986083 1.07021 0.984237 1.07021 0.986083 1.01091 1.06255 0.984433 1.00477 0.984433 1.06255 1.07351 0.99461 1.07351
26.7212 1.07351 0.984433 1.00477 0.984433 1.07351 0.99461 0.984237 1.07021 0.986083 1.06255 0.983495 1.07021 0.986083 1.01091 0.984237 1.00477 0.984433 1.06255 0.984433 1.07351 0.994611 1.07351 1.06255 0.986083 1.07021 0.983495 1.00524 0.983495 1.07021 0.986083 1.06255 1.01091 0.986083 1.07021 0.984237 1.07021 0.986083 1.01091 1.06255 0.984433 1.00477 0.984433 1.06255 1.07351 0.99461 1.07351
29.2471 1.07351 0.984433 1.00477 0.984433 1.07351 0.99461 0.984237 1.07021 0.986083 1.06255 0.983495 1.07021 0.986083 1.01091 0.984237 1.00477 0.984433 1.06255 0.984433 1.07351 0.994611 1.07351 1.06255 0.986083 1.07021 0.983495 1.00524 0.983495 1.07021 0.986083 1.06255 1.01091 0.986083 1.07021 0.984237 1.07021 0.986083 1.01091 1.06255 0.984433 1.00477 0.984433 1.06255 1.07351 0.99461 1.07351
31.773 1.07351 0.984433 1.00477 0.984433 1.07351 0.99461 0.984237 1.07021 0.986083 1.06255 0.983495 1.07021 0.986083 1.01091 0.984237 1.00477 0.984433 1.06255 0.984433 1.07351 0.99461 1.07351 1.06255 0.986083 1.07021 0.983495 1.00524 0.983495 1.07021 0.986083 1.06255 1.01091 0.986083 1.07021 0.984237 1.07021 0.986083 1.01091 1.06255 0.984433 1.00477 0.984433 1.06255 1.07351 0.99461 1.07351
34.2989 1.07351 0.984433 1.00477 0.984433 1.07351 0.994611 0.984237 1.07021 0.986083 1.06255 0.983495 1.07021 0.986083 1.01091 0.984237 1.00477 0.984433 1.06255 0.984433 1.07351 0.99461 1.07351 1.06255 0.986083 1.07021 0.983495 1.00524 0.983495 1.07021 0.986083 1.06255 1.01091 0.986083 1.07021 0.984237 1.07021 0.986083 1.01091 1.06255 0.984433 1.00477 0.984433 1.06255 1.07351 0.994611 1.07351
36.8248 1.07351 0.984433 1.00477 0.984433 1.07351 0.994611 0.984237 1.07021 0.986083 1.06255 0.983495 1.07021 0.986083 1.01091 0.984237 1.00477 0.984433 1.06255 0.984433 1.07351 0.99461 1.07351 1.06255 0.986083 1.07021 0.983495 1.00524 0.983495 1.07021 0.986083 1.06255 1.01091 0.986083 1.07021 0.984237 1.07021 0.986083 1.01091 1.06255 0.984433 1.00477 0.984433 1.06255 1.07351 0.994611 1.07351
39.3507 1.07351 0.984433 1.00477 0.984433 1.07351 0.994611 0.984237 1.07021 0.986083 1.06255 0.983495 1.07021 0.986083 1.01091 0.984237 1.00477 0.984433 1.06255 0.984433 1.07351 0.99461 1.07351 1.06255 0.986083 1.07021 0.983495 1.00524 0.983495 1.07021 0.986083 1.06255 1.01091 0.986083 1.07021 0.984237 1.07021 0.986083 1.01091 1.06255 0.984433 1.00477 0.984433 1.06255 1.07351 0.994611 1.07351
41.8766 1.07351 0.984433 1.00477 0.984433 1.07351 0.99461 0.984237 1.07021 0.986083 1.06255 0.983495 1.07021 0.986083 1.01091 0.984237 1.00477 0.984433 1.06255 0.984433 1.07351 0.99461 1.07351 1.06255 0.986083 1.07021 0.983495 1.00524 0.983495 1.07021 0.986083 1.06255 1.01091 0.986083 1.07021 0.984237 1.07021 0.986083 1.01091 1.06255 0.984433 1.00477 0.984433 1.06255 1.07351 0.99461 1.07351
44.4025 1.07351 0.984433 1.00477 0.984433 1.07351 0.99461 0.984237 1.07021 0.986083 1.06255 0.983495 1.07021 0.986083 1.01091 0.984237 1.00477 0.984433 1.06255 0.984433 1.07351 0.994611 1.07351 1.06255 0.986083 1.07021 0.983495 1.00524 0.983495 1.07021 0.986083 1.06255 1.01091 0.986083 1.07021 0.984237 1.07021 0.986083 1.01091 1.06255 0.984433 1.00477 0.984433 1.06255 1.07351 0.99461 1.07351
46.9284 1.07351 0.984433 1.00477 0.984433 1.07351 0.99461 0.984237 1.07021 0.986083 1.06255 0.983495 1.07021 0.986083 1.01091 0.984237 1.00477 0.984433 1.06255 0.984433 1.07351 0.99461 1.07351 1.06255 0.986084 1.07021 0.983495 1.00524 0.983495 1.07021 0.986083 1.06255 1.01091 0.986084 1.07021 0.984237 1.07021 0.986083 1.01091 1.06255 0.984433 1.00477 0.984433 1.06255 1.07351 0.99461 1.07351
49.4543 1.07351 0.984433 1.00477 0.984433 1.07351 0.994611 0.984237 1.07021 0.986083 1.06255 0.983495 1.07021 0.986083 1.01091 0.984237 1.00477 0.984433 1.06255 0.984433 1.07351 0.99461 1.07351 1.06255 0.986084 1.07021 0.983495 1.00524 0.983495 1.07021 0.986083 1.06255 1.01091 0.986084 1.07021 0.984237 1.07021 0.986083 1.01091 1.06255 0.984433 1.00477 0.984433 1.06255 1.07351 0.994611 1.07351
51.9802 1.07351 0.984434 1.00477 0.984433 1.07351 0.994611 0.984237 1.07021 0.986083 1.06255 0.983495 1.07021 0.986083 1.01091 0.984237 1.00477 0.984433 1.06255 0.984433 1.07351 0.99461 1.07351 1.06255 0.986084 1.07021 0.983495 1.00524 0.983495 1.07021 0.986083 1.06255 1.01091 0.986084 1.07021 0.984237 1.07021 0.986083 1.01091 1.06255 0.984434 1.00477 0.984433 1.06255 1.07351 0.994611 1.07351
54.5061 1.07351 0.984434 1.00477 0.984433 1.07351 0.994611 0.984237 1.07021 0.986083 1.06255 0.983495 1.07021 0.986083 1.01091 0.984237 1.00477 0.984433 1.06255 0.984433 1.07351 0.99461 1.07351 1.06255 0.986084 1.07021 0.983495 1.00524 0.983495 1.07021 0.986083 1.06255 1.01091 0.986084 1.07021 0.984237 1.07021 0.986083 1.01091 1.06255 0.984434 1.00477 0.984433 1.06255 1.07351 0.994611 1.07351
57.032 1.07351 0.984434 1.00477 0.984433 1.07351 0.994611 0.984237 1.07021 0.986083 1.06255 0.983494 1.07021 0.986083 1.01091 0.984237 1.00477 0.984433 1.06255 0.984433 1.07351 0.99461 1.07351 1.06255 0.986084 1.07021 0.983495 1.00524 0.983494 1.07021 0.986083 1.06255 1.01091 0.986084 1.07021 0.984237 1.07021 0.986083 1.01091 1.06255 0.984434 1.00477 0.984433 1.06255 1.07351 0.994611 1.07351
59.5579 1.07351 0.984434 1.00477 0.984433 1.07351 0.994611 0.984237 1.07021 0.986083 1.06255 0.983494 1.07021 0.986083 1.01091 0.984237 1.00477 0.984433 1.06255 0.984433 1.07351 0.99461 1.07351 1.06255 0.986084 1.07021 0.983495 1.00524 0.983494 1.07021 0.986083 1.06255 1.01091 0.986084 1.07021 0.984237 1.07021 0.986083 1.01091 1.06255 0.984434 1.00477 0.984433 1.06255 1.07351 0.994611 1.07351
62.0838 1.07351 0.984434 1.00477 0.984433 1.07351 0.994611 0.984237 1.07021 0.986083 1.06255 0.983494 1.07021 0.986083 1.01091 0.984237 1.00477 0.984433 1.06255 0.984433 1.07351 0.99461 1.07351 1.06255 0.986084 1.07021 0.983495 1.00524 0.983494 1.07021 0.986083 1.06255 1.01091 0.986084 1.07021 0.984237 1.07021 0.986083 1.01091 1.06255 0.984434 1.00477 0.984433 1.06255 1.07351 0.994611 1.07351
64.6097 1.07351 0.984434 1.00477 0.984433 1.07351 0.994611 0.984237 1.07021 0.986083 1.06255 0.983494 1.07021 0.986083 1.01091 0.984237 1.00477 0.984433 1.06255 0.984433 1.07351 0.99461 1.07351 1.06255 0.986084 1.07021 0.983495 1.00524 0.983494 1.07021 0.986083 1.06255 1.01091 0.986084 1.07021 0.984237 1.07021 0.986083 1.01091 1.06255 0.984434 1.00477 0.984433 1.06255 1.07351 0.994611 1.07351
67.1356 1.07351 0.984434 1.00477 0.984433 1.07351 0.994611 0.984237 1.07021 0.986083 1.06255 0.983494 1.07021 0.986083 1.01091 0.984237 1.00477 0.984433 1.06255 0.984433 1.07351 0.99461 1.07351 1.06255 0.986084 1.07021 0.983495 1.00524 0.983494 1.07021 0.986083 1.06255 1.01091 0.986084 1.07021 0.984237 1.07021 0.986083 1.01091 1.06255 0.984434 1.00477 0.984433 1.06255 1.07351 0.994611 1.07351
69.6615 1.07351 0.984434 1.00477 0.984433 1.07351 0.994611 0.984237 1.07021 0.986083 1.06255 0.983494 1.07021 0.986083 1.01091 0.984237 1.00477 0.984433 1.06255 0.984433 1.07351 0.99461 1.07351 1.06255 0.986084 1.07021 0.983495 1.00524 0.983494 1.07021 0.986083 1.06255 1.01091 0.986084 1.07021 0.984237 1.07021 0.986083 1.01091 1.06255 0.984434 1.00477 0.984433 1.06255 1.07351 0.994611 1.07351
72.1874 1.07351 0.984434 1.00477 0.984433 1.07351 0.994611 0.984237 1.07021 0.986083 1.06255 0.983494 1.07021 0.986083 1.01091 0.984237 1.00477 0.984433 1.06255 0.984433 1.07351 0.99461 1.07351 1.06255 0.986084 1.07021 0.983495 1.00524 0.983494 1.07021 0.986083 1.06255 1.01091 0.986084 1.07021 0.984237 1.07021 0.986083 1.01091 1.06255 0.984434 1.00477 0.984433 1.06255 1.07351 0.994611 1.07351
74.7133 1.07351 0.984434 1.00477 0.984433 1.07351 0.994611 0.984237 1.07021 0.986083 1.06255 0.983494 1.07021 0.986083 1.01091 0.984237 1.00477 0.984433 1.06255 0.984433 1.07351 0.99461 1.07351 1.06255 0.986084 1.07021 0.983495 1.00524 0.983494 1.07021 0.986083 1.06255 1.01091 0.986084 1.07021 0.984237 1.07021 0.986083 1.01091 1.06255 0.984434 1.00477 0.984433 1.06255 1.07351 0.994611 1.07351
77.2392 1.07351 0.984434 1.00477 0.984433 1.07351 0.994611 0.984237 1.07021 0.986083 1.06255 0.983494 1.07021 0.986083 1.01091 0.984237 1.00477 0.984433 1.06255 0.984433 1.07351 0.99461 1.07351 1.06255 0.986084 1.07021 0.983495 1.00524 0.983494 1.07021 0.986083 1.06255 1.01091 0.986084 1.07021 0.984237 1.07021 0.986083 1.01091 1.06255 0.984434 1.00477 0.984433 1.06255 1.07351 0.994611 1.07351
79.7651 1.07351 0.984434 1.00477 0.984433 1.07351 0.994611 0.984237 1.07021 0.986083 1.06255 0.983494 1.07021 0.986083 1.01091 0.984237 1.00477 0.984433 1.06255 0.984433 1.07351 0.99461 1.07351 1.06255 0.986084 1.07021 0.983495 1.00524 0.983494 1.07021 0.986083 1.06255 1.01091 0.986084 1.07021 0.984237 1.07021 0.986083 1.01091 1.06255 0.984434 1.00477 0.984433 1.06255 1.07351 0.994611 1.07351
82.291 1.07351 0.984434 1.00477 0.984433 1.07351 0.994611 0.984237 1.07021 0.986083 1.06255 0.983494 1.07021 0.986083 1.01091 0.984237 1.00477 0.984433 1.06255 0.984433 1.07351 0.99461 1.07351 1.06255 0.986084 1.07021 0.983495 1.00524 0.983494 1.07021 0.986083 1.06255 1.01091 0.986084 1.07021 0.984237 1.07021 0.986083 1.01091 1.06255 0.984434 1.00477 0.984433 1.06255 1.07351 0.994611 1.07351
84.8169 1.07351 0.984434 1.00477 0.984433 1.07351 0.994611 0.984237 1.07021 0.986083 1.06255 0.983494 1.07021 0.986083 1.01091 0.984237 1.00477 0.984433 1.06255 0.984433 1.07351 0.99461 1.07351 1.06255 0.986084 1.07021 0.983495 1.00524 0.983494 1.07021 0.986083 1.06255 1.01091 0.986084 1.07021 0.984237 1.07021 0.986083 1.01091 1.06255 0.984434 1.00477 0.984433 1.06255 1.07351 0.994611 1.07351
87.3428 1.07351 0.984434 1.00477 0.984433 1.07351 0.994611 0.984237 1.07021 0.986083 1.06255 0.983494 1.07021 0.986083 1.01091 0.984237 1.00477 0.984433 1.06255 0.984433 1.07351 0.99461 1.07351 1.06255 0.986084 1.07021 0.983495 1.00524 0.983494 1.07021 0.986083 1.06255 1.01091 0.986084 1.07021 0.984237 1.07021 0.986083 1.01091 1.06255 0.984434 1.00477 0.984433 1.06255 1.07351 0.994611 1.07351
89.8687 1.07351 0.984434 1.00477 0.984433 1.07351 0.994611 0.984237 1.07021 0.986083 1.06255 0.983494 1.07021 0.986083 1.01091 0.984237 1.00477 0.984433 1.06255 0.984433 1.07351 0.99461 1.07351 1.06255 0.986084 1.07021 0.983495 1.00524 0.983494 1.07021 0.986083 1.06255 1.01091 0.986084 1.07021 0.984237 1.07021 0.986083 1.01091 1.06255 0.984434 1.00477 0.984433 1.06255 1.07351 0.994611 1.07351
92.3946 1.07351 0.984434 1.00477 0.984433 1.07351 0.994611 0.984237 1.07021 0.986083 1.06255 0.983494 1.07021 0.986083 1.01091 0.984237 1.00477 0.984433 1.06255 0.984433 1.07351 0.99461 1.07351 1.06255 0.986084 1.07021 0.983495 1.00524 0.983494 1.07021 0.986083 1.06255 1.01091 0.986084 1.07021 0.984237 1.07021 0.986083 1.01091 1.06255 0.984434 1.00477 0.984433 1.06255 1.07351 0.994611 1.07351
95.0278 1.07351 0.984434 1.00477 0.984433 1.07351 0.994611 0.984237 1.07021 0.986083 1.06255 0.983494 1.07021 0.986083 1.01091 0.984237 1.00477 0.984433 1.06255 0.984433 1.07351 0.99461 1.07351 1.06255 0.986084 1.07021 0.983495 1.00524 0.983494 1.07021 0.986083 1.06255 1.01091 0.986084 1.07021 0.984237 1.07021 0.986083 1.01091 1.06255 0.984434 1.00477 0.984433 1.06255 1.07351 0.994611 1.07351
97.661 1.07351 0.984434 1.00477 0.984433 1.07351 0.994611 0.984237 1.07021 0.986083 1.06255 0.983494 1.07021 0.986083 1.01091 0.984237 1.00477 0.984433 1.06255 0.984433 1.07351 0.99461 1.07351 1.06255 0.986084 1.07021 0.983495 1.00524 0.983494 1.07021 0.986083 1.06255 1.01091 0.986084 1.07021 0.984237 1.07021 0.986083 1.01091 1.06255 0.984434 1.00477 0.984433 1.06255 1.07351 0.994611 1.07351
100.294 1.07351 0.984434 1.00477 0.984433 1.07351 0.994611 0.984237 1.07021 0.986083 1.06255 0.983494 1.07021 0.986083 1.01091 0.984237 1.00477 0.984433 1.06255 0.984433 1.07351 0.99461 1.07351 1.06255 0.986084 1.07021 0.983495 1.00524 0.983494 1.07021 0.986083 1.06255 1.01091 0.986084 1.07021 0.984237 1.07021 0.986083 1.01091 1.06255 0.984434 1.00477 0.984433 1.06255 1.07351 0.994611 1.07351
102.927 1.07351 0.984434 1.00477 0.984433 1.07351 0.994611 0.984237 1.07021 0.986083 1.06255 0.983494 1.07021 0.986083 1.01091 0.984237 1.00477 0.984433 1.06255 0.984433 1.07351 0.99461 1.07351 1.06255 0.986084 1.07021 0.983495 1.00524 0.983494 1.07021 0.986083 1.06255 1.01091 0.986084 1.07021 0.984237 1.07021 0.986083 1.01091 1.06255 0.984434 1.00477 0.984433 1.06255 1.07351 0.994611 1.07351
105.662 1.07351 0.984434 1.00477 0.984433 1.07351 0.994611 0.984237 1.07021 0.986083 1.06255 0.983494 1.07021 0.986083 1.01091 0.984237 1.00477 0.984433 1.06255 0.984433 1.07351 0.99461 1.07351 1.06255 0.986084 1.07021 0.983495 1.00524 0.983494 1.07021 0.986083 1.06255 1.01091 0.986084 1.07021 0.984237 1.07021 0.986083 1.01091 1.06255 0.984434 1.00477 0.984433 1.06255 1.07351 0.994611 1.07351
108.397 1.07351 0.984434 1.00477 0.984433 1.07351 0.994611 0.984237 1.07021 0.986083 1.06255 0.983494 1.07021 0.986083 1.01091 0.984237 1.00477 0.984433 1.06255 0.984433 1.07351 0.99461 1.07351 1.06255 0.986084 1.07021 0.983495 1.00524 0.983494 1.07021 0.986083 1.06255 1.01091 0.986084 1.07021 0.984237 1.07021 0.986083 1.01091 1.06255 0.984434 1.00477 0.984433 1.06255 1.07351 0.994611 1.07351
111.131 1.07351 0.984434 1.00477 0.984433 1.07351 0.994611 0.984237 1.07021 0.986083 1.06255 0.983494 1.07021 0.986083 1.01091 0.984237 1.00477 0.984433 1.06255 0.984433 1.07351 0.99461 1.07351 1.06255 0.986084 1.07021 0.983495 1.00524 0.983494 1.07021 0.986083 1.06255 1.01091 0.986084 1.07021 0.984237 1.07021 0.986083 1.01091 1.06255 0.984434 1.00477 0.984433 1.06255 1.07351 0.994611 1.07351
113.866 1.07351 0.984433 1.00477 0.984433 1.07351 0.994611 0.984237 1.07021 0.986083 1.06255 0.983494 1.07021 0.986083 1.01091 0.984237 1.00477 0.984433 1.06255 0.984433 1.07351 0.99461 1.07351 1.06255 0.986084 1.07021 0.983495 1.00524 0.983494 1.07021 0.986083 1.06255 1.01091 0.986084 1.07021 0.984237 1.07021 0.986083 1.01091 1.06255 0.984433 1.00477 0.984433 1.06255 1.07351 0.994611 1.07351
116.601 1.07351 0.984433 1.00477 0.984433 1.07351 0.994611 0.984237 1.07021 0.986083 1.06255 0.983494 1.07021 0.986083 1.01091 0.984237 1.00477 0.984433 1.06255 0.984433 1.07351 0.99461 1.07351 1.06255 0.986084 1.07021 0.983495 1.00524 0.983494 1.07021 0.986083 1.06255 1.01091 0.986084 1.07021 0.984237 1.07021 0.986083 1.01091 1.06255 0.984433 1.00477 0.984433 1.06255 1.07351 0.994611 1.07351
119.336 1.07351 0.984433 1.00477 0.984433 1.07351 0.994611 0.984237 1.07021 0.986083 1.06255 0.983494 1.07021 0.986083 1.01091 0.984237 1.00477 0.984433 1.06255 0.984433 1.07351 0.99461 1.07351 1.06255 0.986084 1.07021 0.983495 1.00524 0.983494 1.07021 0.986083 1.06255 1.01091 0.986084 1.07021 0.984237 1.07021 0.986083 1.01091 1.06255 0.984433 1.00477 0.984433 1.06255 1.07351 0.994611 1.07351
121.761 1.07351 0.984433 1.00477 0.984433 1.07351 0.994611 0.984237 1.07021 0.986083 1.06255 0.983494 1.07021 0.986083 1.01091 0.984237 1.00477 0.984433 1.06255 0.984433 1.07351 0.99461 1.07351 1.06255 0.986084 1.07021 0.983495 1.00524 0.983494 1.07021 0.986083 1.06255 1.01091 0.986084 1.07021 0.984237 1.07021 0.986083 1.01091 1.06255 0.984433 1.00477 0.984433 1.06255 1.07351 0.994611 1.07351
124.186 1.07351 0.984433 1.00477 0.984433 1.07351 0.994611 0.984237 1.07021 0.986083 1.06255 0.983494 1.07021 0.986083 1.01091 0.984237 1.00477 0.984433 1.06255 0.984433 1.07351 0.99461 1.07351 1.06255 0.986084 1.07021 0.983495 1.00524 0.983494 1.07021 0.986083 1.06255 1.01091 0.986084 1.07021 0.984237 1.07021 0.986083 1.01091 1.06255 0.984433 1.00477 0.984433 1.06255 1.07351 0.994611 1.07351
126.611 1.07351 0.984433 1.00477 0.984433 1.07351 0.994611 0.984237 1.07021 0.986083 1.06255 0.983494 1.07021 0.986083 1.01091 0.984237 1.00477 0.984433 1.06255 0.984433 1.07351 0.99461 1.07351 1.06255 0.986084 1.07021 0.983495 1.00524 0.983494 1.07021 0.986083 1.06255 1.01091 0.986084 1.07021 0.984237 1.07021 0.986083 1.01091 1.06255 0.984433 1.00477 0.984433 1.06255 1.07351 0.994611 1.07351
129.036 1.07351 0.984433 1.00477 0.984433 1.07351 0.994611 0.984237 1.07021 0.986083 1.06255 0.983494 1.07021 0.986083 1.01091 0.984237 1.00477 0.984433 1.06255 0.984433 1.07351 0.99461 1.07351 1.06255 0.986083 1.07021 0.983495 1.00524 0.983494 1.07021 0.986083 1.06255 1.01091 0.986083 1.07021 0.984237 1.07021 0.986083 1.01091 1.06255 0.984433 1.00477 0.984433 1.06255 1.07351 0.994611 1.07351
131.462 1.07351 0.984433 1.00477 0.984433 1.07351 0.994611 0.984237 1.07021 0.986083 1.06255 0.983494 1.07021 0.986083 1.01091 0.984237 1.00477 0.984433 1.06255 0.984433 1.07351 0.99461 1.07351 1.06255 0.986083 1.07021 0.983495 1.00524 0.983494 1.07021 0.986083 1.06255 1.01091 0.986083 1.07021 0.984237 1.07021 0.986083 1.01091 1.06255 0.984433 1.00477 0.984433 1.06255 1.07351 0.994611 1.07351
133.887 1.07351 0.984433 1.00477 0.984433 1.07351 0.994611 0.984237 1.07021 0.986083 1.06255 0.983494 1.07021 0.986083 1.01091 0.984237 1.00477 0.984433 1.06255 0.984433 1.07351 0.99461 1.07351 1.06255 0.986083 1.07021 0.983495 1.00524 0.983494 1.07021 0.986083 1.06255 1.01091 0.986083 1.07021 0.984237 1.07021 0.986083 1.01091 1.06255 0.984433 1.00477 0.984433 1.06255 1.07351 0.994611 1.07351
136.312 1.07351 0.984433 1.00477 0.984433 1.07351 0.994611 0.984237 1.07021 0.986083 1.06255 0.983494 1.07021 0.986083 1.01091 0.984237 1.00477 0.984433 1.06255 0.984433 1.07351 0.99461 1.07351 1.06255 0.986083 1.07021 0.983495 1.00524 0.983494 1.07021 0.986083 1.06255 1.01091 0.986083 1.07021 0.984237 1.07021 0.986083 1.01091 1.06255 0.984433 1.00477 0.984433 1.06255 1.07351 0.994611 1.07351
